Symbol,Rm-Rf %,SMB %,Adj-r_sq,const,high-low
RENUKA,0.0002,,0.0709,0.7894,0.374
GLENMARK,0.0,,0.1151,0.0523,0.1084
WHEELS,0.417,,0.0032,0.0075,0.0987
ELAND,0.0,,0.0832,0.7028,0.8868
JKTYRE,0.0,,0.2244,0.7321,0.8494
WIPRO,0.3814,,-0.0045,0.6891,0.9951
CHAMBLFERT,0.0,,0.0969,0.184,0.5479
BASF,0.0011,,0.043,0.1805,0.8907
ORIENTHOT,0.0116,,0.0196,0.229,0.7514
KKCL,0.0023,,0.0327,0.6952,0.052
BAFNAPHARM,0.0,,0.1308,0.4605,0.4357
INDOCO,0.0355,,0.0175,0.9543,0.6118
MADHAV,0.0,,0.1503,0.6969,0.4895
GNFC,0.0,,0.1842,0.224,0.7673
TARAJEWELS,0.0011,,0.0532,0.0474,0.4124
GKWLIMITED,0.0223,,0.017,0.5942,0.9519
BHARATRAS,0.0104,,0.0225,0.0957,0.9763
MANUGRAPH,0.0001,,0.0713,0.9999,0.7253
HATSUN,0.9833,,-0.0082,0.005,0.9959
CAREERP,0.0,,0.1317,0.6716,0.5042
NCC,0.0,,0.3263,0.8411,0.1402
JBMA,0.0,,0.1289,0.2786,0.5633
SQSBFSI,0.0016,,0.037,0.2152,0.8814
HARITASEAT,0.0001,,0.0573,0.5371,0.8786
GATI,0.0,,0.2414,0.4893,0.2334
LINDEINDIA,0.0004,,0.0458,0.2246,0.6337
ABBOTINDIA,0.1561,,0.0012,0.3886,0.3135
ZUARI,0.0,,0.1256,0.2824,0.6724
DATAMATICS,0.0,,0.0807,0.7571,0.216
TALBROAUTO,0.0,,0.1118,0.1338,0.6821
NAHARCAP,0.0,,0.0673,0.1616,0.2162
BANKBEES,0.0,,0.5275,0.0309,0.922
NIBL,0.0099,,0.0276,0.8179,0.6716
GENUSPAPER,0.0334,,0.0279,0.3404,0.3319
ICRA,0.0002,,0.0587,0.7386,0.9359
VLSFINANCE,0.0,,0.2096,0.7052,0.9013
HINDPETRO,0.0,,0.1032,0.4451,0.2734
FINPIPE,0.0,,0.0608,0.1724,0.3046
LICNETFN50,0.0092,,0.0223,0.3891,0.7715
NEULANDLAB,0.0309,,0.018,0.755,0.657
GOKEX,0.0,,0.0863,0.3686,0.2607
BALMLAWRIE,0.0,,0.0896,0.971,0.4882
J&KBANK,0.0,,0.1665,0.8874,0.0433
IFBIND,0.0764,,0.0051,0.0016,0.7019
NAGAROIL,0.0002,,0.0676,0.4419,0.4278
ARCHIDPLY,0.0,,0.1606,0.4411,0.0065
ADORWELD,0.0044,,0.0521,0.5381,0.1498
MERCATOR,0.0,,0.1148,0.4281,0.6845
JINDALPOLY,0.0,,0.2094,0.7501,0.8224
PSUBNKBEES,0.0,,0.2914,0.7052,0.5159
GIPCL,0.0,,0.1402,0.8029,0.2148
ZYDUSWELL,0.0261,,0.0143,0.2738,0.8911
PTC,0.0,,0.3406,0.8847,0.9077
UPL,0.0,,0.1833,0.8041,0.9211
TI,0.0499,,0.0095,0.4517,0.8371
PGHH,0.0003,,0.0437,0.0834,0.2742
JUSTDIAL,0.0,,0.1659,0.916,0.6491
VASCONEQ,0.0,,0.1084,0.7023,0.1659
TATACHEM,0.0,,0.3017,0.5637,0.8744
SPICEMOBI,0.0,,0.0992,0.7781,0.2095
REPRO,0.0005,,0.0481,0.3117,0.9722
GRINDWELL,0.0,,0.0858,0.1091,0.8982
KARURVYSYA,0.0,,0.1027,0.4031,0.9893
AXISCADES,0.0,,0.1631,0.5004,0.5426
DIVISLAB,0.0,,0.0854,0.7396,0.3096
CUB,0.0102,,0.0411,0.475,0.1981
RUCHIRA,0.0,,0.1303,0.3481,0.1222
DECCANCE,0.0142,,0.0245,0.3189,0.6709
JMCPROJECT,0.0,,0.102,0.0265,0.6177
GUJAPOLLO,0.0,,0.1071,0.5401,0.4926
MAXINDIA,0.1705,,0.0048,0.6333,0.5796
SUNPHARMA,0.0,,0.1304,0.3184,0.3075
SCHAEFFLER,0.0139,,0.0358,0.201,0.2457
LTTS,0.334,,0.0004,0.1242,0.1752
EVEREADY,0.0008,,0.0482,0.027,0.7551
ABAN,0.0,,0.1103,0.3118,0.7914
NILAINFRA,0.0,,0.1172,0.2444,0.3412
BHUSANSTL,0.0,,0.076,0.6994,0.7441
VSTTILLERS,0.0,,0.0954,0.4797,0.4555
THIRUSUGAR,0.0,,0.1063,0.3147,0.3011
POWERMECH,0.0003,,0.0465,0.3247,0.5176
KOTAKGOLD,0.0378,,0.036,0.1413,0.0982
QUICKHEAL,0.0,,0.1161,0.8901,0.4223
IPCALAB,0.0001,,0.0804,0.8211,0.3999
MEGH,0.0,,0.1968,0.1791,0.0739
ICICINF100,0.0,,0.0851,0.5295,0.6519
MHRIL,0.0368,,0.0181,0.6421,0.5636
3MINDIA,0.0,,0.0866,0.163,0.2954
HDFC,0.0,,0.1115,0.1918,0.748
GLOBUSSPR,0.0017,,0.0419,0.5054,0.9747
TRIDENT,0.0,,0.2118,0.9023,0.7891
RALLIS,0.0,,0.1186,0.7375,0.7367
JKCEMENT,0.0001,,0.0681,0.1859,0.8183
KITEX,0.0042,,0.0253,0.5576,0.3561
VGUARD,0.0,,0.1031,0.7384,0.4062
BANKBARODA,0.0,,0.2026,0.4954,0.0794
SAGCEM,0.0007,,0.0838,0.6303,0.0418
FRETAIL,0.003,,0.0449,0.0161,0.4012
KOTAKPSUBK,0.0,,0.2419,0.7584,0.871
MAHSCOOTER,0.0,,0.1175,0.3032,0.1842
SABTN,0.6124,,0.0019,0.0,0.2343
MANAPPURAM,0.0,,0.2628,0.8259,0.0002
ELGIRUBCO,0.0001,,0.0537,0.9185,0.5873
STINDIA,0.0006,,0.0521,0.1859,0.021
BERGEPAINT,0.0,,0.167,0.798,0.6938
IDFCBANK,0.0,,0.2127,0.1424,0.5102
ICICIPRULI,0.0,,0.0898,0.7582,0.5222
CENTENKA,0.0,,0.1117,0.7828,0.2028
AXISGOLD,0.0316,,0.015,0.2222,0.8675
HINDZINC,0.0,,0.2784,0.5471,0.6864
BINANIIND,0.0,,0.1634,0.5472,0.7833
BFUTILITIE,0.0,,0.3306,0.4524,0.7203
ORIENTBELL,0.0,,0.1155,0.3599,0.7123
QUESS,0.0002,,0.0606,0.1238,0.7678
SUPREMEIND,0.0036,,0.0351,0.1956,0.7453
PIONDIST,0.6692,,-0.0041,0.7216,0.5109
GICHSGFIN,0.0,,0.1961,0.5474,0.9235
ICICINIFTY,0.0,,0.7485,0.0095,0.4199
POLARIS,0.0967,,0.0038,0.0067,0.3283
MAYURUNIQ,0.0,,0.1125,0.1829,0.0073
HAVELLS,0.0,,0.162,0.2864,0.1412
JAYNECOIND,0.0,,0.1038,0.8799,0.5784
MOSERBAER,0.0018,,0.0565,0.1835,0.2067
POKARNA,0.0373,,0.0118,0.364,0.9405
IDBIGOLD,0.5707,,-0.0071,0.4755,0.8681
INFIBEAM,0.0997,,0.0075,0.543,0.1123
IZMO,0.0,,0.0919,0.6415,0.6448
63MOONS,0.0094,,0.0194,0.4164,0.3851
KOKUYOCMLN,0.0026,,0.0411,0.3956,0.5713
STERTOOLS,0.0724,,0.0052,0.9503,0.4134
DYNAMATECH,0.0021,,0.155,0.0529,0.0
HMVL,0.0013,,0.0379,0.6474,0.799
TTKPRESTIG,0.221,,-0.002,0.1599,0.6681
INDIAGLYCO,0.0,,0.1404,0.0998,0.36
VIPCLOTHNG,0.0,,0.0753,0.7237,0.8042
DENORA,0.0,,0.1054,0.916,0.1635
AHLEAST,0.001,,0.042,0.3577,0.9907
NETWORK18,0.0,,0.2112,0.4951,0.0054
JAGSNPHARM,0.0,,0.0621,0.8951,0.2769
BALRAMCHIN,0.0,,0.141,0.4306,0.2539
CAPLIPOINT,0.0001,,0.0612,0.2567,0.9753
JUBILANT,0.0,,0.0979,0.8259,0.1685
BBTC,0.0,,0.0676,0.006,0.8592
SUPPETRO,0.012,,0.0312,0.1029,0.4205
MAHLIFE,0.0001,,0.0643,0.672,0.8735
RELCAPITAL,0.0,,0.26,0.5693,0.1756
GNA,0.0,,0.1704,0.135,0.6307
AJMERA,0.0,,0.1929,0.304,0.7786
HDFCBANK,0.0,,0.1501,0.004,0.4117
GREENPOWER,0.0,,0.0781,0.8701,0.8505
GSS,0.0463,,0.0227,0.8377,0.6416
TCIEXP,0.0,,0.095,0.3526,0.7674
INTELLECT,0.0,,0.1468,0.7284,0.4491
VADILALIND,0.0001,,0.1242,0.3071,0.0044
ENGINERSIN,0.0,,0.1969,0.9507,0.6826
INGERRAND,0.0,,0.1581,0.9358,0.9029
SHREYANIND,0.0,,0.1745,0.4422,0.167
ARCHIES,0.0,,0.086,0.4764,0.6767
TWL,0.0,,0.1417,0.9702,0.628
BLKASHYAP,0.0,,0.1359,0.1781,0.9004
FMNL,0.0007,,0.0561,0.1307,0.4204
TERASOFT,0.0,,0.0742,0.2947,0.253
DISHTV,0.0001,,0.0592,0.6729,0.4783
BHARATWIRE,0.0,,0.1098,0.4557,0.5389
AARVEEDEN,0.0002,,0.0829,0.1202,0.3048
BIOCON,0.0174,,0.0163,0.6773,0.7328
KTKBANK,0.0,,0.2943,0.7188,0.4371
SHK,0.0017,,0.0343,0.7815,0.6562
JMTAUTOLTD,0.0007,,0.0754,0.1257,0.0002
SGL,0.0428,,0.0087,0.592,0.4204
BHEL,0.0,,0.0856,0.2657,0.9292
LUMAXIND,0.0,,0.1073,0.0644,0.3065
KESORAMIND,0.0,,0.1499,0.5074,0.8995
RML,0.0,,0.0866,0.4062,0.5674
KESARENT,0.0665,,0.0208,0.8037,0.2561
MANGLMCEM,0.0,,0.1232,0.8139,0.403
SANOFI,0.0002,,0.0626,0.9164,0.6282
GRANULES,0.0,,0.2909,0.6369,0.0586
SIGNET,0.0035,,0.0416,0.1657,0.7026
RADICO,0.0,,0.1311,0.1665,0.4599
SHREEPUSHK,0.0,,0.1066,0.5594,0.6252
MCLEODRUSS,0.0,,0.0968,0.5399,0.5022
CENTRALBK,0.0,,0.1334,0.2314,0.4097
GARWALLROP,0.0015,,0.0489,0.1733,0.456
ASAHISONG,0.0,,0.1378,0.5151,0.2236
BANKINDIA,0.0,,0.1955,0.9262,0.2447
SAKHTISUG,0.0,,0.1732,0.0227,0.4957
COALINDIA,0.0,,0.1185,0.2847,0.0568
VENUSREM,0.0,,0.0888,0.6788,0.8111
BOMDYEING,0.0,,0.224,0.0256,0.3741
AARTIDRUGS,0.0007,,0.0569,0.879,0.3922
KOTAKNV20,0.0,,0.1106,0.6389,0.5126
WABCOINDIA,0.0063,,0.0525,0.4213,0.1068
SANDESH,0.0001,,0.0507,0.1898,0.3385
ALEMBICLTD,0.0,,0.1392,0.8112,0.5282
DCW,0.0,,0.1816,0.8287,0.0124
MPSLTD,0.009,,0.0239,0.7084,0.999
TOKYOPLAST,0.0034,,0.032,0.6982,0.9912
SURANAT&P,0.0749,,0.0065,0.7563,0.8014
CREST,0.0107,,0.0233,0.0475,0.6859
TVSMOTOR,0.0,,0.1697,0.0096,0.5092
TAKE,0.0001,,0.0631,0.9895,0.973
HFCL,0.0,,0.1391,0.4395,0.4168
HNGSNGBEES,0.0408,,0.0102,0.4506,0.3873
TCIFINANCE,0.0,,0.1021,0.9825,0.0617
DIGJAMLTD,0.0,,0.1021,0.5593,0.0108
INDHOTEL,0.0019,,0.0867,0.9592,0.0131
BSELINFRA,0.0003,,0.0549,0.589,0.9151
ADVENZYMES,0.9949,,-0.0057,0.2593,0.472
KMSUGAR,0.0,,0.1537,0.088,0.6335
PROZONINTU,0.0,,0.1771,0.6301,0.9991
EVERESTIND,0.0,,0.1416,0.0918,0.0552
HONDAPOWER,0.0,,0.0831,0.7314,0.8962
NSIL,0.0,,0.1,0.3161,0.9234
EMKAY,0.0002,,0.0907,0.104,0.5056
GTL,0.0,,0.1364,0.5118,0.7104
UFLEX,0.0,,0.2666,0.3946,0.3216
SESHAPAPER,0.0,,0.1357,0.9036,0.6335
FLEXITUFF,0.0273,,0.0223,0.4311,0.02
HPL,0.0,,0.1645,0.8204,0.6849
NECCLTD,0.0004,,0.0484,0.6109,0.2095
ARCOTECH,0.3599,,-0.0011,0.2484,0.5929
KANORICHEM,0.0,,0.1906,0.8488,0.1115
MOIL,0.0,,0.1141,0.2525,0.8045
NESTLEIND,0.0006,,0.0453,0.1692,0.8746
AUROPHARMA,0.0,,0.1584,0.4353,0.9234
BLUEDART,0.0027,,0.0515,0.7816,0.2376
EXCELCROP,0.0003,,0.0508,0.7988,0.849
ATLANTA,0.0,,0.1303,0.54,0.416
TATAGLOBAL,0.0,,0.2949,0.0426,0.4436
GUJFLUORO,0.0,,0.0788,0.2097,0.7109
ITDCEM,0.0079,,0.0227,0.435,0.764
CIPLA,0.0,,0.1006,0.8926,0.2562
HEG,0.0,,0.0738,0.0003,0.8573
PCJEWELLER,0.0111,,0.0208,0.7679,0.8606
SANGHVIMOV,0.0,,0.0815,0.538,0.8419
DBREALTY,0.0,,0.191,0.9613,0.9207
PRABHAT,0.0054,,0.04,0.0924,0.3676
SUPREMEINF,0.0,,0.0926,0.7383,0.6878
HIGHGROUND,0.0039,,0.0454,0.2467,0.2952
GDL,0.0001,,0.0772,0.4914,0.2572
FEL,0.0,,0.0783,0.1278,0.5955
LALPATHLAB,0.0628,,0.0077,0.3567,0.9242
ACE,0.0,,0.1506,0.164,0.8996
UNITY,0.0018,,0.0525,0.4247,0.5114
RELIGARE,0.0128,,0.0213,0.0377,0.9751
NHPC,0.0,,0.1303,0.9658,0.7667
GAEL,0.0,,0.1119,0.2562,0.2689
SAIL,0.0,,0.3282,0.6723,0.6454
HONAUT,0.0102,,0.046,0.0293,0.1264
MUTHOOTCAP,0.0,,0.071,0.0794,0.901
V2RETAIL,0.0002,,0.0624,0.0118,0.652
HCG,0.161,,0.0007,0.4453,0.3582
PHOENIXLTD,0.01,,0.0197,0.1378,0.5922
LOKESHMACH,0.0,,0.1858,0.5208,0.1973
COLPAL,0.0098,,0.0598,0.4379,0.0366
FMGOETZE,0.0004,,0.0472,0.9926,0.805
RJL,0.0116,,0.0187,0.0561,0.6207
XCHANGING,0.0135,,0.0172,0.7617,0.5462
RAMASTEEL,0.0,,0.1441,0.2689,0.1226
RAJESHEXPO,0.0013,,0.0503,0.0069,0.4526
BLISSGVS,0.0003,,0.0564,0.6797,0.6794
CONTROLPR,0.0877,,0.0185,0.1403,0.2506
BIGBLOC,0.0012,,0.0433,0.0205,0.8379
BANCOINDIA,0.0,,0.1962,0.9659,0.4395
ISFT,0.0016,,0.038,0.2907,0.984
ADANIPOWER,0.0,,0.2958,0.5344,0.6964
ALLCARGO,0.0,,0.1019,0.9283,0.4017
SANGHIIND,0.0,,0.1978,0.122,0.1202
RELINFRA,0.0,,0.3146,0.329,0.7817
KOTAKNIFTY,0.0353,,0.0104,0.331,0.6411
GESHIP,0.0,,0.0982,0.8107,0.8563
OMAXE,0.0,,0.1533,0.1147,0.6398
NDL,0.0,,0.1025,0.5868,0.4474
GAL,0.1691,,0.0001,0.7493,0.8571
KCP,0.0,,0.171,0.7751,0.9721
EDL,0.0066,,0.0287,0.7808,0.8242
BEL,0.4613,,-0.0057,0.4702,0.9639
PFS,0.0,,0.1911,0.2874,0.4991
AUTOLITIND,0.0004,,0.0705,0.7592,0.458
ORIENTPPR,0.0,,0.1283,0.2108,0.3788
ECLERX,0.0007,,0.0409,0.7864,0.5701
GRAPHITE,0.0,,0.0723,0.0009,0.7405
MORARJEE,0.0,,0.1694,0.3343,0.0786
SWANENERGY,0.0001,,0.0627,0.9885,0.8772
BALPHARMA,0.0,,0.1196,0.8788,0.0063
OMKARCHEM,0.0,,0.0769,0.2053,0.4069
LUMAXTECH,0.0,,0.0787,0.2429,0.5084
MAHABANK,0.0,,0.0653,0.4396,0.029
TTL,0.016,,0.0478,0.2851,0.3099
PRIMESECU,0.0004,,0.0517,0.4673,0.8494
GET&D,0.0004,,0.0562,0.427,0.6875
LAKSHVILAS,0.0,,0.0693,0.8162,0.4323
LYKALABS,0.0,,0.1284,0.7884,0.9506
BLS,0.0128,,0.0217,0.3678,0.9395
SDBL,0.0,,0.1076,0.724,0.2966
MMFL,0.0002,,0.0524,0.0095,0.6837
KANSAINER,0.0,,0.0745,0.0508,0.9391
SNOWMAN,0.0,,0.192,0.4837,0.5311
ARROWTEX,0.0,,0.0968,0.9162,0.4579
MOLDTECH,0.1787,,-0.0008,0.143,0.6162
UNICHEMLAB,0.0,,0.0922,0.653,0.2989
COROMANDEL,0.0,,0.1727,0.1792,0.8972
JSWSTEEL,0.0117,,0.0282,0.3892,0.5592
ESSARSHPNG,0.0326,,0.0116,0.7411,0.7533
JTEKTINDIA,0.0,,0.0918,0.3129,0.7384
VAKRANGEE,0.2303,,0.0005,0.2407,0.229
MAXVIL,0.0003,,0.057,0.6609,0.7362
EXCELINDUS,0.0,,0.1082,0.3279,0.7949
TBZ,0.0,,0.2568,0.6573,0.5528
INFRATEL,0.0002,,0.0479,0.9447,0.2925
KPIT,0.0,,0.2084,0.9113,0.4091
MADRASFERT,0.0001,,0.0639,0.1221,0.0601
REPCOHOME,0.0,,0.1432,0.8534,0.7857
HUBTOWN,0.0003,,0.0576,0.831,0.6543
RECLTD,0.0,,0.165,0.843,0.8891
NIITLTD,0.0,,0.0886,0.9529,0.5046
VBL,0.269,,0.0207,0.0943,0.0636
SIMPLEXINF,0.0,,0.0689,0.2044,0.8136
TTML,0.0024,,0.0373,0.7978,0.7834
CANBK,0.0,,0.1512,0.9815,0.1107
SORILINFRA,0.0,,0.0671,0.1739,0.3002
CAPTRUST,0.0169,,0.0632,0.9422,0.0173
BALKRISHNA,0.0001,,0.054,0.5461,0.3505
NILKAMAL,0.0,,0.1008,0.7708,0.9932
SUNDARMFIN,0.0001,,0.0651,0.0944,0.8852
UTINIFTETF,0.0,,0.3954,0.1016,0.8752
TIMETECHNO,0.0001,,0.0589,0.1413,0.9002
DONEAR,0.0,,0.1309,0.7255,0.357
L&TFH,0.0,,0.3447,0.3729,0.006
LIQUIDBEES,0.5668,,-0.0041,0.0,0.5828
PUNJLLOYD,0.0,,0.1633,0.7371,0.6981
SCI,0.0001,,0.0533,0.4545,0.5586
GOKULAGRO,0.0005,,0.0709,0.9056,0.3609
DHARSUGAR,0.0,,0.1016,0.2933,0.5817
GTNIND,0.0002,,0.052,0.9797,0.6551
PIIND,0.0,,0.1144,0.9145,0.8122
BAJAJHLDNG,0.0006,,0.0769,0.1048,0.0862
RAMKY,0.0,,0.0902,0.0762,0.4436
ASTRAZEN,0.0,,0.067,0.4449,0.0227
MIRZAINT,0.0,,0.1104,0.3443,0.0917
SURYAROSNI,0.0,,0.1377,0.135,0.3856
ADROITINFO,0.0004,,0.0499,0.342,0.9649
SUNDARAM,0.0061,,0.0224,0.9341,0.3136
AUSOMENT,0.0469,,0.0121,0.1499,0.8426
VESUVIUS,0.0001,,0.0644,0.535,0.9835
NH,0.0056,,0.0243,0.4616,0.6101
VEDL,0.0,,0.2878,0.9967,0.2415
PRAENG,0.0,,0.09,0.6276,0.035
HITECHCORP,0.0006,,0.0458,0.9435,0.9301
EXIDEIND,0.0,,0.2353,0.7951,0.9451
STARPAPER,0.0,,0.1323,0.8847,0.0597
KSCL,0.0,,0.2439,0.7323,0.2883
WEIZFOREX,0.001,,0.0483,0.0064,0.6116
UFO,0.0,,0.1453,0.9655,0.2239
DFMFOODS,0.0042,,0.033,0.9724,0.8018
BEPL,0.0,,0.1072,0.004,0.0768
ARVSMART,0.0,,0.1527,0.0938,0.3582
KOTAKBKETF,0.0,,0.3725,0.0851,0.6327
FINCABLES,0.0,,0.1003,0.0945,0.8884
LTI,0.0194,,0.015,0.0236,0.6604
BGRENERGY,0.0,,0.3011,0.3689,0.8227
AGRITECH,0.0,,0.0685,0.0641,0.6913
TECHNO,0.0,,0.126,0.7547,0.3174
ORTEL,0.0021,,0.0302,0.0065,0.1935
RAJSREESUG,0.0001,,0.0676,0.3925,0.8491
APTECHT,0.0,,0.0948,0.4123,0.3167
CROMPTON,0.005,,0.0418,0.0976,0.3346
AYMSYNTEX,0.004,,0.035,0.6807,0.6959
LYPSAGEMS,0.1631,,0.0069,0.4192,0.4769
GRASIM,0.0007,,0.1368,0.9018,0.0002
SUNTECK,0.0088,,0.0293,0.3644,0.6289
UCOBANK,0.0,,0.1042,0.3782,0.1395
PDPL,0.0045,,0.0246,0.8037,0.2725
KOTAKBANK,0.0,,0.0895,0.1489,0.3
SATHAISPAT,0.0,,0.1587,0.0442,0.0627
DICIND,0.0365,,0.0116,0.6093,0.883
RAJTV,0.0,,0.0773,0.717,0.9322
TV18BRDCST,0.0,,0.2796,0.7459,0.1932
DPL,0.8478,,-0.007,0.0,0.9179
PDSMFL,0.0761,,0.0275,0.0086,0.0041
ASHOKA,0.0,,0.1534,0.5672,0.2702
MAHSEAMLES,0.0,,0.1826,0.2042,0.3831
BHARATGEAR,0.0,,0.1285,0.4157,0.9801
ORIENTCEM,0.0,,0.1704,0.8139,0.1206
MOTILALOFS,0.0,,0.1181,0.0243,0.5422
PREMIERPOL,0.1523,,0.0009,0.4884,0.3744
GMDCLTD,0.0,,0.1649,0.3609,0.4829
WEBELSOLAR,0.0147,,0.019,0.2779,0.6365
INDIGO,0.002,,0.0677,0.3708,0.0722
INSECTICID,0.0,,0.142,0.4141,0.197
FSL,0.0,,0.1745,0.4212,0.2165
TATAMTRDVR,0.0,,0.2809,0.0333,0.1417
NUTEK,0.3652,,0.001,0.0998,0.4241
IDFNIFTYET,0.0221,,0.0161,0.1944,0.2264
KOLTEPATIL,0.0,,0.1449,0.1002,0.9196
PNCINFRA,0.0004,,0.0464,0.0765,0.7646
PIONEEREMB,0.0,,0.1201,0.1966,0.7859
DOLPHINOFF,0.0,,0.1356,0.4966,0.5905
VETO,0.0,,0.1471,0.3473,0.429
PENPEBS,0.0054,,0.0239,0.3329,0.4977
PRESTIGE,0.0001,,0.0828,0.2854,0.2105
INFINITE,0.0101,,0.0195,0.5412,0.5617
INOXLEISUR,0.0,,0.1046,0.9424,0.4106
VINDHYATEL,0.0,,0.1964,0.2087,0.7271
PNBHOUSING,0.0,,0.1843,0.6232,0.1193
UNIONBANK,0.0,,0.2141,0.5154,0.1968
VISHNU,0.0004,,0.0714,0.6995,0.4199
REVATHI,0.0009,,0.0538,0.8598,0.4245
GANECOS,0.0,,0.0942,0.0275,0.5271
ASTEC,0.0,,0.0897,0.3558,0.7306
AMJLAND,0.0014,,0.0339,0.5958,0.4474
ENDURANCE,0.0019,,0.0358,0.0062,0.9236
ATULAUTO,0.0,,0.1168,0.7217,0.4917
GRAVITA,0.0001,,0.0816,0.011,0.2874
SJVN,0.0002,,0.0515,0.836,0.5097
TORNTPHARM,0.0,,0.1112,0.7444,0.8093
INDLMETER,0.0,,0.0858,0.8695,0.9459
CHOLAFIN,0.0,,0.0876,0.5183,0.9549
PRAKASHCON,0.0017,,0.0458,0.4628,0.0033
ATUL,0.0,,0.1211,0.6139,0.7488
APCOTEXIND,0.0662,,0.0083,0.1407,0.1553
SHIVAMAUTO,0.0,,0.0631,0.299,0.5311
SEAMECLTD,0.068,,0.0625,0.1953,0.0108
RANEHOLDIN,0.0769,,0.0187,0.0099,0.2757
MOLDTKPAC,0.0003,,0.0548,0.2176,0.8187
MANAKSIA,0.0,,0.1187,0.8535,0.2877
ARROWGREEN,0.0005,,0.0753,0.5204,0.1084
BAGFILMS,0.0005,,0.0695,0.5409,0.2856
DWARKESH,0.0,,0.1021,0.1717,0.8925
ICICIMCAP,0.0,,0.4144,0.1092,0.7727
BINDALAGRO,0.0,,0.1802,0.8533,0.4128
MEP,0.0,,0.1123,0.2998,0.5806
ASIANPAINT,0.0,,0.1149,0.4132,0.7537
GODFRYPHLP,0.0,,0.2125,0.2831,0.3768
MANINFRA,0.0,,0.2269,0.5457,0.2951
BROOKS,0.0,,0.1006,0.3381,0.3039
EIDPARRY,0.0,,0.1316,0.6165,0.9018
GEPIL,0.0,,0.0919,0.3182,0.7191
EDELWEISS,0.0,,0.1177,0.0417,0.1252
NOCIL,0.0,,0.1739,0.0465,0.9585
HCL-INSYS,0.0,,0.1178,0.4648,0.8909
ORIENTABRA,0.0,,0.1016,0.703,0.807
JKPAPER,0.0,,0.1771,0.6864,0.2437
ICICIGOLD,0.9538,,0.0126,0.4025,0.0342
INDTERRAIN,0.0043,,0.0465,0.5138,0.2481
RELDIVOPP,0.0182,,0.0334,0.3438,0.3205
SHILPAMED,0.0,,0.0922,0.4178,0.2983
RBLBANK,0.0,,0.1467,0.3266,0.1229
SADBHIN,0.013,,0.0241,0.3119,0.7391
SOUTHBANK,0.0,,0.1829,0.5687,0.7185
XPROINDIA,0.0003,,0.0501,0.5777,0.7355
UNITEDTEA,0.0236,,0.0211,0.5606,0.8133
RAMCOIND,0.0,,0.1977,0.8955,0.4897
ANSALHSG,0.0,,0.1955,0.6072,0.945
HIKAL,0.0,,0.117,0.7588,0.6378
ZEELEARN,0.0,,0.1608,0.6677,0.8085
PGIL,0.0003,,0.0434,0.9157,0.1579
BHARTIARTL,0.0,,0.0926,0.1091,0.0242
SAKSOFT,0.0,,0.1094,0.243,0.1156
LPDC,0.0017,,0.0368,0.529,0.0983
LAOPALA,0.0134,,0.0173,0.353,0.5604
IMPAL,0.2946,,-0.0036,0.1331,0.7889
GOACARBON,0.0062,,0.0643,0.0019,0.0997
HITECHGEAR,0.0,,0.1385,0.4323,0.0728
DCBBANK,0.0,,0.2523,0.365,0.6393
SUPRAJIT,0.009,,0.024,0.1975,0.9883
SURYALAXMI,0.0,,0.1387,0.1113,0.1339
TRIL,0.1385,,0.0023,0.3637,0.9995
MIRCELECTR,0.0002,,0.0584,0.0652,0.9363
SHAKTIPUMP,0.0283,,0.0287,0.0298,0.2561
HARRMALAYA,0.0,,0.132,0.7808,0.7
ISMTLTD,0.0013,,0.043,0.4539,0.9877
TATAPOWER,0.0,,0.2052,0.9799,0.5599
SRIPIPES,0.0,,0.177,0.719,0.8097
REMSONSIND,0.0018,,0.0384,0.2801,0.7111
MANINDS,0.0,,0.1316,0.1508,0.3078
GILLANDERS,0.0029,,0.04,0.6069,0.7102
SHARIABEES,0.0458,,0.0157,0.3587,0.5605
UCALFUEL,0.0,,0.1157,0.4817,0.644
GRUH,0.1598,,0.0088,0.1798,0.3911
A2ZINFRA,0.0,,0.1554,0.406,0.4595
HEIDELBERG,0.0,,0.1045,0.8334,0.6609
VMART,0.0841,,0.0209,0.0287,0.2039
CESC,0.0,,0.2175,0.4689,0.1536
SMARTLINK,0.0,,0.0947,0.6543,0.2105
TIRUMALCHM,0.0,,0.1507,0.1103,0.8024
MAZDA,0.0,,0.0696,0.8953,0.3408
OCCL,0.0,,0.0603,0.3411,0.2227
RUCHISOYA,0.0001,,0.06,0.7069,0.9489
MANGCHEFER,0.0,,0.1119,0.4173,0.77
TNPL,0.0008,,0.0748,0.7014,0.0872
ONMOBILE,0.0,,0.139,0.0781,0.7764
SUMEETINDS,0.0,,0.1717,0.1905,0.7326
FLFL,0.0001,,0.0904,0.1277,0.1662
KSBPUMPS,0.2103,,0.0295,0.2734,0.0326
MARKSANS,0.0,,0.1824,0.3792,0.226
VARDMNPOLY,0.0,,0.1013,0.1361,0.0242
GEOJITFSL,0.0,,0.2005,0.0393,0.3199
CANTABIL,0.0,,0.0676,0.4013,0.0692
MEGASOFT,0.0001,,0.0676,0.3771,0.3548
BAJAJ-AUTO,0.0,,0.2114,0.6007,0.1072
SYNDIBANK,0.0,,0.3277,0.4964,0.3485
THEMISMED,0.0,,0.0673,0.9355,0.0933
ADFFOODS,0.0,,0.104,0.2899,0.5014
BRITANNIA,0.0,,0.1178,0.0248,0.4216
