Adj-r_sq,Rm-Rf %,Symbol,const
0.0651,0.0,CAPLIPOINT,0.2555
0.0945,0.0,JUBILANT,0.905
0.0713,0.0,BBTC,0.006
0.0326,0.0026,SUPPETRO,0.0901
0.068,0.0,MAHLIFE,0.679
0.2575,0.0,RELCAPITAL,0.6379
0.173,0.0,GNA,0.1426
0.196,0.0,AJMERA,0.3115
0.1512,0.0,HDFCBANK,0.0032
0.0817,0.0,GREENPOWER,0.8804
0.0265,0.0112,GSS,0.8441
0.0984,0.0,TCIEXP,0.3394
0.1483,0.0,INTELLECT,0.6863
0.0982,0.0,VADILALIND,0.2241
0.1996,0.0,ENGINERSIN,0.9743
0.1614,0.0,INGERRAND,0.9284
0.1714,0.0,SHREYANIND,0.3843
0.0891,0.0,ARCHIES,0.4559
0.1444,0.0,TWL,0.9418
0.1394,0.0,BLKASHYAP,0.179
0.0574,0.0001,FMNL,0.1153
0.073,0.0,TERASOFT,0.257
0.0611,0.0001,DISHTV,0.6343
0.1125,0.0,BHARATWIRE,0.4372
0.0826,0.0,AARVEEDEN,0.1574
0.0198,0.0152,BIOCON,0.6578
0.2954,0.0,KTKBANK,0.7608
0.0374,0.0013,SHK,0.7557
0.0171,0.0313,JMTAUTOLTD,0.0649
0.0101,0.0624,SGL,0.6321
0.0893,0.0,BHEL,0.2607
0.1071,0.0,LUMAXIND,0.0751
0.1533,0.0,KESORAMIND,0.5113
0.0891,0.0,RML,0.3811
0.0196,0.0157,KESARENT,0.7398
0.1243,0.0,MANGLMCEM,0.8612
0.0655,0.0,SANOFI,0.8879
0.2833,0.0,GRANULES,0.5427
0.0455,0.0011,SIGNET,0.1743
0.1327,0.0,RADICO,0.1819
0.1094,0.0,SHREEPUSHK,0.582
0.0988,0.0,MCLEODRUSS,0.5064
0.1345,0.0,CENTRALBK,0.254
0.0506,0.0002,GARWALLROP,0.1553
0.1361,0.0,ASAHISONG,0.4587
0.1943,0.0,BANKINDIA,0.9939
0.175,0.0,SAKHTISUG,0.0253
0.1089,0.0,COALINDIA,0.228
0.0923,0.0,VENUSREM,0.6903
0.2246,0.0,BOMDYEING,0.0213
0.0579,0.0001,AARTIDRUGS,0.9283
0.1131,0.0,KOTAKNV20,0.6285
0.0462,0.0004,WABCOINDIA,0.3569
0.0511,0.0002,SANDESH,0.213
0.1413,0.0,ALEMBICLTD,0.7748
0.1609,0.0,DCW,0.9785
0.0279,0.0049,MPSLTD,0.707
0.036,0.0016,TOKYOPLAST,0.6962
0.0109,0.0691,SURANAT&P,0.7734
0.0273,0.0099,CREST,0.0502
0.1716,0.0,TVSMOTOR,0.0081
0.0669,0.0,TAKE,0.9915
0.1402,0.0,HFCL,0.4738
0.0113,0.0621,HNGSNGBEES,0.4823
0.0928,0.0,TCIFINANCE,0.8742
0.0801,0.0,DIGJAMLTD,0.7029
0.0671,0.0,INDHOTEL,0.8169
0.0593,0.0002,BSELINFRA,0.5934
-0.0038,0.7802,ADVENZYMES,0.2362
0.1564,0.0,KMSUGAR,0.0932
0.1805,0.0,PROZONINTU,0.6284
0.1321,0.0,EVERESTIND,0.123
0.0868,0.0,HONDAPOWER,0.723
0.1037,0.0,NSIL,0.3102
0.0931,0.0,EMKAY,0.1009
0.1394,0.0,GTL,0.4926
0.2666,0.0,UFLEX,0.4347
0.1384,0.0,SESHAPAPER,0.9309
0.0044,0.1494,FLEXITUFF,0.3413
0.1674,0.0,HPL,0.8428
0.0458,0.0009,NECCLTD,0.5616
0.0018,0.2308,ARCOTECH,0.2628
0.1855,0.0,KANORICHEM,0.9409
0.1175,0.0,MOIL,0.2578
0.0491,0.0003,NESTLEIND,0.1708
0.1618,0.0,AUROPHARMA,0.4291
0.0499,0.0002,BLUEDART,0.8483
0.0545,0.0001,EXCELCROP,0.8087
0.1315,0.0,ATLANTA,0.5786
0.2961,0.0,TATAGLOBAL,0.0477
0.082,0.0,GUJFLUORO,0.2176
0.0263,0.0061,ITDCEM,0.4459
0.0996,0.0,CIPLA,0.8271
0.0774,0.0,HEG,0.0002
0.0247,0.0077,PCJEWELLER,0.7767
0.0851,0.0,SANGHVIMOV,0.5458
0.1942,0.0,DBREALTY,0.967
0.0407,0.0008,PRABHAT,0.0796
0.096,0.0,SUPREMEINF,0.7048
0.045,0.0005,HIGHGROUND,0.278
0.0761,0.0,GDL,0.5441
0.081,0.0,FEL,0.1169
0.0117,0.0491,LALPATHLAB,0.3508
0.154,0.0,ACE,0.1593
0.055,0.0003,UNITY,0.4597
0.0253,0.0071,RELIGARE,0.037
0.1335,0.0,NHPC,0.9483
0.111,0.0,GAEL,0.2904
0.3304,0.0,SAIL,0.6957
0.0408,0.0008,HONAUT,0.022
0.0747,0.0,MUTHOOTCAP,0.0765
0.0654,0.0,V2RETAIL,0.0105
0.0013,0.2523,HCG,0.4849
0.0226,0.0103,PHOENIXLTD,0.1468
0.1836,0.0,LOKESHMACH,0.461
0.0467,0.0004,COLPAL,0.3552
0.0509,0.0002,FMGOETZE,0.993
0.0217,0.0116,RJL,0.0597
0.0197,0.0154,XCHANGING,0.7946
0.1392,0.0,RAMASTEEL,0.2232
0.052,0.0002,RAJESHEXPO,0.0057
0.0596,0.0001,BLISSGVS,0.6563
0.0171,0.0223,CONTROLPR,0.1185
0.047,0.0004,BIGBLOC,0.0191
0.1975,0.0,BANCOINDIA,0.9207
0.0419,0.0007,ISFT,0.2891
0.2982,0.0,ADANIPOWER,0.5516
0.1029,0.0,ALLCARGO,0.977
0.1931,0.0,SANGHIIND,0.1518
0.3172,0.0,RELINFRA,0.3369
0.0136,0.0371,KOTAKNIFTY,0.3124
0.1017,0.0,GESHIP,0.7995
0.156,0.0,OMAXE,0.1211
0.104,0.0,NDL,0.6243
0.0049,0.1594,GAL,0.7341
0.1744,0.0,KCP,0.776
0.0324,0.0026,EDL,0.7924
-0.0016,0.4376,BEL,0.4661
0.1929,0.0,PFS,0.3084
0.0724,0.0,AUTOLITIND,0.6876
0.1291,0.0,ORIENTPPR,0.187
0.0435,0.0006,ECLERX,0.8177
0.0756,0.0,GRAPHITE,0.0008
0.1622,0.0,MORARJEE,0.4033
0.0665,0.0,SWANENERGY,0.9794
0.0959,0.0,BALPHARMA,0.9619
0.0781,0.0,OMKARCHEM,0.188
0.0808,0.0,LUMAXTECH,0.2223
0.0507,0.0002,MAHABANK,0.3535
0.0476,0.001,TTL,0.2767
0.0554,0.0001,PRIMESECU,0.4568
0.0594,0.0001,GET&D,0.4081
0.0708,0.0,LAKSHVILAS,0.7713
0.1319,0.0,LYKALABS,0.784
0.0256,0.0067,BLS,0.3685
0.1073,0.0,SDBL,0.7814
0.0556,0.0001,MMFL,0.01
0.0782,0.0,KANSAINER,0.049
0.194,0.0,SNOWMAN,0.511
0.0984,0.0,ARROWTEX,0.8729
0.0025,0.2111,MOLDTECH,0.1519
0.0919,0.0,UNICHEMLAB,0.7079
0.176,0.0,COROMANDEL,0.1802
0.0308,0.0033,JSWSTEEL,0.4111
0.0152,0.0293,ESSARSHPNG,0.7575
0.0951,0.0,JTEKTINDIA,0.3225
-0.0014,0.4162,VAKRANGEE,0.2768
0.0604,0.0001,MAXVIL,0.6417
0.1116,0.0,EXCELINDUS,0.3352
0.2588,0.0,TBZ,0.625
0.0475,0.0003,INFRATEL,0.994
0.2094,0.0,KPIT,0.959
0.0527,0.0004,MADRASFERT,0.1721
0.1464,0.0,REPCOHOME,0.8371
0.0607,0.0001,HUBTOWN,0.8047
0.1684,0.0,RECLTD,0.8503
0.0907,0.0,NIITLTD,0.9139
0.0108,0.0558,VBL,0.0713
0.0725,0.0,SIMPLEXINF,0.2084
0.0415,0.0016,TTML,0.8171
0.1458,0.0,CANBK,0.9256
0.0668,0.0,SORILINFRA,0.1978
0.0444,0.0006,CAPTRUST,0.9175
0.0545,0.0001,BALKRISHNA,0.5912
0.1044,0.0,NILKAMAL,0.7693
0.0688,0.0,SUNDARMFIN,0.0908
0.398,0.0,UTINIFTETF,0.1024
0.0627,0.0,TIMETECHNO,0.142
0.1315,0.0,DONEAR,0.7791
0.3269,0.0,L&TFH,0.2799
-0.0012,0.4036,LIQUIDBEES,0.0
0.1662,0.0,PUNJLLOYD,0.7575
0.0559,0.0001,SCI,0.4789
0.0716,0.0,GOKULAGRO,0.8352
0.1042,0.0,DHARSUGAR,0.3102
0.0551,0.0001,GTNIND,0.9942
0.1178,0.0,PIIND,0.9279
0.0695,0.0,BAJAJHLDNG,0.0811
0.0918,0.0,RAMKY,0.0848
0.0508,0.0002,ASTRAZEN,0.5528
0.1036,0.0,MIRZAINT,0.4113
0.1385,0.0,SURYAROSNI,0.1509
0.0537,0.0001,ADROITINFO,0.3381
0.0224,0.0106,SUNDARAM,0.9927
0.016,0.0267,AUSOMENT,0.1446
0.0682,0.0,VESUVIUS,0.5341
0.0273,0.0053,NH,0.4374
0.2867,0.0,VEDL,0.9283
0.0757,0.0,PRAENG,0.7218
0.0496,0.0002,HITECHCORP,0.9483
0.2384,0.0,EXIDEIND,0.7902
0.1231,0.0,STARPAPER,0.7779
0.2435,0.0,KSCL,0.7908
0.0511,0.0002,WEIZFOREX,0.0055
0.1436,0.0,UFO,0.9636
0.0367,0.0015,DFMFOODS,0.9869
0.0993,0.0,BEPL,0.0027
0.1532,0.0,ARVSMART,0.0805
0.3745,0.0,KOTAKBKETF,0.0778
0.1039,0.0,FINCABLES,0.091
0.0183,0.019,LTI,0.025
0.3038,0.0,BGRENERGY,0.3755
0.0717,0.0,AGRITECH,0.0672
0.126,0.0,TECHNO,0.6992
0.0274,0.0052,ORTEL,0.0048
0.0712,0.0,RAJSREESUG,0.398
0.0948,0.0,APTECHT,0.3707
0.042,0.0007,CROMPTON,0.0834
0.0383,0.0012,AYMSYNTEX,0.7005
0.0089,0.0747,LYPSAGEMS,0.448
0.0907,0.0,GRASIM,0.6982
0.0323,0.0027,SUNTECK,0.3441
0.0998,0.0,UCOBANK,0.3225
0.0238,0.0087,PDPL,0.866
0.0892,0.0,KOTAKBANK,0.1279
0.1502,0.0,SATHAISPAT,0.0611
0.0155,0.0282,DICIND,0.6152
0.081,0.0,RAJTV,0.7204
0.2775,0.0,TV18BRDCST,0.8187
-0.0034,0.8706,DPL,0.0
-0.0017,0.45,PDSMFL,0.0168
0.1526,0.0,ASHOKA,0.6222
0.1833,0.0,MAHSEAMLES,0.1811
0.1321,0.0,BHARATGEAR,0.4125
0.1656,0.0,ORIENTCEM,0.903
0.1203,0.0,MOTILALOFS,0.0212
0.0018,0.2374,PREMIERPOL,0.5084
0.1667,0.0,GMDCLTD,0.3329
0.0225,0.0154,WEBELSOLAR,0.2952
0.0591,0.0001,INDIGO,0.3057
0.1397,0.0,INSECTICID,0.3618
0.1727,0.0,FSL,0.4744
0.2775,0.0,TATAMTRDVR,0.0254
0.0028,0.2113,NUTEK,0.1167
0.0139,0.0473,IDFNIFTYET,0.233
0.1484,0.0,KOLTEPATIL,0.1001
0.05,0.0002,PNCINFRA,0.0788
0.1234,0.0,PIONEEREMB,0.1878
0.1381,0.0,DOLPHINOFF,0.4703
0.1484,0.0,VETO,0.376
0.026,0.0064,PENPEBS,0.3071
0.0807,0.0,PRESTIGE,0.2456
0.0221,0.011,INFINITE,0.568
0.1058,0.0,INOXLEISUR,0.8943
0.1992,0.0,VINDHYATEL,0.1977
0.1795,0.0,PNBHOUSING,0.5452
0.212,0.0,UNIONBANK,0.4559
0.0729,0.0,VISHNU,0.6408
0.0552,0.0001,REVATHI,0.8136
0.0964,0.0,GANECOS,0.0302
0.093,0.0,ASTEC,0.3669
0.0355,0.0017,AMJLAND,0.6336
0.0397,0.001,ENDURANCE,0.0061
0.1187,0.0,ATULAUTO,0.7587
0.0811,0.0,GRAVITA,0.0086
0.0536,0.0001,SJVN,0.8732
0.1146,0.0,TORNTPHARM,0.73
0.09,0.0,INDLMETER,0.8635
0.0913,0.0,CHOLAFIN,0.5136
0.0154,0.0285,PRAKASHCON,0.609
0.1243,0.0,ATUL,0.596
0.0041,0.1578,APCOTEXIND,0.1705
0.0654,0.0,SHIVAMAUTO,0.3188
0.036,0.004,SEAMECLTD,0.1257
0.0179,0.0199,RANEHOLDIN,0.0077
0.0584,0.0001,MOLDTKPAC,0.2093
0.1182,0.0,MANAKSIA,0.7926
0.0693,0.0,ARROWGREEN,0.5995
0.069,0.0,BAGFILMS,0.4863
0.1057,0.0,DWARKESH,0.1728
0.4166,0.0,ICICIMCAP,0.1123
0.1813,0.0,BINDALAGRO,0.9001
0.1148,0.0,MEP,0.3169
0.1182,0.0,ASIANPAINT,0.4243
0.2132,0.0,GODFRYPHLP,0.2538
0.2266,0.0,MANINFRA,0.5967
0.1004,0.0,BROOKS,0.3005
0.1351,0.0,EIDPARRY,0.6085
0.0952,0.0,GEPIL,0.329
0.1127,0.0,EDELWEISS,0.0318
0.1773,0.0,NOCIL,0.0458
0.1213,0.0,HCL-INSYS,0.4688
0.1051,0.0,ORIENTABRA,0.6885
0.1759,0.0,JKPAPER,0.6243
-0.0016,0.4379,ICICIGOLD,0.497
0.0452,0.0005,INDTERRAIN,0.4601
0.0334,0.0036,RELDIVOPP,0.3108
0.0918,0.0,SHILPAMED,0.3744
0.1418,0.0,RBLBANK,0.3853
0.0277,0.0051,SADBHIN,0.2983
0.1858,0.0,SOUTHBANK,0.585
0.0535,0.0001,XPROINDIA,0.5929
0.0255,0.0115,UNITEDTEA,0.5416
0.1994,0.0,RAMCOIND,0.9352
0.1988,0.0,ANSALHSG,0.609
0.1198,0.0,HIKAL,0.7317
0.164,0.0,ZEELEARN,0.6534
0.0395,0.001,PGIL,0.8342
0.0772,0.0,BHARTIARTL,0.1527
0.104,0.0,SAKSOFT,0.1999
0.0291,0.0064,LPDC,0.6373
0.02,0.0149,LAOPALA,0.3735
0.0002,0.3061,IMPAL,0.1364
0.057,0.0002,GOACARBON,0.0018
0.1306,0.0,HITECHGEAR,0.3604
0.2547,0.0,DCBBANK,0.3452
0.028,0.0048,SUPRAJIT,0.195
0.1343,0.0,SURYALAXMI,0.0889
0.0063,0.1104,TRIL,0.3615
0.0622,0.0,MIRCELECTR,0.0631
0.0276,0.0051,SHAKTIPUMP,0.0239
0.1353,0.0,HARRMALAYA,0.8029
0.0472,0.0005,ISMTLTD,0.4509
0.2073,0.0,TATAPOWER,0.9458
0.1801,0.0,SRIPIPES,0.731
0.0423,0.0014,REMSONSIND,0.29
0.1314,0.0,MANINDS,0.1719
0.0437,0.0008,GILLANDERS,0.5851
0.0186,0.0222,SHARIABEES,0.3236
0.1185,0.0,UCALFUEL,0.4591
0.0099,0.0642,GRUH,0.1591
0.1569,0.0,A2ZINFRA,0.3745
0.1075,0.0,HEIDELBERG,0.8077
0.0184,0.0186,VMART,0.0225
0.2142,0.0,CESC,0.4072
0.0926,0.0,SMARTLINK,0.7212
0.154,0.0,TIRUMALCHM,0.1127
0.07,0.0,MAZDA,0.9516
0.0584,0.0001,OCCL,0.3873
0.0638,0.0,RUCHISOYA,0.7021
0.1152,0.0,MANGCHEFER,0.4275
0.0675,0.0,TNPL,0.6116
0.1423,0.0,ONMOBILE,0.0734
0.1747,0.0,SUMEETINDS,0.197
0.087,0.0,FLFL,0.1042
0.0152,0.0296,KSBPUMPS,0.213
0.1808,0.0,MARKSANS,0.3324
0.0862,0.0,VARDMNPOLY,0.0999
0.2005,0.0,GEOJITFSL,0.0325
0.0588,0.0001,CANTABIL,0.4808
0.0682,0.0001,MEGASOFT,0.3284
0.2062,0.0,BAJAJ-AUTO,0.5217
0.328,0.0,SYNDIBANK,0.4529
0.0603,0.0001,THEMISMED,0.8496
0.106,0.0,ADFFOODS,0.3109
0.119,0.0,BRITANNIA,0.0282
0.0597,0.0001,IMFA,0.8163
0.1705,0.0,KECL,0.5461
0.3587,0.0,CAPF,0.3754
0.0751,0.0,OFSS,0.3835
0.0726,0.0,GENUSPOWER,0.2659
0.109,0.0,DENABANK,0.1145
0.1882,0.0,SUNFLAG,0.3348
0.0431,0.0006,TPLPLASTEH,0.6199
0.0854,0.0,PBAINFRA,0.98
0.0107,0.057,NUCLEUS,0.0784
0.0882,0.0,GPPL,0.7087
0.0976,0.0,SMLISUZU,0.1721
0.1334,0.0,STCINDIA,0.5459
0.0488,0.0003,SOMICONVEY,0.7722
0.1851,0.0,JSWENERGY,0.8028
0.004,0.161,GULFOILLUB,0.1499
0.2018,0.0,DELTACORP,0.2456
0.0255,0.0068,JOCIL,0.8627
0.0145,0.0327,KAVVERITEL,0.7091
0.0445,0.0005,ALKEM,0.3191
0.0654,0.0,MOREPENLAB,0.5176
0.0922,0.0,APLAPOLLO,0.0326
0.1036,0.0,VIKASECO,0.2564
0.1673,0.0,HEROMOTOCO,0.68
0.254,0.0,ARVIND,0.8167
0.3209,0.0,IRB,0.3709
0.0594,0.0001,SHARDAMOTR,0.1085
0.0912,0.0,DCMSHRIRAM,0.0309
0.0362,0.0016,FAIRCHEM,0.8093
0.0904,0.0,MARALOVER,0.3719
0.1582,0.0,OCL,0.0676
0.0084,0.0802,M&M,0.5015
0.0987,0.0,HSCL,0.0065
0.029,0.0042,HILTON,0.3246
0.1318,0.0,CHENNPETRO,0.5666
0.0272,0.0054,PANORAMUNI,0.9348
0.013,0.0404,HDFCMFGETF,0.1672
0.0824,0.0,UBL,0.4024
0.115,0.0,INEOSSTYRO,0.2901
0.1391,0.0,BAJAJHIND,0.5207
0.0802,0.0,CORDSCABLE,0.3549
-0.0015,0.4277,CANFINHOME,0.5949
0.0446,0.0005,INFY,0.9508
0.1367,0.0,SARDAEN,0.2077
0.0562,0.0001,NIITTECH,0.2804
0.0882,0.0,ZUARIGLOB,0.1801
0.3231,0.0,DHFL,0.1299
0.011,0.0622,IVZINGOLD,0.3853
0.1257,0.0,MMTC,0.7662
0.3185,0.0,HCC,0.125
0.087,0.0,NATHBIOGEN,0.1191
0.0559,0.0001,AROGRANITE,0.7813
0.1204,0.0,RAIN,0.0032
0.092,0.0,ORISSAMINE,0.2964
0.105,0.0,MINDTECK,0.2523
0.0105,0.0588,CTE,0.5287
0.0573,0.0001,RPGLIFE,0.6884
0.0817,0.0,LAMBODHARA,0.7008
0.0613,0.0,CONCOR,0.8117
0.0676,0.0,SHRIRAMCIT,0.9884
0.1983,0.0,DALMIABHA,0.0287
0.0406,0.0008,INDSWFTLAB,0.2392
0.1017,0.0,LAKSHMIEFL,0.0984
0.0573,0.0001,JCHAC,0.0926
0.0513,0.0002,GLAXO,0.4116
0.1187,0.0,KALPATPOWR,0.1146
0.0371,0.0014,BRFL,0.6009
0.0089,0.0748,ACCELYA,0.9979
0.099,0.0,JINDRILL,0.6269
0.2202,0.0,TATACOMM,0.4282
0.0286,0.0045,AHLUCONT,0.3002
0.1287,0.0,DBL,0.0043
0.0382,0.0022,CEBBCO,0.8295
0.0449,0.0005,SALZERELEC,0.4746
0.2809,0.0,GODREJIND,0.9341
0.2813,0.0,TATAMOTORS,0.0705
0.0525,0.0002,FELDVR,0.1061
0.0865,0.0,DAMODARIND,0.5613
0.0019,0.2276,PLASTIBLEN,0.4836
0.0769,0.0,M50,0.1921
0.0552,0.0001,BANSWRAS,0.708
0.3246,0.0,ALBK,0.3441
0.0179,0.0201,AUTOAXLES,0.0116
0.0665,0.0,BYKE,0.8269
0.1913,0.0,ROLTA,0.2452
0.0421,0.0007,GUFICBIO,0.1278
0.0709,0.0,AKZOINDIA,0.4175
0.0189,0.0174,LUXIND,0.0301
0.1282,0.0,SOMANYCERA,0.0942
0.0882,0.0,ASHAPURMIN,0.6806
0.065,0.0,PONNIERODE,0.2398
0.1092,0.0,NIPPOBATRY,0.2653
0.0151,0.03,APLLTD,0.5554
0.0755,0.0,JAIBALAJI,0.6071
0.0143,0.0336,WINDMACHIN,0.158
0.0401,0.0009,HGS,0.1939
0.1023,0.0,RAMANEWS,0.3298
0.3242,0.0,NMDC,0.2503
0.0766,0.0,KICL,0.0575
0.0775,0.0,VIPULLTD,0.9142
0.2472,0.0,ESCORTS,0.0748
0.0985,0.0,HSIL,0.2135
0.1275,0.0,ARIES,0.8972
0.0033,0.1807,ZENSARTECH,0.8961
0.5175,0.0,HDFCNIFETF,0.0798
0.0469,0.0004,KPRMILL,0.3536
0.0429,0.0006,SHIRPUR-G,0.2974
0.0259,0.0065,PANAMAPET,0.1326
0.0978,0.0,HINDUNILVR,0.0148
0.019,0.024,PRECOT,0.6675
0.0382,0.0012,JYOTHYLAB,0.8828
0.0026,0.2144,LICNETFGSC,0.9401
0.0406,0.0009,REDINGTON,0.0917
0.1223,0.0,SICAL,0.9894
0.099,0.0,UNIENTER,0.5501
0.0879,0.0,AVANTIFEED,0.0029
0.1682,0.0,WELCORP,0.4355
0.0787,0.0,MFSL,0.8046
0.1234,0.0,VIJAYABANK,0.8356
0.1593,0.0,USHAMART,0.8528
0.0265,0.006,YESBANK,0.3454
0.0203,0.0198,CHROMATIC,0.9324
0.2366,0.0,JISLDVREQS,0.7161
0.3056,0.0,HINDALCO,0.5075
0.0103,0.0609,JMA,0.4303
0.0231,0.0095,GSKCONS,0.125
0.1276,0.0,HINDOILEXP,0.3327
0.0495,0.0003,TAJGVK,0.4045
0.1157,0.0,BHAGERIA,0.2225
-0.0031,0.6327,TTKHLTCARE,0.9575
0.0975,0.0,FCL,0.179
0.0537,0.0001,BIRLACORPN,0.0597
0.0179,0.0287,HISARMETAL,0.047
0.344,0.0,JINDALSTEL,0.1964
0.0625,0.0001,SUNDRMBRAK,0.568
0.0918,0.0,CUPID,0.6137
0.09,0.0,CARERATING,0.6202
0.2918,0.0,PATELENG,0.1392
-0.0029,0.584,AIFL,0.4162
0.0471,0.0003,LAKPRE,0.8765
0.1671,0.0,MGL,0.6366
0.162,0.0,TCI,0.2736
0.1745,0.0,PENIND,0.6676
-0.0024,0.4875,LSIL,0.6393
0.0245,0.0079,SINTEX,0.502
0.1186,0.0,ONGC,0.5878
0.115,0.0,INDORAMA,0.8933
0.2617,0.0,IDBI,0.092
0.0187,0.0198,DSSL,0.0356
0.1155,0.0,VINATIORGA,0.2997
0.024,0.0084,HATHWAY,0.9185
0.1466,0.0,ASHIMASYN,0.4332
0.0427,0.0006,CNOVAPETRO,0.4866
0.0752,0.0,BSL,0.6937
0.0263,0.0062,JINDWORLD,0.1455
0.0649,0.0,RUPA,0.3548
0.0358,0.0016,REFEX,0.6257
0.032,0.0028,MOHITIND,0.9283
0.1076,0.0,ALICON,0.2454
0.0871,0.0,MANGALAM,0.7291
0.1868,0.0,BHARATFIN,0.4959
0.0161,0.0258,PFIZER,0.5127
0.0496,0.0002,SHRIRAMEPC,0.8511
0.1269,0.0,RANASUG,0.0576
0.3931,0.0,INFRABEES,0.5206
0.0748,0.0,SUVEN,0.9353
-0.0041,0.6737,KARMAENG,0.921
0.083,0.0,BAYERCROP,0.861
0.0255,0.0069,JAMNAAUTO,0.7809
0.0758,0.0,TNPETRO,0.1798
0.1234,0.0,BRIGADE,0.1225
-0.002,0.48,DBCORP,0.9161
0.1721,0.0,TGBHOTELS,0.1331
-0.0011,0.3959,NAGREEKCAP,0.0022
0.1187,0.0,DHAMPURSUG,0.8614
0.38,0.0,SETFNIFBK,0.0864
0.0024,0.2109,RELCONS,0.3373
0.1145,0.0,PFOCUS,0.5388
0.0676,0.0,COFFEEDAY,0.5274
0.1347,0.0,LOVABLE,0.3714
0.2083,0.0,TORNTPOWER,0.618
0.0541,0.0001,ENIL,0.5479
0.2117,0.0,DHANBANK,0.6976
0.1195,0.0,ELECON,0.5162
0.106,0.0,SPAL,0.9963
0.1821,0.0,PATINTLOG,0.4566
0.0348,0.0019,NITESHEST,0.7272
0.174,0.0,PEL,0.2224
0.3204,0.0,ANANTRAJ,0.9969
0.1435,0.0,PUNJABCHEM,0.151
0.2267,0.0,IFCI,0.4305
0.0212,0.0125,JAYAGROGN,0.6528
0.2646,0.0,GMRINFRA,0.8433
0.0328,0.0036,TCIDEVELOP,0.3005
0.1077,0.0,WALCHANNAG,0.7196
0.1982,0.0,PSB,0.3709
0.0479,0.0004,SMSPHARMA,0.9324
0.0923,0.0,BALAMINES,0.2734
0.1567,0.0,MUKANDENGG,0.9564
0.187,0.0,JETAIRWAYS,0.1802
0.0756,0.0,GAIL,0.9551
0.1034,0.0,GABRIEL,0.1161
0.043,0.0006,SOTL,0.1283
0.092,0.0,ZENTEC,0.4024
0.1041,0.0,KOTHARIPRO,0.8959
0.1099,0.0,NAVKARCORP,0.799
0.1663,0.0,SRF,0.9752
0.1544,0.0,PRESSMN,0.5708
0.1146,0.0,ANDHRSUGAR,0.0881
0.1039,0.0,TEXRAIL,0.5629
0.0655,0.0,WENDT,0.182
0.0762,0.0,PRECAM,0.3739
0.1144,0.0,KINGFA,0.3932
0.1299,0.0,BPL,0.6917
0.2753,0.0,ANDHRABANK,0.4745
0.1114,0.0,NRBBEARING,0.3617
0.0914,0.0,RTNPOWER,0.7394
0.0965,0.0,KAMATHOTEL,0.0445
0.1557,0.0,IPAPPM,0.6322
0.0551,0.0001,MOTHERSUMI,0.9477
0.8144,0.0,NIFTYBEES,0.0063
0.1293,0.0,EKC,0.5138
0.0215,0.0121,CCL,0.736
0.0272,0.0054,ATFL,0.2652
0.1075,0.0,GINNIFILA,0.4492
0.1337,0.0,IGPL,0.0572
0.058,0.0001,LT,0.6029
0.1314,0.0,TEXINFRA,0.5927
0.0077,0.0897,VTL,0.337
0.1648,0.0,IOB,0.2473
0.2206,0.0,COSMOFILMS,0.5455
0.1584,0.0,GITANJALI,0.6615
0.0426,0.0007,WEIZMANIND,0.2366
0.1436,0.0,PHILIPCARB,0.0079
0.086,0.0,RUBYMILLS,0.7636
0.1076,0.0,ADANITRANS,0.0317
0.1017,0.0,JHS,0.3535
0.0663,0.0,CERA,0.0506
0.0297,0.0038,CONSOFINVT,0.4712
0.0366,0.0015,GSPL,0.1967
0.0248,0.0076,AIAENG,0.6279
0.0929,0.0,JUBLFOOD,0.0981
0.0702,0.0,CMICABLES,0.2505
0.0488,0.0003,PRECWIRE,0.0907
0.1854,0.0,PIDILITIND,0.2437
0.0536,0.0001,INOXWIND,0.4263
0.1213,0.0,CEATLTD,0.281
0.7871,0.0,JUNIORBEES,0.0341
0.0729,0.0,SYNCOM,0.8182
0.1312,0.0,VISAKAIND,0.0631
0.0093,0.0701,RELIANCE,0.9159
0.1173,0.0,SADBHAV,0.2965
0.0995,0.0,GHCL,0.901
0.1444,0.0,CARBORUNIV,0.2723
0.0083,0.0819,TCS,0.4586
-0.0038,0.808,HINDCOMPOS,0.4389
0.0655,0.0001,NAGAFERT,0.3517
0.0277,0.0106,MSPL,0.2953
-0.0046,0.8008,BEARDSELL,0.6078
0.0472,0.0003,BPCL,0.452
0.0579,0.0001,HINDUJAVEN,0.3369
0.2735,0.0,INDIANB,0.9305
0.0988,0.0,COX&KINGS,0.3525
0.2489,0.0,ULTRACEMCO,0.8467
0.0483,0.0003,EIHAHOTELS,0.5814
0.0246,0.0077,SHREYAS,0.0804
0.243,0.0,M&MFIN,0.5191
0.0204,0.014,EIHOTEL,0.1377
0.0969,0.0,VICEROY,0.4652
0.0796,0.0,FORTIS,0.4411
0.1408,0.0,SUDARSCHEM,0.7072
0.2157,0.0,IIFL,0.0377
0.1248,0.0,TANLA,0.1097
0.0971,0.0,OILCOUNTUB,0.8956
-0.0035,0.6978,SHEMAROO,0.6098
0.0664,0.0,SRHHYPOLTD,0.4647
0.2917,0.0,MARUTI,0.0109
0.1663,0.0,M100,0.0719
0.0604,0.0001,THOMASCOOK,0.3968
0.1248,0.0,MARICO,0.5118
0.0378,0.0013,MCDHOLDING,0.9519
0.1265,0.0,UMANGDAIRY,0.6836
0.1183,0.0,ASAHIINDIA,0.1012
0.1482,0.0,SREINFRA,0.8652
