Symbol,Rm-Rf %,SMB %,Adj-r_sq,const,high-low
SWELECTES,0.0,,0.2215,0.3191,0.401
KWALITY,0.0,,0.3442,0.9551,0.8733
BALLARPUR,0.0,,0.1613,0.7386,0.8141
JKIL,0.0,,0.1058,0.4598,0.8932
POLYMED,0.0,,0.1583,0.7323,0.7069
AMRUTANJAN,0.0,,0.262,0.537,0.1295
RSYSTEMS,0.0,,0.1431,0.6188,0.5666
JYOTISTRUC,0.0,,0.2239,0.543,0.3283
UNIVCABLES,0.0,,0.1392,0.8731,0.5875
RCOM,0.0,,0.3972,0.0122,0.839
DALMIASUG,0.0,,0.1623,0.102,0.8386
JUBLINDS,0.0,,0.1872,0.4825,0.1003
GODREJCP,0.0,,0.3349,0.3394,0.3673
PILITA,0.0261,,0.0267,0.6287,0.8193
CAMLINFINE,0.0,,0.1752,0.8911,0.9555
GSFC,0.0,,0.1615,0.2726,0.9747
IL&FSTRANS,0.0,,0.2118,0.5293,0.2849
PPAP,0.0,,0.2844,0.7747,0.9289
APOLLOTYRE,0.0,,0.2632,0.3947,0.0811
VAIBHAVGBL,0.0,,0.075,0.2944,0.0847
ADVANIHOTR,0.0095,,0.0553,0.8697,0.3924
ANSALAPI,0.0,,0.2856,0.3131,0.7796
BODALCHEM,0.0,,0.2323,0.0401,0.9199
SUNTV,0.0,,0.3455,0.4168,0.7711
HIL,0.0,,0.2169,0.7125,0.9007
EMAMIINFRA,0.0001,,0.0958,0.2657,0.8018
SATIN,0.0,,0.2414,0.8845,0.8859
PRAJIND,0.0,,0.3533,0.9742,0.3211
INDIANHUME,0.0,,0.0759,0.7071,0.5099
RENUKA,0.0,,0.1432,0.7001,0.3248
GLENMARK,0.0,,0.2782,0.7792,0.7084
WHEELS,0.0,,0.1874,0.6464,0.1604
ELAND,0.0,,0.2349,0.1247,0.1842
LYCOS,0.0,,0.0809,0.0936,0.3497
JKTYRE,0.0,,0.396,0.7308,0.1251
WIPRO,0.0,,0.1498,0.6751,0.6091
CHAMBLFERT,0.0,,0.1659,0.4319,0.546
SIMPLEX,0.0005,,0.0798,0.8607,0.6156
BASF,0.0011,,0.218,0.3072,0.0
ORIENTHOT,0.0,,0.2111,0.6089,0.1906
KKCL,0.0058,,0.1023,0.5636,0.0333
BAFNAPHARM,0.0,,0.3057,0.4263,0.8904
INDOCO,0.0123,,0.0416,0.8009,0.5998
MADHAV,0.0,,0.1888,0.9381,0.1172
GNFC,0.0,,0.1184,0.0248,0.9378
TARAJEWELS,0.0,,0.2405,0.5514,0.017
THANGAMAYL,0.0001,,0.0839,0.6822,0.8926
GKWLIMITED,0.0159,,0.0309,0.9775,0.8937
BHARATRAS,0.0007,,0.0496,0.1602,0.5204
MANUGRAPH,0.0,,0.2064,0.8175,0.2883
HATSUN,0.1913,,0.0115,0.9862,0.5164
CAREERP,0.0,,0.2355,0.8257,0.5621
NCC,0.0,,0.4678,0.5442,0.365
JBMA,0.0,,0.2156,0.4573,0.0802
SQSBFSI,0.0,,0.1916,0.4939,0.9599
HARITASEAT,0.0,,0.1398,0.2172,0.5015
GATI,0.0,,0.2547,0.6052,0.4822
LINDEINDIA,0.0,,0.248,0.4337,0.6312
ABBOTINDIA,0.0,,0.1568,0.446,0.0712
ZUARI,0.0,,0.2048,0.2328,0.1997
DATAMATICS,0.0,,0.2394,0.137,0.3504
TALBROAUTO,0.0,,0.2956,0.6711,0.9985
NAHARCAP,0.0,,0.2149,0.4645,0.8552
BANKBEES,0.0,,0.6889,0.1536,0.2761
OISL,0.0,,0.1156,0.3118,0.232
NIBL,0.0017,,0.0627,0.3289,0.6714
GENUSPAPER,0.0,,0.0786,0.6324,0.393
WELINV,0.0002,,0.0671,0.2397,0.6509
ICRA,0.0,,0.095,0.9847,0.0709
VLSFINANCE,0.0,,0.1771,0.6295,0.6501
ANKITMETAL,0.0043,,0.0447,0.7193,0.9026
HINDPETRO,0.0086,,0.0437,0.8742,0.6636
FINPIPE,0.0,,0.1949,0.0861,0.7502
NEULANDLAB,0.0,,0.1383,0.3037,0.5436
GOKEX,0.0,,0.1921,0.6764,0.733
BALMLAWRIE,0.001,,0.0464,0.86,0.5159
J&KBANK,0.0,,0.1435,0.6869,0.542
IFBIND,0.0,,0.2587,0.775,0.7185
NAGAROIL,0.0094,,0.0696,0.5342,0.161
ARCHIDPLY,0.0,,0.3086,0.7086,0.8491
JINDALPHOT,0.0,,0.0869,0.4982,0.3592
ADORWELD,0.0,,0.2278,0.9088,0.3903
MERCATOR,0.0,,0.2989,0.2196,0.8137
JINDALPOLY,0.0,,0.35,0.3688,0.2783
PSUBNKBEES,0.0,,0.4238,0.5572,0.9312
GIPCL,0.0,,0.1292,0.3867,0.523
RAJRAYON,0.0228,,0.0136,0.6474,0.1942
ZYDUSWELL,0.0002,,0.1148,0.7213,0.2047
PTC,0.0,,0.3823,0.4456,0.0074
UPL,0.0,,0.3383,0.0902,0.0565
TI,0.0,,0.1081,0.4517,0.6294
PGHH,0.0677,,0.0565,0.1387,0.0654
JUSTDIAL,0.009,,0.082,0.192,0.08
VASCONEQ,0.0,,0.4372,0.9563,0.7606
GTNTEX,0.0018,,0.0354,0.7183,0.2719
TATACHEM,0.0,,0.3486,0.2062,0.8699
SPICEMOBI,0.0158,,0.0405,0.8995,0.5444
REPRO,0.0,,0.1204,0.9284,0.6114
GRINDWELL,0.2454,,0.0049,0.3809,0.686
KARURVYSYA,0.0591,,0.0093,0.2935,0.6571
AXISCADES,0.0,,0.3236,0.3252,0.0036
HOVS,0.0008,,0.0804,0.7044,0.445
DIVISLAB,0.0001,,0.1076,0.4119,0.5034
CUB,0.0,,0.1486,0.0782,0.4275
RUCHIRA,0.0,,0.2248,0.1176,0.4797
DECCANCE,0.0,,0.3169,0.3371,0.0207
JMCPROJECT,0.0,,0.2784,0.95,0.895
GUJAPOLLO,0.2556,,0.0394,0.8591,0.0517
SHYAMCENT,0.0149,,0.0254,0.6096,0.8353
SUNPHARMA,0.0,,0.1593,0.5158,0.7551
SCHAEFFLER,0.0,,0.172,0.861,0.9833
IFBAGRO,0.0,,0.2271,0.7715,0.4376
EVEREADY,0.0,,0.203,0.3978,0.3363
ABAN,0.0,,0.2938,0.6033,0.2228
MANAKALUCO,0.0008,,0.0476,0.6316,0.4587
NILAINFRA,0.0,,0.2563,0.61,0.3706
BHUSANSTL,0.0,,0.2847,0.8713,0.9226
VSTTILLERS,0.0,,0.1118,0.2721,0.8487
THIRUSUGAR,0.0001,,0.1221,0.4045,0.2686
POWERMECH,0.0,,0.1095,0.3199,0.4044
NTL,0.0,,0.2103,0.4311,0.6778
KOTAKGOLD,0.331,,0.001,0.1931,0.731
QUICKHEAL,0.0,,0.1771,0.8852,0.2898
IPCALAB,0.0,,0.148,0.4723,0.1807
MEGH,0.0,,0.2457,0.2145,0.5125
ICICINF100,0.9178,,-0.0064,0.7209,0.5998
MHRIL,0.0,,0.2684,0.9846,0.7751
3MINDIA,0.0,,0.1426,0.7746,0.3568
HDFC,0.0,,0.3305,0.6278,0.8691
GLOBUSSPR,0.0,,0.2316,0.5255,0.4267
TRIDENT,0.0,,0.3426,0.6583,0.9299
RALLIS,0.0,,0.2448,0.5756,0.0427
JKCEMENT,0.0,,0.2273,0.3472,0.3544
KITEX,0.0,,0.1772,0.3684,0.3449
VGUARD,0.9143,,-0.005,0.7588,0.5212
BANKBARODA,0.0,,0.2882,0.7448,0.7352
SAGCEM,0.0002,,0.1274,0.2866,0.09
EASTSILK,0.0043,,0.0314,0.735,0.5006
KOTAKPSUBK,0.0,,0.3786,0.5773,0.9841
MAHSCOOTER,0.0,,0.2498,0.4154,0.3019
SABTN,0.0003,,0.0462,0.7805,0.0625
MANAPPURAM,0.0,,0.2347,0.0282,0.3272
ELGIRUBCO,0.0,,0.149,0.1725,0.8969
BERGEPAINT,0.0,,0.0992,0.944,0.7842
IDFCBANK,0.0,,0.3248,0.7455,0.0362
CENTENKA,0.0,,0.3685,0.1734,0.4946
AXISGOLD,0.7209,,-0.0054,0.3286,0.7008
HINDZINC,0.0,,0.207,0.0387,0.7526
BINANIIND,0.0,,0.3482,0.8806,0.2545
BFUTILITIE,0.0,,0.3874,0.2348,0.7649
ORIENTBELL,0.0,,0.2823,0.9838,0.0948
SUPREMEIND,0.0002,,0.1149,0.1742,0.1783
PIONDIST,0.0006,,0.0467,0.6596,0.2385
GICHSGFIN,0.0,,0.3364,0.4343,0.1492
ICICINIFTY,0.0,,0.2334,0.5436,0.1246
POLARIS,0.1141,,0.0099,0.4607,0.8547
MAYURUNIQ,0.0,,0.1123,0.3316,0.7288
HAVELLS,0.0,,0.3777,0.5179,0.0678
JAYNECOIND,0.0,,0.2036,0.6638,0.0655
MOSERBAER,0.0,,0.2494,0.1613,0.8833
UNIPLY,0.0,,0.1782,0.3941,0.0988
IDBIGOLD,0.0724,,0.0133,0.3824,0.9376
IZMO,0.0,,0.2865,0.7779,0.1817
63MOONS,0.0,,0.1781,0.258,0.5408
KOKUYOCMLN,0.0,,0.1841,0.8637,0.6227
STERTOOLS,0.0,,0.2538,0.0876,0.3817
DYNAMATECH,0.0,,0.2008,0.477,0.0048
HMVL,0.0405,,0.0797,0.8813,0.0228
TTKPRESTIG,0.0033,,0.0567,0.3288,0.6081
INDIAGLYCO,0.0,,0.1977,0.3323,0.7211
VIPCLOTHNG,0.0,,0.2366,0.8101,0.478
DENORA,0.0,,0.2763,0.5684,0.4173
AHLEAST,0.0,,0.1449,0.4348,0.2472
NETWORK18,0.0,,0.2939,0.1786,0.0531
JAGSNPHARM,0.0,,0.3024,0.6848,0.0892
BALRAMCHIN,0.0,,0.169,0.0726,0.3475
SHAHALLOYS,0.8098,,-0.0034,0.3015,0.464
CAPLIPOINT,0.0077,,0.0635,0.6499,0.2594
JUBILANT,0.0,,0.2993,0.1724,0.1707
EASUNREYRL,0.0,,0.2287,0.1743,0.3673
BBTC,0.0,,0.3594,0.6236,0.0122
SUPPETRO,0.0,,0.2409,0.0603,0.3307
MAHLIFE,0.0,,0.1343,0.3531,0.528
RELCAPITAL,0.0,,0.6206,0.7523,0.6605
AJMERA,0.0,,0.4493,0.9195,0.6619
EMCO,0.0,,0.3014,0.9859,0.5858
HDFCBANK,0.0,,0.4267,0.1211,0.1514
GREENPOWER,0.0,,0.2851,0.1476,0.7319
GSS,0.0001,,0.0951,0.8559,0.8209
INTELLECT,0.0,,0.3454,0.2289,0.7817
VADILALIND,0.0,,0.2358,0.8117,0.795
ENGINERSIN,0.0004,,0.0789,0.859,0.673
INGERRAND,0.0,,0.3341,0.8261,0.3575
SHREYANIND,0.0,,0.1239,0.1404,0.8766
ARCHIES,0.0,,0.2868,0.8353,0.0754
TWL,0.0,,0.2938,0.8314,0.6809
BLKASHYAP,0.0,,0.1884,0.8927,0.0783
FMNL,0.0,,0.1132,0.7617,0.8486
DISHTV,0.0,,0.3716,0.9449,0.6807
AARVEEDEN,0.0,,0.1141,0.4089,0.5651
BIOCON,0.0,,0.1553,0.0186,0.1353
KTKBANK,0.0,,0.2277,0.9209,0.6571
SHK,0.0,,0.1751,0.2688,0.5744
JMTAUTOLTD,0.0,,0.0919,0.1725,0.4475
SGL,0.0056,,0.024,0.1197,0.0828
BHEL,0.0,,0.3214,0.5945,0.3917
LUMAXIND,0.0,,0.2869,0.0981,0.5543
KESORAMIND,0.0,,0.2885,0.5756,0.1992
SUPERSPIN,0.0,,0.2167,0.4989,0.8909
RML,0.0,,0.1652,0.4175,0.8304
KESARENT,0.0,,0.1001,0.2705,0.6062
MANGLMCEM,0.0,,0.2477,0.265,0.0891
SANOFI,0.0003,,0.1196,0.7453,0.1093
GRANULES,0.0,,0.3954,0.5138,0.7093
SIGNET,0.001,,0.0739,0.4411,0.5225
RADICO,0.0,,0.2136,0.7027,0.0213
SHREEPUSHK,0.0,,0.1869,0.1943,0.647
MCLEODRUSS,0.0,,0.3013,0.6918,0.4954
CENTRALBK,0.0,,0.1967,0.3983,0.6062
GARWALLROP,0.0,,0.2498,0.1409,0.9979
ASAHISONG,0.0,,0.2153,0.298,0.7124
BANKINDIA,0.0,,0.4195,0.8396,0.3533
SAKHTISUG,0.0,,0.2122,0.5675,0.6625
COALINDIA,0.0,,0.2093,0.9418,0.4972
VENUSREM,0.0,,0.2564,0.9293,0.0052
BOMDYEING,0.0,,0.4184,0.5499,0.3569
PARABDRUGS,0.0001,,0.0536,0.8404,0.0778
AARTIDRUGS,0.0,,0.2119,0.6263,0.3496
KOTAKNV20,0.0,,0.1444,0.6226,0.3602
WABCOINDIA,0.0003,,0.1727,0.7218,0.0043
SANDESH,0.0,,0.2436,0.7824,0.2315
ALEMBICLTD,0.0,,0.2945,0.6252,0.187
DCW,0.0,,0.2927,0.5598,0.3036
MPSLTD,0.0,,0.1591,0.9026,0.1324
TOKYOPLAST,0.0313,,0.014,0.1635,0.5741
SURANAT&P,0.0056,,0.0527,0.9223,0.5477
CREST,0.0276,,0.023,0.2549,0.9407
TVSMOTOR,0.0,,0.2868,0.1874,0.572
TAKE,0.0,,0.2352,0.8513,0.0179
HFCL,0.0,,0.2187,0.4453,0.6718
HNGSNGBEES,0.3621,,-0.0031,0.6776,0.9873
TCIFINANCE,0.0,,0.099,0.8413,0.0824
INDHOTEL,0.0,,0.1691,0.7369,0.6193
BSELINFRA,0.0042,,0.0791,0.4803,0.1684
KMSUGAR,0.0,,0.1074,0.0026,0.8677
PROZONINTU,0.0,,0.1664,0.6196,0.7617
EVERESTIND,0.0,,0.1713,0.447,0.3635
HONDAPOWER,0.0,,0.2568,0.4192,0.8936
NSIL,0.0,,0.1007,0.6853,0.9384
EMKAY,0.0,,0.1509,0.7805,0.3725
GTL,0.0,,0.1771,0.6656,0.3064
UFLEX,0.0,,0.4266,0.0916,0.3802
ORCHIDPHAR,0.0,,0.3289,0.0928,0.2845
SESHAPAPER,0.0001,,0.0938,0.025,0.6366
FLEXITUFF,0.0244,,0.0769,0.8675,0.0456
NECCLTD,0.0015,,0.0526,0.9224,0.8055
ARCOTECH,0.0008,,0.0547,0.1429,0.8029
KANORICHEM,0.0,,0.2749,0.918,0.7977
MOIL,0.0,,0.1589,0.0855,0.6761
NESTLEIND,0.0017,,0.0944,0.5996,0.1403
AUROPHARMA,0.0,,0.3393,0.6362,0.1989
BLUEDART,0.0,,0.1872,0.2031,0.7502
EXCELCROP,0.0,,0.114,0.1135,0.5436
ATLANTA,0.0,,0.2237,0.1785,0.3664
TATAGLOBAL,0.0,,0.4792,0.7176,0.0637
GUJFLUORO,0.0,,0.159,0.973,0.1765
ITDCEM,0.0,,0.2788,0.2127,0.079
CIPLA,0.0,,0.1796,0.8452,0.472
HEG,0.0,,0.2527,0.8789,0.7215
PCJEWELLER,0.0,,0.1737,0.6959,0.3374
SANGHVIMOV,0.0,,0.1667,0.1486,0.271
DBREALTY,0.0,,0.2161,0.4823,0.8307
PRABHAT,0.0,,0.2238,0.6371,0.0787
SUPREMEINF,0.0,,0.1545,0.588,0.0723
METKORE,0.0444,,0.0135,0.794,0.7726
GDL,0.0,,0.107,0.7057,0.899
FEL,0.5699,,-0.0029,0.182,0.6363
LOTUSEYE,0.0,,0.1466,0.5288,0.2786
LALPATHLAB,0.0,,0.0676,0.1966,0.0473
SHILPI,0.0,,0.1445,0.0013,0.6648
ACE,0.0,,0.3317,0.7727,0.0151
UNITY,0.0,,0.2721,0.1687,0.0009
RELIGARE,0.0008,,0.0459,0.77,0.4143
NHPC,0.0,,0.3283,0.1937,0.0343
GAEL,0.0,,0.1773,0.1166,0.9665
SAIL,0.0,,0.4207,0.5943,0.7078
SALORAINTL,0.0,,0.223,0.664,0.0205
HONAUT,0.0,,0.1784,0.6211,0.3965
MUTHOOTCAP,0.0041,,0.0544,0.2858,0.6027
V2RETAIL,0.0,,0.1446,0.229,0.6258
PHOENIXLTD,0.0001,,0.1019,0.5151,0.503
LOKESHMACH,0.0,,0.2656,0.7568,0.5787
COLPAL,0.0,,0.138,0.9645,0.7529
FMGOETZE,0.0001,,0.1238,0.2791,0.1513
PRATIBHA,0.0,,0.2366,0.0295,0.6848
RJL,0.0,,0.2166,0.7058,0.6348
XCHANGING,0.0002,,0.0962,0.8066,0.4612
RAMASTEEL,0.07,,0.0138,0.5306,0.9263
RAJESHEXPO,0.0,,0.1276,0.314,0.1663
BLISSGVS,0.0001,,0.0975,0.911,0.7265
BANCOINDIA,0.0,,0.2609,0.2785,0.1461
ISFT,0.0,,0.336,0.6761,0.2571
ADANIPOWER,0.0,,0.4317,0.9355,0.9948
ALLCARGO,0.0,,0.2227,0.9386,0.4919
SANGHIIND,0.0,,0.2443,0.7391,0.5106
RELINFRA,0.0,,0.5075,0.7832,0.7521
KOTAKNIFTY,0.0,,0.8417,0.0797,0.6541
GESHIP,0.0,,0.1489,0.7304,0.3705
OMAXE,0.0,,0.3039,0.0533,0.1728
NDL,0.0,,0.2135,0.7088,0.1234
GAL,0.0,,0.1183,0.5221,0.8002
BIRLAMONEY,0.0001,,0.0864,0.9068,0.981
KCP,0.0,,0.3122,0.7371,0.0724
EDL,0.0,,0.2092,0.6331,0.7592
BEL,0.0,,0.4151,0.6568,0.325
PFS,0.0,,0.2762,0.9186,0.1589
AUTOLITIND,0.0,,0.2041,0.7027,0.3056
ORIENTPPR,0.0,,0.1386,0.0638,0.8169
ECLERX,0.0085,,0.0432,0.7796,0.6855
GRAPHITE,0.0,,0.1574,0.7917,0.1309
MORARJEE,0.0,,0.1542,0.6767,0.9403
SWANENERGY,0.6761,,-0.0054,0.0783,0.749
BALPHARMA,0.0,,0.1771,0.9291,0.5486
OMKARCHEM,0.0,,0.2252,0.5091,0.0338
LUMAXTECH,0.0,,0.3274,0.5721,0.4845
TIPSINDLTD,0.1757,,0.0461,0.6735,0.056
SRSLTD,0.0,,0.1972,0.0287,0.184
MAHABANK,0.0,,0.2056,0.9631,0.9199
TTL,0.0,,0.2359,0.8077,0.8056
PRIMESECU,0.0094,,0.024,0.0048,0.4271
GET&D,0.0,,0.13,0.2412,0.7662
LAKSHVILAS,0.0,,0.1087,0.1373,0.626
LYKALABS,0.0,,0.3922,0.0943,0.3927
SDBL,0.0517,,0.0173,0.6628,0.9091
MMFL,0.0,,0.1336,0.8999,0.4007
KANSAINER,0.0,,0.1734,0.2596,0.749
SNOWMAN,0.0,,0.1997,0.4854,0.4914
ARROWTEX,0.0,,0.1841,0.5017,0.077
UNICHEMLAB,0.0,,0.2166,0.8025,0.9594
COROMANDEL,0.0,,0.1968,0.1021,0.0095
TRIGYN,0.0,,0.2268,0.3599,0.9891
JSWSTEEL,0.0,,0.2457,0.0205,0.8047
ESSARSHPNG,0.007,,0.0492,0.7019,0.5742
JTEKTINDIA,0.0,,0.3271,0.6172,0.0798
VAKRANGEE,0.0001,,0.0827,0.078,0.8601
SPENTEX,0.0044,,0.0673,0.2229,0.3592
EXCELINDUS,0.0,,0.2003,0.2258,0.5927
TBZ,0.0,,0.2442,0.5063,0.1969
INFRATEL,0.0007,,0.064,0.7621,0.9525
KPIT,0.0,,0.1667,0.82,0.4808
MADRASFERT,0.0,,0.2305,0.8333,0.7409
REPCOHOME,0.0,,0.2125,0.7182,0.544
HUBTOWN,0.0003,,0.0561,0.8319,0.4938
RECLTD,0.0,,0.1304,0.6604,0.0963
NIITLTD,0.0,,0.2513,0.8208,0.3908
SIMPLEXINF,0.0,,0.1816,0.8934,0.7286
BANARBEADS,0.0005,,0.0776,0.4905,0.6838
TTML,0.0,,0.2187,0.6514,0.4188
CANBK,0.0,,0.3906,0.4166,0.1589
SORILINFRA,0.0006,,0.1049,0.096,0.1579
SHALPAINTS,0.0,,0.2998,0.6993,0.509
BALKRISHNA,0.0,,0.1756,0.3766,0.4992
NILKAMAL,0.0,,0.2263,0.6564,0.4298
SUNDARMFIN,0.0,,0.1433,0.6655,0.1437
UTINIFTETF,0.0,,0.6475,0.3666,0.1816
TIMETECHNO,0.0,,0.2198,0.1615,0.6692
DONEAR,0.0006,,0.098,0.2705,0.2588
L&TFH,0.0,,0.3875,0.1528,0.4067
LIQUIDBEES,0.3018,,-0.0024,0.0,0.8856
AGARIND,0.0,,0.0764,0.0976,0.3173
PUNJLLOYD,0.0,,0.2402,0.4421,0.1072
IOLCP,0.0,,0.2359,0.2454,0.9903
SCI,0.0,,0.3642,0.3589,0.4273
DHARSUGAR,0.0002,,0.0751,0.3367,0.9892
GTNIND,0.0083,,0.0391,0.5997,0.8776
PIIND,0.0002,,0.1041,0.307,0.3601
BAJAJHLDNG,0.0,,0.1999,0.4867,0.5773
RAMKY,0.0,,0.2514,0.0964,0.0812
ASTRAZEN,0.0087,,0.0828,0.3332,0.0787
MIRZAINT,0.0,,0.3866,0.3517,0.1608
SURYAROSNI,0.0,,0.368,0.3605,0.0771
ADROITINFO,0.0005,,0.0679,0.9571,0.9409
SUNDARAM,0.0001,,0.1138,0.3021,0.3332
AUSOMENT,0.0124,,0.0251,0.6904,0.3987
VESUVIUS,0.1296,,0.0868,0.2125,0.0034
DIAPOWER,0.0,,0.1105,0.9938,0.4869
NH,0.0,,0.1431,0.6626,0.5572
VEDL,0.0,,0.4892,0.0065,0.4727
PRAENG,0.0,,0.1329,0.3587,0.795
HITECHCORP,0.0,,0.2151,0.9066,0.7457
EXIDEIND,0.0,,0.3324,0.2131,0.3799
BLBLIMITED,0.0407,,0.0287,0.4111,0.5671
STARPAPER,0.0,,0.1758,0.0069,0.419
KSCL,0.0,,0.152,0.4483,0.9443
WEIZFOREX,0.0,,0.1122,0.7907,0.2264
UFO,0.0,,0.1537,0.7358,0.9789
HANUNG,0.0,,0.0891,0.4128,0.6919
BEPL,0.0,,0.3396,0.907,0.8667
ARVSMART,0.0,,0.1628,0.663,0.222
KOTAKBKETF,0.0,,0.6126,0.2067,0.3793
FINCABLES,0.0,,0.1226,0.0633,0.349
BGRENERGY,0.0,,0.3686,0.8716,0.2021
TECHNO,0.5807,,0.0083,0.5375,0.2183
ORTEL,0.1534,,0.0192,0.8315,0.3543
RAJSREESUG,0.0,,0.1603,0.1902,0.7773
APTECHT,0.0,,0.2407,0.0295,0.6921
NOIDATOLL,0.0293,,0.0681,0.1579,0.068
AYMSYNTEX,0.0,,0.2513,0.1137,0.5516
LYPSAGEMS,0.0,,0.162,0.1238,0.2322
NELCO,0.0,,0.4423,0.4238,0.3201
GRASIM,0.0149,,0.0307,0.472,0.9164
SUNTECK,0.0,,0.1992,0.8339,0.5882
UCOBANK,0.0,,0.355,0.5803,0.3581
PDPL,0.0117,,0.028,0.2939,0.8386
KOTAKBANK,0.0,,0.3249,0.6586,0.7249
SATHAISPAT,0.0,,0.1376,0.184,0.4246
DICIND,0.0,,0.2915,0.2947,0.8257
RAJTV,0.0026,,0.0481,0.5893,0.977
TV18BRDCST,0.0,,0.4727,0.6577,0.0424
DPL,0.6632,,-0.0056,0.0,0.5568
PDSMFL,0.0124,,0.0527,0.1791,0.3361
ASHOKA,0.0,,0.1707,0.8282,0.5227
MAHSEAMLES,0.0,,0.1644,0.2085,0.0435
BHARATGEAR,0.0,,0.203,0.4935,0.4642
ORIENTCEM,0.0409,,0.1251,0.7692,0.0008
MOTILALOFS,0.0,,0.2841,0.1019,0.9059
GMDCLTD,0.0,,0.1841,0.568,0.7892
WEBELSOLAR,0.0,,0.1828,0.6912,0.6867
INDIGO,0.0004,,0.0502,0.4285,0.3217
INSECTICID,0.0,,0.1728,0.3697,0.2288
FSL,0.0,,0.3365,0.9442,0.0883
TATAMTRDVR,0.0,,0.3916,0.5967,0.1841
NUTEK,0.8257,,0.0086,0.4247,0.1359
KOLTEPATIL,0.0,,0.3447,0.17,0.0293
PNCINFRA,0.939,,0.0234,0.3532,0.0278
PIONEEREMB,0.0,,0.1498,0.7394,0.1191
DOLPHINOFF,0.0,,0.2201,0.7406,0.5997
VETO,0.0,,0.2088,0.2801,0.9604
PENPEBS,0.0001,,0.1301,0.8049,0.1339
PRESTIGE,0.0,,0.1819,0.9884,0.0096
INFINITE,0.0,,0.1608,0.5953,0.5203
INOXLEISUR,0.0,,0.173,0.8056,0.438
VINDHYATEL,0.0,,0.3599,0.3919,0.0155
UNIONBANK,0.0,,0.3707,0.9281,0.9636
VISHNU,0.0,,0.2387,0.492,0.0113
ALCHEM,0.0,,0.136,0.8076,0.401
REVATHI,0.0,,0.0678,0.817,0.2079
GANECOS,0.0,,0.2454,0.5167,0.3873
ASTEC,0.0015,,0.0949,0.059,0.1489
AMJLAND,0.0011,,0.0551,0.6678,0.9683
KAUSHALYA,0.0005,,0.0762,0.8142,0.6698
ATULAUTO,0.0,,0.2882,0.5176,0.7895
GRAVITA,0.0051,,0.0799,0.4244,0.1411
SJVN,0.0,,0.108,0.8573,0.8129
TORNTPHARM,0.0,,0.2482,0.973,0.7367
INDLMETER,0.0,,0.1928,0.7084,0.0603
CHOLAFIN,0.038,,0.0663,0.1351,0.06
PRAKASHCON,0.0019,,0.0799,0.685,0.3919
ATUL,0.0,,0.277,0.2235,0.6972
NEXTMEDIA,0.0,,0.2021,0.7813,0.5728
APCOTEXIND,0.0,,0.1212,0.3439,0.4462
SHIVAMAUTO,0.0,,0.3648,0.5107,0.0795
SEAMECLTD,0.0,,0.1995,0.8915,0.0358
RANEHOLDIN,0.0,,0.1358,0.3512,0.668
MOLDTKPAC,0.0038,,0.0568,0.7769,0.5665
MANAKSIA,0.0098,,0.0519,0.6581,0.4102
ARROWGREEN,0.0,,0.2326,0.5751,0.0816
BAGFILMS,0.0,,0.1536,0.6421,0.8518
DWARKESH,0.0001,,0.0937,0.0499,0.7052
BINDALAGRO,0.0,,0.1405,0.7436,0.9456
MEP,0.0,,0.2026,0.8553,0.9562
ASIANPAINT,0.0,,0.2232,0.6535,0.3019
GODFRYPHLP,0.0,,0.1358,0.8683,0.9931
MANINFRA,0.0,,0.3962,0.9151,0.0432
BROOKS,0.0,,0.2281,0.3004,0.0633
EIDPARRY,0.0,,0.2482,0.2884,0.41
GEPIL,0.0,,0.1667,0.2142,0.4299
EDELWEISS,0.0,,0.3389,0.087,0.458
NOCIL,0.0,,0.4251,0.4017,0.4388
HCL-INSYS,0.0,,0.336,0.7063,0.6686
ORIENTABRA,0.0,,0.2328,0.4277,0.5209
JKPAPER,0.0,,0.2869,0.0467,0.7423
PARACABLES,0.0022,,0.0533,0.7899,0.852
ICICIGOLD,0.8251,,-0.0079,0.4026,0.7811
INDTERRAIN,0.0,,0.2177,0.6221,0.3794
SHILPAMED,0.0,,0.1906,0.2458,0.1724
SADBHIN,0.0005,,0.1451,0.8426,0.0175
SOUTHBANK,0.0,,0.377,0.6555,0.9512
XPROINDIA,0.0,,0.2909,0.8217,0.2367
UNITEDTEA,0.6729,,0.0272,0.9187,0.0352
RAMCOIND,0.0,,0.2915,0.2143,0.4604
ANSALHSG,0.0,,0.2732,0.755,0.759
HIKAL,0.0,,0.1319,0.3076,0.6111
ZEELEARN,0.0,,0.1666,0.6705,0.1084
PGIL,0.0,,0.1534,0.2008,0.9024
BHARTIARTL,0.0,,0.1405,0.9992,0.2777
SAKSOFT,0.0,,0.0928,0.8108,0.6222
LPDC,0.002,,0.0415,0.9534,0.6223
LAOPALA,0.0,,0.1666,0.3085,0.6907
IMPAL,0.0464,,0.0295,0.5418,0.5088
GOACARBON,0.0,,0.2283,0.3681,0.1664
HITECHGEAR,0.0,,0.3179,0.8348,0.3705
ELECTHERM,0.0001,,0.1049,0.0193,0.3744
DCBBANK,0.0,,0.3597,0.2062,0.1835
SUPRAJIT,0.0,,0.1199,0.2093,0.319
SURYALAXMI,0.0,,0.2495,0.5184,0.2062
TRIL,0.0,,0.2467,0.4555,0.8042
BILENERGY,0.0631,,0.0144,0.7993,0.0273
MIRCELECTR,0.0,,0.2253,0.745,0.8455
