Adj-r_sq,Rm-Rf %,SMB %,Symbol,const,high-low
-0.0054,0.9018,,LIQUIDBEES,0.0,0.4118
0.403,0.0,,PUNJLLOYD,0.509,0.0
0.2004,0.0,,SCI,0.9961,0.0976
0.0606,0.0013,,DHARSUGAR,0.2898,0.028
0.0076,0.0493,,PIIND,0.9463,0.7508
0.0382,0.001,,BAJAJHLDNG,0.9848,0.1574
0.0937,0.0,,ASTRAZEN,0.6116,0.0445
0.112,0.0,,SURYAROSNI,0.5799,0.4255
0.1274,0.0,,DIAPOWER,0.5242,0.0102
0.2876,0.0,,VEDL,0.4743,0.6247
0.1827,0.0,,EXIDEIND,0.9079,0.988
0.1022,0.0,,KSCL,0.0999,0.0192
0.1772,0.0,,FINCABLES,0.1155,0.0517
0.2824,0.0,,BGRENERGY,0.285,0.049
0.0529,0.0005,,TECHNO,0.6336,0.1825
0.1216,0.0,,APTECHT,0.3403,0.0951
0.0546,0.0001,,NOIDATOLL,0.8126,0.6001
0.0443,0.0004,,NELCO,0.8847,0.9583
0.3797,0.0,,GRASIM,0.9346,0.0008
0.0593,0.0,,SUNTECK,0.1395,0.7868
0.4869,0.0,,UCOBANK,0.4753,0.5535
0.4374,0.0,,KOTAKBANK,0.211,0.019
0.025,0.2388,,DICIND,0.1294,0.0157
0.2973,0.0,,TV18BRDCST,0.9954,0.0241
0.0483,0.0018,,DPL,0.44,0.1009
0.0392,0.0013,,ASHOKA,0.5291,0.4469
0.0036,0.5429,,MAHSEAMLES,0.1589,0.1402
0.124,0.0,,MOTILALOFS,0.8287,0.1325
0.1716,0.0,,GMDCLTD,0.2678,0.0969
0.0508,0.0001,,INSECTICID,0.2787,0.9733
0.0597,0.0002,,FSL,0.0774,0.2602
0.3088,0.0,,TATAMTRDVR,0.3317,0.9701
0.4003,0.0,,KOLTEPATIL,0.7615,0.0
0.0971,0.0,,DOLPHINOFF,0.905,0.2238
0.1882,0.0,,PRESTIGE,0.7878,0.2077
0.0406,0.0212,,INFINITE,0.5584,0.0231
0.173,0.0,,INOXLEISUR,0.1752,0.6239
0.5305,0.0,,UNIONBANK,0.2986,0.0535
0.1817,0.0,,ALCHEM,0.7071,0.1057
0.0526,0.0007,,GRAVITA,0.0901,0.1505
0.0346,0.0387,,SJVN,0.4804,0.0275
-0.0059,0.4686,,TORNTPHARM,0.8248,0.7864
0.1452,0.0,,CHOLAFIN,0.8463,0.8168
0.167,0.0,,ATUL,0.4333,0.8458
0.0308,0.0019,,APCOTEXIND,0.4467,0.5414
0.0515,0.0026,,SEAMECLTD,0.8205,0.0465
0.0167,0.0714,,RANEHOLDIN,0.8591,0.1574
0.068,0.0001,,INDOWIND,0.7432,0.1698
0.0787,0.0,,ASIANPAINT,0.4947,0.0447
0.0219,0.0089,,GODFRYPHLP,0.746,0.2439
0.1022,0.0,,MANINFRA,0.3396,0.0674
0.2499,0.0,,EIDPARRY,0.6417,0.1048
0.1632,0.0,,GEPIL,0.7126,0.933
0.1066,0.0,,EDELWEISS,0.8614,0.0684
0.2505,0.0,,NOCIL,0.9441,0.0024
0.0719,0.0001,,HCL-INSYS,0.2539,0.1224
0.1181,0.0,,JKPAPER,0.8495,0.2424
0.0221,0.0749,,ICICIGOLD,0.8609,0.0198
0.2689,0.0,,SOUTHBANK,0.6976,0.346
0.0903,0.0,,RAMCOIND,0.3984,0.8786
0.0051,0.1296,,ANSALHSG,0.61,0.4602
-0.0006,0.2877,,HIKAL,0.9033,0.503
0.0337,0.0123,,ZEELEARN,0.7639,0.0971
0.1561,0.0,,PGIL,0.127,0.1558
0.2912,0.0,,BHARTIARTL,0.4238,0.6632
0.1287,0.0,,LAOPALA,0.0316,0.0413
0.0608,0.0018,,GOACARBON,0.8877,0.0208
0.3749,0.0,,DCBBANK,0.2643,0.1708
0.0152,0.0257,,SUPRAJIT,0.1146,0.5864
0.031,0.0233,,SURYALAXMI,0.6477,0.0724
0.0922,0.0,,SHAKTIPUMP,0.3536,0.3291
0.1796,0.0,,HARRMALAYA,0.9695,0.4221
0.2587,0.0,,TATAPOWER,0.9993,0.2754
0.1037,0.0,,SRIPIPES,0.7851,0.1796
0.0378,0.0095,,MANINDS,0.1271,0.0738
0.1344,0.0,,GRUH,0.4353,0.2518
0.1674,0.0,,HEIDELBERG,0.6268,0.4846
0.1452,0.0,,CESC,0.0679,0.8546
0.0326,0.0024,,SMARTLINK,0.253,0.6243
0.096,0.0,,TIRUMALCHM,0.7452,0.0264
0.0328,0.0014,,RUCHISOYA,0.566,0.6187
0.0622,0.0001,,MANGCHEFER,0.1978,0.4718
0.0736,0.0,,TNPL,0.3274,0.2665
0.1954,0.0,,ONMOBILE,0.8908,0.1073
0.0937,0.0001,,DQE,0.0381,0.0043
0.0574,0.0001,,SUMEETINDS,0.5243,0.0754
0.0332,0.0019,,KSBPUMPS,0.2479,0.7591
0.0809,0.0001,,RAINBOWPAP,0.9898,0.0329
0.0406,0.0008,,VARDMNPOLY,0.411,0.6689
0.1375,0.0,,GEOJITFSL,0.8671,0.1562
0.014,0.0298,,CANTABIL,0.869,0.2385
0.2961,0.0,,BAJAJ-AUTO,0.9247,0.301
0.4079,0.0,,SYNDIBANK,0.9015,0.3273
0.1151,0.0,,ADFFOODS,0.7594,0.0304
0.0967,0.0,,BRITANNIA,0.0066,0.202
0.136,0.0,,IMFA,0.9795,0.5173
0.1006,0.0,,CAPF,0.9127,0.1105
0.0436,0.0004,,OFSS,0.589,0.2945
0.5391,0.0,,DENABANK,0.2065,0.072
0.0498,0.0002,,SUNFLAG,0.4817,0.1285
0.1011,0.0007,,NUCLEUS,0.0221,0.0003
0.0227,0.6939,,GPPL,0.164,0.0081
0.1322,0.0,,STCINDIA,0.7476,0.0077
0.447,0.0,,JSWENERGY,0.6766,0.0148
0.1292,0.0,,DELTACORP,0.2815,0.3014
0.2191,0.0,,HEROMOTOCO,0.3352,0.0175
0.2412,0.0,,ARVIND,0.147,0.1253
0.278,0.0,,IRB,0.9789,0.8432
0.0367,0.0656,,DCMSHRIRAM,0.9911,0.0123
0.0413,0.0086,,MARALOVER,0.3137,0.0518
0.0659,0.0,,OCL,0.4184,0.1668
0.2984,0.0,,M&M,0.4381,0.6914
0.0199,0.0089,,HSCL,0.9362,0.4855
0.0709,0.0,,CHENNPETRO,0.2954,0.6598
0.0153,0.0622,,HDFCMFGETF,0.8854,0.0737
0.0999,0.0,,UBL,0.8952,0.7786
0.0839,0.0,,INEOSSTYRO,0.1524,0.9014
0.1981,0.0,,BAJAJHIND,0.3876,0.0079
0.0232,0.0067,,INFY,0.1048,0.2894
0.2366,0.0,,SARDAEN,0.8516,0.0026
0.0316,0.0207,,NIITTECH,0.0575,0.0757
0.0883,0.0001,,ZUARIGLOB,0.8348,0.0093
0.2403,0.0,,DHFL,0.3415,0.2084
0.2313,0.0,,AUTOIND,0.9965,0.01
0.0185,0.2213,,IVZINGOLD,0.8672,0.0157
0.0922,0.0,,MMTC,0.0001,0.1716
0.1817,0.0,,HCC,0.8577,0.0513
0.0047,0.1363,,RAIN,0.8293,0.4637
0.3044,0.0,,ORISSAMINE,0.5415,0.6995
0.0065,0.058,,RPGLIFE,0.9362,0.7956
0.0065,0.0873,,CONCOR,0.9594,0.5818
0.0003,0.1706,,SHRIRAMCIT,0.6065,0.5211
0.0732,0.0,,DALMIABHA,0.7789,0.0716
0.0,0.1586,,GLAXO,0.1291,0.7772
0.1268,0.0,,KALPATPOWR,0.6438,0.004
0.0006,0.8877,,BRFL,0.7456,0.1444
0.1043,0.0,,JINDRILL,0.8896,0.1296
0.1853,0.0,,TATACOMM,0.1724,0.0179
0.1648,0.0,,CEBBCO,0.0037,0.0299
0.3048,0.0,,GODREJIND,0.7588,0.7961
0.246,0.0,,TATAMOTORS,0.226,0.613
0.2034,0.0,,FELDVR,0.0847,0.6585
-0.0056,0.574,,ABGSHIP,0.847,0.6536
0.4407,0.0,,M50,0.1925,0.2604
0.4588,0.0,,ALBK,0.2877,0.2483
0.0573,0.0004,,AUTOAXLES,0.4903,0.1589
0.1148,0.0,,ROLTA,0.4288,0.0874
0.0407,0.0006,,AKZOINDIA,0.9982,0.2756
0.1011,0.0,,APLLTD,0.0077,0.7486
0.0223,0.0407,,HGS,0.1116,0.1292
0.0649,0.0369,,RAMANEWS,0.6345,0.0006
0.3557,0.0,,NMDC,0.8382,0.0569
0.2126,0.0,,ESCORTS,0.0314,0.0116
0.1736,0.0,,HSIL,0.8339,0.0024
0.0807,0.0,,ARIES,0.9588,0.8029
0.0951,0.0,,CASTEXTECH,0.888,0.0697
0.0213,0.017,,ZENSARTECH,0.2237,0.3708
0.1491,0.0,,NATNLSTEEL,0.9459,0.0455
0.1831,0.0,,KPRMILL,0.2538,0.0017
0.1257,0.0,,HINDUNILVR,0.4364,0.1359
0.0508,0.0005,,JYOTHYLAB,0.3369,0.2386
-0.0005,0.3394,,SICAL,0.8893,0.408
0.1372,0.0,,WELCORP,0.8547,0.0067
0.1077,0.0,,MFSL,0.9266,0.7627
0.5732,0.0,,VIJAYABANK,0.2673,0.0102
0.1318,0.0,,USHAMART,0.7201,0.0011
0.4209,0.0,,YESBANK,0.7991,0.7657
-0.0031,0.3322,,ONELIFECAP,0.2221,0.5016
0.2941,0.0,,JISLDVREQS,0.7266,0.0916
0.3842,0.0,,HINDALCO,0.5744,0.0283
0.1361,0.0,,GSKCONS,0.4058,0.0003
-0.0051,0.3931,,TAJGVK,0.9099,0.7952
0.1371,0.0,,BIRLACORPN,0.8011,0.0154
0.2339,0.0,,JINDALSTEL,0.4235,0.1342
0.0374,0.0036,,SUNDRMBRAK,0.3165,0.2065
0.0573,0.0005,,CARERATING,0.8119,0.1129
0.2864,0.0,,PATELENG,0.8996,0.0133
0.0846,0.0,,TCI,0.5897,0.0397
-0.006,0.759,,PENIND,0.9357,0.5467
0.3513,0.0,,SINTEX,0.5416,0.0
0.4358,0.0,,ONGC,0.2841,0.7877
0.0676,0.0001,,INDORAMA,0.8153,0.1155
0.5759,0.0,,IDBI,0.1557,0.239
0.029,0.0033,,VINATIORGA,0.3838,0.7631
0.125,0.0,,HATHWAY,0.5951,0.4391
0.1902,0.0,,ATLASCYCLE,0.7942,0.0946
0.1893,0.0,,BHARATFIN,0.3718,0.0726
-0.0045,0.4389,,PFIZER,0.7104,0.5142
0.103,0.0,,SUVEN,0.0318,0.1321
0.0683,0.0,,BAYERCROP,0.0695,0.0993
0.028,0.0045,,TNPETRO,0.5272,0.5966
0.4137,0.0,,BRIGADE,0.6736,0.0034
0.1177,0.0,,DBCORP,0.1378,0.8726
0.0814,0.0001,,PFOCUS,0.5462,0.0437
0.1392,0.0,,ALOKTEXT,0.8343,0.1947
0.1704,0.0,,LOVABLE,0.9839,0.0224
0.1056,0.0,,TORNTPOWER,0.6843,0.007
0.169,0.0,,ENIL,0.1287,0.0901
0.2762,0.0,,DHANBANK,0.4626,0.0639
0.13,0.0,,ELECON,0.8337,0.0242
0.0235,0.017,,ARSHIYA,0.0397,0.2726
0.0882,0.0,,PEL,0.5165,0.128
0.418,0.0,,ANANTRAJ,0.9495,0.0002
0.4545,0.0,,IFCI,0.8572,0.0892
0.0852,0.0,,ESSDEE,0.196,0.2889
0.0841,0.0001,,JAYAGROGN,0.1089,0.0276
0.3066,0.0,,GMRINFRA,0.2035,0.2654
0.2993,0.0,,WALCHANNAG,0.9924,0.0011
0.3757,0.0,,PSB,0.1114,0.0002
0.0479,0.0045,,BALAMINES,0.7603,0.0429
0.081,0.0,,MUKANDENGG,0.8927,0.1175
0.1197,0.0,,JETAIRWAYS,0.466,0.2368
0.2211,0.0,,GAIL,0.6394,0.1841
0.0603,0.0055,,GABRIEL,0.7921,0.0071
0.0595,0.0509,,SOTL,0.9598,0.0008
0.1364,0.0,,ROHITFERRO,0.1597,0.0011
0.1214,0.0001,,SRF,0.3951,0.0002
0.1187,0.0,,TEXRAIL,0.7708,0.0044
0.1005,0.0,,BPL,0.9335,0.3242
0.4538,0.0,,ANDHRABANK,0.1438,0.0174
0.0825,0.0,,NRBBEARING,0.3868,0.0587
0.3823,0.0,,RTNPOWER,0.5928,0.0016
0.1123,0.0,,IPAPPM,0.6164,0.2152
0.006,0.0627,,MOTHERSUMI,0.7696,0.7732
0.8666,0.0,,NIFTYBEES,0.0009,0.0137
0.0431,0.0004,,CCL,0.6309,0.9094
0.0576,0.0003,,ATFL,0.3629,0.1648
0.2178,0.0,,LT,0.7433,0.5844
0.1691,0.0,,TEXINFRA,0.8977,0.3179
0.0393,0.001,,VTL,0.0612,0.6238
0.5693,0.0,,IOB,0.1794,0.0862
0.1272,0.0,,COSMOFILMS,0.9499,0.0092
0.0168,0.1161,,GITANJALI,0.0051,0.095
0.1147,0.0,,PHILIPCARB,0.7883,0.0049
0.0466,0.0009,,RUBYMILLS,0.3681,0.2581
0.0344,0.0108,,CERA,0.0091,0.1015
0.2361,0.0,,GSPL,0.9906,0.0008
0.0446,0.0012,,AIAENG,0.0857,0.2387
0.0494,0.0002,,JUBLFOOD,0.6849,0.6471
0.1129,0.0,,PIDILITIND,0.1625,0.6826
0.087,0.0,,CEATLTD,0.0036,0.744
0.5091,0.0,,JUNIORBEES,0.1349,0.0168
0.2273,0.0,,VISAKAIND,0.4317,0.1695
0.5098,0.0,,RELIANCE,0.2126,0.1633
0.0989,0.0,,SADBHAV,0.5173,0.0424
0.0651,0.0,,GHCL,0.9358,0.5457
0.0327,0.0016,,CARBORUNIV,0.6263,0.9855
0.089,0.0,,TCS,0.0051,0.1762
0.0599,0.0002,,MSPL,0.5865,0.2291
0.3743,0.0,,BPCL,0.5423,0.3917
0.1785,0.0,,GPIL,0.7932,0.0393
0.0954,0.0,,HINDUJAVEN,0.2373,0.5271
0.2724,0.0,,INDIANB,0.475,0.0175
0.142,0.0,,COX&KINGS,0.8489,0.0063
0.3037,0.0,,ULTRACEMCO,0.9576,0.0005
0.0369,0.001,,M&MFIN,0.8223,0.8576
0.176,0.0,,EIHOTEL,0.7508,0.0484
0.0381,0.0008,,VICEROY,0.9572,0.959
0.0852,0.0,,FORTIS,0.9096,0.5887
0.3438,0.0,,IIFL,0.9733,0.0052
0.0909,0.0005,,OILCOUNTUB,0.7686,0.0014
0.3023,0.0,,MARUTI,0.2059,0.3362
0.3303,0.0,,M100,0.4768,0.084
0.0699,0.0001,,THOMASCOOK,0.139,0.1345
0.0807,0.0,,MCDHOLDING,0.539,0.0595
0.0325,0.0051,,ASAHIINDIA,0.9205,0.2806
0.2628,0.0,,SREINFRA,0.4843,0.0122
0.2231,0.0,,TALWALKARS,0.9821,0.0192
0.0236,0.0366,,KANANIIND,0.0902,0.1221
0.0146,0.0181,,HTMEDIA,0.6734,0.7581
