Symbol,Rm-Rf %,SMB %,HML %,Adj-r_sq,const,WML %
INDIANB,0.0,0.5168,0.1296,0.248,0.3334,0.3068
COX&KINGS,0.0,0.0365,0.369,0.1587,0.9852,0.0114
ULTRACEMCO,0.0,0.9265,0.9549,0.386,0.4849,0.1244
EIHAHOTELS,0.0023,0.2841,0.0572,0.1041,0.4535,0.2704
M&MFIN,0.0,0.377,0.0266,0.1915,0.5942,0.6595
EIHOTEL,0.0002,0.9436,0.5655,0.0553,0.5429,0.7092
VICEROY,0.0,0.0003,0.0011,0.2595,0.5817,0.1258
FORTIS,0.0,0.5114,0.0806,0.2894,0.1743,0.0088
SUDARSCHEM,0.0,0.0087,0.0068,0.2908,0.8722,0.45
IIFL,0.0,0.3571,0.2813,0.1358,0.3096,0.0233
TANLA,0.0003,0.0,0.0003,0.2279,0.1045,0.4922
OILCOUNTUB,0.0035,0.0015,0.0024,0.1534,0.8294,0.7669
SHEMAROO,0.0,0.5219,0.7087,0.1537,0.1209,0.8834
SRHHYPOLTD,0.0009,0.0004,0.2058,0.1148,0.5916,0.7583
MARUTI,0.0,0.3629,0.7832,0.331,0.022,0.0227
M100,0.0,0.0376,0.0118,0.5502,0.2979,0.0974
THOMASCOOK,0.0,0.3191,0.8175,0.1842,0.3051,0.9032
MARICO,0.0015,0.7654,0.4449,0.0338,0.9872,0.7372
MCDHOLDING,0.0043,0.0001,0.0052,0.159,0.8871,0.108
ASAHIINDIA,0.0,0.5811,0.6329,0.2242,0.3253,0.1184
SREINFRA,0.0,0.03,0.0023,0.3469,0.2755,0.0656
TALWALKARS,0.0,0.0065,0.1068,0.3197,0.843,0.2681
HTMEDIA,0.0299,0.0369,0.2501,0.0502,0.4515,0.3144
