Symbol,Rm-Rf %,Adj-r_sq,const
M50,0.0,0.2299,0.3852
ALBK,0.0,0.4561,0.7316
AUTOAXLES,0.0001,0.0597,0.0176
ROLTA,0.0,0.1925,0.7901
GUFICBIO,0.0,0.0796,0.2417
AKZOINDIA,0.0,0.1087,0.1279
SOMANYCERA,0.0001,0.0564,0.0672
ASHAPURMIN,0.0,0.1845,0.4839
NIPPOBATRY,0.0,0.0685,0.0489
APLLTD,0.0003,0.0489,0.1009
WINDMACHIN,0.0,0.0741,0.812
HGS,0.0002,0.051,0.545
NMDC,0.0,0.242,0.5561
KICL,0.0,0.1115,0.0412
ESCORTS,0.0,0.2328,0.4174
ARIES,0.0,0.1696,0.3429
ZENSARTECH,0.0,0.0769,0.2722
HINDUNILVR,0.1363,0.0051,0.1029
JYOTHYLAB,0.0004,0.0465,0.4029
REDINGTON,0.0,0.1281,0.2003
MFSL,0.0,0.0913,0.1851
VIJAYABANK,0.0,0.434,0.9327
USHAMART,0.0,0.1556,0.4433
YESBANK,0.0,0.4151,0.1612
ONELIFECAP,0.0259,0.0164,0.8116
JISLDVREQS,0.0,0.2481,0.7206
HINDALCO,0.0,0.3395,0.8575
GSKCONS,0.0,0.0879,0.2789
IBULISL,0.0,0.1628,0.2741
HINDOILEXP,0.0,0.3273,0.2755
TAJGVK,0.0,0.1223,0.7302
BIRLACORPN,0.0,0.1645,0.3145
JINDALSTEL,0.0,0.2839,0.0389
CARERATING,0.0426,0.0129,0.0179
TCI,0.0,0.2173,0.1469
SINTEX,0.0,0.2887,0.1942
ONGC,0.0,0.3707,0.691
IDBI,0.0,0.4296,0.3403
VINATIORGA,0.0042,0.0294,0.0537
HATHWAY,0.0001,0.0565,0.607
ATLASCYCLE,0.0,0.2634,0.295
BSL,0.0019,0.0353,0.1836
BHARATFIN,0.0,0.1953,0.1755
PFIZER,0.0074,0.0254,0.0257
INFRABEES,0.0,0.0805,0.6736
SUVEN,0.0,0.0951,0.0678
BAYERCROP,0.0,0.0959,0.1467
BRIGADE,0.0,0.2557,0.134
DBCORP,0.0,0.0713,0.203
TGBHOTELS,0.0,0.1344,0.3695
PFOCUS,0.0,0.0758,0.2196
ALOKTEXT,0.0,0.3087,0.6023
LOVABLE,0.0,0.1683,0.8761
TORNTPOWER,0.0,0.2244,0.9867
ENIL,0.0,0.1012,0.1604
DHANBANK,0.0,0.3138,0.3704
ELECON,0.0,0.2011,0.7055
PEL,0.0058,0.0272,0.1714
ANANTRAJ,0.0,0.4379,0.0452
IFCI,0.0,0.4765,0.8214
ESSDEE,0.0,0.0854,0.2673
JAYAGROGN,0.0,0.0685,0.341
GMRINFRA,0.0,0.3452,0.0681
PSB,0.0,0.2807,0.8418
SMSPHARMA,0.0013,0.0383,0.1215
BALAMINES,0.0,0.1651,0.807
MUKANDENGG,0.0,0.1675,0.9845
JETAIRWAYS,0.0,0.1069,0.7766
GAIL,0.0,0.2533,0.7578
GABRIEL,0.0,0.2307,0.0463
SOTL,0.0032,0.0315,0.2645
SRF,0.0,0.0906,0.0082
ANDHRSUGAR,0.0,0.1246,0.9166
TEXRAIL,0.0,0.197,0.1692
WENDT,0.0,0.0789,0.2566
ANDHRABANK,0.0,0.4391,0.9348
NRBBEARING,0.0,0.0971,0.0253
IPAPPM,0.0,0.1789,0.4444
MOTHERSUMI,0.0,0.0731,0.0267
NIFTYBEES,0.0,0.7869,0.0097
CCL,0.0,0.1761,0.0062
ATFL,0.0,0.0914,0.8934
LT,0.0,0.4402,0.6789
TEXINFRA,0.0,0.2834,0.6602
VTL,0.0,0.1927,0.9189
IOB,0.0,0.399,0.5647
COSMOFILMS,0.0,0.2006,0.6019
GITANJALI,0.0,0.1412,0.3505
PHILIPCARB,0.0,0.2186,0.3061
RUBYMILLS,0.0,0.186,0.3691
CERA,0.1425,0.0048,0.0161
GSPL,0.0,0.1556,0.1546
AIAENG,0.0141,0.0207,0.0174
JUBLFOOD,0.0,0.2063,0.7406
PIDILITIND,0.0,0.1077,0.0183
CEATLTD,0.0,0.0861,0.1263
JUNIORBEES,0.0,0.5566,0.1602
RELIANCE,0.0,0.4573,0.2398
SADBHAV,0.0,0.165,0.0564
GHCL,0.0,0.1912,0.2886
CARBORUNIV,0.0,0.1641,0.9603
TCS,0.012,0.0218,0.4293
BPCL,0.0,0.3112,0.2029
HINDUJAVEN,0.0,0.192,0.6935
INDIANB,0.0,0.2741,0.366
COX&KINGS,0.0,0.0777,0.0763
ULTRACEMCO,0.0,0.2775,0.3133
EIHAHOTELS,0.0001,0.0571,0.1133
M&MFIN,0.0,0.2009,0.6401
EIHOTEL,0.0,0.1419,0.0505
VICEROY,0.0,0.2024,0.296
FORTIS,0.0,0.176,0.9106
SUDARSCHEM,0.029,0.0158,0.9101
OILCOUNTUB,0.0,0.1831,0.5465
MARUTI,0.0,0.2468,0.0402
M100,0.0,0.3889,0.134
THOMASCOOK,0.0,0.0959,0.183
MARICO,0.0923,0.0076,0.0562
MCDHOLDING,0.0,0.0627,0.5192
ASAHIINDIA,0.0,0.1275,0.0565
SREINFRA,0.0,0.2772,0.5704
TALWALKARS,0.0,0.1291,0.2763
HTMEDIA,0.0,0.114,0.3043
