Adj-r_sq,HML %,Rm-Rf %,SMB %,Symbol,const
0.1886,0.0,0.0,0.0,SWELECTES,0.1616
0.2254,0.0,0.0,0.0,KWALITY,0.3385
0.2494,0.0,0.0,0.0,BALLARPUR,0.5666
0.0639,0.0013,0.0,0.0,JKIL,0.6231
0.0185,0.5056,0.0001,0.2731,POLYMED,0.6395
0.2052,0.0154,0.0,0.0,AMRUTANJAN,0.1225
0.0342,0.0169,0.0001,0.0003,RSYSTEMS,0.8412
0.0311,0.1617,0.0009,0.0027,UNIVCABLES,0.3065
0.3202,0.0,0.0,0.0228,RCOM,0.7951
0.1297,0.0,0.0,0.0,DALMIASUG,0.0419
0.1216,0.0,0.0,0.0,JUBLINDS,0.5125
0.1037,0.0001,0.0,0.7914,GODREJCP,0.3937
0.0163,0.8431,0.0037,0.1588,PILITA,0.0756
0.1733,0.1295,0.0,0.0,CAMLINFINE,0.6831
0.2081,0.0,0.0,0.0,GSFC,0.3499
0.2846,0.0,0.0,0.0,IL&FSTRANS,0.1463
0.1173,0.051,0.0,0.0,PPAP,0.0192
0.2301,0.0003,0.0,0.0054,APOLLOTYRE,0.1251
0.0438,0.0653,0.0,0.2331,VAIBHAVGBL,0.0205
0.0574,0.7175,0.0,0.0,ADVANIHOTR,0.2799
0.3592,0.0,0.0,0.0,ANSALAPI,0.4725
0.0704,0.0676,0.0,0.0,BODALCHEM,0.0488
0.1868,0.0011,0.0,0.0333,SUNTV,0.2704
0.2181,0.0,0.0,0.0,HIL,0.1698
0.1998,0.6169,0.0,0.0,SATIN,0.4041
0.2434,0.0,0.0,0.0,PRAJIND,0.4532
0.1545,0.0006,0.0,0.0,INDIANHUME,0.2364
0.1919,0.0,0.0,0.0,RENUKA,0.5346
0.1215,0.5476,0.0,0.0004,GLENMARK,0.6899
0.1173,0.008,0.0,0.0002,WHEELS,0.2296
0.1193,0.2711,0.0,0.0,ELAND,0.4246
0.1491,0.0,0.0,0.0,JKTYRE,0.5309
0.0417,0.001,0.0,0.918,WIPRO,0.6872
0.236,0.0,0.0,0.0,CHAMBLFERT,0.3102
0.1039,0.0,0.0,0.0,SIMPLEX,0.6949
0.1336,0.1878,0.0,0.0,BASF,0.0924
0.0907,0.0032,0.0,0.0,ORIENTHOT,0.4567
0.042,0.2844,0.0,0.0006,KKCL,0.0357
0.1568,0.0,0.0,0.0,BAFNAPHARM,0.7393
0.0621,0.4175,0.0,0.0001,INDOCO,0.0443
0.1639,0.0,0.0,0.0,MADHAV,0.303
0.2083,0.0,0.0,0.0,GNFC,0.0425
0.143,0.0001,0.0,0.0,TARAJEWELS,0.0163
0.0862,0.3529,0.0,0.0,THANGAMAYL,0.3256
0.0698,0.165,0.0,0.0,BHARATRAS,0.0023
0.1189,0.0,0.0,0.0,MANUGRAPH,0.7755
0.0333,0.7647,0.0,0.0652,HATSUN,0.0304
0.1466,0.0001,0.0,0.0,CAREERP,0.919
0.3177,0.0,0.0,0.0031,NCC,0.3657
0.1198,0.0009,0.0,0.0,JBMA,0.0697
0.1056,0.0007,0.0,0.0,SQSBFSI,0.0666
0.0988,0.3032,0.0,0.0,HARITASEAT,0.0445
0.222,0.0,0.0,0.0,GATI,0.2803
0.0999,0.0028,0.0,0.0004,LINDEINDIA,0.4269
0.0459,0.3923,0.0,0.0,ABBOTINDIA,0.0038
0.15,0.0,0.0,0.0,ZUARI,0.5238
0.1447,0.0002,0.0,0.0,DATAMATICS,0.2276
0.1994,0.0,0.0,0.0,TALBROAUTO,0.0714
0.1836,0.0,0.0,0.0,NAHARCAP,0.1156
0.6352,0.3773,0.0,0.0,BANKBEES,0.0027
0.1011,0.0,0.0003,0.0,OISL,0.2596
0.0183,0.4998,0.0017,0.0042,NIBL,0.1777
0.0816,0.0031,0.0096,0.0,GENUSPAPER,0.1567
0.074,0.0445,0.0,0.0004,ICRA,0.0362
0.1789,0.0,0.0,0.0,VLSFINANCE,0.1886
0.1557,0.664,0.0,0.0327,HINDPETRO,0.3196
0.1086,0.0025,0.0,0.0,FINPIPE,0.0008
0.1059,0.0105,0.0,0.0,NEULANDLAB,0.0497
0.1505,0.0001,0.0,0.0,GOKEX,0.5391
0.1144,0.0004,0.0,0.0,BALMLAWRIE,0.8263
0.085,0.0013,0.0,0.6358,J&KBANK,0.3116
0.1443,0.0,0.0,0.0,IFBIND,0.0082
0.1274,0.0,0.0,0.0,NAGAROIL,0.9815
0.0789,0.0005,0.0,0.0,ARCHIDPLY,0.0351
0.0968,0.0,0.0,0.0,JINDALPHOT,0.7572
0.1687,0.0178,0.0,0.0,ADORWELD,0.1775
0.2978,0.0,0.0,0.0,MERCATOR,0.717
0.3098,0.0,0.0,0.0,JINDALPOLY,0.59
0.3723,0.0,0.0,0.0,PSUBNKBEES,0.5863
0.2066,0.0,0.0,0.0,GIPCL,0.3503
0.072,0.0083,0.0,0.0025,ZYDUSWELL,0.1424
0.4272,0.0,0.0,0.0,PTC,0.6093
0.2236,0.0467,0.0,0.0126,UPL,0.0099
0.1371,0.0,0.0,0.0,TI,0.2703
0.0668,0.7944,0.0,0.0021,PGHH,0.0012
0.0829,0.3577,0.0,0.0759,JUSTDIAL,0.9408
0.203,0.0,0.0,0.0,VASCONEQ,0.8224
0.0355,0.0285,0.0022,0.0006,GTNTEX,0.1546
0.3586,0.0002,0.0,0.0,TATACHEM,0.1793
0.0387,0.0495,0.0,0.0,SPICEMOBI,0.8889
0.1158,0.0023,0.0,0.0,REPRO,0.1717
0.052,0.0668,0.0,0.0,GRINDWELL,0.1658
0.0835,0.1328,0.0,0.0,KARURVYSYA,0.4294
0.2116,0.0,0.0,0.0,AXISCADES,0.4721
0.0866,0.2228,0.0,0.0,HOVS,0.0572
0.0724,0.3175,0.0,0.0042,DIVISLAB,0.7216
0.117,0.2061,0.0,0.0052,CUB,0.0219
0.0993,0.0007,0.0,0.0,RUCHIRA,0.0125
0.1403,0.0001,0.0,0.0,DECCANCE,0.4397
0.246,0.0,0.0,0.0,JMCPROJECT,0.1153
0.0802,0.185,0.0,0.0,GUJAPOLLO,0.2435
0.09,0.0052,0.0,0.6752,SUNPHARMA,0.8759
0.095,0.2521,0.0,0.0,SCHAEFFLER,0.0084
0.212,0.0002,0.0,0.0,EVEREADY,0.0002
0.2591,0.0,0.0,0.0,ABAN,0.4076
0.0498,0.9679,0.0006,0.0001,MANAKALUCO,0.6415
0.2151,0.0074,0.0,0.0,NILAINFRA,0.2777
0.1026,0.0001,0.0,0.0,BHUSANSTL,0.1141
0.1048,0.0559,0.0,0.0001,VSTTILLERS,0.0078
0.0969,0.0033,0.0,0.0,THIRUSUGAR,0.8341
0.0953,0.4155,0.0,0.0005,POWERMECH,0.7328
0.0015,0.7233,0.0978,0.7814,KOTAKGOLD,0.5327
0.0721,0.0057,0.0,0.0001,IPCALAB,0.5572
0.2447,0.0,0.0,0.0,MEGH,0.0271
0.0041,0.1375,0.3842,0.7837,ICICINF100,0.1242
0.1942,0.0,0.0,0.0,MHRIL,0.9214
0.1588,0.0479,0.0,0.0,3MINDIA,0.0143
0.3516,0.0,0.0,0.0001,HDFC,0.0594
0.2171,0.0,0.0,0.0,GLOBUSSPR,0.9896
0.2673,0.0,0.0,0.0,TRIDENT,0.0504
0.1596,0.649,0.0,0.0023,RALLIS,0.393
0.1559,0.0344,0.0,0.0025,JKCEMENT,0.1042
0.1237,0.0003,0.0,0.0,KITEX,0.1175
0.0379,0.0889,0.0,0.0119,VGUARD,0.4523
0.2388,0.0,0.0,0.0,BANKBARODA,0.7515
0.0882,0.0001,0.0,0.0,SAGCEM,0.1717
0.0439,0.0002,0.008,0.0003,EASTSILK,0.2907
0.4301,0.0,0.0,0.0,KOTAKPSUBK,0.753
0.141,0.4858,0.0,0.0,MAHSCOOTER,0.023
0.0316,0.2527,0.0,0.0135,SABTN,0.1841
0.1487,0.0071,0.0,0.0,MANAPPURAM,0.1805
0.0966,0.0,0.0,0.0,ELGIRUBCO,0.3873
0.0042,0.3129,0.4973,0.1369,STINDIA,0.3605
0.0732,0.966,0.0,0.0012,BERGEPAINT,0.3057
0.2783,0.0049,0.0,0.0943,IDFCBANK,0.397
0.3108,0.0,0.0,0.0,CENTENKA,0.3501
0.0053,0.3808,0.0031,0.425,AXISGOLD,0.3913
0.2755,0.0023,0.0,0.0029,HINDZINC,0.1015
0.2466,0.0,0.0,0.0,BINANIIND,0.8311
0.2531,0.0001,0.0,0.0,BFUTILITIE,0.8774
0.1911,0.0,0.0,0.0,ORIENTBELL,0.3894
0.0823,0.186,0.0,0.0,SUPREMEIND,0.004
0.0413,0.0197,0.0016,0.0008,PIONDIST,0.1503
0.3202,0.0,0.0,0.0,GICHSGFIN,0.1031
0.063,0.056,0.0,0.0453,ICICINIFTY,0.1366
0.0799,0.0019,0.0,0.0009,POLARIS,0.1167
0.0475,0.0253,0.0,0.0,MAYURUNIQ,0.5666
0.1016,0.326,0.0,0.0143,HAVELLS,0.5749
0.2828,0.0,0.0,0.0,JAYNECOIND,0.6633
0.016,0.7524,0.0022,0.0422,UNIPLY,0.0328
0.0077,0.8463,0.0023,0.8312,IDBIGOLD,0.3599
0.1545,0.0,0.0,0.0,IZMO,0.2627
0.0911,0.1922,0.0,0.0004,63MOONS,0.2924
0.1882,0.0,0.0,0.0,KOKUYOCMLN,0.2359
0.0859,0.0068,0.0,0.0,STERTOOLS,0.0816
0.0759,0.1867,0.0,0.0,DYNAMATECH,0.2665
0.0727,0.0309,0.0,0.0,HMVL,0.3055
0.0609,0.2022,0.0,0.0342,TTKPRESTIG,0.1141
0.2655,0.0,0.0,0.0,INDIAGLYCO,0.4498
0.2299,0.0,0.0,0.0,VIPCLOTHNG,0.4649
0.1705,0.0068,0.0,0.0,DENORA,0.9343
0.0787,0.021,0.0,0.0,AHLEAST,0.6527
0.277,0.0,0.0,0.0,NETWORK18,0.8423
0.1796,0.0,0.0,0.0,JAGSNPHARM,0.4081
0.1357,0.0,0.0,0.0,BALRAMCHIN,0.2514
0.0184,0.004,0.5216,0.0012,SHAHALLOYS,0.1902
0.0986,0.2706,0.0,0.0003,CAPLIPOINT,0.1037
0.1587,0.0025,0.0,0.0,JUBILANT,0.2546
0.2611,0.0147,0.0,0.0,BBTC,0.0111
0.1729,0.002,0.0,0.0,SUPPETRO,0.0325
0.1149,0.0127,0.0,0.0,MAHLIFE,0.7838
0.5559,0.0,0.0,0.9433,RELCAPITAL,0.9306
0.2045,0.0,0.0,0.0,AJMERA,0.3524
0.4273,0.0,0.0,0.0,HDFCBANK,0.0004
0.1747,0.0,0.0,0.0,GREENPOWER,0.9317
0.0872,0.0,0.0,0.0,GSS,0.9942
0.2762,0.0001,0.0,0.0,INTELLECT,0.5434
0.2131,0.0105,0.0,0.0,VADILALIND,0.1653
0.191,0.0002,0.0,0.0024,ENGINERSIN,0.9488
0.2324,0.0,0.0,0.0,INGERRAND,0.5481
0.0741,0.0917,0.0,0.0,SHREYANIND,0.0497
0.1059,0.0001,0.0,0.0,TWL,0.7501
0.2162,0.0,0.0,0.0,BLKASHYAP,0.278
0.0575,0.0086,0.0,0.0017,FMNL,0.0992
0.2582,0.0,0.0,0.0412,DISHTV,0.8375
0.1555,0.0,0.0,0.0,AARVEEDEN,0.9798
0.0852,0.1097,0.0,0.0026,BIOCON,0.2432
0.389,0.0,0.0,0.0345,KTKBANK,0.9932
0.1352,0.9185,0.0,0.0,SHK,0.5053
0.0033,0.4695,0.0912,0.4272,JMTAUTOLTD,0.7717
0.0141,0.0128,0.604,0.3684,SGL,0.0254
0.2799,0.0,0.0,0.35,BHEL,0.3685
0.1625,0.0388,0.0,0.0,LUMAXIND,0.0485
0.2303,0.0,0.0,0.0,KESORAMIND,0.8396
0.1276,0.0102,0.0,0.0,RML,0.0816
0.0512,0.0569,0.0006,0.0,KESARENT,0.4973
0.2662,0.0,0.0,0.0,MANGLMCEM,0.6141
0.0547,0.8127,0.0,0.046,SANOFI,0.0761
0.1467,0.0005,0.0,0.0,GRANULES,0.4513
0.0545,0.0943,0.0009,0.0009,SIGNET,0.61
0.1545,0.0,0.0,0.0,RADICO,0.3853
0.1991,0.0004,0.0,0.0,SHREEPUSHK,0.106
0.2155,0.0,0.0,0.0,MCLEODRUSS,0.4075
0.2631,0.0,0.0,0.3073,CENTRALBK,0.9083
0.2075,0.0,0.0,0.0,ASAHISONG,0.1476
0.5132,0.0,0.0,0.0,BANKINDIA,0.6395
0.1752,0.0,0.0,0.0,SAKHTISUG,0.9486
0.2052,0.1405,0.0,0.1484,COALINDIA,0.8373
0.1798,0.0005,0.0,0.0,VENUSREM,0.3683
0.1295,0.0068,0.0,0.0,AARTIDRUGS,0.2103
0.1036,0.5175,0.0,0.0001,WABCOINDIA,0.0124
0.0871,0.0088,0.0,0.0,SANDESH,0.0326
0.2113,0.0,0.0,0.0,ALEMBICLTD,0.2881
0.3069,0.0,0.0,0.0,DCW,0.6774
0.0973,0.8883,0.0,0.0,MPSLTD,0.0497
0.0736,0.0034,0.0001,0.0,TOKYOPLAST,0.0685
0.0606,0.0,0.0424,0.0,SURANAT&P,0.9401
0.0382,0.0022,0.0026,0.0001,CREST,0.0998
0.1432,0.3904,0.0,0.1142,TVSMOTOR,0.0001
0.1496,0.0002,0.0,0.0,TAKE,0.0872
0.2665,0.0,0.0,0.0,HFCL,0.5574
0.0111,0.6676,0.0017,0.2499,HNGSNGBEES,0.261
0.0868,0.0003,0.0,0.0,TCIFINANCE,0.89
0.1232,0.0021,0.0,0.0121,INDHOTEL,0.2374
0.1147,0.0,0.0,0.0,BSELINFRA,0.384
0.0825,0.0056,0.0,0.0,KMSUGAR,0.046
0.1938,0.0,0.0,0.0,PROZONINTU,0.6127
0.1984,0.0,0.0,0.0,EVERESTIND,0.4419
0.1772,0.0059,0.0,0.0,HONDAPOWER,0.2933
0.0978,0.0005,0.0,0.0002,NSIL,0.3335
0.0602,0.0001,0.0008,0.0,EMKAY,0.0553
0.3274,0.0,0.0,0.0,GTL,0.5497
0.4011,0.0,0.0,0.0,UFLEX,0.1066
0.0897,0.03,0.0,0.0011,SESHAPAPER,0.1104
0.0227,0.0367,0.0009,0.0689,FLEXITUFF,0.8397
0.0085,0.5717,0.0246,0.5664,ARCOTECH,0.9221
0.2522,0.0,0.0,0.0,KANORICHEM,0.5197
0.1446,0.0157,0.0,0.0,MOIL,0.9469
0.0763,0.0031,0.0,0.2443,NESTLEIND,0.1422
0.1484,0.0075,0.0,0.7076,AUROPHARMA,0.0746
0.1085,0.6808,0.0,0.0004,BLUEDART,0.139
0.0181,0.2878,0.0029,0.0056,EXCELCROP,0.0657
0.2151,0.0,0.0,0.0,ATLANTA,0.4577
0.4007,0.0,0.0,0.0,TATAGLOBAL,0.3798
0.1506,0.0009,0.0,0.0107,GUJFLUORO,0.151
0.0638,0.0369,0.0,0.0,ITDCEM,0.3347
0.1878,0.5257,0.0,0.0377,CIPLA,0.3338
0.1725,0.0,0.0,0.0,HEG,0.0175
0.1029,0.2597,0.0,0.0,PCJEWELLER,0.278
0.0363,0.0027,0.0006,0.0001,SANGHVIMOV,0.3767
0.3059,0.0,0.0,0.0,DBREALTY,0.1803
0.1636,0.2626,0.0,0.0,PRABHAT,0.4215
0.1354,0.0,0.0,0.0,SUPREMEINF,0.9522
0.0331,0.0094,0.0027,0.0001,METKORE,0.9003
0.1004,0.0567,0.0,0.0001,GDL,0.3448
0.0997,0.0,0.0,0.0083,FEL,0.6942
0.117,0.0002,0.0,0.0,LOTUSEYE,0.1128
0.0417,0.3415,0.0032,0.0285,LALPATHLAB,0.7865
0.2961,0.0,0.0,0.0,ACE,0.1222
0.335,0.0,0.0,0.0,UNITY,0.0388
0.0539,0.1298,0.0,0.683,RELIGARE,0.2505
0.2717,0.0,0.0,0.0,NHPC,0.6981
0.1965,0.0,0.0,0.0,GAEL,0.0595
0.3923,0.0,0.0,0.0517,SAIL,0.867
0.0633,0.0992,0.0,0.0017,SALORAINTL,0.1981
0.1329,0.6042,0.0,0.0094,HONAUT,0.0001
0.1009,0.2465,0.0,0.0,MUTHOOTCAP,0.0687
0.0084,0.633,0.128,0.008,V2RETAIL,0.1363
0.0824,0.3555,0.0,0.0,PHOENIXLTD,0.1329
0.1933,0.0,0.0,0.0,LOKESHMACH,0.4947
0.0494,0.0741,0.0,0.4962,COLPAL,0.9062
0.0788,0.0191,0.0,0.0006,FMGOETZE,0.1188
0.1225,0.0,0.0,0.0,RJL,0.1369
0.1043,0.0004,0.0,0.0,XCHANGING,0.1851
0.038,0.1497,0.0059,0.0249,RAMASTEEL,0.8728
0.1001,0.0357,0.0,0.0014,RAJESHEXPO,0.0321
0.1405,0.0049,0.0,0.0,BLISSGVS,0.1394
0.1775,0.0,0.0,0.0,BANCOINDIA,0.1324
0.091,0.2094,0.0,0.0,ISFT,0.0176
0.3972,0.0,0.0,0.0004,ADANIPOWER,0.5177
0.1333,0.2424,0.0,0.0,ALLCARGO,0.5498
0.0724,0.0557,0.0,0.0,SANGHIIND,0.1496
0.5514,0.0,0.0,0.2743,RELINFRA,0.9195
0.0745,0.6333,0.0,0.8998,KOTAKNIFTY,0.732
0.1173,0.0,0.0,0.0,GESHIP,0.3807
0.1884,0.0461,0.0,0.7054,OMAXE,0.1414
0.0451,0.0,0.4776,0.0022,IITL,0.9779
0.1628,0.0,0.0,0.0,NDL,0.075
0.0539,0.6859,0.0,0.0219,GAL,0.6191
0.2735,0.0,0.0,0.0,KCP,0.3445
0.1653,0.0,0.0,0.0,EDL,0.744
0.0504,0.3273,0.0,0.0016,BEL,0.8993
0.2995,0.0,0.0,0.0,PFS,0.551
0.1696,0.1876,0.0,0.0,AUTOLITIND,0.4217
0.0901,0.0,0.0,0.0,ORIENTPPR,0.121
0.0268,0.7016,0.0,0.1278,ECLERX,0.0921
0.1256,0.0,0.0,0.0,GRAPHITE,0.0095
0.1706,0.0,0.0,0.0,MORARJEE,0.3881
0.0163,0.7518,0.0001,0.7534,SWANENERGY,0.304
0.0199,0.0199,0.1434,0.0146,TIMESGTY,0.1615
0.1062,0.0004,0.0,0.0,BALPHARMA,0.2193
0.1103,0.1507,0.0,0.0,OMKARCHEM,0.711
0.235,0.0,0.0,0.0,LUMAXTECH,0.098
0.0738,0.0039,0.0,0.0,TIPSINDLTD,0.5915
0.2927,0.0,0.0,0.37,MAHABANK,0.1746
0.1037,0.0001,0.0,0.0,TTL,0.2059
0.0337,0.0157,0.001,0.0566,PRIMESECU,0.0806
0.1064,0.5311,0.0,0.0149,GET&D,0.1616
0.1838,0.0,0.0,0.0985,LAKSHVILAS,0.4951
0.2098,0.0,0.0,0.0,LYKALABS,0.1681
0.0459,0.7685,0.0,0.0007,SDBL,0.7537
0.0089,0.5224,0.5887,0.0075,DELTAMAGNT,0.3364
0.1229,0.0,0.0,0.0,MMFL,0.0053
0.0643,0.0122,0.0,0.001,KANSAINER,0.4923
0.25,0.0012,0.0,0.0,SNOWMAN,0.3106
0.0964,0.0088,0.0,0.0,ARROWTEX,0.1252
0.1445,0.1527,0.0,0.0,UNICHEMLAB,0.4471
0.1558,0.3848,0.0,0.0,COROMANDEL,0.2512
0.1372,0.0009,0.0,0.0,TRIGYN,0.079
0.1486,0.0094,0.0,0.0001,JSWSTEEL,0.565
0.1346,0.0,0.0,0.0,ESSARSHPNG,0.735
0.2356,0.0,0.0,0.0,JTEKTINDIA,0.0186
-0.0038,0.986,0.8954,0.6846,VISESHINFO,0.0015
0.0622,0.2922,0.0,0.0001,VAKRANGEE,0.0163
0.0713,0.0,0.001,0.0,SPENTEX,0.6208
0.1918,0.0,0.0,0.0,EXCELINDUS,0.0429
0.0067,0.4879,0.187,0.0507,ZODJRDMKJ,0.2697
0.2015,0.0028,0.0,0.0,TBZ,0.3997
0.0565,0.1504,0.0,0.9728,INFRATEL,0.1791
0.1369,0.0056,0.0,0.0,KPIT,0.5134
0.1838,0.0,0.0,0.0,MADRASFERT,0.3375
0.19,0.887,0.0,0.0,REPCOHOME,0.0598
0.0941,0.0,0.0,0.0,HUBTOWN,0.8186
0.2839,0.0074,0.0,0.0471,RECLTD,0.8561
0.2216,0.0,0.0,0.0,NIITLTD,0.2417
0.1538,0.0004,0.0,0.0001,SIMPLEXINF,0.298
0.066,0.0048,0.0004,0.0001,BANARBEADS,0.3255
0.1777,0.0,0.0,0.0,TTML,0.7419
0.5014,0.0,0.0,0.0,CANBK,0.9289
0.1666,0.0003,0.0,0.0,SHALPAINTS,0.6872
0.1257,0.0376,0.0,0.0,BALKRISHNA,0.2651
0.2104,0.0114,0.0,0.0,NILKAMAL,0.0625
0.1128,0.907,0.0,0.0551,SUNDARMFIN,0.0083
0.5782,0.0377,0.0,0.0003,UTINIFTETF,0.0637
0.1762,0.0043,0.0,0.0,TIMETECHNO,0.1015
0.108,0.0013,0.0,0.0,DONEAR,0.3821
0.3924,0.0005,0.0,0.0,L&TFH,0.4861
-0.0013,0.4747,0.3273,0.6005,LIQUIDBEES,0.0
0.0843,0.0079,0.0001,0.001,AGARIND,0.1158
0.3361,0.0,0.0,0.0,PUNJLLOYD,0.2277
0.3507,0.0,0.0,0.0,SCI,0.8617
0.0484,0.0399,0.0045,0.0,GTNIND,0.4724
0.0521,0.3038,0.0,0.0217,PIIND,0.2355
0.0898,0.9373,0.0,0.0001,BAJAJHLDNG,0.0244
0.2268,0.0,0.0,0.0,RAMKY,0.34
0.0624,0.014,0.0,0.0124,ASTRAZEN,0.8911
0.2927,0.0,0.0,0.0,MIRZAINT,0.129
0.3014,0.0,0.0,0.0,SURYAROSNI,0.1091
0.1031,0.191,0.0,0.0,ADROITINFO,0.7897
0.0703,0.024,0.0,0.0,SUNDARAM,0.5023
0.0165,0.1392,0.0004,0.328,AUSOMENT,0.1221
0.1083,0.0052,0.0,0.0,VESUVIUS,0.0117
0.3659,0.0,0.0,0.0,VEDL,0.3593
0.1561,0.0,0.0,0.0,PRAENG,0.6853
0.1078,0.0062,0.0,0.0,HITECHCORP,0.2638
0.2611,0.0002,0.0,0.0037,EXIDEIND,0.4552
0.1269,0.0312,0.0,0.0,STARPAPER,0.0082
0.0938,0.0781,0.0,0.0,KSCL,0.9329
0.0707,0.0028,0.0,0.0,WEIZFOREX,0.0193
0.1542,0.1544,0.0,0.0,UFO,0.7265
0.0968,0.0334,0.0,0.0,BEPL,0.0306
0.1753,0.2408,0.0,0.0,ARVSMART,0.0201
0.558,0.0194,0.0,0.0,KOTAKBKETF,0.017
0.151,0.2651,0.0,0.0,FINCABLES,0.0005
0.3971,0.0,0.0,0.0,BGRENERGY,0.2173
0.0399,0.2949,0.0113,0.0004,AGRITECH,0.0098
0.0756,0.0196,0.0,0.0,TECHNO,0.2654
0.0315,0.3461,0.0118,0.002,ORTEL,0.0649
0.1376,0.0,0.0,0.0,RAJSREESUG,0.9599
0.2834,0.0,0.0,0.0,APTECHT,0.1575
0.1009,0.0004,0.0,0.0,NOIDATOLL,0.5348
0.1644,0.0099,0.0,0.0,AYMSYNTEX,0.2666
0.0416,0.0273,0.0001,0.0581,LYPSAGEMS,0.3234
0.0926,0.8694,0.0,0.7932,GRASIM,0.9104
0.0867,0.1319,0.0,0.0,SUNTECK,0.9026
0.5051,0.0,0.0,0.0,UCOBANK,0.2744
0.0856,0.0005,0.0,0.0,PDPL,0.3013
0.2117,0.0,0.0,0.0,KOTAKBANK,0.2179
0.1366,0.0002,0.0,0.0,SATHAISPAT,0.9782
0.1111,0.0221,0.0,0.0,DICIND,0.2985
0.0207,0.0967,0.0042,0.0028,RAJTV,0.7713
0.284,0.0,0.0,0.0001,TV18BRDCST,0.5169
-0.0,0.8216,0.2901,0.2024,DPL,0.0
0.0573,0.2655,0.0,0.0143,PDSMFL,0.0966
0.1265,0.2076,0.0,0.0,ASHOKA,0.6773
0.1522,0.0012,0.0,0.0,MAHSEAMLES,0.4956
0.1838,0.0,0.0,0.0,BHARATGEAR,0.2123
0.1616,0.0046,0.0,0.0001,ORIENTCEM,0.1144
0.1926,0.0002,0.0,0.0,MOTILALOFS,0.0014
0.2187,0.0,0.0,0.0,GMDCLTD,0.651
0.0445,0.0285,0.0001,0.0003,WEBELSOLAR,0.1079
0.0492,0.6624,0.0001,0.152,INDIGO,0.6063
0.1771,0.0002,0.0,0.0,INSECTICID,0.4249
0.2001,0.0,0.0,0.0,FSL,0.211
0.3436,0.0618,0.0,0.1122,TATAMTRDVR,0.5952
0.0087,0.1312,0.0879,0.02,NUTEK,0.2036
0.2915,0.0,0.0,0.0,KOLTEPATIL,0.4245
0.0571,0.1162,0.0025,0.0,PNCINFRA,0.998
0.1203,0.0,0.0,0.0,PIONEEREMB,0.1321
0.2257,0.0,0.0,0.0,DOLPHINOFF,0.9244
0.1749,0.2628,0.0,0.0,VETO,0.1483
0.0663,0.8755,0.0,0.7781,PENPEBS,0.4375
0.1557,0.0759,0.0,0.0939,PRESTIGE,0.3953
0.1132,0.0,0.0,0.0,INFINITE,0.3384
0.2026,0.0,0.0,0.0,INOXLEISUR,0.12
0.1843,0.0,0.0,0.0,VINDHYATEL,0.0966
0.5258,0.0,0.0,0.0,UNIONBANK,0.8381
0.1619,0.1617,0.0,0.0,VISHNU,0.3618
0.0786,0.42,0.0,0.0004,REVATHI,0.3061
0.1995,0.519,0.0,0.0,GANECOS,0.1654
0.1119,0.0001,0.0,0.0,ASTEC,0.0127
0.0693,0.0005,0.0,0.0,AMJLAND,0.3629
0.0594,0.0656,0.0,0.0,KAUSHALYA,0.7309
0.1478,0.1576,0.0,0.0,ATULAUTO,0.5393
0.1215,0.0,0.0,0.0,GRAVITA,0.8698
0.1259,0.0,0.0,0.0,SJVN,0.1851
0.0673,0.72,0.0,0.0003,TORNTPHARM,0.2306
0.1324,0.0,0.0,0.0,INDLMETER,0.2864
0.0965,0.4984,0.0,0.0007,CHOLAFIN,0.0095
0.0343,0.0008,0.0854,0.0,PRAKASHCON,0.429
0.1762,0.0067,0.0,0.0,ATUL,0.0153
0.0746,0.1515,0.0,0.0,APCOTEXIND,0.3697
0.107,0.2495,0.0,0.0,SHIVAMAUTO,0.7169
0.1035,0.0001,0.0,0.0,SEAMECLTD,0.2042
0.1044,0.0066,0.0,0.0,RANEHOLDIN,0.0027
0.1291,0.0409,0.0,0.0,MOLDTKPAC,0.6917
0.0741,0.001,0.0,0.0002,MANAKSIA,0.6519
0.1942,0.063,0.0,0.0,ARROWGREEN,0.8879
0.192,0.0,0.0,0.0,BAGFILMS,0.8159
0.1339,0.0,0.0,0.0,DWARKESH,0.3069
0.1946,0.0,0.0,0.0,BINDALAGRO,0.9868
0.1855,0.0804,0.0,0.0079,MEP,0.6244
0.0975,0.0153,0.0,0.2794,ASIANPAINT,0.873
0.0641,0.3347,0.0,0.0,GODFRYPHLP,0.7819
0.1654,0.0002,0.0,0.0,MANINFRA,0.8393
0.2219,0.0,0.0,0.0,BROOKS,0.1905
0.2138,0.0,0.0,0.0,EIDPARRY,0.372
0.164,0.0238,0.0,0.0,GEPIL,0.266
0.2355,0.005,0.0,0.0,EDELWEISS,0.0171
0.3553,0.0,0.0,0.0,NOCIL,0.0207
0.2772,0.0,0.0,0.0,HCL-INSYS,0.9773
0.1055,0.0,0.0,0.0,ORIENTABRA,0.091
0.2753,0.0,0.0,0.0,JKPAPER,0.2095
0.0342,0.0355,0.0033,0.0002,PARACABLES,0.0348
-0.0007,0.4999,0.4666,0.8805,ICICIGOLD,0.5546
0.043,0.2578,0.0,0.0001,INDTERRAIN,0.0742
0.0119,0.3559,0.0633,0.5711,RELDIVOPP,0.3425
0.1042,0.0201,0.0,0.0,SHILPAMED,0.3353
0.0909,0.1076,0.0,0.0044,SADBHIN,0.598
0.3177,0.0,0.0,0.0,SOUTHBANK,0.9469
0.1508,0.0,0.0,0.0,XPROINDIA,0.575
