Symbol,Rm-Rf %,SMB %,Adj-r_sq,const,high-low
DIAPOWER,0.0,,0.2246,0.5661,0.2387
VEDL,0.0,,0.3122,0.6373,0.1271
EXIDEIND,0.0,,0.2785,0.4994,0.354
KSCL,0.0081,,0.0612,0.5593,0.0917
FINCABLES,0.0,,0.1244,0.0201,0.9595
BGRENERGY,0.0,,0.362,0.7944,0.1903
TECHNO,0.0121,,0.0236,0.008,0.9431
APTECHT,0.0,,0.3496,0.1072,0.0748
NOIDATOLL,0.0,,0.1407,0.4027,0.4753
LYPSAGEMS,0.1444,,0.0006,0.1856,0.5611
GRASIM,0.0,,0.2628,0.9296,0.0438
SUNTECK,0.0024,,0.0298,0.9851,0.1273
UCOBANK,0.0,,0.4794,0.293,0.2822
PDPL,0.0109,,0.0414,0.313,0.3223
KOTAKBANK,0.0,,0.1928,0.0519,0.2737
DICIND,0.0889,,0.0121,0.9309,0.6201
RAJTV,0.2884,,-0.0017,0.3568,0.281
ASHOKA,0.0,,0.1855,0.3218,0.5905
MAHSEAMLES,0.0,,0.2008,0.6717,0.5804
BHARATGEAR,0.0007,,0.0914,0.9974,0.0698
ORIENTCEM,0.0,,0.1547,0.0062,0.1752
GMDCLTD,0.0,,0.195,0.9681,0.0977
INSECTICID,0.0,,0.1283,0.0208,0.1238
FSL,0.0033,,0.0631,0.4638,0.1641
TATAMTRDVR,0.0,,0.3246,0.2413,0.0932
KOLTEPATIL,0.0,,0.2757,0.4523,0.1389
DOLPHINOFF,0.0,,0.17,0.2795,0.0096
PRESTIGE,0.0,,0.1499,0.6084,0.5967
INFINITE,0.001,,0.1209,0.7776,0.0047
INOXLEISUR,0.0,,0.1304,0.4681,0.715
UNIONBANK,0.0,,0.4473,0.6374,0.6816
ALCHEM,0.0024,,0.0388,0.4824,0.9793
GRAVITA,0.0,,0.0727,0.4373,0.1855
SJVN,0.0,,0.2266,0.6848,0.0093
TORNTPHARM,0.1816,,0.0289,0.006,0.0704
CHOLAFIN,0.0,,0.0986,0.109,0.495
ATUL,0.0059,,0.0615,0.0461,0.1172
APCOTEXIND,0.0995,,0.1329,0.0466,0.0
BINDALAGRO,0.0,,0.2211,0.6145,0.1267
ASIANPAINT,0.0,,0.1438,0.2582,0.0488
GODFRYPHLP,0.5931,,0.0247,0.2904,0.0066
MANINFRA,0.0011,,0.0447,0.5601,0.8973
BROOKS,0.0,,0.1659,0.5144,0.0125
EIDPARRY,0.0,,0.1819,0.4975,0.9362
GEPIL,0.0,,0.0952,0.1694,0.6471
NOCIL,0.0,,0.273,0.4696,0.0114
HCL-INSYS,0.0,,0.1828,0.4707,0.1343
ORIENTABRA,0.0002,,0.0967,0.8961,0.1006
JKPAPER,0.0,,0.2223,0.5687,0.8521
ICICIGOLD,0.0071,,0.0462,0.5782,0.3147
SHILPAMED,0.2066,,0.0608,0.0312,0.003
SOUTHBANK,0.0,,0.2853,0.7313,0.7634
ANSALHSG,0.0,,0.2207,0.947,0.5066
HIKAL,0.6548,,0.0259,0.2127,0.0193
ZEELEARN,0.0,,0.1458,0.9023,0.2396
BHARTIARTL,0.0,,0.1237,0.989,0.4345
LAOPALA,0.0239,,0.0178,0.6154,0.9621
IMPAL,0.0191,,0.0487,0.1469,0.1164
GOACARBON,0.0,,0.1859,0.9511,0.7494
HITECHGEAR,0.0,,0.1278,0.0847,0.2738
DCBBANK,0.0,,0.3134,0.1294,0.8665
SUPRAJIT,0.0006,,0.0633,0.0273,0.5418
HARRMALAYA,0.0,,0.2061,0.5401,0.1874
TATAPOWER,0.0,,0.4543,0.1536,0.1057
MANINDS,0.0,,0.2037,0.6092,0.6352
GILLANDERS,0.0,,0.1251,0.857,0.8718
GRUH,0.5491,,-0.0067,0.6012,0.9184
VMART,0.0008,,0.0413,0.0599,0.493
CESC,0.0,,0.3242,0.9909,0.1195
SMARTLINK,0.0006,,0.0697,0.2847,0.3373
TIRUMALCHM,0.0,,0.1711,0.4433,0.4605
RUCHISOYA,0.0,,0.2001,0.5298,0.5702
MANGCHEFER,0.5592,,-0.0068,0.1333,0.8651
TNPL,0.0,,0.1768,0.652,0.059
ONMOBILE,0.0,,0.0944,0.3344,0.9621
DQE,0.0461,,0.0284,0.4124,0.2752
SUMEETINDS,0.0,,0.1017,0.2829,0.8227
FLFL,0.0,,0.097,0.9665,0.8194
KSBPUMPS,0.0,,0.0931,0.0515,0.6598
RAINBOWPAP,0.0,,0.1366,0.4567,0.5805
MARKSANS,0.0001,,0.0768,0.1376,0.5991
VARDMNPOLY,0.0,,0.0975,0.8682,0.5554
MEGASOFT,0.0,,0.0903,0.6076,0.7002
BAJAJ-AUTO,0.0,,0.1416,0.4913,0.0203
SYNDIBANK,0.0,,0.4579,0.8196,0.1728
ADFFOODS,0.0,,0.1603,0.989,0.0935
BRITANNIA,0.0032,,0.033,0.0177,0.755
IMFA,0.0,,0.1077,0.8202,0.6783
CAPF,0.0,,0.2126,0.2296,0.0448
OFSS,0.0015,,0.0557,0.9831,0.4773
DENABANK,0.0,,0.4374,0.3483,0.0267
SUNFLAG,0.0,,0.1041,0.3472,0.6518
NUCLEUS,0.0001,,0.1013,0.9046,0.1147
GPPL,0.0,,0.0842,0.0201,0.9129
STCINDIA,0.0,,0.3744,0.4951,0.3061
JSWENERGY,0.0,,0.4064,0.6593,0.4689
DELTACORP,0.0,,0.2658,0.2126,0.6948
JOCIL,0.0,,0.1317,0.5423,0.2839
APLAPOLLO,0.0122,,0.032,0.059,0.5844
HEROMOTOCO,0.0,,0.192,0.325,0.0023
ARVIND,0.0,,0.2194,0.3396,0.0148
IRB,0.0,,0.3761,0.0661,0.1517
DCMSHRIRAM,0.004,,0.0497,0.0906,0.3715
MARALOVER,0.0102,,0.0729,0.7613,0.029
OCL,0.0,,0.104,0.0958,0.5175
M&M,0.0,,0.081,0.3361,0.2897
HSCL,0.0,,0.1578,0.9738,0.5599
SKIL,0.0041,,0.0688,0.0509,0.0899
CHENNPETRO,0.0,,0.3144,0.4405,0.6271
PANORAMUNI,0.0,,0.0988,0.8277,0.8576
HDFCMFGETF,0.0764,,0.0472,0.6147,0.035
UBL,0.0,,0.1707,0.9143,0.9199
INEOSSTYRO,0.0,,0.2245,0.4228,0.0127
BAJAJHIND,0.0,,0.2469,0.9891,0.5455
CANFINHOME,0.0,,0.1898,0.0516,0.1068
INFY,0.5487,,0.0238,0.4065,0.007
SARDAEN,0.0,,0.2054,0.5706,0.38
NIITTECH,0.1904,,0.0141,0.9768,0.2624
ZUARIGLOB,0.0,,0.1404,0.6312,0.6134
DHFL,0.0,,0.2319,0.6212,0.0119
AUTOIND,0.0,,0.2561,0.2102,0.1155
IVZINGOLD,0.2637,,-0.003,0.9449,0.6919
MMTC,0.0,,0.3556,0.463,0.3667
RAIN,0.0,,0.1625,0.9039,0.2893
SKMEGGPROD,0.0092,,0.0531,0.0001,0.1607
RPGLIFE,0.0006,,0.0893,0.9764,0.0884
CONCOR,0.0,,0.2382,0.1428,0.103
SHRIRAMCIT,0.0002,,0.0749,0.0561,0.5334
LAKSHMIEFL,0.0,,0.1231,0.2558,0.3683
GLAXO,0.1258,,0.007,0.5801,0.7374
KALPATPOWR,0.0,,0.2098,0.1803,0.2412
KILITCH,0.0002,,0.0654,0.5413,0.9545
BRFL,0.0009,,0.0379,0.5275,0.2877
ACCELYA,0.0002,,0.0667,0.5881,0.8288
JINDRILL,0.0,,0.2493,0.2898,0.8626
TATACOMM,0.0,,0.3435,0.8134,0.7033
AHLUCONT,0.0,,0.1243,0.003,0.7563
GODREJIND,0.0,,0.4028,0.2825,0.0715
TATAMOTORS,0.0,,0.301,0.6618,0.3293
FELDVR,0.0001,,0.0584,0.5303,0.5637
PLASTIBLEN,0.0,,0.2542,0.1601,0.334
ABGSHIP,0.0,,0.1037,0.4861,0.1881
M50,0.0,,0.2352,0.2925,0.104
ALBK,0.0,,0.4557,0.814,0.3609
AUTOAXLES,0.0007,,0.0564,0.0208,0.7097
ROLTA,0.0,,0.2121,0.971,0.0087
GUFICBIO,0.0002,,0.0777,0.2796,0.4817
AKZOINDIA,0.0,,0.108,0.1587,0.3726
SOMANYCERA,0.001,,0.0531,0.0765,0.7042
ASHAPURMIN,0.0,,0.1834,0.5481,0.4126
NIPPOBATRY,0.0033,,0.0798,0.0825,0.0482
APLLTD,0.0079,,0.0516,0.138,0.1944
WINDMACHIN,0.0003,,0.0728,0.8828,0.4162
HGS,0.0005,,0.0477,0.517,0.6773
NMDC,0.0,,0.2388,0.5661,0.9324
KICL,0.0,,0.1092,0.0505,0.5398
ESCORTS,0.0,,0.2296,0.4238,0.9726
ARIES,0.0,,0.1661,0.3495,0.968
ZENSARTECH,0.0003,,0.0769,0.3289,0.319
HINDUNILVR,0.326,,0.0033,0.1255,0.4471
JYOTHYLAB,0.0012,,0.0427,0.3946,0.8466
REDINGTON,0.0,,0.1283,0.2479,0.3081
MFSL,0.0,,0.0881,0.2048,0.6865
VIJAYABANK,0.0,,0.4325,0.9863,0.5632
USHAMART,0.0,,0.1521,0.4526,0.9376
YESBANK,0.0,,0.4169,0.1221,0.185
ONELIFECAP,0.0708,,0.0129,0.7784,0.6954
JISLDVREQS,0.0,,0.247,0.654,0.4185
HINDALCO,0.0,,0.3455,0.9789,0.075
GSKCONS,0.0,,0.0851,0.3096,0.6141
IBULISL,0.0,,0.1774,0.1743,0.0226
HINDOILEXP,0.0,,0.3361,0.3922,0.0417
TAJGVK,0.0,,0.12,0.7848,0.5484
BIRLACORPN,0.0,,0.1611,0.313,0.9184
JINDALSTEL,0.0,,0.2818,0.0467,0.5959
CARERATING,0.1327,,0.0106,0.023,0.5025
TCI,0.0,,0.2157,0.1285,0.4811
SINTEX,0.0,,0.2884,0.2371,0.3505
ONGC,0.0,,0.382,0.896,0.0207
IDBI,0.0,,0.4273,0.3561,0.8452
VINATIORGA,0.0298,,0.0283,0.0688,0.3991
HATHWAY,0.0014,,0.0538,0.6572,0.5635
ATLASCYCLE,0.0,,0.2629,0.2522,0.3594
BSL,0.018,,0.0346,0.2238,0.3635
BHARATFIN,0.0,,0.1925,0.1936,0.7044
PFIZER,0.0142,,0.0214,0.0258,0.8828
INFRABEES,0.0006,,0.086,0.7903,0.1203
SUVEN,0.0,,0.0929,0.0825,0.5075
BAYERCROP,0.0001,,0.0971,0.1897,0.2527
BRIGADE,0.0,,0.2555,0.1679,0.3384
DBCORP,0.0017,,0.0787,0.2831,0.0876
TGBHOTELS,0.0,,0.133,0.4196,0.4323
PFOCUS,0.0,,0.0728,0.2037,0.6394
ALOKTEXT,0.0,,0.3112,0.7182,0.1713
LOVABLE,0.0,,0.1677,0.796,0.3677
TORNTPOWER,0.0,,0.2251,0.9131,0.2752
ENIL,0.0,,0.1017,0.1296,0.291
DHANBANK,0.0,,0.311,0.3806,0.9221
ELECON,0.0,,0.1986,0.6663,0.6232
PEL,0.0051,,0.0255,0.1482,0.4409
ANANTRAJ,0.0,,0.4371,0.0374,0.413
IFCI,0.0,,0.4746,0.8533,0.7358
ESSDEE,0.0,,0.0822,0.2518,0.6884
JAYAGROGN,0.0014,,0.0724,0.4323,0.1576
GMRINFRA,0.0,,0.3425,0.0728,0.9017
PSB,0.0,,0.2781,0.8779,0.7001
SMSPHARMA,0.0344,,0.046,0.1748,0.088
BALAMINES,0.0,,0.1619,0.834,0.7765
MUKANDENGG,0.0,,0.1697,0.8981,0.2011
JETAIRWAYS,0.0,,0.1182,0.6059,0.0443
GAIL,0.0,,0.2572,0.6306,0.1318
GABRIEL,0.0,,0.2276,0.0497,0.9086
SOTL,0.03,,0.0317,0.3221,0.3026
SRF,0.0,,0.0872,0.0079,0.7484
ANDHRSUGAR,0.0,,0.1212,0.8969,0.8228
TEXRAIL,0.0,,0.1948,0.153,0.5673
WENDT,0.0,,0.0799,0.2128,0.2636
ANDHRABANK,0.0,,0.4374,0.9824,0.6075
NRBBEARING,0.0001,,0.1003,0.0383,0.1732
IPAPPM,0.0,,0.1821,0.3571,0.1652
MOTHERSUMI,0.0001,,0.0693,0.0288,0.9255
NIFTYBEES,0.0,,0.786,0.0103,0.9926
CCL,0.0,,0.1727,0.0063,0.8874
ATFL,0.0001,,0.0923,0.9958,0.2667
LT,0.0,,0.4393,0.7467,0.4456
TEXINFRA,0.0,,0.2815,0.614,0.5531
VTL,0.0,,0.1915,0.9928,0.4247
IOB,0.0,,0.4001,0.6646,0.2278
COSMOFILMS,0.0,,0.2025,0.7075,0.2128
GITANJALI,0.0,,0.1391,0.3169,0.5162
PHILIPCARB,0.0,,0.2156,0.2961,0.7931
RUBYMILLS,0.0,,0.2022,0.5334,0.016
CERA,0.2462,,0.0011,0.0187,0.7485
GSPL,0.0,,0.1533,0.1392,0.5617
AIAENG,0.0364,,0.0168,0.0196,0.8371
JUBLFOOD,0.0,,0.2127,0.5976,0.0867
PIDILITIND,0.0,,0.1042,0.0207,0.8162
CEATLTD,0.0003,,0.0899,0.1738,0.158
JUNIORBEES,0.0,,0.5563,0.1347,0.3749
RELIANCE,0.0,,0.4646,0.3476,0.0403
SADBHAV,0.0,,0.1675,0.0406,0.1898
GHCL,0.0,,0.1962,0.3809,0.1154
CARBORUNIV,0.0,,0.1616,0.9115,0.5918
TCS,0.1359,,0.0293,0.5523,0.0928
BPCL,0.0,,0.3087,0.2212,0.7322
HINDUJAVEN,0.0,,0.1887,0.6854,0.9011
INDIANB,0.0,,0.2748,0.3052,0.2691
COX&KINGS,0.0001,,0.0739,0.0819,0.8791
ULTRACEMCO,0.0,,0.277,0.3706,0.3562
EIHAHOTELS,0.001,,0.0538,0.1277,0.6809
M&MFIN,0.0,,0.205,0.7689,0.1362
EIHOTEL,0.0,,0.1385,0.0559,0.8095
VICEROY,0.0,,0.2002,0.3317,0.5654
FORTIS,0.0,,0.1727,0.9269,0.8646
SUDARSCHEM,0.1759,,0.0178,0.9945,0.2227
OILCOUNTUB,0.0,,0.1804,0.5142,0.6364
MARUTI,0.0,,0.2619,0.0748,0.0158
M100,0.0,,0.3892,0.1716,0.2869
THOMASCOOK,0.0,,0.0924,0.1953,0.8268
MARICO,0.0806,,0.0047,0.0503,0.5811
MCDHOLDING,0.0,,0.0633,0.6043,0.2882
ASAHIINDIA,0.0,,0.1257,0.0484,0.4757
SREINFRA,0.0,,0.2743,0.5593,0.853
TALWALKARS,0.0,,0.1272,0.2462,0.4893
HTMEDIA,0.0,,0.1104,0.2985,0.853
