Symbol,Rm-Rf %,Adj-r_sq,const
CONSOFINVT,0.0,0.3096,0.6253
GSPL,0.0,0.1873,0.74
AIAENG,0.0276,0.0157,0.12
JUBLFOOD,0.0,0.243,0.2924
PRECWIRE,0.0,0.0856,0.9131
PIDILITIND,0.0,0.2444,0.4653
CENTEXT,0.1352,0.0055,0.1042
INOXWIND,0.0,0.1778,0.236
CEATLTD,0.0,0.2591,0.5114
JUNIORBEES,0.0,0.6964,0.1862
SYNCOM,0.0,0.1138,0.5108
VISAKAIND,0.0,0.299,0.1498
RELIANCE,0.0,0.3263,0.396
SADBHAV,0.0,0.2025,0.7852
GHCL,0.0,0.2979,0.0461
CARBORUNIV,0.0,0.2091,0.1436
TCS,0.0,0.1759,0.7468
HINDCOMPOS,0.0,0.0803,0.3002
MSPL,0.0,0.0794,0.9422
BPCL,0.0004,0.0459,0.9529
GPIL,0.0,0.1641,0.928
HINDUJAVEN,0.0,0.1701,0.4397
INDIANB,0.0,0.2236,0.0773
COX&KINGS,0.0,0.3504,0.7361
ULTRACEMCO,0.0,0.3986,0.243
EIHAHOTELS,0.0,0.2131,0.5391
SHREYAS,0.0,0.209,0.631
M&MFIN,0.0,0.2916,0.4794
EIHOTEL,0.0,0.0964,0.2764
VICEROY,0.0,0.2756,0.8912
FORTIS,0.0,0.1602,0.7556
SUDARSCHEM,0.0,0.2175,0.0244
IIFL,0.0,0.2033,0.3549
TANLA,0.0,0.1672,0.4384
OILCOUNTUB,0.0,0.0818,0.519
SHEMAROO,0.0,0.2682,0.251
SRHHYPOLTD,0.0,0.1896,0.1454
MARUTI,0.0,0.3757,0.2902
M100,0.0,0.2408,0.4422
THOMASCOOK,0.0,0.2113,0.9494
MARICO,0.0,0.1966,0.3179
MCDHOLDING,0.0,0.1245,0.3175
UMANGDAIRY,0.0,0.1398,0.8181
ASAHIINDIA,0.0,0.2742,0.4778
SREINFRA,0.0,0.4364,0.4379
TALWALKARS,0.0,0.3355,0.918
KANANIIND,0.0,0.1039,0.205
HTMEDIA,0.0,0.1076,0.5622
