Symbol,Rm-Rf %,Adj-r_sq,const
FELDVR,0.0,0.2062,0.0829
ABGSHIP,0.5182,-0.0023,0.8459
M50,0.0,0.4418,0.1834
ALBK,0.0,0.4595,0.2981
AUTOAXLES,0.0001,0.0537,0.4719
ROLTA,0.0,0.1092,0.4226
AKZOINDIA,0.0008,0.0411,0.9123
APLLTD,0.0,0.1039,0.0082
HGS,0.0213,0.0173,0.1192
RAMANEWS,0.0111,0.0219,0.5389
NMDC,0.0,0.348,0.8961
ESCORTS,0.0,0.1945,0.0415
HSIL,0.0,0.1459,0.7793
ARIES,0.0,0.0842,0.9628
CASTEXTECH,0.0,0.0817,0.7408
ZENSARTECH,0.0088,0.0235,0.1861
NATNLSTEEL,0.0,0.1287,0.7579
KPRMILL,0.0,0.1536,0.2952
HINDUNILVR,0.0,0.1213,0.4119
JYOTHYLAB,0.0002,0.05,0.3331
SICAL,0.2816,0.0007,0.851
WELCORP,0.0,0.1141,0.7836
MFSL,0.0,0.1121,0.8941
VIJAYABANK,0.0,0.5634,0.2419
USHAMART,0.0,0.0976,0.764
YESBANK,0.0,0.4245,0.7516
ONELIFECAP,0.3828,-0.001,0.225
JISLDVREQS,0.0,0.29,0.7331
HINDALCO,0.0,0.3754,0.6063
GSKCONS,0.0,0.0935,0.3622
TAJGVK,0.3986,-0.0011,0.8814
BIRLACORPN,0.0,0.1216,0.8539
JINDALSTEL,0.0,0.2309,0.4166
SUNDRMBRAK,0.0018,0.0348,0.34
CARERATING,0.0002,0.0518,0.7914
PATELENG,0.0,0.2724,0.8726
TCI,0.0,0.073,0.6169
PENIND,0.6799,-0.0034,0.9332
SINTEX,0.0,0.3057,0.4979
ONGC,0.0,0.4398,0.2437
INDORAMA,0.0,0.0609,0.7456
IDBI,0.0,0.5763,0.1568
VINATIORGA,0.0024,0.0329,0.3737
HATHWAY,0.0,0.1263,0.6133
ATLASCYCLE,0.0,0.1851,0.7823
BHARATFIN,0.0,0.1829,0.3839
PFIZER,0.5163,-0.0023,0.7348
SUVEN,0.0,0.0975,0.0387
BAYERCROP,0.0,0.0611,0.0677
TNPETRO,0.0034,0.0303,0.4958
BRIGADE,0.0,0.3967,0.7074
DBCORP,0.0,0.1217,0.1304
PFOCUS,0.0,0.071,0.556
ALOKTEXT,0.0,0.1375,0.8246
LOVABLE,0.0,0.1574,0.986
TORNTPOWER,0.0,0.0813,0.5992
ENIL,0.0,0.1634,0.1358
DHANBANK,0.0,0.2686,0.4268
ELECON,0.0,0.1158,0.7955
ARSHIYA,0.0084,0.0239,0.0502
PEL,0.0,0.0836,0.4796
ANANTRAJ,0.0,0.3869,0.9578
IFCI,0.0,0.4502,0.8993
ESSDEE,0.0,0.085,0.2016
JAYAGROGN,0.0,0.0673,0.0829
GMRINFRA,0.0,0.3064,0.2101
WALCHANNAG,0.0,0.2724,0.9609
PSB,0.0,0.3338,0.0789
BALAMINES,0.0015,0.036,0.7962
MUKANDENGG,0.0,0.0727,0.782
JETAIRWAYS,0.0,0.1185,0.4496
GAIL,0.0,0.2205,0.6057
GABRIEL,0.0014,0.0366,0.8304
SOTL,0.014,0.0203,0.9158
ROHITFERRO,0.0,0.1031,0.1633
SRF,0.0,0.0769,0.429
TEXRAIL,0.0,0.0925,0.7022
BPL,0.0,0.1016,0.9204
ANDHRABANK,0.0,0.4446,0.1412
NRBBEARING,0.0,0.0727,0.4221
RTNPOWER,0.0,0.3603,0.5542
IPAPPM,0.0,0.1116,0.6029
MOTHERSUMI,0.0652,0.0097,0.7613
NIFTYBEES,0.0,0.865,0.0007
CCL,0.0003,0.0474,0.6491
ATFL,0.0002,0.0517,0.4429
LT,0.0,0.2211,0.7594
TEXINFRA,0.0,0.1682,0.8546
VTL,0.0005,0.0439,0.0469
IOB,0.0,0.5673,0.1934
COSMOFILMS,0.0,0.1069,0.9072
GITANJALI,0.0568,0.0106,0.0073
PHILIPCARB,0.0,0.0898,0.742
RUBYMILLS,0.0004,0.0457,0.359
CERA,0.0048,0.0278,0.0104
GSPL,0.0,0.2032,0.9089
AIAENG,0.0006,0.0426,0.0977
JUBLFOOD,0.0001,0.053,0.6744
PIDILITIND,0.0,0.1174,0.1379
CEATLTD,0.0,0.0914,0.0031
JUNIORBEES,0.0,0.5015,0.1366
VISAKAIND,0.0,0.2241,0.403
RELIANCE,0.0,0.5094,0.1823
SADBHAV,0.0,0.0882,0.5056
GHCL,0.0,0.0682,0.9181
CARBORUNIV,0.0015,0.0363,0.6388
TCS,0.0,0.0859,0.0046
MSPL,0.0001,0.0594,0.6182
BPCL,0.0,0.3768,0.4668
GPIL,0.0,0.1677,0.7542
HINDUJAVEN,0.0,0.0971,0.2225
INDIANB,0.0,0.2592,0.4495
COX&KINGS,0.0,0.1191,0.9135
ULTRACEMCO,0.0,0.2719,0.8574
M&MFIN,0.0007,0.0414,0.8525
EIHOTEL,0.0,0.1645,0.8328
VICEROY,0.0007,0.0416,0.94
FORTIS,0.0,0.0878,0.9225
IIFL,0.0,0.325,0.9039
OILCOUNTUB,0.0001,0.0563,0.7145
MARUTI,0.0,0.3044,0.1776
M100,0.0,0.3252,0.5047
THOMASCOOK,0.0,0.0662,0.1372
MCDHOLDING,0.0,0.0715,0.5189
ASAHIINDIA,0.0028,0.0318,0.949
SREINFRA,0.0,0.2483,0.4855
TALWALKARS,0.0,0.2089,0.9665
KANANIIND,0.0201,0.0177,0.0788
HTMEDIA,0.0227,0.0169,0.6141
