Adj-r_sq,HML %,Rm-Rf %,SMB %,Symbol,WML %,const,ent
0.1186,0.9571,0.0004,0.0002,MOHOTAIND,,0.1082,
0.31,0.1542,0.0,0.0072,INDOTECH,,0.7665,
0.3265,0.4609,0.0,0.0,SHANTIGEAR,,0.4547,
0.3092,0.9379,0.0,0.0013,JKLAKSHMI,,0.5242,
0.2217,0.004,0.0,0.9441,OIL,,0.1997,
0.3106,0.0165,0.0,0.0001,FCONSUMER,,0.767,
0.3059,0.7655,0.0,0.0038,BHARATFORG,,0.6442,
0.2367,0.0002,0.0004,0.0002,PSL,,0.1604,
0.0175,0.571,0.4361,0.0219,GULPOLY,,0.3219,
0.2706,0.0228,0.0,0.0006,CELESTIAL,,0.5167,
0.2185,0.0008,0.0003,0.0006,MENONBE,,0.7011,
0.1408,0.0755,0.0128,0.0002,PATSPINLTD,,0.9648,
0.2191,0.1555,0.0,0.2431,IGL,,0.0076,
0.4028,0.0161,0.0,0.7601,IDFC,,0.4047,
0.4113,0.5811,0.0,0.0,JMFINANCIL,,0.1395,
0.2784,0.007,0.0,0.0011,TRIVENI,,0.2799,
0.1545,0.2487,0.0,0.0032,ZODIACLOTH,,0.3862,
0.2494,0.8399,0.0,0.8122,PETRONET,,0.103,
0.1922,0.0,0.0313,0.0112,VISASTEEL,,0.6366,
0.0314,0.1709,0.1286,0.1083,CYIENT,,0.6407,
0.0626,0.0021,0.5332,0.9934,PNBGILTS,,0.0867,
0.0201,0.4581,0.0628,0.4031,GREENPLY,,0.6384,
0.355,0.0018,0.0,0.0,ZEEMEDIA,,0.0804,
0.1288,0.0574,0.0,0.0313,MUTHOOTFIN,,0.1319,
0.0779,0.0126,0.0001,0.9391,BAJFINANCE,,0.6124,
0.2489,0.2023,0.0,0.0181,BASML,,0.4571,
0.0185,0.4506,0.0638,0.8648,KNRCON,,0.7203,
0.4255,0.0,0.0,0.0018,IBREALEST,,0.4054,
0.3161,0.1059,0.0,0.0092,VOLTAMP,,0.7378,
0.2204,0.5105,0.0,0.002,KOTHARIPET,,0.8954,
0.0954,0.9758,0.0021,0.0005,RATNAMANI,,0.3226,
0.2091,0.0395,0.0,0.0879,FIEMIND,,0.1674,
0.3834,0.0347,0.0,0.0,BALAJITELE,,0.3925,
0.1915,0.0306,0.0,0.0175,KOHINOOR,,0.2899,
0.1311,0.7194,0.0,0.9591,ELGIEQUIP,,0.1389,
0.2041,0.0008,0.0,0.9959,DABUR,,0.6901,
0.3444,0.2535,0.0,0.0631,ASHOKLEY,,0.9116,
0.1561,0.0026,0.0054,0.026,BANG,,0.121,
0.3379,0.0075,0.0,0.5958,SRTRANSFIN,,0.7312,
0.1454,0.8094,0.0,0.0454,SUNDRMFAST,,0.0589,
0.1963,0.0078,0.0023,0.0,KOTARISUG,,0.2498,
0.1829,0.0007,0.0075,0.001,IVC,,0.5881,
0.1623,0.6934,0.0,0.0006,RBL,,0.0288,
0.0071,0.7229,0.0284,0.6321,SYMPHONY,,0.5086,
0.3146,0.0008,0.0,0.0002,NFL,,0.3092,
0.5038,0.0,0.1127,0.0993,UNITEDBNK,,0.7906,
0.4537,0.0041,0.0,0.0,MAJESCO,,0.2377,
0.2383,0.0156,0.0,0.0,MINDACORP,,0.8159,
0.0996,0.3821,0.004,0.0017,AGCNET,,0.7092,
0.2934,0.0,0.0011,0.0,MUKTAARTS,,0.1318,
0.3983,0.0087,0.0,0.0,NITCO,,0.4806,
0.0242,0.3506,0.3118,0.0238,BKMINDST,,0.0994,
0.1157,0.0217,0.0325,0.0013,ASAL,,0.3463,
0.5347,0.3222,0.0,0.0367,CENTURYTEX,,0.1335,
0.2466,0.0427,0.0,0.0003,NCLIND,,0.8367,
0.0787,0.1413,0.0,0.1357,ASTRAL,,0.9662,
0.2028,0.66,0.0,0.0982,RKFORGE,,0.2484,
0.2822,0.0086,0.0,0.0001,LGBFORGE,,0.7929,
0.3185,0.5491,0.0,0.0001,IGARASHI,,0.4463,
0.1752,0.0384,0.0001,0.005,JPOLYINVST,,0.822,
0.1892,0.0149,0.0051,0.0,KIRIINDUS,,0.0429,
0.6798,0.0,0.0,0.12,RPOWER,,0.2565,
0.0386,0.0993,0.0876,0.5946,FCSSOFT,,0.5844,
0.2754,0.0,0.0001,0.2299,HINDCOPPER,,0.6073,
0.3271,0.0051,0.0,0.0,PENINLAND,,0.337,
0.141,0.0912,0.0002,0.013,JAGRAN,,0.457,
0.3853,0.0077,0.0,0.0003,MTEDUCARE,,0.5212,
0.2783,0.0,0.0116,0.0,3IINFOTECH,,0.4279,
0.3009,0.0288,0.0,0.0,ADSL,,0.7996,
0.2914,0.001,0.0,0.0016,WOCKPHARMA,,0.0658,
0.3809,0.0005,0.0,0.0,ESTER,,0.3711,
0.0676,0.9206,0.0033,0.0057,KTIL,,0.6589,
0.174,0.1909,0.0,0.2074,APOLLOHOSP,,0.6071,
0.0502,0.0976,0.0921,0.0609,EUROTEXIND,,0.9254,
0.2062,0.005,0.0,0.0223,SPMLINFRA,,0.8514,
0.2242,0.0011,0.0,0.0165,TANTIACONS,,0.6138,
0.1793,0.0278,0.0,0.0315,GLOBALVECT,,0.8015,
0.2418,0.1652,0.0,0.1546,AJANTPHARM,,0.1191,
0.1384,0.2135,0.0,0.2866,GILLETTE,,0.9957,
0.2719,0.0197,0.0,0.0,CLNINDIA,,0.8123,
0.0722,0.0423,0.2597,0.0081,3PLAND,,0.7781,
0.2219,0.6281,0.0,0.0381,PAPERPROD,,0.6623,
0.3349,0.02,0.0,0.0,SUPERHOUSE,,0.7212,
0.1259,0.8786,0.0,0.2429,MCDOWELL-N,,0.2892,
0.426,0.0001,0.0,0.0,GULFPETRO,,0.4721,
0.4155,0.6761,0.0,0.8987,VOLTAS,,0.5654,
0.3498,0.1214,0.0,0.0089,HIMATSEIDE,,0.1777,
0.1378,0.0093,0.0032,0.0349,INDOTHAI,,0.929,
0.2537,0.181,0.0,0.0004,SWELECTES,,0.355,
0.4236,0.0,0.0,0.0,KWALITY,,0.851,
0.2355,0.0746,0.0,0.0,BALLARPUR,,0.8024,
0.1499,0.6284,0.0,0.0015,JKIL,,0.4847,
0.1798,0.0222,0.0,0.0272,POLYMED,,0.6905,
0.2777,0.4362,0.0,0.0057,AMRUTANJAN,,0.4696,
0.1998,0.0002,0.0019,0.0162,RSYSTEMS,,0.6831,
0.2604,0.0036,0.0,0.0043,JYOTISTRUC,,0.6096,
0.2069,0.2309,0.0,0.0,UNIVCABLES,,0.7399,
0.4688,0.0,0.0,0.1347,RCOM,,0.0098,
0.2808,0.0002,0.0003,0.0,DALMIASUG,,0.059,
0.2218,0.0818,0.0,0.0006,JUBLINDS,,0.3979,
0.3687,0.0001,0.0,0.8883,GODREJCP,,0.3718,
0.0371,0.1676,0.1322,0.0506,PILITA,,0.5879,
0.2061,0.8793,0.0,0.0012,CAMLINFINE,,0.851,
0.2797,0.0008,0.0001,0.0,GSFC,,0.1907,
0.2663,0.0148,0.0,0.0001,IL&FSTRANS,,0.4377,
0.3212,0.0627,0.0,0.0003,PPAP,,0.7129,
0.2819,0.1152,0.0,0.0628,APOLLOTYRE,,0.3618,
0.0826,0.6489,0.0018,0.0523,VAIBHAVGBL,,0.2832,
0.0897,0.6382,0.0009,0.0106,ADVANIHOTR,,0.8205,
0.4767,0.0,0.0,0.0,ANSALAPI,,0.3233,
0.3089,0.0145,0.0,0.0,BODALCHEM,,0.0235,
0.3447,0.2587,0.0,0.3374,SUNTV,,0.3938,
0.2595,0.0715,0.0,0.0004,HIL,,0.6472,
0.1574,0.0068,0.0078,0.0001,EMAMIINFRA,,0.2083,
0.3195,0.8404,0.0,0.0,SATIN,,0.8284,
0.4042,0.0044,0.0,0.0001,PRAJIND,,0.9786,
0.0824,0.1585,0.0,0.1912,INDIANHUME,,0.7239,
0.2151,0.0024,0.0005,0.0,RENUKA,,0.5888,
0.2831,0.2397,0.0,0.1003,GLENMARK,,0.7576,
0.1849,0.307,0.0,0.4021,WHEELS,,0.596,
0.2461,0.1097,0.0,0.0548,ELAND,,0.1302,
0.1216,0.0011,0.0521,0.1664,LYCOS,,0.0935,
0.4191,0.0389,0.0,0.0014,JKTYRE,,0.6336,
0.2166,0.004,0.0,0.1773,WIPRO,,0.6145,
0.1797,0.1824,0.0,0.0187,CHAMBLFERT,,0.3864,
0.1168,0.0056,0.03,0.0227,SIMPLEX,,0.9271,
0.2118,0.9456,0.0,0.1507,BASF,,0.2526,
0.2375,0.0313,0.0,0.0046,ORIENTHOT,,0.6839,
0.1332,0.3159,0.0,0.0023,KKCL,,0.6243,
0.4063,0.0001,0.0,0.0,BAFNAPHARM,,0.469,
0.0509,0.4913,0.0186,0.0454,INDOCO,,0.8421,
0.3088,0.0002,0.0,0.0,MADHAV,,0.914,
0.1777,0.167,0.0001,0.0,GNFC,,0.0161,
0.3147,0.0012,0.0,0.0,TARAJEWELS,,0.6681,
0.1368,0.0225,0.0,0.0013,THANGAMAYL,,0.663,
0.0436,0.0979,0.1306,0.2283,GKWLIMITED,,0.9926,
0.0485,0.8003,0.0047,0.1211,BHARATRAS,,0.1583,
0.2736,0.201,0.0,0.0,MANUGRAPH,,0.9061,
0.0081,0.5168,0.2052,0.2148,HATSUN,,0.9482,
0.2822,0.1532,0.0,0.0,CAREERP,,0.896,
0.4938,0.0003,0.0,0.2888,NCC,,0.4719,
0.2526,0.4071,0.0,0.0001,JBMA,,0.3757,
0.1991,0.6709,0.0,0.0297,SQSBFSI,,0.5037,
0.2158,0.1775,0.0,0.0,HARITASEAT,,0.1777,
0.3155,0.2261,0.0,0.0,GATI,,0.6293,
0.2535,0.3696,0.0,0.449,LINDEINDIA,,0.411,
0.1625,0.8042,0.0,0.0321,ABBOTINDIA,,0.498,
0.2484,0.4097,0.0,0.0,ZUARI,,0.1804,
0.2743,0.0012,0.0,0.0251,DATAMATICS,,0.1024,
0.3759,0.0344,0.0,0.0,TALBROAUTO,,0.579,
0.2655,0.0083,0.0,0.0002,NAHARCAP,,0.3772,
0.7494,0.0011,0.0,0.0,BANKBEES,,0.1358,
0.2067,0.0,0.0256,0.0018,OISL,,0.319,
0.11,0.8203,0.0005,0.0001,NIBL,,0.348,
0.1682,0.0078,0.0263,0.0,GENUSPAPER,,0.5636,
0.0808,0.5973,0.0018,0.0238,WELINV,,0.2138,
0.1076,0.2795,0.0,0.1183,ICRA,,0.9716,
0.2381,0.1868,0.0,0.0,VLSFINANCE,,0.5508,
0.1283,0.0017,0.2835,0.0,ANKITMETAL,,0.6271,
0.0462,0.1907,0.0003,0.5139,HINDPETRO,,0.8636,
0.2239,0.7276,0.0,0.0013,FINPIPE,,0.0718,
0.1528,0.0736,0.0001,0.0494,NEULANDLAB,,0.266,
0.2002,0.3111,0.0,0.0938,GOKEX,,0.656,
0.0532,0.0551,0.07,0.2983,BALMLAWRIE,,0.8748,
0.1944,0.0001,0.0026,0.1638,J&KBANK,,0.7187,
0.2789,0.3146,0.0,0.0097,IFBIND,,0.7437,
0.0973,0.0399,0.0291,0.0063,NAGAROIL,,0.4558,
0.372,0.188,0.0,0.0,ARCHIDPLY,,0.6347,
0.1447,0.0003,0.0751,0.0712,JINDALPHOT,,0.494,
0.2461,0.0223,0.0,0.0807,ADORWELD,,0.8857,
0.3808,0.0013,0.0,0.0,MERCATOR,,0.156,
0.4044,0.0003,0.0,0.0002,JINDALPOLY,,0.4242,
0.6677,0.0,0.0,0.0,PSUBNKBEES,,0.4059,
0.1335,0.097,0.0001,0.1816,GIPCL,,0.3503,
0.0165,0.4759,0.3059,0.1607,RAJRAYON,,0.6564,
0.1323,0.4834,0.0001,0.0041,ZYDUSWELL,,0.6505,
0.4121,0.0008,0.0,0.0197,PTC,,0.3446,
0.3484,0.8523,0.0,0.0844,UPL,,0.0763,
0.1694,0.013,0.0023,0.0001,TI,,0.4784,
0.0697,0.4427,0.0173,0.0129,PGHH,,0.1111,
0.0964,0.0263,0.0174,0.9555,JUSTDIAL,,0.2231,
0.5049,0.0011,0.0,0.0,VASCONEQ,,0.9507,
0.0633,0.172,0.1055,0.0227,GTNTEX,,0.697,
0.3487,0.2142,0.0,0.2269,TATACHEM,,0.1945,
0.0576,0.1445,0.0619,0.017,SPICEMOBI,,0.957,
0.1519,0.1912,0.0001,0.0024,REPRO,,0.9886,
-0.007,0.9664,0.1736,0.6975,GRINDWELL,,0.3923,
0.0516,0.8753,0.1045,0.0046,KARURVYSYA,,0.296,
0.3939,0.014,0.0,0.0,AXISCADES,,0.4132,
0.122,0.3363,0.0,0.0009,HOVS,,0.656,
0.0979,0.9525,0.0,0.66,DIVISLAB,,0.4218,
0.1528,0.2077,0.0,0.1022,CUB,,0.0745,
0.3127,0.0623,0.0,0.0,RUCHIRA,,0.0831,
0.3674,0.0049,0.0,0.0,DECCANCE,,0.242,
0.3075,0.3528,0.0,0.0005,JMCPROJECT,,0.8966,
0.0524,0.3898,0.0882,0.0098,GUJAPOLLO,,0.7612,
0.0477,0.5623,0.0566,0.0155,SHYAMCENT,,0.5822,
0.1573,0.5235,0.0,0.7314,SUNPHARMA,,0.5007,
0.1695,0.232,0.0,0.3842,SCHAEFFLER,,0.883,
0.3224,0.0814,0.0,0.0,IFBAGRO,,0.859,
0.2543,0.0016,0.0,0.5772,EVEREADY,,0.4387,
0.3428,0.0013,0.0,0.0022,ABAN,,0.56,
0.0771,0.4225,0.0173,0.0026,MANAKALUCO,,0.5891,
0.3351,0.007,0.0,0.0,NILAINFRA,,0.6893,
0.4041,0.0,0.0,0.0003,BHUSANSTL,,0.758,
0.1193,0.2746,0.0,0.0827,VSTTILLERS,,0.2623,
0.1621,0.0146,0.001,0.0015,THIRUSUGAR,,0.3314,
0.19,0.6487,0.0,0.0,POWERMECH,,0.3188,
0.2843,0.0005,0.0,0.0,NTL,,0.4795,
0.0225,0.1487,0.7117,0.5255,KOTAKGOLD,,0.1997,
0.1897,0.0153,0.0,0.2813,QUICKHEAL,,0.8056,
0.1553,0.1019,0.0,0.357,IPCALAB,,0.5227,
0.3318,0.0028,0.0,0.0,MEGH,,0.1613,
0.0305,0.002,0.1228,0.2406,ICICINF100,,0.6834,
0.2998,0.2182,0.0,0.0004,MHRIL,,0.9396,
0.1525,0.3355,0.0,0.0181,3MINDIA,,0.7145,
0.3696,0.0001,0.0,0.3064,HDFC,,0.6726,
0.2781,0.0417,0.0,0.0001,GLOBUSSPR,,0.443,
0.4134,0.0794,0.0,0.0,TRIDENT,,0.576,
0.2501,0.7825,0.0,0.073,RALLIS,,0.5185,
0.2381,0.7399,0.0,0.0133,JKCEMENT,,0.3087,
0.2341,0.3468,0.0,0.0003,KITEX,,0.3731,
-0.0015,0.8424,0.7708,0.0532,VGUARD,,0.7963,
0.5442,0.0,0.0,0.0,BANKBARODA,,0.6444,
0.1906,0.0018,0.0036,0.0001,SAGCEM,,0.207,
0.0628,0.3475,0.0649,0.0035,EASTSILK,,0.754,
0.5668,0.0,0.0,0.0,KOTAKPSUBK,,0.4803,
0.3138,0.3101,0.0,0.0,MAHSCOOTER,,0.3959,
0.0419,0.4312,0.0442,0.3413,SABTN,,0.7943,
0.2909,0.2645,0.0,0.0041,MANAPPURAM,,0.0263,
0.19,0.0147,0.0001,0.0033,ELGIRUBCO,,0.1417,
0.1202,0.0694,0.0,0.0364,BERGEPAINT,,0.9522,
0.3342,0.0606,0.0,0.3678,IDFCBANK,,0.6651,
0.428,0.0488,0.0,0.0,CENTENKA,,0.1209,
-0.0126,0.8634,0.6005,0.3918,AXISGOLD,,0.3306,
0.2433,0.0251,0.0,0.1263,HINDZINC,,0.0358,
0.4137,0.0358,0.0,0.0,BINANIIND,,0.7631,
0.4517,0.0038,0.0,0.0,BFUTILITIE,,0.2543,
0.3463,0.0022,0.0,0.0,ORIENTBELL,,0.8525,
0.1393,0.21,0.0002,0.0109,SUPREMEIND,,0.1416,
0.0646,0.0387,0.0943,0.0557,PIONDIST,,0.6137,
0.3461,0.4863,0.0,0.0091,GICHSGFIN,,0.3776,
0.267,0.0005,0.0,0.3113,ICICINIFTY,,0.6152,
0.0248,0.0106,0.843,0.6152,POLARIS,,0.4861,
0.1452,0.2107,0.0001,0.0021,MAYURUNIQ,,0.3585,
0.422,0.207,0.0,0.5631,HAVELLS,,0.4877,
0.3355,0.0,0.0015,0.0002,JAYNECOIND,,0.7898,
0.3517,0.0004,0.0,0.0,MOSERBAER,,0.1678,
0.2211,0.0092,0.0,0.0039,UNIPLY,,0.373,
0.0058,0.5464,0.127,0.5459,IDBIGOLD,,0.3849,
0.3693,0.0991,0.0,0.0,IZMO,,0.8051,
0.2217,0.0641,0.0,0.0017,63MOONS,,0.286,
0.2356,0.0018,0.0,0.0014,KOKUYOCMLN,,0.9428,
0.3067,0.0945,0.0,0.0,STERTOOLS,,0.0573,
0.2392,0.7218,0.0,0.0001,DYNAMATECH,,0.3804,
0.139,0.5633,0.0003,0.0,HMVL,,0.9819,
0.0663,0.1645,0.0001,0.075,TTKPRESTIG,,0.314,
0.2557,0.0158,0.0,0.0001,INDIAGLYCO,,0.2775,
0.3271,0.0393,0.0,0.0,VIPCLOTHNG,,0.6976,
0.3309,0.6045,0.0,0.0001,DENORA,,0.5801,
0.1411,0.1771,0.0,0.7117,AHLEAST,,0.4026,
0.3245,0.0375,0.0,0.0016,NETWORK18,,0.2185,
0.4564,0.0,0.0,0.0,JAGSNPHARM,,0.825,
0.1971,0.0089,0.0,0.0486,BALRAMCHIN,,0.0632,
0.0158,0.3578,0.9666,0.0179,SHAHALLOYS,,0.255,
0.0545,0.9259,0.0013,0.353,CAPLIPOINT,,0.688,
0.326,0.2829,0.0,0.0026,JUBILANT,,0.1632,
0.2771,0.0038,0.0,0.0003,EASUNREYRL,,0.1983,
0.3845,0.1145,0.0,0.0005,BBTC,,0.514,
0.2803,0.6461,0.0,0.0,SUPPETRO,,0.0423,
0.1845,0.2738,0.0,0.0,MAHLIFE,,0.3863,
0.6735,0.0,0.0,0.8419,RELCAPITAL,,0.6826,
0.5318,0.0821,0.0,0.0,AJMERA,,0.9881,
0.3798,0.0001,0.0,0.0,EMCO,,0.8741,
0.4561,0.0033,0.0,0.0212,HDFCBANK,,0.1445,
0.3319,0.0073,0.0,0.0002,GREENPOWER,,0.161,
0.192,0.0092,0.0063,0.0,GSS,,0.9377,
0.4029,0.0005,0.0,0.0007,INTELLECT,,0.251,
0.2621,0.009,0.0,0.0169,VADILALIND,,0.8557,
0.0853,0.1216,0.0038,0.2901,ENGINERSIN,,0.8984,
0.3619,0.245,0.0,0.0014,INGERRAND,,0.8945,
0.1556,0.0501,0.0009,0.0067,SHREYANIND,,0.1014,
0.3452,0.0015,0.0,0.0,ARCHIES,,0.9581,
0.3663,0.0023,0.0,0.0,TWL,,0.9201,
0.2903,0.0001,0.0002,0.0,BLKASHYAP,,0.7385,
0.1324,0.8936,0.0,0.0042,FMNL,,0.7225,
0.3755,0.0798,0.0,0.185,DISHTV,,0.968,
0.1829,0.046,0.0006,0.0,AARVEEDEN,,0.3347,
0.1818,0.7226,0.0,0.0082,BIOCON,,0.0138,
0.268,0.0012,0.0,0.0696,KTKBANK,,0.8886,
0.2189,0.8911,0.0,0.0088,SHK,,0.2553,
0.108,0.1031,0.0019,0.0387,JMTAUTOLTD,,0.1764,
0.0277,0.0828,0.4448,0.8971,SGL,,0.1141,
0.4017,0.0,0.0,0.3,BHEL,,0.5933,
0.342,0.0348,0.0,0.0001,LUMAXIND,,0.069,
0.366,0.0023,0.0,0.0,KESORAMIND,,0.4236,
0.3405,0.0001,0.0,0.0,SUPERSPIN,,0.3773,
0.1965,0.0824,0.0,0.0052,RML,,0.3956,
0.1763,0.0853,0.0011,0.0,KESARENT,,0.2338,
0.2585,0.1603,0.0,0.0193,MANGLMCEM,,0.2186,
0.1388,0.5585,0.0,0.0898,SANOFI,,0.6823,
0.4471,0.0001,0.0,0.0008,GRANULES,,0.5524,
0.1119,0.5735,0.0011,0.0016,SIGNET,,0.4766,
0.251,0.0016,0.0,0.0304,RADICO,,0.7006,
0.2638,0.0026,0.0,0.0,SHREEPUSHK,,0.1371,
0.3641,0.0,0.0,0.0073,MCLEODRUSS,,0.77,
0.236,0.0018,0.0,0.2109,CENTRALBK,,0.3467,
0.2671,0.0132,0.0,0.5755,GARWALLROP,,0.1255,
0.2979,0.0037,0.0,0.0,ASAHISONG,,0.2302,
0.6778,0.0,0.0,0.0002,BANKINDIA,,0.7158,
0.3063,0.0002,0.0,0.0,SAKHTISUG,,0.4531,
0.2144,0.128,0.0,0.5657,COALINDIA,,0.936,
0.3153,0.0251,0.0,0.0,VENUSREM,,0.9205,
0.5382,0.0,0.0,0.0,BOMDYEING,,0.6323,
0.0841,0.5255,0.0018,0.0057,PARABDRUGS,,0.8631,
0.2657,0.1735,0.0,0.0,AARTIDRUGS,,0.5821,
0.1599,0.6043,0.0,0.2996,KOTAKNV20,,0.661,
0.2021,0.003,0.0,0.7474,WABCOINDIA,,0.7648,
0.2661,0.5618,0.0,0.0041,SANDESH,,0.7134,
0.4339,0.0,0.0,0.0,ALEMBICLTD,,0.7381,
0.3614,0.0205,0.0,0.0,DCW,,0.4503,
0.223,0.3424,0.0,0.0,MPSLTD,,0.9154,
0.0376,0.1512,0.3635,0.0077,TOKYOPLAST,,0.1465,
0.1852,0.0,0.6235,0.0,SURANAT&P,,0.9589,
0.0427,0.1672,0.1674,0.0242,CREST,,0.2378,
0.2934,0.1225,0.0,0.7409,TVSMOTOR,,0.1858,
0.2644,0.0032,0.0,0.0352,TAKE,,0.9695,
0.2886,0.0018,0.0,0.0,HFCL,,0.4759,
-0.0055,0.219,0.8829,0.3801,HNGSNGBEES,,0.6643,
0.1569,0.0098,0.0113,0.0026,TCIFINANCE,,0.8531,
0.2036,0.0239,0.0,0.0162,INDHOTEL,,0.7438,
0.1921,0.0001,0.1349,0.0,BSELINFRA,,0.3528,
0.1793,0.0412,0.005,0.0,KMSUGAR,,0.0007,
0.2491,0.0024,0.0001,0.0,PROZONINTU,,0.537,
0.1941,0.6008,0.0,0.0026,EVERESTIND,,0.4882,
0.2975,0.4653,0.0,0.0001,HONDAPOWER,,0.366,
0.1029,0.2038,0.0004,0.7918,NSIL,,0.6634,
0.2134,0.9878,0.0,0.0,EMKAY,,0.8443,
0.2349,0.0109,0.0,0.0,GTL,,0.563,
0.5385,0.0025,0.0,0.0,UFLEX,,0.0391,
0.4538,0.0,0.0,0.0,ORCHIDPHAR,,0.0981,
0.1382,0.0919,0.0017,0.0103,SESHAPAPER,,0.0193,
0.0999,0.046,0.0266,0.0698,FLEXITUFF,,0.9624,
0.0648,0.0438,0.0465,0.2079,NECCLTD,,0.8362,
0.0469,0.5786,0.0037,0.7405,ARCOTECH,,0.1446,
0.3496,0.0024,0.0,0.0,KANORICHEM,,0.8375,
0.1826,0.2155,0.0,0.0047,MOIL,,0.0692,
0.1506,0.0005,0.0,0.0173,NESTLEIND,,0.5651,
0.34,0.6255,0.0,0.2601,AUROPHARMA,,0.6224,
0.2097,0.4757,0.0,0.1445,BLUEDART,,0.2084,
0.135,0.7012,0.0,0.0207,EXCELCROP,,0.1089,
0.2413,0.1732,0.0,0.0056,ATLANTA,,0.1463,
0.5231,0.0415,0.0,0.0,TATAGLOBAL,,0.828,
0.1638,0.0831,0.0,0.4935,GUJFLUORO,,0.9638,
0.2915,0.4987,0.0,0.0303,ITDCEM,,0.1841,
0.1804,0.0876,0.0,0.8571,CIPLA,,0.8433,
0.2927,0.0136,0.0,0.0016,HEG,,0.9283,
0.2096,0.1519,0.0,0.0015,PCJEWELLER,,0.6205,
0.2527,0.4966,0.0,0.0,SANGHVIMOV,,0.1534,
0.316,0.0,0.0,0.0,DBREALTY,,0.5351,
0.2534,0.011,0.0,0.0049,PRABHAT,,0.7295,
0.2017,0.007,0.0002,0.0007,SUPREMEINF,,0.6823,
0.0654,0.0254,0.6543,0.0004,METKORE,,0.7342,
0.0969,0.8224,0.0,0.8155,GDL,,0.7078,
0.0222,0.1431,0.9076,0.0173,FEL,,0.2107,
0.1687,0.1535,0.0,0.0041,LOTUSEYE,,0.4618,
0.0825,0.8151,0.0012,0.2121,LALPATHLAB,,0.2183,
0.1784,0.1385,0.0,0.0019,SHILPI,,0.0008,
0.3872,0.0021,0.0,0.0,ACE,,0.6276,
0.3905,0.0,0.0,0.0,UNITY,,0.2279,
0.0474,0.9245,0.0045,0.8683,RELIGARE,,0.7494,
0.3441,0.008,0.0,0.161,NHPC,,0.1512,
0.1995,0.3609,0.0,0.0047,GAEL,,0.1003,
0.5986,0.0,0.0,0.1085,SAIL,,0.4358,
0.2347,0.2947,0.0,0.0394,SALORAINTL,,0.7317,
0.2054,0.0633,0.0,0.0152,HONAUT,,0.5554,
0.1213,0.7887,0.0031,0.0,MUTHOOTCAP,,0.2315,
0.2154,0.249,0.0,0.0,V2RETAIL,,0.1736,
0.1097,0.4671,0.0001,0.0401,PHOENIXLTD,,0.4741,
0.31,0.0039,0.0,0.0009,LOKESHMACH,,0.8009,
0.1536,0.0885,0.0,0.2151,COLPAL,,0.9943,
0.1242,0.1689,0.0001,0.1822,FMGOETZE,,0.2426,
0.3001,0.0157,0.0,0.0,PRATIBHA,,0.0299,
0.3137,0.0262,0.0,0.0,RJL,,0.7826,
0.1079,0.1001,0.0014,0.0406,XCHANGING,,0.7463,
0.0066,0.4749,0.1554,0.3573,RAMASTEEL,,0.5473,
0.1182,0.5632,0.0,0.8742,RAJESHEXPO,,0.2977,
0.167,0.0146,0.0045,0.0,BLISSGVS,,0.8248,
0.2827,0.0549,0.0,0.0059,BANCOINDIA,,0.2247,
0.3976,0.0015,0.0,0.0,ISFT,,0.5567,
0.4763,0.0,0.0,0.0186,ADANIPOWER,,0.8588,
0.2899,0.0708,0.0,0.0,ALLCARGO,,0.9295,
0.3118,0.02,0.0,0.0,SANGHIIND,,0.8197,
0.6053,0.0,0.0,0.713,RELINFRA,,0.8371,
0.8689,0.0055,0.0,0.0,KOTAKNIFTY,,0.0789,
0.2063,0.0002,0.0014,0.0053,GESHIP,,0.6753,
0.3177,0.0761,0.0,0.5716,OMAXE,,0.0545,
0.333,0.0,0.0,0.0,NDL,,0.8339,
0.1107,0.4096,0.0,0.6964,GAL,,0.521,
0.2053,0.0048,0.0163,0.0,BIRLAMONEY,,0.8166,
0.3825,0.022,0.0,0.0,KCP,,0.6011,
0.3003,0.0086,0.0,0.0,EDL,,0.6989,
0.4107,0.3978,0.0,0.6565,BEL,,0.6295,
0.3262,0.0001,0.0,0.0057,PFS,,0.8032,
0.2613,0.0774,0.0,0.0,AUTOLITIND,,0.7833,
0.2463,0.0316,0.0001,0.0,ORIENTPPR,,0.0369,
0.0326,0.9031,0.0055,0.545,ECLERX,,0.762,
0.2026,0.0047,0.0002,0.001,GRAPHITE,,0.8933,
0.2016,0.0684,0.0,0.0001,MORARJEE,,0.6082,
-0.0103,0.2854,0.971,0.5895,SWANENERGY,,0.0726,
0.2561,0.0006,0.0001,0.0,BALPHARMA,,0.9942,
0.2694,0.03,0.0,0.0002,OMKARCHEM,,0.6022,
0.3682,0.4913,0.0,0.0035,LUMAXTECH,,0.53,
0.0868,0.855,0.0131,0.0002,TIPSINDLTD,,0.5492,
0.2465,0.0128,0.0,0.0002,SRSLTD,,0.0333,
0.3895,0.0,0.0126,0.4911,MAHABANK,,0.9355,
0.2683,0.0127,0.0,0.0034,TTL,,0.8555,
0.0185,0.9361,0.0404,0.2138,PRIMESECU,,0.0061,
0.1448,0.3751,0.0,0.8505,GET&D,,0.2515,
0.1584,0.0058,0.0038,0.0084,LAKSHVILAS,,0.1137,
0.4649,0.0008,0.0,0.0,LYKALABS,,0.1024,
0.0308,0.6849,0.0891,0.0144,SDBL,,0.6907,
