Symbol,Rm-Rf %,SMB %,Adj-r_sq,const,high-low
J&KBANK,0.0,,0.1436,0.2403,0.2477
IFBIND,0.0,,0.161,0.675,0.2978
NAGAROIL,0.0,,0.0967,0.497,0.9407
ARCHIDPLY,0.0,,0.159,0.304,0.4848
JINDALPHOT,0.0004,,0.0911,0.9826,0.3685
ADORWELD,0.0,,0.1778,0.101,0.6047
MERCATOR,0.0,,0.2044,0.4898,0.1264
JINDALPOLY,0.0,,0.2748,0.0674,0.3724
PSUBNKBEES,0.0,,0.4535,0.3002,0.6294
GIPCL,0.0,,0.1616,0.7194,0.9881
ZYDUSWELL,0.0,,0.1366,0.4474,0.9327
PTC,0.0,,0.3819,0.6232,0.6845
UPL,0.0,,0.1954,0.2014,0.8822
TI,0.0,,0.0925,0.7417,0.5348
PGHH,0.0009,,0.1693,0.9241,0.0013
JUSTDIAL,0.0,,0.1452,0.5477,0.8403
VASCONEQ,0.0007,,0.1337,0.3023,0.0226
TATACHEM,0.0,,0.4342,0.6527,0.957
SPICEMOBI,0.003,,0.0302,0.8783,0.2759
REPRO,0.0006,,0.1018,0.2371,0.162
GRINDWELL,0.0018,,0.0423,0.1831,0.6461
KARURVYSYA,0.0,,0.1858,0.7223,0.1545
AXISCADES,0.0,,0.1883,0.1464,0.1742
HOVS,0.0,,0.1748,0.978,0.418
DIVISLAB,0.0268,,0.0277,0.8512,0.7367
CUB,0.0001,,0.0829,0.6444,0.8756
RUCHIRA,0.0,,0.1204,0.0456,0.8021
DECCANCE,0.0,,0.2078,0.0818,0.2315
JMCPROJECT,0.0,,0.2787,0.1776,0.9158
GUJAPOLLO,0.0,,0.1011,0.3245,0.4039
SUNPHARMA,0.0,,0.1701,0.5514,0.7282
SCHAEFFLER,0.0015,,0.1239,0.2528,0.022
IFBAGRO,0.0,,0.1234,0.5182,0.7717
EVEREADY,0.0,,0.3761,0.0365,0.2996
ABAN,0.0,,0.3026,0.0754,0.9897
BHUSANSTL,0.0004,,0.0823,0.4436,0.5205
VSTTILLERS,0.0,,0.0871,0.5094,0.8672
THIRUSUGAR,0.1358,,0.0316,0.7283,0.1674
NTL,0.0,,0.1128,0.6524,0.0732
KOTAKGOLD,0.4084,,-0.0049,0.2816,0.8277
IPCALAB,0.002,,0.0728,0.6319,0.3503
MEGH,0.0,,0.2093,0.6368,0.4117
ICICINF100,0.311,,0.0005,0.6575,0.8023
MHRIL,0.0,,0.2053,0.0449,0.0861
3MINDIA,0.0,,0.288,0.0623,0.0
HDFC,0.0,,0.3895,0.2202,0.9597
GLOBUSSPR,0.0,,0.1621,0.3795,0.7445
TRIDENT,0.0,,0.2582,0.0646,0.0126
RALLIS,0.0,,0.1481,0.9471,0.8862
JKCEMENT,0.0,,0.1343,0.9547,0.2667
KITEX,0.0,,0.2009,0.2603,0.1934
VGUARD,0.0,,0.1848,0.8901,0.5824
BANKBARODA,0.001,,0.0439,0.3632,0.4618
SAGCEM,0.0,,0.1426,0.2619,0.6845
EASTSILK,0.1701,,0.0154,0.2979,0.4172
KOTAKPSUBK,0.0,,0.3259,0.3994,0.6897
MAHSCOOTER,0.0,,0.1516,0.0814,0.0786
SABTN,0.0,,0.0904,0.0044,0.3822
MANAPPURAM,0.0,,0.1722,0.9998,0.8745
ELGIRUBCO,0.0075,,0.0877,0.7745,0.0571
BERGEPAINT,0.0166,,0.0314,0.8362,0.8013
CENTENKA,0.0,,0.2931,0.3901,0.0184
AXISGOLD,0.7865,,-0.0038,0.8658,0.5172
HINDZINC,0.0,,0.2613,0.8184,0.4275
BINANIIND,0.0,,0.3211,0.8027,0.6237
BFUTILITIE,0.0,,0.3391,0.6118,0.1243
ORIENTBELL,0.003,,0.1096,0.2391,0.0308
SUPREMEIND,0.0008,,0.0932,0.3516,0.2137
PIONDIST,0.0003,,0.0571,0.0001,0.4733
GICHSGFIN,0.0,,0.3356,0.328,0.5589
ICICINIFTY,0.1066,,0.0037,0.6586,0.1687
POLARIS,0.0,,0.2507,0.3494,0.1439
MAYURUNIQ,0.0,,0.1813,0.2934,0.4661
HAVELLS,0.0,,0.199,0.3253,0.7454
JAYNECOIND,0.0,,0.1672,0.9714,0.5196
MOSERBAER,0.0,,0.1813,0.4362,0.4957
IDBIGOLD,0.1586,,0.0001,0.9156,0.4891
IZMO,0.0,,0.1247,0.0354,0.2782
63MOONS,0.0001,,0.1391,0.3881,0.104
KOKUYOCMLN,0.0,,0.2359,0.1343,0.136
STERTOOLS,0.0,,0.1416,0.073,0.199
DYNAMATECH,0.0001,,0.1541,0.5302,0.0244
HMVL,0.0,,0.1638,0.0832,0.0618
TTKPRESTIG,0.1672,,0.0272,0.3095,0.1828
INDIAGLYCO,0.0,,0.2513,0.5757,0.6359
VIPCLOTHNG,0.0,,0.3681,0.2104,0.0413
DENORA,0.0,,0.1569,0.0293,0.2843
AHLEAST,0.0,,0.1387,0.8488,0.5296
NETWORK18,0.0,,0.2526,0.8444,0.5688
JAGSNPHARM,0.0,,0.1626,0.5004,0.2177
BALRAMCHIN,0.0156,,0.079,0.5433,0.0526
CAPLIPOINT,0.0,,0.1157,0.0125,0.4325
JUBILANT,0.0,,0.1348,0.0091,0.9508
EASUNREYRL,0.0,,0.19,0.7083,0.6733
BBTC,0.0,,0.3304,0.2472,0.1225
SUPPETRO,0.0,,0.1633,0.1146,0.9742
MAHLIFE,0.0,,0.0887,0.5578,0.4691
RELCAPITAL,0.0,,0.4638,0.692,0.7836
AJMERA,0.0,,0.2143,0.1294,0.9993
EMCO,0.0,,0.2114,0.7761,0.8933
HDFCBANK,0.0,,0.4891,0.043,0.5144
GREENPOWER,0.0,,0.2403,0.5618,0.475
INTELLECT,0.0,,0.2227,0.017,0.0529
VADILALIND,0.0,,0.1961,0.0241,0.7821
ENGINERSIN,0.0,,0.4425,0.288,0.4442
INGERRAND,0.0,,0.2209,0.9936,0.2898
ARCHIES,0.0,,0.181,0.4015,0.626
TWL,0.0024,,0.0553,0.6249,0.715
BLKASHYAP,0.0,,0.1327,0.2122,0.6548
FMNL,0.0102,,0.0289,0.0465,0.8484
DISHTV,0.0,,0.2538,0.0659,0.7301
AARVEEDEN,0.0002,,0.1135,0.3802,0.1928
BIOCON,0.0,,0.3607,0.0945,0.4724
KTKBANK,0.0,,0.4554,0.8854,0.6478
JMTAUTOLTD,0.2223,,0.0193,0.5011,0.2454
BHEL,0.0,,0.2751,0.3898,0.6809
LUMAXIND,0.0,,0.1416,0.5457,0.1119
SUPERSPIN,0.0128,,0.0479,0.3959,0.3985
RML,0.0001,,0.0773,0.9753,0.7917
MANGLMCEM,0.0,,0.2204,0.4935,0.5347
SANOFI,0.0003,,0.0993,0.1915,0.2592
GRANULES,0.0004,,0.0557,0.977,0.5394
RADICO,0.0008,,0.0989,0.2327,0.1627
MCLEODRUSS,0.0,,0.2347,0.6537,0.3292
CENTRALBK,0.0,,0.1739,0.8441,0.8024
GARWALLROP,0.0,,0.1932,0.0272,0.6412
BANKINDIA,0.0,,0.4655,0.028,0.0262
SAKHTISUG,0.0023,,0.0589,0.1221,0.6245
COALINDIA,0.0,,0.2004,0.7225,0.0057
VENUSREM,0.001,,0.1215,0.542,0.0346
BOMDYEING,0.0,,0.3719,0.4282,0.1089
PARABDRUGS,0.0097,,0.0432,0.6383,0.6027
AARTIDRUGS,0.0,,0.1092,0.7792,0.3123
WABCOINDIA,0.0,,0.2937,0.2409,0.0
SANDESH,0.0001,,0.1425,0.0663,0.0702
ALEMBICLTD,0.0,,0.3317,0.3733,0.969
DCW,0.0,,0.1504,0.1785,0.6208
MPSLTD,0.0,,0.138,0.5831,0.127
TOKYOPLAST,0.0149,,0.0532,0.3637,0.2749
SURANAT&P,0.0037,,0.0555,0.9463,0.5698
TVSMOTOR,0.0,,0.1601,0.508,0.9205
TAKE,0.0,,0.2815,0.0331,0.0613
HFCL,0.0,,0.2352,0.4383,0.8491
TCIFINANCE,0.0,,0.107,0.9245,0.8899
INDHOTEL,0.0001,,0.0666,0.7022,0.3467
BSELINFRA,0.0,,0.1084,0.6217,0.4934
PROZONINTU,0.0,,0.2215,0.3817,0.5809
EVERESTIND,0.0,,0.1462,0.8632,0.5135
HONDAPOWER,0.0,,0.2985,0.1487,0.0404
NSIL,0.0212,,0.0342,0.8274,0.6375
EMKAY,0.2491,,0.0121,0.2863,0.3909
GTL,0.0,,0.2167,0.5813,0.8604
UFLEX,0.0,,0.3471,0.3858,0.0128
ORCHIDPHAR,0.0,,0.2513,0.5997,0.3843
SESHAPAPER,0.0001,,0.0595,0.4439,0.3146
FLEXITUFF,0.0028,,0.0489,0.7374,0.8787
ARCOTECH,0.0245,,0.0224,0.6937,0.9738
KANORICHEM,0.0,,0.1793,0.053,0.1185
MOIL,0.0,,0.1136,0.1923,0.7407
NESTLEIND,0.0539,,0.0719,0.9584,0.0253
AUROPHARMA,0.0,,0.1114,0.8058,0.9613
BLUEDART,0.0,,0.1638,0.5884,0.1115
EXCELCROP,0.0005,,0.0941,0.7148,0.2714
ATLANTA,0.0,,0.2113,0.8697,0.7886
TATAGLOBAL,0.0,,0.5059,0.644,0.0194
GUJFLUORO,0.0,,0.1435,0.6213,0.5499
ITDCEM,0.0001,,0.0603,0.7666,0.344
CIPLA,0.0,,0.414,0.4338,0.1851
HEG,0.0,,0.1076,0.7571,0.5881
PCJEWELLER,0.0108,,0.0655,0.1348,0.1648
SANGHVIMOV,0.0,,0.2243,0.0276,0.1093
DBREALTY,0.0,,0.241,0.9161,0.1799
SUPREMEINF,0.0,,0.1773,0.5726,0.683
METKORE,0.5858,,-0.0035,0.251,0.6682
GDL,0.0072,,0.0749,0.9478,0.13
FEL,0.0,,0.1754,0.1934,0.9491
LOTUSEYE,0.0,,0.0974,0.0747,0.8128
SHILPI,0.0,,0.1637,0.3087,0.4156
ACE,0.0,,0.2896,0.3025,0.7751
UNITY,0.0,,0.2492,0.7243,0.248
RELIGARE,0.0,,0.1362,0.8827,0.6481
NHPC,0.0,,0.3152,0.2463,0.342
GAEL,0.0,,0.1927,0.5383,0.7696
SAIL,0.0,,0.3558,0.2197,0.3705
SALORAINTL,0.0,,0.0996,0.1206,0.4639
HONAUT,0.0,,0.2319,0.1906,0.0005
PHOENIXLTD,0.0,,0.0872,0.7464,0.2123
LOKESHMACH,0.0,,0.1931,0.077,0.1535
COLPAL,0.0845,,0.0085,0.6107,0.8779
FMGOETZE,0.0025,,0.0966,0.9731,0.0792
PRATIBHA,0.0,,0.2425,0.5527,0.5077
RJL,0.0003,,0.0835,0.0756,0.561
XCHANGING,0.0,,0.1286,0.2155,0.7063
RAJESHEXPO,0.0002,,0.1135,0.0013,0.1617
BLISSGVS,0.0,,0.2799,0.0161,0.874
BANCOINDIA,0.0,,0.1775,0.8533,0.167
ADANIPOWER,0.0,,0.421,0.9274,0.6657
ALLCARGO,0.0007,,0.0715,0.8485,0.6496
RELINFRA,0.0,,0.4453,0.3355,0.8941
KOTAKNIFTY,0.0,,0.8276,0.1101,0.6648
GESHIP,0.0,,0.1445,0.5728,0.9641
OMAXE,0.0,,0.2305,0.1149,0.7767
NDL,0.0,,0.1966,0.1241,0.0033
GAL,0.0285,,0.0266,0.699,0.7775
BIRLAMONEY,0.0,,0.1191,0.5413,0.3456
KCP,0.0,,0.2475,0.3623,0.3736
EDL,0.0028,,0.0508,0.0747,0.8199
BEL,0.6265,,0.0855,0.5585,0.0002
PFS,0.0,,0.3214,0.5821,0.4826
AUTOLITIND,0.0,,0.1287,0.1557,0.3265
ORIENTPPR,0.0,,0.1091,0.4122,0.4819
ECLERX,0.0196,,0.0514,0.5656,0.2423
GRAPHITE,0.006,,0.0592,0.8652,0.3539
MORARJEE,0.0,,0.2002,0.3615,0.7514
SWANENERGY,0.0778,,0.0112,0.135,0.9925
BALPHARMA,0.0,,0.0996,0.1706,0.6871
OMKARCHEM,0.0,,0.1905,0.2376,0.1866
LUMAXTECH,0.0,,0.1534,0.6147,0.101
TIPSINDLTD,0.0001,,0.0675,0.5912,0.4587
SRSLTD,0.0,,0.0913,0.5804,0.1876
MAHABANK,0.0,,0.3127,0.3527,0.3934
TTL,0.0,,0.1966,0.2427,0.7456
PRIMESECU,0.0862,,0.0176,0.5112,0.6196
GET&D,0.0022,,0.0777,0.7015,0.2523
LAKSHVILAS,0.0,,0.2265,0.2298,0.3835
LYKALABS,0.0,,0.195,0.0018,0.4335
SDBL,0.2171,,0.0074,0.9084,0.6103
MMFL,0.0,,0.1548,0.9218,0.0656
KANSAINER,0.0,,0.0718,0.7805,0.1885
SNOWMAN,0.0,,0.2383,0.8072,0.094
ARROWTEX,0.0,,0.1065,0.4213,0.7412
UNICHEMLAB,0.0,,0.163,0.5175,0.2326
COROMANDEL,0.0,,0.083,0.2743,0.4296
TRIGYN,0.0009,,0.0784,0.1331,0.4149
JSWSTEEL,0.0,,0.3299,0.5811,0.8666
ESSARSHPNG,0.0093,,0.0438,0.4971,0.5995
JTEKTINDIA,0.0,,0.2021,0.5135,0.251
VAKRANGEE,0.0,,0.2503,0.2105,0.3624
SPENTEX,0.0482,,0.0098,0.8494,0.5515
EXCELINDUS,0.0,,0.2411,0.7363,0.2229
TBZ,0.0,,0.1947,0.2867,0.0264
INFRATEL,0.0,,0.0718,0.2011,0.0376
KPIT,0.0,,0.1207,0.945,0.6434
MADRASFERT,0.0,,0.1679,0.9219,0.4983
REPCOHOME,0.0,,0.3055,0.7611,0.0035
HUBTOWN,0.0004,,0.0871,0.7037,0.4542
RECLTD,0.0,,0.3604,0.7169,0.1174
NIITLTD,0.0,,0.1743,0.0408,0.9865
SIMPLEXINF,0.0,,0.1536,0.9331,0.7191
BANARBEADS,0.0553,,0.029,0.5958,0.4523
TTML,0.0,,0.1424,0.464,0.1896
CANBK,0.0,,0.4044,0.1869,0.4537
SORILINFRA,0.0099,,0.0415,0.6345,0.6468
SHALPAINTS,0.0,,0.2171,0.6741,0.8126
NILKAMAL,0.0,,0.204,0.0208,0.0663
SUNDARMFIN,0.0,,0.1607,0.534,0.1108
TIMETECHNO,0.0,,0.228,0.4538,0.9198
DONEAR,0.0009,,0.053,0.1716,0.8044
L&TFH,0.0,,0.4595,0.5783,0.927
LIQUIDBEES,0.8715,,0.0116,0.0,0.0605
AGARIND,0.0001,,0.0899,0.1289,0.6753
PUNJLLOYD,0.0,,0.3152,0.824,0.3722
IOLCP,0.0037,,0.0595,0.2156,0.4683
SCI,0.0,,0.3542,0.085,0.3105
DHARSUGAR,0.0087,,0.0272,0.3707,0.6705
PIIND,0.0,,0.1557,0.3472,0.1003
BAJAJHLDNG,0.0768,,0.0458,0.2975,0.1073
RAMKY,0.0,,0.1571,0.8914,0.94
ASTRAZEN,0.0048,,0.0609,0.2113,0.3744
MIRZAINT,0.0,,0.29,0.0084,0.902
SURYAROSNI,0.0,,0.363,0.1647,0.4589
VESUVIUS,0.0,,0.1797,0.2714,0.685
DIAPOWER,0.0,,0.1406,0.9926,0.4078
VEDL,0.0,,0.3126,0.1959,0.1896
PRAENG,0.0,,0.0974,0.8841,0.3595
HITECHCORP,0.0001,,0.1011,0.1883,0.5536
EXIDEIND,0.0,,0.2257,0.6761,0.6418
STARPAPER,0.0,,0.111,0.0785,0.2169
KSCL,0.0017,,0.0701,0.2364,0.441
WEIZFOREX,0.0,,0.1454,0.6524,0.2825
HANUNG,0.0002,,0.057,0.963,0.337
BEPL,0.0,,0.1131,0.1748,0.9318
KOTAKBKETF,0.0,,0.5044,0.8017,0.4584
FINCABLES,0.0,,0.1628,0.7723,0.2243
BGRENERGY,0.0,,0.3389,0.9664,0.7196
TECHNO,0.0,,0.15,0.2049,0.0911
RAJSREESUG,0.0013,,0.0653,0.3654,0.6271
APTECHT,0.0,,0.3417,0.7292,0.1795
NOIDATOLL,0.0002,,0.0694,0.4212,0.8611
LYPSAGEMS,0.0259,,0.0132,0.0381,0.3747
NELCO,0.0,,0.2255,0.2412,0.4884
GRASIM,0.0,,0.3713,0.1466,0.4737
SUNTECK,0.0,,0.1088,0.9651,0.8749
UCOBANK,0.0,,0.445,0.1703,0.8941
PDPL,0.0016,,0.0593,0.1744,0.7272
KOTAKBANK,0.0,,0.1268,0.765,0.6584
SATHAISPAT,0.0,,0.099,0.7078,0.8196
DICIND,0.0,,0.2387,0.0527,0.2419
TV18BRDCST,0.0,,0.1714,0.1466,0.3959
DPL,0.1787,,0.0004,0.0,0.2594
PDSMFL,0.0,,0.1283,0.3805,0.8047
ASHOKA,0.0,,0.2237,0.1458,0.2075
MAHSEAMLES,0.0,,0.0828,0.7448,0.6353
BHARATGEAR,0.0,,0.1655,0.1658,0.1711
ORIENTCEM,0.0,,0.1684,0.5874,0.8753
MOTILALOFS,0.0,,0.1547,0.1444,0.5907
GMDCLTD,0.0,,0.2088,0.2609,0.7368
WEBELSOLAR,0.0,,0.1358,0.0609,0.0343
INSECTICID,0.0,,0.166,0.3599,0.8588
FSL,0.0,,0.2333,0.2059,0.2379
TATAMTRDVR,0.0,,0.3816,0.7554,0.5525
NUTEK,0.4637,,0.0046,0.6827,0.3796
KOLTEPATIL,0.0,,0.2548,0.9315,0.3316
PIONEEREMB,0.0,,0.1098,0.017,0.3988
DOLPHINOFF,0.0,,0.2339,0.9009,0.7493
PRESTIGE,0.0,,0.1517,0.9328,0.3893
INFINITE,0.0,,0.1038,0.2867,0.7677
INOXLEISUR,0.0,,0.2123,0.1702,0.7216
VINDHYATEL,0.0,,0.1983,0.076,0.7441
UNIONBANK,0.0,,0.3914,0.5816,0.6757
ALCHEM,0.0001,,0.0708,0.6326,0.5961
REVATHI,0.0008,,0.0718,0.1113,0.6403
ASTEC,0.0,,0.1959,0.0336,0.6599
AMJLAND,0.0035,,0.0273,0.0124,0.1517
KAUSHALYA,0.0,,0.1027,0.6701,0.5954
ATULAUTO,0.0,,0.2369,0.9524,0.9484
GRAVITA,0.0,,0.2426,0.5723,0.1066
SJVN,0.0,,0.122,0.0909,0.5139
TORNTPHARM,0.0,,0.1508,0.207,0.5947
INDLMETER,0.0,,0.1171,0.0527,0.9147
CHOLAFIN,0.0001,,0.0678,0.1044,0.4536
PRAKASHCON,0.3928,,0.0132,0.2379,0.2176
ATUL,0.0,,0.2331,0.3695,0.1059
NEXTMEDIA,0.0018,,0.0993,0.6288,0.0893
APCOTEXIND,0.0001,,0.0644,0.7497,0.3614
SHIVAMAUTO,0.0,,0.0949,0.6219,0.8185
SEAMECLTD,0.0008,,0.0656,0.7383,0.7657
RANEHOLDIN,0.0003,,0.1195,0.9277,0.0979
MANAKSIA,0.0,,0.114,0.9353,0.4167
BAGFILMS,0.0,,0.1127,0.5182,0.7498
ASIANPAINT,0.0,,0.3337,0.1855,0.5632
GODFRYPHLP,0.0001,,0.0807,0.0396,0.9162
MANINFRA,0.0,,0.2834,0.1095,0.9452
BROOKS,0.0013,,0.104,0.1481,0.0835
EIDPARRY,0.0,,0.1216,0.6459,0.6411
GEPIL,0.0,,0.2425,0.4077,0.1407
EDELWEISS,0.0,,0.2925,0.3982,0.53
NOCIL,0.0,,0.3393,0.0782,0.7464
HCL-INSYS,0.0,,0.2364,0.5144,0.0831
ORIENTABRA,0.1053,,0.0056,0.0149,0.8018
JKPAPER,0.0,,0.1998,0.1509,0.9477
PARACABLES,0.0023,,0.0461,0.1203,0.9267
ICICIGOLD,0.2631,,0.0086,0.7667,0.4703
INDTERRAIN,0.3478,,0.0188,0.5211,0.1594
SHILPAMED,0.0094,,0.0662,0.983,0.1758
SOUTHBANK,0.0,,0.2947,0.4125,0.9378
XPROINDIA,0.164,,0.0119,0.2561,0.5513
RAMCOIND,0.0,,0.2658,0.1074,0.4965
ANSALHSG,0.0,,0.1437,0.5959,0.6048
HIKAL,0.12,,0.0024,0.6181,0.55
ZEELEARN,0.0061,,0.0231,0.1385,0.2023
PGIL,0.0043,,0.0402,0.4723,0.9583
BHARTIARTL,0.0,,0.1472,0.7218,0.7708
SAKSOFT,0.003,,0.0536,0.0992,0.6909
LPDC,0.0006,,0.0469,0.5895,0.3705
LAOPALA,0.0054,,0.0467,0.2576,0.7049
IMPAL,0.0003,,0.062,0.7543,0.7659
GOACARBON,0.0,,0.1648,0.786,0.7997
HITECHGEAR,0.0,,0.2825,0.3379,0.8122
ELECTHERM,0.3397,,0.0544,0.1838,0.0095
DCBBANK,0.0,,0.2191,0.3847,0.0018
SUPRAJIT,0.0,,0.1237,0.5286,0.6119
SURYALAXMI,0.0,,0.1434,0.2595,0.5437
TRIL,0.0,,0.1114,0.2518,0.3602
MIRCELECTR,0.0,,0.127,0.1588,0.8379
SHAKTIPUMP,0.0,,0.2007,0.9261,0.977
HARRMALAYA,0.0,,0.2063,0.5069,0.1086
ISMTLTD,0.0,,0.1241,0.6155,0.5545
TATAPOWER,0.0,,0.328,0.9086,0.1303
CANDC,0.0005,,0.0607,0.4456,0.8643
SRIPIPES,0.0,,0.1796,0.02,0.0128
MANINDS,0.0,,0.2002,0.1806,0.6728
GILLANDERS,0.0,,0.128,0.4861,0.77
UCALFUEL,0.0,,0.2633,0.4735,0.5313
GRUH,0.0,,0.1557,0.7255,0.8286
A2ZINFRA,0.0,,0.1951,0.1976,0.9591
HEIDELBERG,0.0,,0.341,0.7246,0.034
VMART,0.0,,0.076,0.326,0.3812
CESC,0.0,,0.2382,0.9523,0.1605
CELEBRITY,0.0055,,0.0837,0.5806,0.0921
SMARTLINK,0.0,,0.1592,0.3484,0.9978
TIRUMALCHM,0.0,,0.1414,0.061,0.3843
RUCHISOYA,0.0,,0.2238,0.7064,0.016
MANGCHEFER,0.0001,,0.0625,0.2207,0.3944
TNPL,0.0,,0.3051,0.0019,0.4527
ONMOBILE,0.0,,0.1923,0.1186,0.4661
DQE,0.0,,0.1427,0.2657,0.4808
SUMEETINDS,0.0,,0.0668,0.4845,0.0104
FLFL,0.0,,0.1742,0.6119,0.7881
KSBPUMPS,0.0,,0.1659,0.8193,0.0652
RAINBOWPAP,0.0107,,0.0332,0.3425,0.9286
MARKSANS,0.0,,0.3805,0.0647,0.9039
GEOJITFSL,0.0,,0.1489,0.5224,0.1993
CANTABIL,0.0325,,0.0562,0.2386,0.1197
MEGASOFT,0.0127,,0.0618,0.4752,0.1821
BAJAJ-AUTO,0.0,,0.2212,0.4063,0.4723
SYNDIBANK,0.0,,0.4513,0.5464,0.5218
BARTRONICS,0.0,,0.13,0.2773,0.0808
ADFFOODS,0.0,,0.1277,0.2706,0.9674
BRITANNIA,0.0,,0.1846,0.0388,0.0079
IMFA,0.0001,,0.0767,0.9696,0.6205
KECL,0.0,,0.0915,0.1972,0.9728
CAPF,0.0,,0.4343,0.2097,0.5936
OFSS,0.0,,0.2097,0.3194,0.0947
GENUSPOWER,0.0,,0.2215,0.047,0.2408
DENABANK,0.0,,0.2292,0.1853,0.6782
SUNFLAG,0.0,,0.1296,0.8075,0.7283
PBAINFRA,0.0,,0.0971,0.5416,0.8842
NUCLEUS,0.0,,0.2142,0.2372,0.3764
GPPL,0.0005,,0.0805,0.729,0.5363
SMLISUZU,0.0,,0.3119,0.2752,0.0073
STCINDIA,0.0,,0.2729,0.8316,0.0008
JSWENERGY,0.0,,0.3737,0.6947,0.2092
GULFOILLUB,0.0113,,0.0739,0.7426,0.0968
DELTACORP,0.0,,0.3285,0.718,0.8429
JOCIL,0.0001,,0.0808,0.1082,0.9037
KAVVERITEL,0.0981,,0.006,0.2482,0.7873
MOREPENLAB,0.0006,,0.0759,0.021,0.603
APLAPOLLO,0.0,,0.0917,0.0175,0.5763
VIKASECO,0.0,,0.0789,0.0233,0.3699
HEROMOTOCO,0.0,,0.2091,0.951,0.3743
ARVIND,0.0,,0.4131,0.1297,0.8075
IRB,0.0,,0.4275,0.7045,0.2668
DCMSHRIRAM,0.0,,0.1363,0.7458,0.4406
MARALOVER,0.0,,0.2154,0.1083,0.7204
OCL,0.0,,0.1106,0.4217,0.5847
M&M,0.0,,0.3058,0.3745,0.45
HSCL,0.0,,0.1268,0.7598,0.9126
HILTON,0.0159,,0.0331,0.4774,0.7604
CHENNPETRO,0.0,,0.1162,0.0221,0.2954
PANORAMUNI,0.0308,,0.0432,0.3886,0.2789
HDFCMFGETF,0.0506,,0.0148,0.9945,0.9667
UBL,0.0,,0.2606,0.3935,0.1599
INEOSSTYRO,0.0,,0.3341,0.4044,0.0027
BAJAJHIND,0.0,,0.1492,0.7401,0.4177
CORDSCABLE,0.0036,,0.0681,0.1573,0.3074
MRO-TEK,0.0,,0.0725,0.0984,0.251
CANFINHOME,0.0,,0.1847,0.0122,0.3446
INFY,0.0962,,0.0201,0.6004,0.4842
SARDAEN,0.0,,0.1392,0.4386,0.7867
NIITTECH,0.0008,,0.0496,0.1099,0.6352
ZUARIGLOB,0.0001,,0.0928,0.6266,0.5711
DHFL,0.0047,,0.0883,0.6034,0.0812
AUTOIND,0.0,,0.2914,0.8363,0.3783
IVZINGOLD,0.7484,,-0.0016,0.8034,0.4142
MMTC,0.0,,0.2645,0.7773,0.0714
HCC,0.0,,0.3429,0.8286,0.1822
AROGRANITE,0.0033,,0.0619,0.8891,0.4437
RAIN,0.0,,0.1218,0.8649,0.8087
ORISSAMINE,0.0,,0.2633,0.4072,0.147
SKMEGGPROD,0.0,,0.2063,0.1111,0.6403
RPGLIFE,0.0,,0.11,0.0092,0.4277
CONCOR,0.0,,0.08,0.6,0.2377
SHRIRAMCIT,0.0,,0.1116,0.7688,0.8935
DALMIABHA,0.0,,0.2123,0.0225,0.2008
INDSWFTLAB,0.0,,0.1798,0.415,0.1261
LAKSHMIEFL,0.0,,0.127,0.3826,0.7271
JCHAC,0.0,,0.164,0.1109,0.5439
GLAXO,0.0122,,0.1474,0.6101,0.0005
KALPATPOWR,0.0,,0.296,0.3205,0.7613
KILITCH,0.0,,0.1064,0.4035,0.7894
BRFL,0.0,,0.0982,0.2666,0.8401
ACCELYA,0.0032,,0.0708,0.9533,0.2855
JINDRILL,0.0,,0.1441,0.9678,0.529
TATACOMM,0.0,,0.3664,0.4661,0.6058
AHLUCONT,0.0,,0.2594,0.2724,0.8368
CEBBCO,0.0,,0.1452,0.3486,0.7636
GODREJIND,0.0,,0.3696,0.1415,0.1293
TATAMOTORS,0.0,,0.3159,0.8807,0.0105
UTTAMSUGAR,0.0125,,0.0247,0.1785,0.7252
FELDVR,0.0032,,0.0719,0.0856,0.2719
PLASTIBLEN,0.0,,0.2093,0.0576,0.7344
ABGSHIP,0.0001,,0.0742,0.1938,0.6886
M50,0.0,,0.615,0.3126,0.1617
BANSWRAS,0.0004,,0.1127,0.2043,0.117
ALBK,0.0,,0.3712,0.1043,0.5221
AUTOAXLES,0.0106,,0.0809,0.724,0.0655
ROLTA,0.0,,0.3026,0.5599,0.0668
GUFICBIO,0.0002,,0.1295,0.0376,0.0677
AKZOINDIA,0.0,,0.2138,0.6021,0.136
SOMANYCERA,0.0,,0.1646,0.3226,0.0793
ASHAPURMIN,0.0,,0.111,0.1721,0.7404
NIPPOBATRY,0.0013,,0.1227,0.3325,0.0262
APLLTD,0.0,,0.1359,0.0461,0.8053
JAIBALAJI,0.0052,,0.052,0.5982,0.5566
WINDMACHIN,0.0,,0.1224,0.1195,0.6338
HGS,0.0,,0.1332,0.7168,0.1789
RAMANEWS,0.0013,,0.0494,0.0157,0.8098
NMDC,0.0,,0.182,0.2495,0.311
KICL,0.0,,0.1538,0.4717,0.8163
ESCORTS,0.0,,0.3177,0.3287,0.0005
HSIL,0.0,,0.165,0.9724,0.9326
ARIES,0.0,,0.2212,0.9358,0.0612
ZENSARTECH,0.0,,0.213,0.0522,0.448
MURUDCERA,0.0,,0.1788,0.3539,0.2742
KPRMILL,0.0,,0.3232,0.0026,0.1192
SHIRPUR-G,0.0003,,0.1199,0.8385,0.0909
