Symbol,Rm-Rf %,Adj-r_sq,const
HFCL,0.0,0.2382,0.4219
TCIFINANCE,0.0,0.1105,0.9363
INDHOTEL,0.0,0.067,0.7807
BSELINFRA,0.0,0.1103,0.6748
PROZONINTU,0.0,0.2237,0.4127
EVERESTIND,0.0,0.1482,0.8044
HONDAPOWER,0.0,0.2892,0.0942
NSIL,0.0016,0.0374,0.7811
EMKAY,0.0412,0.0132,0.2344
GTL,0.0,0.2198,0.5918
UFLEX,0.0,0.333,0.2529
ORCHIDPHAR,0.0,0.252,0.5307
SESHAPAPER,0.0001,0.0595,0.5135
FLEXITUFF,0.0002,0.0527,0.7223
ARCOTECH,0.0061,0.0264,0.694
KANORICHEM,0.0,0.1745,0.0343
MOIL,0.0,0.1169,0.1764
NESTLEIND,0.0001,0.0565,0.8413
AUROPHARMA,0.0,0.115,0.8084
BLUEDART,0.0,0.1585,0.4698
EXCELCROP,0.0,0.0933,0.6227
ATLANTA,0.0,0.2143,0.8447
TATAGLOBAL,0.0,0.4967,0.4689
GUJFLUORO,0.0,0.1458,0.5717
ITDCEM,0.0001,0.0607,0.848
CIPLA,0.0,0.4121,0.3492
HEG,0.0,0.1102,0.8023
PCJEWELLER,0.0,0.062,0.0972
SANGHVIMOV,0.0,0.2192,0.0169
DBREALTY,0.0,0.2385,0.9634
SUPREMEINF,0.0,0.1801,0.6013
METKORE,0.3274,-0.0002,0.2676
GDL,0.0,0.0699,0.8126
FEL,0.0,0.1788,0.1922
LOTUSEYE,0.0,0.1009,0.0682
SHILPI,0.0,0.1649,0.264
ACE,0.0,0.2923,0.3138
UNITY,0.0,0.2482,0.8229
RELIGARE,0.0,0.139,0.9228
NHPC,0.0,0.3154,0.2026
GAEL,0.0,0.1957,0.557
SAIL,0.0,0.3564,0.2566
SALORAINTL,0.0,0.1013,0.1376
HONAUT,0.0,0.1955,0.0936
PHOENIXLTD,0.0,0.0851,0.8541
LOKESHMACH,0.0,0.1896,0.0529
COLPAL,0.0439,0.0125,0.5956
FMGOETZE,0.0,0.0888,0.8692
PRATIBHA,0.0,0.2442,0.5008
RJL,0.0,0.086,0.0635
XCHANGING,0.0,0.1316,0.2277
RAJESHEXPO,0.0,0.1099,0.0007
BLISSGVS,0.0,0.2828,0.0146
BANCOINDIA,0.0,0.1744,0.7322
ADANIPOWER,0.0,0.4229,0.9658
ALLCARGO,0.0,0.0746,0.8879
RELINFRA,0.0,0.4475,0.324
KOTAKNIFTY,0.0,0.8281,0.1184
GESHIP,0.0,0.148,0.5661
OMAXE,0.0,0.2334,0.1193
NDL,0.0,0.171,0.0641
GAL,0.0036,0.0303,0.6722
BIRLAMONEY,0.0,0.1195,0.6114
KCP,0.0,0.2482,0.4142
EDL,0.0001,0.0544,0.0684
BEL,0.0015,0.0365,0.8731
PFS,0.0,0.3228,0.5262
AUTOLITIND,0.0,0.1289,0.1237
ORIENTPPR,0.0,0.1109,0.3651
ECLERX,0.0002,0.0499,0.4776
GRAPHITE,0.0001,0.0598,0.7826
MORARJEE,0.0,0.2031,0.3392
SWANENERGY,0.0294,0.0152,0.1314
BALPHARMA,0.0,0.1027,0.1816
OMKARCHEM,0.0,0.188,0.1817
LUMAXTECH,0.0,0.1475,0.4901
TIPSINDLTD,0.0,0.0692,0.6456
SRSLTD,0.0,0.0886,0.6845
MAHABANK,0.0,0.3135,0.4013
TTL,0.0,0.1996,0.2245
PRIMESECU,0.0138,0.0206,0.4728
GET&D,0.0,0.0765,0.6065
LAKSHVILAS,0.0,0.2272,0.2667
LYKALABS,0.0,0.1963,0.0012
SDBL,0.0596,0.0104,0.8621
MMFL,0.0,0.1464,0.7593
KANSAINER,0.0,0.069,0.6681
SNOWMAN,0.0,0.2327,0.956
ARROWTEX,0.0,0.1098,0.3964
UNICHEMLAB,0.0,0.1616,0.432
COROMANDEL,0.0,0.0844,0.2339
TRIGYN,0.0,0.0796,0.1087
JSWSTEEL,0.0,0.3325,0.565
ESSARSHPNG,0.0004,0.0466,0.457
JTEKTINDIA,0.0,0.2011,0.4313
VAKRANGEE,0.0,0.2508,0.1728
SPENTEX,0.0446,0.0124,0.9015
EXCELINDUS,0.0,0.2396,0.8411
TBZ,0.0,0.1816,0.4158
INFRATEL,0.0001,0.0591,0.2965
KPIT,0.0,0.1235,0.9028
MADRASFERT,0.0,0.1697,0.9825
REPCOHOME,0.0,0.2837,0.529
HUBTOWN,0.0,0.0888,0.6398
RECLTD,0.0,0.3565,0.5885
NIITLTD,0.0,0.1777,0.0389
SIMPLEXINF,0.0,0.1567,0.9002
BANARBEADS,0.0038,0.0308,0.5399
TTML,0.0,0.1398,0.5569
CANBK,0.0,0.4054,0.1574
SORILINFRA,0.0005,0.0446,0.5953
SHALPAINTS,0.0,0.2201,0.6521
NILKAMAL,0.0,0.1962,0.0118
SUNDARMFIN,0.0,0.1554,0.4213
TIMETECHNO,0.0,0.2312,0.4432
DONEAR,0.0001,0.0566,0.1768
L&TFH,0.0,0.4617,0.5681
LIQUIDBEES,0.2518,0.0013,0.0
AGARIND,0.0,0.0929,0.1146
PUNJLLOYD,0.0,0.3158,0.9023
IOLCP,0.0,0.0614,0.1837
SCI,0.0,0.3541,0.0647
DHARSUGAR,0.0035,0.0304,0.393
PIIND,0.0,0.1497,0.2593
BAJAJHLDNG,0.001,0.0396,0.22
RAMKY,0.0,0.1606,0.8838
ASTRAZEN,0.0,0.0617,0.1743
MIRZAINT,0.0,0.2928,0.0076
SURYAROSNI,0.0,0.3642,0.1381
VESUVIUS,0.0,0.1825,0.2878
DIAPOWER,0.0,0.1417,0.9179
VEDL,0.0,0.3106,0.1478
PRAENG,0.0,0.098,0.9658
HITECHCORP,0.0,0.1034,0.1637
EXIDEIND,0.0,0.2282,0.7126
STARPAPER,0.0,0.1091,0.103
KSCL,0.0,0.0717,0.2689
WEIZFOREX,0.0,0.1448,0.738
HANUNG,0.0001,0.0573,0.8765
BEPL,0.0,0.1167,0.1679
KOTAKBKETF,0.0,0.5053,0.7361
FINCABLES,0.0,0.1611,0.6683
BGRENERGY,0.0,0.3413,0.9338
TECHNO,0.0,0.1435,0.1441
RAJSREESUG,0.0,0.0682,0.3334
APTECHT,0.0,0.3395,0.6173
NOIDATOLL,0.0,0.0731,0.406
LYPSAGEMS,0.0349,0.014,0.0468
NELCO,0.0,0.2271,0.2081
GRASIM,0.0,0.3726,0.1671
SUNTECK,0.0,0.1123,0.9791
UCOBANK,0.0,0.4472,0.1714
PDPL,0.0,0.0627,0.1589
KOTAKBANK,0.0,0.1297,0.7253
SATHAISPAT,0.0,0.1025,0.7248
DICIND,0.0,0.2375,0.0376
TV18BRDCST,0.0,0.1723,0.1194
DPL,0.3615,-0.0006,0.0
PDSMFL,0.0,0.1317,0.3616
ASHOKA,0.0,0.2218,0.1088
MAHSEAMLES,0.0,0.0857,0.7026
BHARATGEAR,0.0,0.1625,0.2157
ORIENTCEM,0.0,0.1717,0.5965
MOTILALOFS,0.0,0.1572,0.1585
GMDCLTD,0.0,0.2117,0.2733
WEBELSOLAR,0.0,0.1233,0.1018
INSECTICID,0.0,0.1693,0.3455
FSL,0.0,0.2321,0.2548
TATAMTRDVR,0.0,0.3832,0.8052
NUTEK,0.1258,0.0055,0.6092
KOLTEPATIL,0.0,0.255,0.9813
PIONEEREMB,0.0,0.1109,0.0209
DOLPHINOFF,0.0,0.2367,0.9288
PRESTIGE,0.0,0.1526,0.9899
INFINITE,0.0,0.1071,0.268
INOXLEISUR,0.0,0.2151,0.1548
VINDHYATEL,0.0,0.2012,0.0679
UNIONBANK,0.0,0.3935,0.5466
ALCHEM,0.0,0.0736,0.6732
REVATHI,0.0,0.0749,0.0986
ASTEC,0.0,0.1985,0.0284
AMJLAND,0.0103,0.023,0.0183
KAUSHALYA,0.0,0.1053,0.712
ATULAUTO,0.0,0.24,0.9579
GRAVITA,0.0,0.2376,0.454
SJVN,0.0,0.1241,0.0756
TORNTPHARM,0.0,0.1533,0.183
INDLMETER,0.0,0.1207,0.0491
CHOLAFIN,0.0,0.0694,0.1208
PRAKASHCON,0.0536,0.0111,0.185
ATUL,0.0,0.228,0.279
NEXTMEDIA,0.0,0.0923,0.4986
APCOTEXIND,0.0,0.065,0.6712
SHIVAMAUTO,0.0,0.0984,0.6008
SEAMECLTD,0.0,0.0691,0.7109
RANEHOLDIN,0.0,0.1132,0.7808
MANAKSIA,0.0,0.1152,0.862
BAGFILMS,0.0,0.116,0.4918
ASIANPAINT,0.0,0.3355,0.1617
GODFRYPHLP,0.0,0.0844,0.039
MANINFRA,0.0,0.2863,0.1082
BROOKS,0.0,0.0966,0.1002
EIDPARRY,0.0,0.1244,0.6058
GEPIL,0.0,0.2388,0.3185
EDELWEISS,0.0,0.2943,0.3563
NOCIL,0.0,0.3417,0.07
HCL-INSYS,0.0,0.23,0.3958
ORIENTABRA,0.0693,0.0094,0.0152
JKPAPER,0.0,0.2031,0.1496
PARACABLES,0.0002,0.0499,0.1197
ICICIGOLD,0.0584,0.0105,0.8282
INDTERRAIN,0.0312,0.0148,0.6274
SHILPAMED,0.0,0.063,0.8951
SOUTHBANK,0.0,0.2975,0.4136
XPROINDIA,0.0326,0.0145,0.2256
RAMCOIND,0.0,0.2674,0.0894
ANSALHSG,0.0,0.1463,0.6341
HIKAL,0.1367,0.005,0.5686
ZEELEARN,0.0138,0.0205,0.1785
PGIL,0.0005,0.0441,0.4722
BHARTIARTL,0.0,0.1504,0.7444
SAKSOFT,0.0001,0.0569,0.0879
LPDC,0.0003,0.0477,0.6586
LAOPALA,0.0002,0.0501,0.2364
IMPAL,0.0,0.0655,0.7781
GOACARBON,0.0,0.168,0.7623
HITECHGEAR,0.0,0.2853,0.3206
ELECTHERM,0.0028,0.0319,0.1069
DCBBANK,0.0,0.1907,0.6101
SUPRAJIT,0.0,0.1264,0.5635
SURYALAXMI,0.0,0.1456,0.2856
TRIL,0.0,0.112,0.2936
MIRCELECTR,0.0,0.1304,0.1487
SHAKTIPUMP,0.0,0.204,0.9229
HARRMALAYA,0.0,0.2012,0.397
ISMTLTD,0.0,0.1264,0.5666
TATAPOWER,0.0,0.3244,0.9554
CANDC,0.0,0.0645,0.4304
SRIPIPES,0.0,0.1619,0.0095
MANINDS,0.0,0.2029,0.1623
GILLANDERS,0.0,0.1313,0.4621
UCALFUEL,0.0,0.2651,0.5148
GRUH,0.0,0.159,0.7418
A2ZINFRA,0.0,0.1983,0.1959
HEIDELBERG,0.0,0.3314,0.5543
VMART,0.0,0.0768,0.3735
CESC,0.0,0.2352,0.8267
CELEBRITY,0.0,0.0767,0.4508
SMARTLINK,0.0,0.1627,0.3442
TIRUMALCHM,0.0,0.1422,0.0473
RUCHISOYA,0.0,0.2084,0.9173
MANGCHEFER,0.0,0.0636,0.1837
TNPL,0.0,0.3064,0.0023
ONMOBILE,0.0,0.1939,0.0981
DQE,0.0,0.1444,0.2975
SUMEETINDS,0.0004,0.0452,0.6839
FLFL,0.0,0.1774,0.6304
KSBPUMPS,0.0,0.1576,0.662
RAINBOWPAP,0.0014,0.0371,0.3436
MARKSANS,0.0,0.383,0.0645
GEOJITFSL,0.0,0.1467,0.4307
CANTABIL,0.0002,0.0506,0.1745
MEGASOFT,0.0001,0.0588,0.3852
BAJAJ-AUTO,0.0,0.2228,0.4502
SYNDIBANK,0.0,0.4526,0.4963
BARTRONICS,0.0,0.1226,0.3724
ADFFOODS,0.0,0.1312,0.2686
BRITANNIA,0.0,0.1641,0.0188
IMFA,0.0,0.0795,0.9247
KECL,0.0,0.0952,0.1948
CAPF,0.0,0.4359,0.2286
OFSS,0.0,0.2038,0.2353
GENUSPOWER,0.0,0.2203,0.0621
DENABANK,0.0,0.2318,0.1669
SUNFLAG,0.0,0.1327,0.8366
PBAINFRA,0.0,0.1007,0.5492
NUCLEUS,0.0,0.2149,0.2757
GPPL,0.0,0.0828,0.7802
SMLISUZU,0.0,0.2941,0.1661
STCINDIA,0.0,0.2413,0.8665
JSWENERGY,0.0,0.3722,0.8008
GULFOILLUB,0.0,0.0671,0.6051
DELTACORP,0.0,0.3311,0.699
JOCIL,0.0,0.0845,0.1083
KAVVERITEL,0.0653,0.0098,0.2567
MOREPENLAB,0.0,0.0786,0.0171
APLAPOLLO,0.0,0.0943,0.0197
VIKASECO,0.0,0.0796,0.029
HEROMOTOCO,0.0,0.2098,0.969
ARVIND,0.0,0.4153,0.1335
IRB,0.0,0.4269,0.612
DCMSHRIRAM,0.0,0.1377,0.811
MARALOVER,0.0,0.2182,0.097
OCL,0.0,0.1131,0.3835
M&M,0.0,0.307,0.4184
HSCL,0.0,0.1303,0.7673
HILTON,0.0015,0.0367,0.4534
CHENNPETRO,0.0,0.1158,0.0288
PANORAMUNI,0.0007,0.0425,0.3224
HDFCMFGETF,0.0174,0.0189,0.9907
UBL,0.0,0.2576,0.3098
INEOSSTYRO,0.0,0.3119,0.2455
BAJAJHIND,0.0,0.1504,0.6702
CORDSCABLE,0.0,0.0679,0.1241
MRO-TEK,0.0,0.0713,0.1252
CANFINHOME,0.0,0.1851,0.0157
INFY,0.011,0.0221,0.6538
SARDAEN,0.0,0.1424,0.417
NIITTECH,0.0002,0.0526,0.1192
ZUARIGLOB,0.0,0.0953,0.5793
DHFL,0.0,0.0806,0.7463
AUTOIND,0.0,0.2921,0.9139
IVZINGOLD,0.33,-0.0002,0.7337
MMTC,0.0,0.2577,0.9366
HCC,0.0,0.3408,0.7125
AROGRANITE,0.0,0.0635,0.9572
RAIN,0.0,0.1251,0.8854
ORISSAMINE,0.0,0.2599,0.5039
SKMEGGPROD,0.0,0.2089,0.0972
RPGLIFE,0.0,0.1113,0.0112
CONCOR,0.0,0.0785,0.6939
SHRIRAMCIT,0.0,0.1151,0.7785
DALMIABHA,0.0,0.2102,0.0149
INDSWFTLAB,0.0,0.1753,0.3218
LAKSHMIEFL,0.0,0.1301,0.4005
JCHAC,0.0,0.1661,0.094
GLAXO,0.0,0.1072,0.3721
KALPATPOWR,0.0,0.2986,0.3002
KILITCH,0.0,0.1098,0.4167
BRFL,0.0,0.1017,0.253
ACCELYA,0.0,0.0703,0.8572
JINDRILL,0.0,0.1462,0.9755
TATACOMM,0.0,0.3683,0.4989
AHLUCONT,0.0,0.2623,0.2585
CEBBCO,0.0,0.1483,0.3623
GODREJIND,0.0,0.3663,0.0998
TATAMOTORS,0.0,0.3002,0.8894
UTTAMSUGAR,0.0047,0.0282,0.188
FELDVR,0.0,0.0711,0.064
PLASTIBLEN,0.0,0.2121,0.0509
ABGSHIP,0.0,0.0774,0.1754
M50,0.0,0.6135,0.3919
BANSWRAS,0.0,0.1073,0.1457
ALBK,0.0,0.3727,0.0876
AUTOAXLES,0.0,0.0718,0.5744
ROLTA,0.0,0.2958,0.4291
GUFICBIO,0.0,0.1211,0.0222
AKZOINDIA,0.0,0.2098,0.489
SOMANYCERA,0.0,0.1575,0.2345
ASHAPURMIN,0.0,0.1142,0.1804
NIPPOBATRY,0.0,0.1083,0.2234
APLLTD,0.0,0.1393,0.0473
JAIBALAJI,0.0001,0.0545,0.6424
WINDMACHIN,0.0,0.1251,0.1046
HGS,0.0,0.1303,0.8319
RAMANEWS,0.0002,0.0531,0.016
NMDC,0.0,0.1819,0.203
KICL,0.0,0.157,0.4527
ESCORTS,0.0,0.2861,0.1778
HSIL,0.0,0.1684,0.9798
ARIES,0.0,0.2131,0.8959
ZENSARTECH,0.0,0.2144,0.0413
MURUDCERA,0.0,0.1781,0.2909
KPRMILL,0.0,0.3192,0.0014
SHIRPUR-G,0.0,0.1131,0.9895
PANAMAPET,0.0,0.1139,0.2749
HINDUNILVR,0.0,0.123,0.2715
JYOTHYLAB,0.0,0.155,0.2524
REDINGTON,0.0,0.0958,0.9978
SICAL,0.0,0.2224,0.7414
UNIENTER,0.0,0.1474,0.1964
WELCORP,0.0,0.238,0.1132
EON,0.0,0.1098,0.1091
MFSL,0.0,0.1937,0.1478
VIJAYABANK,0.0,0.3203,0.1263
USHAMART,0.0,0.1161,0.0742
YESBANK,0.0,0.4655,0.57
CHROMATIC,0.0,0.062,0.665
ONELIFECAP,0.0001,0.0593,0.8027
JISLDVREQS,0.0,0.2542,0.827
HINDALCO,0.0,0.3187,0.2177
BEDMUTHA,0.0,0.0652,0.6749
GSKCONS,0.0002,0.0512,0.3263
IBULISL,0.0,0.1087,0.8735
HINDOILEXP,0.0,0.2587,0.5345
TAJGVK,0.0,0.1442,0.4157
BIRLACORPN,0.0,0.1684,0.6299
JINDALSTEL,0.0,0.1626,0.7171
SUNDRMBRAK,0.0,0.1916,0.7696
CARERATING,0.0,0.0929,0.9828
PATELENG,0.0,0.3631,0.9373
TCI,0.0,0.302,0.361
PENIND,0.0,0.2589,0.5803
SINTEX,0.0,0.388,0.3789
ONGC,0.0,0.3192,0.4972
INDORAMA,0.0,0.1057,0.2255
IDBI,0.0,0.3535,0.248
VINATIORGA,0.0,0.1475,0.6422
HATHWAY,0.0,0.1046,0.2709
ATLASCYCLE,0.0,0.2027,0.7157
ASHIMASYN,0.0003,0.0493,0.2248
BSL,0.0,0.1457,0.0697
RUPA,0.0,0.122,0.2666
REFEX,0.0358,0.014,0.4107
MOHITIND,0.0,0.1219,0.3095
ALICON,0.0,0.2291,0.392
MANGALAM,0.0014,0.0372,0.0005
BHARATFIN,0.0,0.315,0.2248
PFIZER,0.0,0.1715,0.3882
SHRIRAMEPC,0.0,0.2396,0.5632
RANASUG,0.0001,0.0569,0.324
INFRABEES,0.0,0.2667,0.8285
SUVEN,0.0,0.2236,0.2605
BAYERCROP,0.0007,0.0415,0.5096
JAMNAAUTO,0.0,0.0841,0.4909
TNPETRO,0.0,0.0835,0.153
BRIGADE,0.0,0.1689,0.5296
DBCORP,0.0001,0.0602,0.6415
TGBHOTELS,0.0,0.0963,0.097
AFL,0.0,0.101,0.6964
DHAMPURSUG,0.0,0.0852,0.165
PFOCUS,0.0,0.0652,0.5016
ALOKTEXT,0.0,0.2257,0.6407
LOVABLE,0.0,0.3223,0.6502
TORNTPOWER,0.0,0.2502,0.3581
ENIL,0.0,0.1046,0.1516
DHANBANK,0.0,0.1488,0.2574
ELECON,0.0,0.2781,0.1067
PATINTLOG,0.0,0.2256,0.8707
NITESHEST,0.0,0.1143,0.283
ARSHIYA,0.0,0.153,0.0513
PEL,0.0,0.1073,0.2449
ANANTRAJ,0.0,0.3025,0.7303
PUNJABCHEM,0.0,0.224,0.1691
SASTASUNDR,0.0,0.1948,0.3814
IFCI,0.0,0.3871,0.8664
ANDHRACEMT,0.0031,0.0313,0.8714
ESSDEE,0.0,0.1661,0.8346
JAYAGROGN,0.0,0.0812,0.8327
GMRINFRA,0.0,0.2618,0.6584
TCIDEVELOP,0.0,0.0757,0.5831
WALCHANNAG,0.0,0.2498,0.4791
PSB,0.0,0.3291,0.2036
SMSPHARMA,0.0133,0.0208,0.6679
BALAMINES,0.0,0.1375,0.0434
MUKANDENGG,0.0,0.2237,0.5064
JETAIRWAYS,0.0,0.2302,0.1155
GAIL,0.0,0.2837,0.9475
GABRIEL,0.0,0.2653,0.3667
SOTL,0.0,0.1581,0.901
KOTHARIPRO,0.0,0.0821,0.1338
ROHITFERRO,0.0,0.0713,0.7589
SRF,0.0,0.3553,0.0677
PRESSMN,0.0,0.1725,0.1149
ANDHRSUGAR,0.0,0.0916,0.2776
TEXRAIL,0.0,0.2235,0.3639
WENDT,0.0,0.2612,0.5279
BPL,0.0,0.2269,0.3524
ANDHRABANK,0.0,0.4947,0.5106
NRBBEARING,0.0,0.146,0.4734
RTNPOWER,0.0,0.1423,0.5028
KAMATHOTEL,0.0019,0.0351,0.841
IPAPPM,0.0,0.2353,0.4182
MOTHERSUMI,0.0,0.1513,0.7506
NIFTYBEES,0.0,0.8849,0.0933
EKC,0.0,0.1705,0.2044
CCL,0.0,0.1551,0.2138
ATFL,0.0,0.0966,0.8848
GINNIFILA,0.0,0.1278,0.0551
IGPL,0.0,0.1715,0.0471
LT,0.0,0.456,0.9976
TEXINFRA,0.0,0.3497,0.7127
VTL,0.0,0.116,0.0364
IOB,0.0,0.2872,0.0644
COSMOFILMS,0.0,0.1677,0.0045
CCCL,0.0029,0.0317,0.4435
GITANJALI,0.0,0.2243,0.8952
WEIZMANIND,0.0001,0.0598,0.0699
CINEVISTA,0.0065,0.0265,0.2646
PHILIPCARB,0.0,0.2333,0.7982
RUBYMILLS,0.0,0.0867,0.2467
CERA,0.0,0.1534,0.4102
TARAPUR,0.0001,0.0574,0.5551
CONSOFINVT,0.0,0.1195,0.1426
GSPL,0.0003,0.0476,0.2907
AIAENG,0.0,0.0949,0.8987
JUBLFOOD,0.0,0.2315,0.3766
PRECWIRE,0.0,0.1655,0.2213
PIDILITIND,0.0,0.1747,0.5296
CENTEXT,0.0836,0.0082,0.2894
CEATLTD,0.0,0.2411,0.2696
JUNIORBEES,0.0,0.6243,0.0743
SYNCOM,0.0003,0.049,0.2835
VISAKAIND,0.0,0.3033,0.4711
RELIANCE,0.0,0.4633,0.1344
SADBHAV,0.0,0.1248,0.2031
GHCL,0.0,0.1637,0.0724
CARBORUNIV,0.0004,0.0455,0.5713
TCS,0.0,0.1833,0.673
HINDCOMPOS,0.0001,0.0543,0.7813
MSPL,0.0,0.0839,0.8441
BPCL,0.0,0.2584,0.0758
GPIL,0.0,0.2345,0.2347
HINDUJAVEN,0.0,0.1424,0.1291
INDIANB,0.0,0.2406,0.1591
COX&KINGS,0.0,0.1353,0.9958
ULTRACEMCO,0.0,0.3872,0.3442
EIHAHOTELS,0.0,0.0944,0.4986
M&MFIN,0.0,0.1839,0.6481
EIHOTEL,0.0,0.0648,0.4734
VICEROY,0.0,0.2005,0.3993
FORTIS,0.0,0.2689,0.0733
SUDARSCHEM,0.0,0.2629,0.6872
IIFL,0.0,0.1244,0.2667
TANLA,0.0,0.1415,0.0292
OILCOUNTUB,0.0,0.1055,0.8497
SHEMAROO,0.0,0.1622,0.0829
SRHHYPOLTD,0.0,0.0777,0.2475
MARUTI,0.0,0.3238,0.0117
M100,0.0,0.5325,0.1193
THOMASCOOK,0.0,0.1902,0.2025
MARICO,0.0006,0.0426,0.9749
MCDHOLDING,0.0,0.093,0.5927
ASAHIINDIA,0.0,0.2208,0.158
SREINFRA,0.0,0.3126,0.2999
TALWALKARS,0.0,0.2963,0.6609
HTMEDIA,0.0009,0.0404,0.5745
