Symbol,Rm-Rf %,SMB %,HML %,Adj-r_sq,const,WML %
INDIAGLYCO,0.0,0.0522,0.0026,0.3841,0.2858,0.2624
VIPCLOTHNG,0.0058,0.0153,0.1436,0.1503,0.493,0.7944
DENORA,0.0092,0.0015,0.5465,0.1296,0.5604,0.2701
AHLEAST,0.0188,0.2772,0.0595,0.1758,0.5874,0.0045
BALRAMCHIN,0.0053,0.2106,0.2798,0.1091,0.8152,0.4848
JUBILANT,0.0907,0.1129,0.0341,0.1198,0.6094,0.7569
BBTC,0.0,0.6099,0.6831,0.2133,0.1975,0.8209
SUPPETRO,0.0001,0.0641,0.3495,0.1679,0.6725,0.092
MAHLIFE,0.0015,0.2724,0.275,0.1161,0.8015,0.4196
RELCAPITAL,0.0,0.0186,0.0,0.5878,0.5699,0.1045
HDFCBANK,0.0,0.0024,0.2058,0.3282,0.0453,0.8351
VADILALIND,0.0001,0.002,0.6491,0.1952,0.7935,0.0472
ENGINERSIN,0.0,0.8249,0.0569,0.2344,0.6275,0.7269
INGERRAND,0.0,0.0606,0.3586,0.1736,0.2575,0.1082
ARCHIES,0.0003,0.009,0.0008,0.3151,0.9531,0.7722
DISHTV,0.0,0.155,0.0014,0.3497,0.9756,0.8025
AARVEEDEN,0.046,0.0112,0.0018,0.2398,0.6747,0.3237
BIOCON,0.0,0.0005,0.6253,0.1903,0.1618,0.0885
KTKBANK,0.0,0.0,0.0,0.5599,0.3304,0.1086
BHEL,0.0,0.5726,0.2608,0.3741,0.6467,0.1508
LUMAXIND,0.0044,0.0524,0.3402,0.1185,0.9028,0.0514
RML,0.0002,0.0236,0.2498,0.1861,0.0882,0.2857
MANGLMCEM,0.0,0.0422,0.0125,0.356,0.0487,0.08
SANOFI,0.2217,0.7509,0.8264,-0.0005,0.3688,0.5637
GRANULES,0.001,0.0005,0.6531,0.1141,0.0463,0.1746
RADICO,0.0002,0.0825,0.0755,0.1993,0.0529,0.12
MCLEODRUSS,0.0,0.0156,0.191,0.2481,0.0397,0.3482
CENTRALBK,0.0,0.1103,0.0068,0.373,0.1429,0.3692
GARWALLROP,0.1025,0.8882,0.0496,0.0792,0.0141,0.0493
ASAHISONG,0.0004,0.0614,0.066,0.1935,0.5038,0.0694
BANKINDIA,0.0,0.0,0.0,0.5652,0.5161,0.0027
COALINDIA,0.0,0.8326,0.1355,0.3776,0.8563,0.0
VENUSREM,0.011,0.2223,0.0454,0.1385,0.5163,0.2562
BOMDYEING,0.0,0.0015,0.0152,0.5489,0.0534,0.0072
AARTIDRUGS,0.0001,0.001,0.9054,0.16,0.0305,0.0422
WABCOINDIA,0.0162,0.0049,0.5401,0.0625,0.0362,0.0857
ALEMBICLTD,0.0,0.0119,0.1486,0.2214,0.386,0.6085
DCW,0.0,0.0066,0.0008,0.3902,0.8258,0.2644
MPSLTD,0.0007,0.1145,0.6164,0.1045,0.1171,0.0004
TVSMOTOR,0.0021,0.5536,0.3299,0.119,0.0103,0.001
TAKE,0.0605,0.3884,0.1174,0.0836,0.4366,0.0347
INDHOTEL,0.004,0.0914,0.688,0.0997,0.092,0.0959
UFLEX,0.0,0.0244,0.0004,0.4531,0.4794,0.0389
FLEXITUFF,0.3655,0.7207,0.7617,0.0396,0.9367,0.0063
KANORICHEM,0.0,0.1895,0.0141,0.2531,0.99,0.5034
MOIL,0.0,0.0347,0.1386,0.2996,0.8254,0.5199
NESTLEIND,0.0014,0.7677,0.585,0.0517,0.4167,0.3647
AUROPHARMA,0.0003,0.0072,0.103,0.0926,0.0339,0.0056
BLUEDART,0.0054,0.4926,0.8551,0.057,0.126,0.1508
ATLANTA,0.0,0.0088,0.9655,0.3215,0.7039,0.4556
TATAGLOBAL,0.0,0.4269,0.0363,0.4077,0.2005,0.4764
GUJFLUORO,0.0065,0.5172,0.0768,0.1342,0.0042,0.5619
CIPLA,0.0,0.0268,0.2028,0.0959,0.274,0.2393
HEG,0.0,0.0027,0.1426,0.2728,0.483,0.4431
PCJEWELLER,0.0,0.0,0.432,0.1574,0.5764,0.9833
GDL,0.0006,0.1906,0.1662,0.1791,0.0445,0.0584
FEL,0.0012,0.1372,0.7504,0.0897,0.9074,0.7814
RELIGARE,0.0053,0.949,0.4487,0.0835,0.6446,0.4141
NHPC,0.0,0.153,0.0016,0.5519,0.1756,0.0001
GAEL,0.0,0.0542,0.0144,0.2775,0.6626,0.2983
SAIL,0.0,0.0,0.0003,0.3762,0.5329,0.4391
HONAUT,0.0,0.8047,0.6881,0.1469,0.002,0.8251
PHOENIXLTD,0.0002,0.0036,0.7007,0.147,0.469,0.6248
COLPAL,0.0001,0.0372,0.111,0.0801,0.5228,0.0279
FMGOETZE,0.4366,0.2258,0.0092,0.0638,0.0342,0.3722
PRATIBHA,0.0,0.1898,0.0003,0.3656,0.7446,0.3403
RJL,0.3869,0.0017,0.0057,0.1893,0.7885,0.9676
XCHANGING,0.0005,0.0,0.8256,0.1614,0.2585,0.3283
RAJESHEXPO,0.0,0.0976,0.7875,0.1628,0.6925,0.1406
BLISSGVS,0.0008,0.0001,0.3994,0.1194,0.9995,0.1027
BANCOINDIA,0.0004,0.0066,0.3905,0.1595,0.1916,0.586
ADANIPOWER,0.0,0.0717,0.0,0.5199,0.8184,0.7091
ALLCARGO,0.0002,0.0129,0.1939,0.1908,0.1463,0.5396
RELINFRA,0.0,0.001,0.0,0.5969,0.9238,0.109
KOTAKNIFTY,0.0,0.0514,0.0003,0.754,0.0201,0.8735
GESHIP,0.3035,0.2667,0.0067,0.1383,0.7037,0.0005
OMAXE,0.0,0.3037,0.1063,0.203,0.9211,0.9635
NDL,0.0114,0.3885,0.1157,0.1068,0.1092,0.155
KCP,0.0379,0.2232,0.0,0.2628,0.0814,0.5917
BEL,0.0002,0.9229,0.1507,0.1636,0.019,0.9618
PFS,0.0,0.0006,0.3789,0.3302,0.0273,0.8745
ECLERX,0.2422,0.4532,0.618,0.0142,0.5312,0.0285
GRAPHITE,0.0103,0.0999,0.0016,0.2308,0.9347,0.9388
MORARJEE,0.0049,0.0251,0.0228,0.1997,0.8149,0.9583
SWANENERGY,0.024,0.7699,0.7366,0.0264,0.1366,0.4507
BALPHARMA,0.0111,0.8908,0.6376,0.0535,0.1507,0.082
OMKARCHEM,0.4818,0.132,0.0544,0.0352,0.1521,0.6963
LUMAXTECH,0.0,0.0047,0.102,0.2962,0.09,0.2796
SRSLTD,0.0193,0.0463,0.0508,0.1478,0.2193,0.1319
MAHABANK,0.0,0.0099,0.0,0.4356,0.5095,0.0413
TTL,0.0166,0.0431,0.1256,0.1301,0.6612,0.0511
GET&D,0.0004,0.9949,0.8139,0.1343,0.0343,0.0121
LAKSHVILAS,0.0005,0.8208,0.1738,0.1448,0.88,0.8093
MMFL,0.0591,0.5789,0.0354,0.1114,0.0047,0.6042
KANSAINER,0.0021,0.2231,0.5448,0.0456,0.0982,0.806
UNICHEMLAB,0.0166,0.0046,0.9586,0.0841,0.9797,0.1311
COROMANDEL,0.0,0.0003,0.2204,0.2181,0.7434,0.0253
TRIGYN,0.0023,0.0355,0.6308,0.127,0.5525,0.0013
JSWSTEEL,0.0,0.0001,0.0102,0.4103,0.9911,0.5946
VAKRANGEE,0.0567,0.8834,0.9053,0.0259,0.1957,0.3034
EXCELINDUS,0.0092,0.3303,0.0079,0.1773,0.0202,0.0386
TBZ,0.0,0.0008,0.7514,0.1764,0.3956,0.6175
INFRATEL,0.3103,0.5471,0.6674,0.0071,0.0398,0.4888
KPIT,0.0053,0.0088,0.8125,0.123,0.821,0.0015
MADRASFERT,0.015,0.4191,0.0,0.3066,0.5286,0.5224
REPCOHOME,0.0038,0.5784,0.1562,0.1112,0.0472,0.1951
HUBTOWN,0.0947,0.1073,0.0102,0.1735,0.6598,0.0755
RECLTD,0.0,0.0047,0.0039,0.4817,0.4158,0.3308
SIMPLEXINF,0.0002,0.9888,0.0275,0.1934,0.0334,0.2527
TTML,0.0,0.0044,0.0068,0.3519,0.3108,0.1837
CANBK,0.0,0.0,0.0,0.612,0.1428,0.0003
SORILINFRA,0.0311,0.026,0.1002,0.1485,0.8344,0.1046
NILKAMAL,0.0001,0.2225,0.4895,0.1375,0.1251,0.78
SUNDARMFIN,0.0117,0.4891,0.7822,0.0761,0.0107,0.0036
TIMETECHNO,0.0003,0.0208,0.1635,0.1805,0.8528,0.4377
L&TFH,0.0,0.2556,0.0039,0.4021,0.2021,0.4553
LIQUIDBEES,0.5592,0.4824,0.9823,-0.0015,0.0,0.113
SCI,0.0,0.0001,0.0019,0.4651,0.6132,0.0161
PIIND,0.0002,0.3008,0.252,0.0593,0.2133,0.2834
BAJAJHLDNG,0.0121,0.2694,0.7591,0.0693,0.1424,0.1173
ASTRAZEN,0.3258,0.7065,0.4188,0.0097,0.8582,0.7364
MIRZAINT,0.0,0.0,0.2545,0.3527,0.5075,0.6903
SURYAROSNI,0.0,0.1117,0.0347,0.2507,0.9686,0.8182
SUNDARAM,0.0407,0.03,0.409,0.0266,0.0016,0.3074
VESUVIUS,0.0208,0.2506,0.0515,0.1273,0.243,0.996
DIAPOWER,0.0001,0.061,0.0019,0.3204,0.6381,0.1543
VEDL,0.0,0.0016,0.0018,0.3479,0.7945,0.2952
EXIDEIND,0.0,0.3444,0.0189,0.3204,0.5137,0.2384
KSCL,0.0009,0.0336,0.2749,0.0686,0.4233,0.0545
FINCABLES,0.0,0.1382,0.9439,0.135,0.047,0.4267
BGRENERGY,0.0,0.0839,0.0,0.5057,0.8108,0.0024
TECHNO,0.5735,0.1098,0.0255,0.0919,0.0095,0.8085
APTECHT,0.0,0.001,0.0584,0.4276,0.0521,0.2958
NOIDATOLL,0.0,0.0024,0.3978,0.2047,0.6507,0.8145
LYPSAGEMS,0.708,0.0117,0.083,0.0181,0.4448,0.6856
GRASIM,0.0,0.4039,0.7499,0.2548,0.6677,0.0806
SUNTECK,0.1629,0.2899,0.7543,0.0495,0.7915,0.0115
UCOBANK,0.0,0.0,0.0,0.5665,0.7502,0.1044
PDPL,0.0194,0.0093,0.5689,0.0914,0.1736,0.3886
KOTAKBANK,0.0,0.4102,0.0588,0.2224,0.0635,0.0957
DICIND,0.0927,0.0176,0.8361,0.0495,0.7586,0.4419
RAJTV,0.5667,0.6074,0.9886,-0.0103,0.2558,0.4838
ASHOKA,0.0,0.0129,0.6054,0.2076,0.6415,0.1624
MAHSEAMLES,0.0,0.018,0.5324,0.2381,0.9815,0.2196
BHARATGEAR,0.0039,0.0014,0.1811,0.1731,0.7816,0.5734
ORIENTCEM,0.0004,0.3154,0.1486,0.1847,0.0097,0.0567
GMDCLTD,0.0,0.0142,0.2585,0.2657,0.6375,0.0016
INSECTICID,0.0015,0.048,0.0164,0.2168,0.0203,0.0125
FSL,0.0,0.0,0.7802,0.2805,0.8295,0.0
TATAMTRDVR,0.0,0.1662,0.6377,0.3404,0.25,0.0024
KOLTEPATIL,0.0,0.0185,0.266,0.3385,0.7064,0.0015
DOLPHINOFF,0.0,0.0201,0.3186,0.1976,0.6956,0.236
PRESTIGE,0.0044,0.3253,0.0173,0.1745,0.3155,0.2784
INFINITE,0.0124,0.1737,0.0147,0.1721,0.9351,0.0108
INOXLEISUR,0.0011,0.0316,0.062,0.1971,0.5681,0.571
UNIONBANK,0.0,0.0001,0.0,0.5455,0.0762,0.0012
ALCHEM,0.3416,0.3249,0.0639,0.0997,0.5216,0.021
GRAVITA,0.0039,0.2169,0.7879,0.0715,0.6714,0.6206
SJVN,0.0001,0.9495,0.016,0.2421,0.7182,0.1584
TORNTPHARM,0.1033,0.1784,0.547,0.0426,0.008,0.0884
CHOLAFIN,0.0105,0.1088,0.1362,0.1622,0.1389,0.0096
ATUL,0.0001,0.0003,0.1084,0.097,0.1673,0.5367
APCOTEXIND,0.1418,0.647,0.0149,0.1015,0.013,0.0946
BINDALAGRO,0.0,0.0,0.2991,0.3514,0.2723,0.0953
ASIANPAINT,0.0,0.6227,0.5127,0.1361,0.192,0.203
GODFRYPHLP,0.0157,0.0012,0.0114,0.0313,0.1278,0.3505
MANINFRA,0.1584,0.743,0.1093,0.0616,0.6289,0.5441
BROOKS,0.0002,0.0034,0.0318,0.2499,0.56,0.3583
EIDPARRY,0.0002,0.2672,0.0304,0.2322,0.4627,0.1694
GEPIL,0.0585,0.717,0.0184,0.1273,0.1017,0.226
NOCIL,0.0,0.1983,0.0003,0.356,0.2953,0.0069
HCL-INSYS,0.0002,0.0255,0.0087,0.2663,0.4612,0.8516
ORIENTABRA,0.0158,0.0697,0.0405,0.1511,0.8829,0.5276
JKPAPER,0.0,0.045,0.0209,0.2907,0.4744,0.8045
ICICIGOLD,0.0039,0.2655,0.2562,0.0878,0.5438,0.0002
SHILPAMED,0.0136,0.1253,0.8672,0.0765,0.0371,0.0039
SOUTHBANK,0.0,0.8917,0.0011,0.3277,0.5313,0.9032
ANSALHSG,0.0012,0.0486,0.0,0.3882,0.7796,0.0701
HIKAL,0.314,0.0986,0.2506,0.083,0.2296,0.0011
ZEELEARN,0.0,0.1204,0.3712,0.1676,0.6132,0.2515
BHARTIARTL,0.0,0.5974,0.0863,0.1723,0.8332,0.0001
LAOPALA,0.0443,0.0969,0.7979,0.0522,0.8913,0.0503
IMPAL,0.0437,0.0251,0.1967,0.1098,0.2005,0.0646
GOACARBON,0.0,0.0648,0.0332,0.2515,0.8174,0.1395
HITECHGEAR,0.0013,0.0871,0.0762,0.1733,0.09,0.7562
DCBBANK,0.0,0.9575,0.0057,0.3438,0.0779,0.8054
SUPRAJIT,0.0001,0.006,0.2739,0.0859,0.0941,0.5271
HARRMALAYA,0.0,0.0002,0.2204,0.3099,0.3297,0.0153
TATAPOWER,0.0,0.0794,0.0169,0.4626,0.3063,0.4534
MANINDS,0.0,0.0043,0.0401,0.2933,0.349,0.9185
GILLANDERS,0.0009,0.0005,0.0774,0.246,0.5225,0.1531
GRUH,0.8307,0.2413,0.7787,-0.0078,0.4683,0.6897
VMART,0.0268,0.1646,0.5531,0.0554,0.1215,0.5042
CESC,0.0,0.7868,0.0885,0.323,0.7138,0.5487
SMARTLINK,0.0124,0.1053,0.2026,0.1051,0.3417,0.2863
TIRUMALCHM,0.0,0.0,0.8747,0.2718,0.1178,0.3305
RUCHISOYA,0.0002,0.2976,0.0053,0.2614,0.5372,0.4347
MANGCHEFER,0.6621,0.5285,0.9682,-0.0122,0.1847,0.8798
TNPL,0.0,0.0131,0.2813,0.2156,0.5501,0.9921
ONMOBILE,0.0453,0.7866,0.0012,0.1757,0.2611,0.003
DQE,0.5018,0.0823,0.0085,0.1263,0.3775,0.0263
SUMEETINDS,0.0084,0.2699,0.0281,0.1519,0.2451,0.176
FLFL,0.0001,0.0766,0.7188,0.1046,0.7415,0.6957
KSBPUMPS,0.0071,0.2555,0.2887,0.1346,0.0481,0.0126
RAINBOWPAP,0.0,0.0152,0.9437,0.1616,0.2605,0.8922
MARKSANS,0.0,0.0017,0.4563,0.1274,0.3905,0.2372
VARDMNPOLY,0.0001,0.0092,0.8677,0.1327,0.7556,0.1339
MEGASOFT,0.153,0.7882,0.0003,0.1708,0.7934,0.0976
BAJAJ-AUTO,0.0,0.214,0.4185,0.1254,0.5513,0.4446
SYNDIBANK,0.0,0.0,0.0,0.5521,0.2467,0.7099
ADFFOODS,0.0003,0.1862,0.042,0.1981,0.9414,0.2333
BRITANNIA,0.0686,0.4966,0.2774,0.0557,0.027,0.0537
IMFA,0.0,0.0001,0.4877,0.2057,0.3574,0.0001
CAPF,0.0,0.073,0.0434,0.2856,0.2325,0.0009
OFSS,0.0002,0.0333,0.4273,0.0916,0.6309,0.0441
DENABANK,0.0,0.0073,0.0,0.5359,0.8877,0.0276
SUNFLAG,0.0226,0.9193,0.0113,0.1374,0.2909,0.323
NUCLEUS,0.0,0.0006,0.3056,0.1881,0.5899,0.0022
GPPL,0.0001,0.6498,0.4615,0.0841,0.0207,0.7221
STCINDIA,0.0,0.552,0.0052,0.4107,0.5173,0.6689
JSWENERGY,0.0,0.2048,0.0091,0.4176,0.3351,0.5674
DELTACORP,0.0,0.0012,0.5042,0.3022,0.0611,0.7577
JOCIL,0.0172,0.2936,0.0016,0.2056,0.5606,0.6501
APLAPOLLO,0.0183,0.0104,0.8475,0.0645,0.1348,0.2233
HEROMOTOCO,0.0,0.9739,0.0826,0.1705,0.2477,0.4538
ARVIND,0.0,0.1147,0.2852,0.2523,0.3519,0.0041
IRB,0.0,0.9871,0.0337,0.3958,0.0566,0.1174
DCMSHRIRAM,0.0324,0.1229,0.2805,0.0784,0.1194,0.3366
MARALOVER,0.0576,0.0116,0.0447,0.1508,0.6992,0.2234
OCL,0.0396,0.947,0.0126,0.1363,0.0656,0.5419
M&M,0.0002,0.0853,0.542,0.1024,0.2939,0.2377
HSCL,0.0005,0.027,0.0098,0.2477,0.8737,0.6465
SKIL,0.0088,0.2758,0.3935,0.0816,0.0552,0.0883
CHENNPETRO,0.0,0.012,0.0063,0.4109,0.306,0.0696
PANORAMUNI,0.0004,0.0002,0.3539,0.2001,0.6832,0.843
HDFCMFGETF,0.2849,0.5845,0.206,0.0389,0.9943,0.2249
UBL,0.0,0.4097,0.2725,0.1745,0.9423,0.1019
INEOSSTYRO,0.0,0.0055,0.7287,0.263,0.5941,0.0448
BAJAJHIND,0.0001,0.0463,0.0,0.3861,0.9607,0.5841
CANFINHOME,0.0,0.0008,0.5363,0.2566,0.0924,0.0513
INFY,0.0107,0.0834,0.0122,0.033,0.2688,0.1567
SARDAEN,0.0,0.8523,0.017,0.2337,0.528,0.0302
NIITTECH,0.0075,0.0015,0.3113,0.0779,0.5496,0.0462
ZUARIGLOB,0.0059,0.0518,0.0062,0.2428,0.6925,0.0625
DHFL,0.0,0.7351,0.0705,0.2277,0.3842,0.8865
AUTOIND,0.0,0.0033,0.0004,0.3957,0.1456,0.0555
IVZINGOLD,0.1562,0.4404,0.1958,0.0075,0.7677,0.0441
MMTC,0.0,0.0168,0.0,0.5268,0.4015,0.0026
RAIN,0.0,0.355,0.6991,0.1616,0.9146,0.4616
SKMEGGPROD,0.1277,0.6202,0.0319,0.0887,0.0,0.0021
RPGLIFE,0.0069,0.0032,0.0857,0.1802,0.8347,0.2145
CONCOR,0.0,0.3283,0.9191,0.2332,0.1378,0.2259
SHRIRAMCIT,0.0,0.0902,0.1531,0.0778,0.1275,0.5332
LAKSHMIEFL,0.0011,0.0989,0.1286,0.1604,0.2329,0.8532
GLAXO,0.192,0.9608,0.7116,0.0106,0.5877,0.1034
KALPATPOWR,0.0001,0.4669,0.0065,0.2331,0.1327,0.0633
KILITCH,0.0328,0.1894,0.1111,0.1003,0.6147,0.7523
BRFL,0.0243,0.9529,0.7465,0.0371,0.4751,0.0977
ACCELYA,0.0011,0.0175,0.6388,0.1229,0.9208,0.0523
JINDRILL,0.0,0.0014,0.4053,0.3153,0.1265,0.1517
TATACOMM,0.0,0.5065,0.1354,0.3552,0.7868,0.6559
AHLUCONT,0.0002,0.0105,0.2468,0.1834,0.0078,0.7192
GODREJIND,0.0,0.9768,0.4978,0.3968,0.4042,0.1275
TATAMOTORS,0.0,0.0485,0.5324,0.3552,0.6149,0.0003
FELDVR,0.0113,0.0129,0.3929,0.1092,0.855,0.8748
PLASTIBLEN,0.0,0.005,0.0732,0.326,0.2046,0.973
ABGSHIP,0.0039,0.0461,0.1122,0.1512,0.4338,0.8118
M50,0.0,0.9838,0.7946,0.2236,0.3959,0.3271
ALBK,0.0,0.0,0.0,0.5345,0.2818,0.4626
AUTOAXLES,0.249,0.6391,0.0152,0.0792,0.0087,0.9532
ROLTA,0.0,0.0061,0.6173,0.272,0.7549,0.0016
GUFICBIO,0.0016,0.0094,0.4437,0.1344,0.4797,0.2818
AKZOINDIA,0.0,0.0315,0.6741,0.12,0.2835,0.5995
SOMANYCERA,0.0138,0.0975,0.4281,0.0798,0.1247,0.4232
ASHAPURMIN,0.0001,0.0041,0.0234,0.2858,0.3114,0.2579
NIPPOBATRY,0.0476,0.6668,0.0115,0.1529,0.0315,0.0
APLLTD,0.0002,0.1726,0.6632,0.1372,0.2244,0.0
WINDMACHIN,0.0184,0.9901,0.128,0.087,0.7626,0.0675
HGS,0.0003,0.0038,0.6447,0.1282,0.9415,0.0045
NMDC,0.0,0.1328,0.0391,0.2502,0.9238,0.6737
KICL,0.0001,0.0161,0.9173,0.1463,0.0991,0.0291
ESCORTS,0.0,0.9933,0.0043,0.2681,0.5434,0.1257
ARIES,0.0003,0.2165,0.0106,0.2282,0.3674,0.1403
ZENSARTECH,0.0,0.0014,0.5194,0.1615,0.7207,0.0039
HINDUNILVR,0.0048,0.9754,0.0097,0.0373,0.1674,0.8251
JYOTHYLAB,0.0446,0.7157,0.3883,0.0438,0.424,0.5744
REDINGTON,0.0008,0.1145,0.1526,0.1611,0.2609,0.5898
MFSL,0.0029,0.2465,0.3326,0.1029,0.2475,0.7634
VIJAYABANK,0.0,0.3065,0.0005,0.4758,0.6291,0.0797
USHAMART,0.0024,0.5971,0.0123,0.195,0.541,0.5377
YESBANK,0.0,0.0008,0.1531,0.4478,0.0283,0.178
ONELIFECAP,0.0839,0.5738,0.794,0.0079,0.8757,0.8625
JISLDVREQS,0.0,0.0639,0.0186,0.3098,0.7996,0.5378
HINDALCO,0.0,0.0003,0.0012,0.3716,0.453,0.2079
GSKCONS,0.0,0.1781,0.005,0.1084,0.5432,0.2182
IBULISL,0.0004,0.009,0.0217,0.2588,0.1732,0.242
HINDOILEXP,0.0,0.4885,0.0,0.4456,0.4299,0.0272
TAJGVK,0.0005,0.0015,0.3621,0.2242,0.9767,0.0009
BIRLACORPN,0.0,0.1907,0.486,0.1746,0.4068,0.4805
JINDALSTEL,0.0,0.0029,0.0011,0.3139,0.1985,0.0337
CARERATING,0.1032,0.0793,0.8777,0.0192,0.0476,0.8043
TCI,0.0,0.0329,0.3178,0.2609,0.2796,0.091
SINTEX,0.0,0.3545,0.0156,0.3299,0.1668,0.3065
ONGC,0.0,0.029,0.0398,0.4238,0.8868,0.2783
IDBI,0.0,0.0,0.0,0.5423,0.5936,0.442
VINATIORGA,0.0077,0.0185,0.4911,0.0447,0.163,0.9683
HATHWAY,0.0502,0.0055,0.1581,0.1355,0.8652,0.3139
ATLASCYCLE,0.0,0.0,0.2944,0.3638,0.0779,0.558
BSL,0.3574,0.9238,0.0628,0.0452,0.1391,0.9632
BHARATFIN,0.0003,0.1866,0.0025,0.228,0.0782,0.0118
PFIZER,0.052,0.1174,0.6171,0.0548,0.059,0.0625
INFRABEES,0.0022,0.152,0.7422,0.0875,0.8309,0.5094
SUVEN,0.0006,0.0008,0.2576,0.191,0.1917,0.1848
BAYERCROP,0.0002,0.976,0.9655,0.0877,0.1701,0.3891
BRIGADE,0.0,0.1248,0.0087,0.3269,0.1215,0.0752
DBCORP,0.0004,0.2489,0.7488,0.0752,0.3414,0.2165
TGBHOTELS,0.0007,0.3021,0.158,0.1539,0.3567,0.5784
PFOCUS,0.0563,0.0086,0.1202,0.2356,0.2475,0.0
ALOKTEXT,0.0,0.016,0.0018,0.4064,0.4948,0.4575
LOVABLE,0.0,0.0054,0.6598,0.1942,0.7068,0.4693
TORNTPOWER,0.0001,0.8641,0.001,0.2744,0.8031,0.3526
ENIL,0.0016,0.8098,0.3382,0.0972,0.1474,0.284
DHANBANK,0.0,0.2649,0.1546,0.3298,0.3418,0.8498
ELECON,0.0002,0.1067,0.0011,0.2894,0.7048,0.8772
PEL,0.0547,0.6393,0.9853,0.017,0.2111,0.6376
ANANTRAJ,0.0,0.0229,0.0,0.5481,0.0307,0.2357
IFCI,0.0,0.4556,0.0,0.5554,0.671,0.1148
ESSDEE,0.01,0.519,0.0643,0.1198,0.3504,0.0014
JAYAGROGN,0.0042,0.155,0.2662,0.1246,0.4972,0.0031
GMRINFRA,0.0,0.5941,0.0024,0.3841,0.1622,0.1212
PSB,0.0148,0.007,0.0,0.4267,0.1817,0.1186
SMSPHARMA,0.0103,0.0006,0.343,0.1861,0.336,0.0002
BALAMINES,0.0,0.0575,0.2564,0.2017,0.9602,0.2582
MUKANDENGG,0.0,0.0002,0.2957,0.2609,0.5568,0.8983
JETAIRWAYS,0.0263,0.9084,0.0458,0.1445,0.5736,0.0312
GAIL,0.0,0.2951,0.3782,0.2653,0.6406,0.1755
GABRIEL,0.0,0.0027,0.4768,0.2824,0.1241,0.4968
SOTL,0.0049,0.0283,0.6718,0.0667,0.555,0.0635
SRF,0.0003,0.2684,0.7231,0.0888,0.0174,0.2183
ANDHRSUGAR,0.0054,0.1272,0.0272,0.1814,0.9624,0.4944
TEXRAIL,0.0003,0.6526,0.0037,0.2419,0.1219,0.9246
WENDT,0.0052,0.2892,0.3315,0.0929,0.3362,0.2915
ANDHRABANK,0.0,0.0,0.0,0.5727,0.0629,0.0098
NRBBEARING,0.0059,0.4316,0.1817,0.1091,0.0301,0.8219
IPAPPM,0.0,0.0,0.9373,0.2824,0.0917,0.2008
MOTHERSUMI,0.0068,0.72,0.1782,0.1108,0.0326,0.0024
NIFTYBEES,0.0,0.0007,0.0009,0.8286,0.0018,0.9294
CCL,0.0,0.0021,0.3585,0.2407,0.0232,0.6942
ATFL,0.0002,0.1726,0.9744,0.0976,0.8772,0.3372
LT,0.0,0.0213,0.0841,0.4462,0.3421,0.3508
TEXINFRA,0.0,0.0445,0.0005,0.382,0.6957,0.7713
VTL,0.0,0.5014,0.2851,0.2352,0.9557,0.0007
IOB,0.0,0.0,0.0,0.4871,0.3837,0.8405
COSMOFILMS,0.0,0.0002,0.0259,0.3313,0.9812,0.429
GITANJALI,0.0004,0.0,0.0288,0.299,0.1201,0.3604
PHILIPCARB,0.0001,0.5105,0.0012,0.2811,0.251,0.113
RUBYMILLS,0.0,0.0302,0.0742,0.253,0.4627,0.0794
CERA,0.2095,0.7655,0.8073,-0.0067,0.0252,0.7811
GSPL,0.0008,0.6167,0.0423,0.1631,0.1014,0.5443
AIAENG,0.134,0.5554,0.5014,0.0247,0.0268,0.1783
JUBLFOOD,0.0,0.6198,0.7423,0.1976,0.6541,0.8389
PIDILITIND,0.0001,0.5391,0.8606,0.1015,0.0164,0.5687
CEATLTD,0.0208,0.1467,0.0432,0.135,0.1584,0.4465
JUNIORBEES,0.0,0.8781,0.0007,0.5846,0.0807,0.889
RELIANCE,0.0,0.0628,0.1603,0.4899,0.375,0.0561
SADBHAV,0.0,0.6893,0.4499,0.1831,0.051,0.0206
GHCL,0.0,0.0011,0.0478,0.3041,0.5425,0.058
CARBORUNIV,0.0003,0.0363,0.0461,0.236,0.922,0.107
TCS,0.0,0.0001,0.0,0.1763,0.6389,0.0226
BPCL,0.0,0.0013,0.9537,0.3511,0.0635,0.8115
HINDUJAVEN,0.0,0.0002,0.3407,0.2449,0.2292,0.4943
INDIANB,0.0,0.1104,0.0086,0.3377,0.1157,0.0009
COX&KINGS,0.0012,0.0075,0.6228,0.125,0.1966,0.4982
ULTRACEMCO,0.0,0.015,0.3424,0.2907,0.1426,0.1398
EIHAHOTELS,0.0189,0.0199,0.3805,0.0999,0.2178,0.7644
M&MFIN,0.0025,0.3922,0.0007,0.2592,0.9521,0.0828
EIHOTEL,0.0,0.2123,0.7872,0.1412,0.0918,0.2762
VICEROY,0.0,0.0046,0.0282,0.2938,0.1613,0.8991
FORTIS,0.0,0.0333,0.1913,0.219,0.6858,0.683
SUDARSCHEM,0.2244,0.6404,0.5389,0.0108,0.943,0.5961
OILCOUNTUB,0.0,0.0004,0.0341,0.3032,0.2655,0.889
MARUTI,0.0,0.915,0.4038,0.2577,0.0454,0.0164
M100,0.0,0.9853,0.0055,0.413,0.0894,0.3228
THOMASCOOK,0.0004,0.0056,0.5827,0.1442,0.3898,0.9121
MARICO,0.1642,0.7896,0.9235,-0.0002,0.0792,0.3642
