Symbol,Rm-Rf %,SMB %,HML %,WML %,high-low,Adj-r_sq,const
ICRA,0.0074,0.0291,0.1378,0.2481,0.2908,0.0505,0.2592
HINDPETRO,0.0,0.9069,0.1847,0.2228,0.398,0.3735,0.8414
FINPIPE,0.0079,0.2362,0.1325,0.1451,0.893,0.0935,0.0024
NEULANDLAB,0.0012,0.0859,0.322,0.8886,0.888,0.0482,0.0185
BALMLAWRIE,0.0014,0.2802,0.9171,0.1643,0.9248,0.0759,0.5205
J&KBANK,0.0,0.5195,0.5745,0.0281,0.5494,0.2606,0.3982
IFBIND,0.0039,0.0008,0.0,0.0937,0.4338,0.1836,0.7654
ADORWELD,0.0,0.9834,0.2775,0.1161,0.1464,0.1693,0.6097
PSUBNKBEES,0.0,0.5752,0.7952,0.4892,0.9034,0.1628,0.748
GIPCL,0.0006,0.0005,0.0117,0.0996,0.178,0.1087,0.4685
ZYDUSWELL,0.0,0.1188,0.0732,0.0007,0.0862,0.0987,0.6915
PTC,0.0,0.1425,0.159,0.071,0.0108,0.4256,0.424
UPL,0.0,0.6118,0.1904,0.5055,0.2478,0.2236,0.0524
TI,0.0,0.0002,0.0094,0.037,0.5876,0.2212,0.6242
PGHH,0.0004,0.0279,0.0717,0.4978,0.0026,0.0634,0.2827
TATACHEM,0.0,0.206,0.0612,0.8833,0.7563,0.2431,0.6129
REPRO,0.0,0.0138,0.0081,0.8412,0.5378,0.1226,0.9576
KARURVYSYA,0.0,0.003,0.0093,0.519,0.5255,0.2939,0.3089
DIVISLAB,0.0,0.3337,0.7805,0.918,0.562,0.1152,0.2441
CUB,0.0,0.1541,0.3333,0.4983,0.7534,0.1457,0.6786
JMCPROJECT,0.0003,0.0361,0.1618,0.1118,0.4041,0.1039,0.8422
GUJAPOLLO,0.0008,0.199,0.6239,0.1237,0.2689,0.0417,0.8742
SUNPHARMA,0.0155,0.2566,0.1553,0.7839,0.0221,0.069,0.8854
SCHAEFFLER,0.0001,0.0001,0.0206,0.9231,0.064,0.0725,0.4287
ABAN,0.0,0.0186,0.0322,0.2307,0.1223,0.2643,0.3138
BHUSANSTL,0.0012,0.4337,0.63,0.6296,0.9453,0.1057,0.4061
VSTTILLERS,0.0,0.0204,0.4007,0.5247,0.6196,0.1313,0.0154
KOTAKGOLD,0.0131,0.734,0.6743,0.3128,0.3979,0.0168,0.9054
IPCALAB,0.0063,0.1206,0.001,0.0034,0.3811,0.0697,0.1841
MHRIL,0.0,0.0032,0.0293,0.8476,0.0193,0.1662,0.8599
3MINDIA,0.0,0.0239,0.2354,0.1279,0.1564,0.0589,0.9982
HDFC,0.0,0.7787,0.0833,0.0083,0.2061,0.4569,0.5969
GLOBUSSPR,0.0,0.0002,0.0019,0.2665,0.6511,0.2227,0.9927
TRIDENT,0.0,0.0,0.0011,0.9063,0.4908,0.1379,0.0246
RALLIS,0.0,0.1147,0.1728,0.6614,0.9231,0.1227,0.255
JKCEMENT,0.0006,0.4121,0.4137,0.567,0.2649,0.1063,0.3539
KITEX,0.0001,0.0051,0.019,0.433,0.834,0.0734,0.1739
VGUARD,0.0045,0.8096,0.9222,0.1719,0.0527,0.0676,0.8954
BANKBARODA,0.0,0.0234,0.2967,0.0023,0.382,0.4614,0.9974
KOTAKPSUBK,0.0,0.4373,0.5311,0.0022,0.6284,0.4215,0.6915
MAHSCOOTER,0.003,0.0496,0.0803,0.8377,0.5225,0.0492,0.9925
SABTN,0.064,0.2753,0.1394,0.5532,0.8277,0.0356,0.5486
MANAPPURAM,0.0048,0.0274,0.002,0.3734,0.6643,0.1122,0.5965
BERGEPAINT,0.0047,0.378,0.8622,0.154,0.966,0.0653,0.0675
CENTENKA,0.0,0.0019,0.0,0.0081,0.4627,0.3448,0.0541
AXISGOLD,0.0973,0.4449,0.4792,0.9557,0.2558,0.0027,0.9603
HINDZINC,0.0001,0.0112,0.5385,0.0053,0.3438,0.3101,0.6009
BINANIIND,0.0,0.0112,0.0015,0.0909,0.7662,0.2615,0.4356
SUPREMEIND,0.0001,0.1677,0.6968,0.6255,0.9439,0.0683,0.0159
GICHSGFIN,0.0,0.0657,0.0012,0.0412,0.7354,0.3439,0.8471
POLARIS,0.0002,0.059,0.149,0.0937,0.0676,0.0812,0.369
MAYURUNIQ,0.05,0.0617,0.2343,0.8684,0.2668,0.0067,0.8943
HAVELLS,0.0,0.3164,0.2634,0.9482,0.7073,0.1761,0.1518
JAYNECOIND,0.0,0.0,0.0,0.0788,0.0821,0.2899,0.4491
IDBIGOLD,0.1074,0.4053,0.9378,0.4962,0.494,-0.0072,0.8794
63MOONS,0.0011,0.2066,0.1065,0.0137,0.0,0.1664,0.5091
TTKPRESTIG,0.0001,0.126,0.1702,0.5405,0.0032,0.0876,0.5978
INDIAGLYCO,0.0,0.0002,0.0007,0.0761,0.1234,0.229,0.7903
NETWORK18,0.0,0.0083,0.0012,0.4895,0.8292,0.4041,0.6099
BALRAMCHIN,0.0005,0.0171,0.0126,0.5243,0.8621,0.1108,0.5419
JUBILANT,0.0012,0.1693,0.1129,0.8932,0.2731,0.0862,0.8108
EASUNREYRL,0.0096,0.6707,0.7866,0.0731,0.8521,0.0801,0.5102
BBTC,0.0,0.0041,0.0081,0.6124,0.0794,0.2853,0.4712
SUPPETRO,0.0037,0.0309,0.0507,0.0038,0.1471,0.1377,0.2808
MAHLIFE,0.0,0.0013,0.0683,0.1711,0.9305,0.1061,0.5604
RELCAPITAL,0.0,0.1042,0.0,0.0003,0.0892,0.7642,0.6974
AJMERA,0.0001,0.0641,0.0767,0.5878,0.5412,0.1253,0.182
EMCO,0.0,0.0006,0.0062,0.0888,0.8335,0.1786,0.42
HDFCBANK,0.0,0.091,0.0023,0.3816,0.4145,0.502,0.5012
GREENPOWER,0.2725,0.7499,0.6901,0.8194,0.3953,-0.007,0.5897
VADILALIND,0.0,0.1118,0.9973,0.0838,0.7279,0.2914,0.5729
ENGINERSIN,0.0,0.2367,0.0519,0.0044,0.0057,0.2379,0.9319
INGERRAND,0.0,0.0,0.0181,0.7132,0.7695,0.224,0.6441
ARCHIES,0.0,0.0,0.0,0.4398,0.7689,0.1999,0.5892
TWL,0.0004,0.0001,0.0002,0.0131,0.5673,0.2202,0.1331
DISHTV,0.0,0.073,0.0385,0.7424,0.7214,0.188,0.9712
BIOCON,0.0,0.0146,0.0466,0.4674,0.3228,0.154,0.0093
KTKBANK,0.0,0.5391,0.0564,0.0085,0.2722,0.4266,0.9749
BHEL,0.0,0.981,0.4424,0.3807,0.9169,0.3096,0.9353
MANGLMCEM,0.0,0.0,0.0,0.2204,0.2183,0.2793,0.4313
SANOFI,0.0155,0.4656,0.4774,0.4929,0.5697,0.0227,0.2155
GRANULES,0.0,0.0001,0.0015,0.9102,0.2787,0.1868,0.1913
RADICO,0.2073,0.1357,0.2522,0.3599,0.1856,0.0325,0.5255
MCLEODRUSS,0.0014,0.5164,0.189,0.6891,0.8041,0.0994,0.7262
CENTRALBK,0.0,0.0008,0.0006,0.241,0.5872,0.4312,0.3258
BANKINDIA,0.0,0.112,0.835,0.0004,0.5108,0.511,0.9851
COALINDIA,0.0,0.7788,0.8217,0.4148,0.5964,0.1705,0.9699
VENUSREM,0.0,0.212,0.4572,0.4788,0.8345,0.1555,0.5758
BOMDYEING,0.0,0.0,0.0003,0.3511,0.0314,0.3782,0.8847
WABCOINDIA,0.0017,0.0208,0.0124,0.2281,0.2635,0.0442,0.2341
ALEMBICLTD,0.1663,0.3344,0.6445,0.6331,0.0604,0.045,0.6848
DCW,0.0,0.0084,0.0019,0.0203,0.6126,0.2955,0.6352
TVSMOTOR,0.0001,0.2529,0.4678,0.8526,0.0402,0.1308,0.0345
TAKE,0.0024,0.006,0.0058,0.0568,0.7487,0.0417,0.2956
HFCL,0.0,0.0055,0.0677,0.9643,0.0028,0.1621,0.5682
INDHOTEL,0.0,0.1688,0.0036,0.1353,0.9685,0.2297,0.5153
EVERESTIND,0.0,0.0016,0.0239,0.7475,0.0369,0.2203,0.8783
HONDAPOWER,0.0,0.0016,0.0029,0.0313,0.865,0.1092,0.7789
GTL,0.0,0.0,0.0,0.5099,0.2071,0.3055,0.5517
UFLEX,0.0,0.001,0.0248,0.0,0.3379,0.3527,0.2528
ORCHIDPHAR,0.0,0.0,0.0002,0.0007,0.5837,0.374,0.3788
FLEXITUFF,0.0329,0.0111,0.0196,0.3323,0.5233,0.0169,0.3973
MOIL,0.0,0.103,0.8375,0.1106,0.5189,0.2491,0.4177
NESTLEIND,0.0,0.1793,0.2884,0.058,0.0953,0.0878,0.447
AUROPHARMA,0.0001,0.4196,0.0001,0.4733,0.2514,0.2916,0.0184
BLUEDART,0.0008,0.032,0.2199,0.5854,0.672,0.0693,0.0059
TATAGLOBAL,0.0,0.013,0.0,0.6445,0.0669,0.3113,0.4555
GUJFLUORO,0.0,0.4596,0.4758,0.0478,0.2056,0.2005,0.6383
CIPLA,0.0,0.5615,0.6328,0.8837,0.3963,0.1533,0.5864
HEG,0.0,0.0003,0.0002,0.3102,0.2966,0.1784,0.6477
PCJEWELLER,0.0,0.01,0.1948,0.009,0.1615,0.1441,0.5641
SANGHVIMOV,0.0236,0.9992,0.1447,0.1705,0.6867,0.1195,0.1622
DBREALTY,0.0,0.0042,0.0,0.7182,0.1808,0.3262,0.1975
METKORE,0.0018,0.0483,0.3806,0.9102,0.1697,0.0339,0.7727
GDL,0.0404,0.9465,0.8902,0.7432,0.2526,0.0344,0.5643
FEL,0.0,0.3514,0.0013,0.1002,0.4133,0.2977,0.1526
SHILPI,0.0113,0.0019,0.0001,0.9496,0.9202,0.0988,0.245
ACE,0.0,0.0,0.0001,0.5997,0.2344,0.2833,0.9571
UNITY,0.0,0.0081,0.0001,0.3039,0.7213,0.3958,0.7746
RELIGARE,0.0011,0.521,0.204,0.049,0.3559,0.0667,0.8324
NHPC,0.0,0.0036,0.0653,0.0591,0.747,0.1617,0.6578
GAEL,0.0026,0.0049,0.0106,0.4567,0.6091,0.0448,0.4653
SAIL,0.0,0.8136,0.5197,0.0,0.3704,0.4051,0.7267
HONAUT,0.0,0.9033,0.4524,0.7153,0.8827,0.1062,0.4567
PHOENIXLTD,0.0279,0.3709,0.3626,0.4582,0.7581,0.033,0.959
LOKESHMACH,0.0496,0.0369,0.4667,0.2973,0.7474,0.0054,0.8292
COLPAL,0.0001,0.9698,0.2018,0.7142,0.1777,0.1421,0.8754
PRATIBHA,0.0,0.0002,0.0045,0.7971,0.878,0.2309,0.3851
RJL,0.0084,0.8935,0.6571,0.9982,0.3465,0.0459,0.7471
RAJESHEXPO,0.0012,0.1154,0.1896,0.2333,0.5023,0.0447,0.3148
BLISSGVS,0.001,0.001,0.0048,0.4579,0.0503,0.0525,0.5972
BANCOINDIA,0.2814,0.0305,0.0578,0.179,0.8217,0.0383,0.4551
ADANIPOWER,0.0006,0.4945,0.0381,0.0,0.2048,0.3486,0.9753
SANGHIIND,0.0012,0.0215,0.0067,0.119,0.8477,0.0563,0.7405
RELINFRA,0.0,0.0164,0.0025,0.0,0.7013,0.6822,0.8709
KOTAKNIFTY,0.0,0.9278,0.0043,0.5434,0.3689,0.5665,0.0516
GESHIP,0.0566,0.2607,0.1295,0.8093,0.1277,0.0426,0.2397
OMAXE,0.0003,0.9011,0.6918,0.3801,0.9964,0.1353,0.5702
NDL,0.3125,0.9073,0.0737,0.1896,0.6688,0.0235,0.923
KCP,0.0001,0.0054,0.0019,0.2781,0.582,0.1032,0.2868
EDL,0.0196,0.0384,0.1424,0.0733,0.7692,0.066,0.8481
BEL,0.0008,0.4436,0.1746,0.2478,0.0512,0.0991,0.6355
PFS,0.0,0.0,0.0,0.4294,0.9273,0.2631,0.8104
ECLERX,0.1733,0.4984,0.2749,0.7262,0.2312,0.0142,0.0702
GRAPHITE,0.2026,0.0608,0.2786,0.1754,0.0625,0.0569,0.4312
SWANENERGY,0.1591,0.0555,0.0455,0.8277,0.4066,0.0362,0.7691
OMKARCHEM,0.0,0.0046,0.1151,0.2475,0.0222,0.1176,0.8364
SRSLTD,0.0001,0.1046,0.0064,0.0085,0.4759,0.0953,0.74
MAHABANK,0.0,0.0163,0.0018,0.3031,0.9433,0.3011,0.1986
GET&D,0.0,0.0042,0.3601,0.7685,0.974,0.1363,0.2224
LAKSHVILAS,0.0,0.0017,0.0006,0.8125,0.5241,0.3079,0.8057
LYKALABS,0.0003,0.0263,0.0366,0.302,0.6817,0.057,0.6003
MMFL,0.0005,0.0295,0.214,0.0265,0.4882,0.1181,0.4066
KANSAINER,0.0092,0.0073,0.0012,0.1352,0.0009,0.0587,0.5465
UNICHEMLAB,0.0,0.0079,0.0441,0.7102,0.8761,0.1082,0.3086
COROMANDEL,0.0003,0.0855,0.4216,0.2526,0.8803,0.0867,0.5579
JSWSTEEL,0.0,0.0144,0.1939,0.0209,0.9534,0.4104,0.239
VAKRANGEE,0.999,0.6912,0.7212,0.0903,0.1131,0.014,0.1068
TBZ,0.0,0.0722,0.5812,0.1152,0.5539,0.106,0.7348
INFRATEL,0.0005,0.7903,0.8247,0.3403,0.3354,0.1007,0.9163
KPIT,0.0,0.0002,0.0995,0.0643,0.4793,0.1355,0.0257
MADRASFERT,0.0,0.1951,0.4269,0.1093,0.7673,0.1556,0.5045
HUBTOWN,0.0351,0.2671,0.0943,0.4438,0.8796,0.0518,0.3515
RECLTD,0.0,0.7626,0.4044,0.0511,0.4154,0.4452,0.4608
NIITLTD,0.0001,0.0003,0.0052,0.0166,0.6443,0.1937,0.2554
SIMPLEXINF,0.0,0.0053,0.0481,0.1077,0.73,0.1511,0.3736
TTML,0.0001,0.0,0.0,0.9707,0.2244,0.1381,0.9837
CANBK,0.0,0.1498,0.5681,0.0009,0.8204,0.5188,0.4896
NILKAMAL,0.0,0.0,0.0083,0.7905,0.8224,0.1611,0.92
SUNDARMFIN,0.0,0.0177,0.0298,0.0352,0.1517,0.1399,0.1998
TIMETECHNO,0.0001,0.0275,0.0454,0.3308,0.9317,0.0781,0.84
LIQUIDBEES,0.3804,0.9388,0.4328,0.0003,0.7562,0.0413,0.0
PUNJLLOYD,0.0,0.8078,0.0087,0.0217,0.0139,0.4463,0.5165
SCI,0.0,0.0,0.0001,0.1943,0.4115,0.2975,0.5417
DHARSUGAR,0.0001,0.0002,0.0073,0.9302,0.5938,0.1099,0.5376
PIIND,0.0162,0.1878,0.9175,0.875,0.6267,0.0069,0.7237
BAJAJHLDNG,0.0069,0.5665,0.687,0.6845,0.1863,0.0326,0.828
ASTRAZEN,0.0,0.0042,0.0039,0.9228,0.0011,0.127,0.8297
SURYAROSNI,0.0,0.0,0.0004,0.1904,0.3859,0.1748,0.381
DIAPOWER,0.0,0.0002,0.0306,0.4428,0.3609,0.1761,0.8961
VEDL,0.0003,0.0035,0.571,0.0024,0.6515,0.3359,0.4872
EXIDEIND,0.0,0.9746,0.5966,0.3701,0.7116,0.1778,0.8852
KSCL,0.0001,0.0651,0.0976,0.3854,0.0016,0.1147,0.0616
FINCABLES,0.0,0.0001,0.0147,0.7288,0.7796,0.2287,0.0337
BGRENERGY,0.0,0.0546,0.1135,0.0008,0.7911,0.3369,0.604
TECHNO,0.0,0.0046,0.5103,0.6415,0.6641,0.0828,0.9764
APTECHT,0.0,0.0,0.0001,0.5099,0.7047,0.1996,0.1622
NOIDATOLL,0.0003,0.0184,0.2487,0.3472,0.6169,0.0743,0.5334
NELCO,0.0038,0.0386,0.0305,0.5686,0.2616,0.0636,0.9233
GRASIM,0.0,0.6657,0.7659,0.6596,0.0016,0.3743,0.8864
SUNTECK,0.018,0.6374,0.3715,0.2918,0.3956,0.0596,0.1799
UCOBANK,0.0,0.1573,0.0476,0.0193,0.7067,0.5315,0.5602
KOTAKBANK,0.0,0.1069,0.0525,0.1594,0.3484,0.4531,0.2868
DICIND,0.144,0.401,0.7053,0.6368,0.0384,0.0223,0.081
TV18BRDCST,0.0,0.4624,0.6905,0.8424,0.0367,0.2957,0.9166
DPL,0.0317,0.058,0.0002,0.6144,0.9171,0.0946,0.489
ASHOKA,0.0034,0.2888,0.5204,0.3205,0.6151,0.0462,0.7923
MAHSEAMLES,0.0695,0.0501,0.5033,0.6838,0.3728,0.0094,0.2407
MOTILALOFS,0.0001,0.0328,0.0001,0.6294,0.9161,0.1697,0.783
GMDCLTD,0.0,0.2502,0.2656,0.0052,0.2838,0.2065,0.595
INSECTICID,0.0006,0.0132,0.1086,0.277,0.2255,0.0761,0.4771
FSL,0.0002,0.0007,0.0038,0.5483,0.5433,0.1083,0.0325
TATAMTRDVR,0.0,0.6809,0.1148,0.8958,0.5587,0.3118,0.2843
KOLTEPATIL,0.0,0.0002,0.0001,0.0248,0.0067,0.4707,0.3893
DOLPHINOFF,0.0,0.0106,0.0567,0.9532,0.9535,0.1144,0.6888
PRESTIGE,0.0,0.0799,0.1553,0.0826,0.4268,0.1958,0.7774
INFINITE,0.1375,0.5065,0.1504,0.9247,0.1295,0.0394,0.5383
INOXLEISUR,0.0,0.0,0.0009,0.0511,0.0717,0.2675,0.0326
UNIONBANK,0.0,0.0457,0.3845,0.0029,0.2332,0.5657,0.2387
ALCHEM,0.0,0.0842,0.3716,0.0724,0.6235,0.1979,0.9818
GRAVITA,0.0244,0.3677,0.3372,0.395,0.5151,0.0518,0.1278
SJVN,0.1216,0.0353,0.1284,0.0263,0.49,0.0749,0.2661
TORNTPHARM,0.531,0.4546,0.0912,0.3932,0.4663,-0.0054,0.7206
CHOLAFIN,0.0,0.1602,0.0375,0.2003,0.6797,0.1512,0.9351
ATUL,0.0,0.03,0.0014,0.8514,0.1211,0.1945,0.434
APCOTEXIND,0.0015,0.0367,0.0422,0.355,0.1756,0.0399,0.487
SEAMECLTD,0.0038,0.0019,0.01,0.1839,0.8405,0.1027,0.8365
RANEHOLDIN,0.0417,0.1267,0.0506,0.1766,0.4838,0.0225,0.7937
INDOWIND,0.0002,0.0027,0.002,0.9234,0.8232,0.1051,0.5926
ASIANPAINT,0.002,0.5734,0.526,0.7551,0.0293,0.0702,0.5373
GODFRYPHLP,0.0433,0.2484,0.3895,0.5057,0.0934,0.0198,0.8691
MANINFRA,0.024,0.8568,0.8875,0.0012,0.3363,0.134,0.5563
EIDPARRY,0.0,0.1076,0.1932,0.4042,0.5537,0.2541,0.7959
GEPIL,0.0,0.0045,0.0961,0.234,0.1705,0.1922,0.4444
EDELWEISS,0.0007,0.6214,0.1486,0.3883,0.1913,0.1067,0.823
NOCIL,0.0,0.0026,0.0031,0.5036,0.2187,0.287,0.6755
HCL-INSYS,0.0,0.0024,0.0118,0.4771,0.7921,0.0994,0.3894
JKPAPER,0.0,0.0009,0.0008,0.6085,0.4947,0.1687,0.9184
ICICIGOLD,0.0367,0.699,0.2312,0.9304,0.0765,0.0257,0.9803
SOUTHBANK,0.0,0.1194,0.0022,0.3438,0.8498,0.2884,0.5807
RAMCOIND,0.0,0.0018,0.0005,0.7404,0.1501,0.1338,0.51
ANSALHSG,0.0742,0.1332,0.6864,0.0982,0.8527,0.0258,0.9755
HIKAL,0.1162,0.3925,0.5501,0.2291,0.5876,-0.0054,0.9358
ZEELEARN,0.0026,0.0577,0.5049,0.6982,0.2883,0.0378,0.622
PGIL,0.0,0.412,0.0098,0.5962,0.0311,0.1732,0.18
BHARTIARTL,0.0,0.0138,0.2594,0.2229,0.515,0.31,0.7239
LAOPALA,0.0,0.0112,0.0142,0.0733,0.2942,0.1471,0.036
GOACARBON,0.0001,0.0,0.0047,0.6112,0.657,0.126,0.7171
DCBBANK,0.0,0.0067,0.0009,0.2961,0.9627,0.3961,0.2668
SUPRAJIT,0.0014,0.0007,0.0125,0.8707,0.4078,0.0549,0.0436
SURYALAXMI,0.2345,0.2471,0.0211,0.5311,0.5692,0.0511,0.7049
SHAKTIPUMP,0.0,0.011,0.1209,0.33,0.8061,0.1169,0.1771
HARRMALAYA,0.0,0.0025,0.101,0.0131,0.4034,0.238,0.4569
TATAPOWER,0.0,0.9031,0.9525,0.0991,0.1879,0.2596,0.8514
SRIPIPES,0.0,0.0051,0.2252,0.2032,0.9301,0.136,0.4536
MANINDS,0.0308,0.2759,0.0435,0.2046,0.2834,0.0435,0.0935
GRUH,0.0,0.0635,0.2534,0.7964,0.0977,0.1367,0.338
HEIDELBERG,0.0,0.0004,0.2003,0.9812,0.713,0.2025,0.9296
CESC,0.0,0.4103,0.024,0.6697,0.5416,0.1555,0.0922
SMARTLINK,0.0753,0.5418,0.2354,0.5048,0.8591,0.0334,0.3372
TIRUMALCHM,0.0,0.0013,0.0003,0.5842,0.6294,0.1411,0.612
RUCHISOYA,0.0074,0.0763,0.1131,0.6521,0.174,0.0404,0.7211
MANGCHEFER,0.0001,0.0001,0.0,0.8084,0.1273,0.1515,0.1348
TNPL,0.0,0.0254,0.7488,0.367,0.7284,0.0947,0.1434
ONMOBILE,0.0,0.0005,0.3015,0.8837,0.5467,0.2302,0.778
DQE,0.0003,0.0021,0.0325,0.1367,0.2597,0.14,0.0103
SUMEETINDS,0.0043,0.389,0.7419,0.4186,0.0418,0.0532,0.4055
KSBPUMPS,0.0048,0.7923,0.5571,0.0673,0.3574,0.0413,0.3564
RAINBOWPAP,0.0523,0.6435,0.6639,0.1967,0.0693,0.0716,0.9767
VARDMNPOLY,0.0006,0.1033,0.4465,0.4694,0.978,0.0401,0.4738
GEOJITFSL,0.0,0.0023,0.0006,0.6488,0.6799,0.1837,0.9565
CANTABIL,0.1318,0.7168,0.898,0.3708,0.2089,0.0076,0.6534
BAJAJ-AUTO,0.0,0.6036,0.0469,0.0071,0.815,0.3484,0.8131
SYNDIBANK,0.0,0.64,0.0977,0.0022,0.8153,0.4506,0.9877
ADFFOODS,0.0,0.0,0.0001,0.4462,0.8984,0.195,0.9451
BRITANNIA,0.0,0.2202,0.6334,0.0194,0.1804,0.1116,0.0087
IMFA,0.0001,0.0346,0.0109,0.0263,0.0227,0.1889,0.7323
CAPF,0.0004,0.1405,0.2339,0.3455,0.5415,0.1067,0.7283
OFSS,0.0373,0.4878,0.0372,0.8393,0.0881,0.0523,0.6943
DENABANK,0.0,0.383,0.005,0.0004,0.899,0.5907,0.2983
SUNFLAG,0.074,0.7644,0.2588,0.2068,0.0389,0.0574,0.5782
NUCLEUS,0.003,0.0824,0.1517,0.923,0.0106,0.104,0.0154
GPPL,0.348,0.3387,0.7008,0.7825,0.0303,0.0145,0.1536
STCINDIA,0.1018,0.2404,0.5459,0.0,0.5698,0.35,0.1507
JSWENERGY,0.0,0.6975,0.0184,0.0032,0.4198,0.4906,0.5668
DELTACORP,0.0005,0.1715,0.0686,0.05,0.7557,0.1586,0.179
HEROMOTOCO,0.0,0.9577,0.0932,0.8045,0.0921,0.226,0.2399
ARVIND,0.0,0.0543,0.0686,0.9021,0.5993,0.2487,0.0971
IRB,0.0,0.8481,0.3387,0.0014,0.2135,0.3151,0.719
DCMSHRIRAM,0.0138,0.008,0.0091,0.4004,0.2326,0.058,0.9393
MARALOVER,0.0089,0.0124,0.0411,0.552,0.5683,0.064,0.1999
OCL,0.0058,0.2073,0.026,0.7314,0.0231,0.0788,0.4244
M&M,0.0,0.4205,0.026,0.3708,0.4861,0.3144,0.4549
HSCL,0.0731,0.1124,0.4568,0.0132,0.0886,0.0542,0.684
CHENNPETRO,0.0,0.0007,0.0157,0.3158,0.2422,0.1197,0.5552
HDFCMFGETF,0.0685,0.8683,0.4445,0.8026,0.1801,0.0096,0.9512
UBL,0.0003,0.5254,0.0535,0.2444,0.4678,0.1061,0.9448
INEOSSTYRO,0.0,0.0026,0.0869,0.1677,0.2143,0.1261,0.3906
BAJAJHIND,0.0,0.0001,0.0,0.0102,0.9109,0.3133,0.6738
INFY,0.0376,0.857,0.0428,0.1481,0.5466,0.0381,0.0522
SARDAEN,0.0,0.0,0.0011,0.0235,0.5806,0.3352,0.3462
NIITTECH,0.5029,0.5172,0.903,0.2322,0.1351,0.0285,0.0508
ZUARIGLOB,0.0056,0.0308,0.0412,0.0706,0.3246,0.125,0.8862
DHFL,0.0,0.0334,0.8571,0.0975,0.6984,0.2652,0.1168
AUTOIND,0.0,0.0,0.0002,0.0645,0.9644,0.3266,0.5189
IVZINGOLD,0.0012,0.0116,0.5644,0.0761,0.0152,0.0485,0.9873
MMTC,0.1679,0.3048,0.4496,0.0,0.5466,0.3608,0.001
HCC,0.0,0.0023,0.0347,0.1066,0.791,0.2259,0.4782
RAIN,0.9537,0.5473,0.4812,0.702,0.6537,0.0036,0.9316
ORISSAMINE,0.0,0.0038,0.0002,0.0,0.0026,0.4219,0.9936
RPGLIFE,0.2013,0.9663,0.6318,0.4832,0.8221,-0.0026,0.9567
CONCOR,0.2737,0.801,0.7638,0.7749,0.7713,-0.0047,0.9874
SHRIRAMCIT,0.0479,0.0164,0.0451,0.9718,0.1086,0.0166,0.4091
DALMIABHA,0.0,0.0032,0.006,0.8404,0.0028,0.1031,0.6167
GLAXO,0.5437,0.7465,0.1032,0.687,0.4521,0.0021,0.1805
KALPATPOWR,0.0,0.0034,0.0108,0.6174,0.2137,0.1594,0.4202
BRFL,0.645,0.7293,0.8042,0.2995,0.157,-0.007,0.6972
JINDRILL,0.0,0.0,0.0005,0.3254,0.5,0.1895,0.6573
TATACOMM,0.0002,0.6384,0.12,0.2047,0.1933,0.1974,0.156
CEBBCO,0.0,0.0,0.0001,0.2905,0.7906,0.2588,0.0126
GODREJIND,0.0,0.5209,0.1656,0.3029,0.5768,0.3091,0.7089
TATAMOTORS,0.0,0.6048,0.1894,0.1438,0.701,0.2563,0.2725
FELDVR,0.0,0.111,0.0017,0.2173,0.2467,0.2463,0.0988
ABGSHIP,0.4765,0.3534,0.903,0.3471,0.9977,-0.0079,0.9448
M50,0.0,0.3503,0.3381,0.6245,0.1927,0.4482,0.122
ALBK,0.0,0.1755,0.1664,0.0,0.8897,0.531,0.3623
AUTOAXLES,0.0101,0.1796,0.9453,0.015,0.6147,0.0845,0.8489
ROLTA,0.0,0.0792,0.6781,0.4438,0.3321,0.1235,0.2368
AKZOINDIA,0.0014,0.0698,0.1279,0.7674,0.0889,0.0442,0.8436
APLLTD,0.0001,0.2625,0.3137,0.9712,0.8263,0.0953,0.0073
HGS,0.0127,0.0309,0.1219,0.7825,0.5592,0.0301,0.0775
RAMANEWS,0.0098,0.0005,0.0034,0.4554,0.1295,0.1162,0.8767
NMDC,0.0,0.5215,0.073,0.0,0.1818,0.4134,0.4014
ESCORTS,0.0,0.0213,0.0046,0.1767,0.4611,0.2499,0.0162
HSIL,0.0,0.0,0.0,0.9108,0.5144,0.2564,0.9162
ARIES,0.0,0.001,0.0,0.2481,0.1591,0.1348,0.9462
CASTEXTECH,0.0007,0.0467,0.0807,0.2656,0.6388,0.1083,0.9968
ZENSARTECH,0.0001,0.0001,0.0103,0.1742,0.747,0.0684,0.1108
NATNLSTEEL,0.0,0.0024,0.001,0.5692,0.945,0.1832,0.5382
KPRMILL,0.0,0.0333,0.0096,0.6379,0.1089,0.2053,0.1912
HINDUNILVR,0.0,0.8824,0.2511,0.0282,0.6327,0.149,0.5337
JYOTHYLAB,0.0012,0.2329,0.5088,0.4899,0.4148,0.0463,0.297
SICAL,0.3556,0.0264,0.0127,0.3556,0.525,0.0312,0.9499
WELCORP,0.0,0.0001,0.0017,0.427,0.48,0.1946,0.8302
MFSL,0.0,0.0359,0.0183,0.2421,0.5664,0.1208,0.8987
VIJAYABANK,0.0,0.4603,0.0032,0.0013,0.3445,0.6302,0.2188
USHAMART,0.0002,0.0094,0.0035,0.4083,0.1352,0.1702,0.5206
YESBANK,0.0,0.6777,0.75,0.5453,0.7673,0.4163,0.7856
ONELIFECAP,0.4495,0.1892,0.5389,0.0787,0.1534,0.0113,0.3845
