Symbol,Rm-Rf %,SMB %,HML %,Adj-r_sq,const,WML %
INDBANK,0.0004,0.0469,0.2862,0.1233,0.8048,0.9404
MADHUCON,0.8986,0.008,0.0006,0.0726,0.7677,0.9872
ONWARDTEC,0.1368,0.0016,0.5847,0.0755,0.6035,0.2423
NAHARPOLY,0.0073,0.0,0.0035,0.1834,0.9564,0.3691
IDEA,0.0025,0.7568,0.4366,0.0963,0.2231,0.0001
TREEHOUSE,0.6649,0.0016,0.0198,0.0444,0.6682,0.979
CCHHL,0.0576,0.0005,0.0419,0.0944,0.5234,0.1786
KAJARIACER,0.0001,0.0961,0.8351,0.133,0.4369,0.575
BBL,0.0001,0.0014,0.6012,0.1593,0.6787,0.5773
MANAKSTEEL,0.191,0.0096,0.418,0.0523,0.0541,0.645
SWARAJENG,0.8913,0.1082,0.4162,0.0107,0.2179,0.1664
DREDGECORP,0.0,0.2239,0.5703,0.1615,0.6599,0.9589
KRBL,0.0104,0.0295,0.0927,0.0949,0.1026,0.7767
GEECEE,0.0046,0.0046,0.1131,0.1126,0.9541,0.6084
MOHOTAIND,0.1281,0.2065,0.7664,0.0128,0.0025,0.8337
PREMEXPLN,0.0,0.0017,0.9772,0.2075,0.4549,0.1147
INDOTECH,0.0373,0.0001,0.0096,0.1785,0.3134,0.0254
SHANTIGEAR,0.005,0.0026,0.5597,0.0887,0.5146,0.3377
JKLAKSHMI,0.0001,0.3166,0.9636,0.0951,0.743,0.6741
OIL,0.108,0.1063,0.3461,0.0312,0.4387,0.9468
FCONSUMER,0.0001,0.0,0.2025,0.2431,0.109,0.3934
BHARATFORG,0.0482,0.2625,0.9465,0.0473,0.5108,0.1091
PSL,0.1587,0.122,0.0716,0.0643,0.8198,0.3251
GULPOLY,0.0244,0.0971,0.6901,0.0421,0.9885,0.784
LAURUSLABS,0.0001,0.0034,0.7856,0.1202,0.8748,0.2992
CELESTIAL,0.2444,0.0104,0.0062,0.0915,0.5556,0.3256
MENONBE,0.0005,0.0007,0.0834,0.1693,0.7722,0.9181
PATSPINLTD,0.0012,0.0568,0.7268,0.0934,0.358,0.8347
IGL,0.1691,0.8305,0.2418,-0.0044,0.7153,0.8491
IDFC,0.0009,0.0007,0.0001,0.2676,0.3856,0.1495
JMFINANCIL,0.0,0.3437,0.2744,0.254,0.3688,0.5947
TRIVENI,0.0,0.0043,0.2805,0.2336,0.2953,0.0264
ZODIACLOTH,0.6176,0.0209,0.0817,0.0315,0.6543,0.5432
PETRONET,0.3812,0.9655,0.7385,0.0013,0.5375,0.2102
VISASTEEL,0.0003,0.6922,0.8923,0.1088,0.8943,0.7951
CYIENT,0.0516,0.1194,0.0524,0.067,0.6142,0.2901
PNBGILTS,0.0005,0.0168,0.0361,0.1616,0.368,0.8988
GREENPLY,0.0251,0.176,0.3829,0.0698,0.7341,0.2428
ZEEMEDIA,0.0143,0.0,0.1588,0.1738,0.7098,0.3492
MUTHOOTFIN,0.0,0.1773,0.738,0.2707,0.8964,0.3577
BAJFINANCE,0.0,0.0808,0.0511,0.3147,0.3801,0.0161
BASML,0.1503,0.0321,0.0982,0.0463,0.7058,0.1484
KNRCON,0.1156,0.0701,0.0003,0.1299,0.0389,0.0345
IBREALEST,0.0136,0.0001,0.0088,0.1735,0.4306,0.2892
VOLTAMP,0.0002,0.0005,0.4414,0.1653,0.9344,0.7084
KOTHARIPET,0.2047,0.0,0.0165,0.1184,0.8132,0.4856
RATNAMANI,0.0037,0.0083,0.2044,0.12,0.3027,0.5109
FIEMIND,0.0109,0.0288,0.384,0.0938,0.2037,0.2726
BALAJITELE,0.0001,0.0006,0.7537,0.1594,0.5789,0.917
KOHINOOR,0.0013,0.0377,0.115,0.1226,0.5345,0.7761
ELGIEQUIP,0.0015,0.3508,0.664,0.0824,0.2687,0.746
DABUR,0.0001,0.9815,0.9342,0.0948,0.4374,0.8145
ASHOKLEY,0.0,0.1108,0.7863,0.2381,0.8345,0.9126
SRTRANSFIN,0.0,0.4817,0.0208,0.1868,0.3789,0.4897
SUNDRMFAST,0.0,0.4184,0.1971,0.163,0.1703,0.6756
KOTARISUG,0.0071,0.0567,0.7656,0.0533,0.9154,0.7664
IVC,0.0305,0.0001,0.0635,0.1171,0.2354,0.4786
RBL,0.0083,0.2455,0.9557,0.0555,0.8967,0.5228
SYMPHONY,0.0,0.3654,0.5568,0.1087,0.3486,0.0989
NFL,0.0006,0.2196,0.0237,0.154,0.2331,0.5447
UNITEDBNK,0.9394,0.6742,0.0,0.3628,0.907,0.0023
MAJESCO,0.002,0.0035,0.3784,0.1145,0.9218,0.9949
MINDACORP,0.0014,0.0022,0.4586,0.1339,0.2611,0.4364
MUKTAARTS,0.0059,0.0088,0.1887,0.1258,0.5374,0.2066
NITCO,0.0,0.0273,0.2484,0.1821,0.7732,0.5623
ASAL,0.0645,0.0001,0.2477,0.1058,0.7673,0.3266
CENTURYTEX,0.0,0.0073,0.0015,0.3579,0.4822,0.4578
NCLIND,0.0063,0.0023,0.0461,0.1361,0.3187,0.6908
ASTRAL,0.0341,0.0296,0.627,0.0778,0.0539,0.1247
RKFORGE,0.0422,0.0209,0.2362,0.0725,0.0232,0.4891
IGARASHI,0.5906,0.005,0.0223,0.0764,0.9925,0.0507
JPOLYINVST,0.0067,0.1192,0.7464,0.0547,0.629,0.5771
KIRIINDUS,0.0014,0.0,0.0217,0.2319,0.8544,0.0461
RPOWER,0.0,0.0,0.0,0.4841,0.6026,0.0
HINDCOPPER,0.0,0.3169,0.0338,0.2243,0.7149,0.2897
PENINLAND,0.0001,0.0003,0.2839,0.1684,0.4685,0.234
JAGRAN,0.0236,0.1214,0.5759,0.0472,0.6886,0.9779
MTEDUCARE,0.1809,0.0005,0.0762,0.0781,0.2996,0.7139
3IINFOTECH,0.332,0.0025,0.011,0.0703,0.5116,0.1593
WOCKPHARMA,0.0,0.0002,0.1734,0.2042,0.525,0.0003
ESTER,0.6459,0.0021,0.0193,0.0625,0.6083,0.8424
KTIL,0.0636,0.0831,0.2013,0.0861,0.2687,0.0504
APOLLOHOSP,0.0,0.9727,0.0198,0.0586,0.9921,0.1111
EUROTEXIND,0.0636,0.8917,0.7562,0.0075,0.7459,0.99
SPMLINFRA,0.0029,0.043,0.6969,0.0671,0.1927,0.7136
GLOBALVECT,0.2484,0.0003,0.0013,0.1496,0.7127,0.0293
AJANTPHARM,0.0,0.0426,0.4235,0.1476,0.3091,0.0008
GILLETTE,0.0028,0.1923,0.3111,0.0956,0.0366,0.65
CLNINDIA,0.0005,0.034,0.1817,0.1263,0.094,0.6665
3PLAND,0.0485,0.5047,0.0924,0.0766,0.9314,0.8534
PAPERPROD,0.0061,0.1136,0.5312,0.0599,0.2009,0.048
SUPERHOUSE,0.0016,0.6111,0.4025,0.0989,0.7362,0.4809
MCDOWELL-N,0.0,0.7922,0.0239,0.0906,0.1038,0.0204
GULFPETRO,0.0045,0.0,0.0134,0.2308,0.1301,0.1436
VOLTAS,0.0,0.4406,0.6238,0.2051,0.2163,0.2031
HIMATSEIDE,0.0,0.0003,0.1147,0.2281,0.5915,0.2255
INDOTHAI,0.0217,0.0011,0.34,0.0838,0.1603,0.5631
SWELECTES,0.0004,0.054,0.721,0.1084,0.8709,0.9207
KWALITY,0.0019,0.0031,0.8523,0.1013,0.338,0.9398
THYROCARE,0.0005,0.9775,0.9409,0.0767,0.6876,0.8894
BALLARPUR,0.0,0.0,0.1613,0.2036,0.6961,0.0478
JKIL,0.0062,0.8391,0.0841,0.0924,0.7357,0.3842
POLYMED,0.2663,0.8777,0.8279,-0.0068,0.8914,0.2169
AMRUTANJAN,0.0,0.0164,0.9103,0.1276,0.9697,0.2785
RSYSTEMS,0.0591,0.0328,0.8001,0.0484,0.329,0.4839
UNIVCABLES,0.0013,0.0805,0.0956,0.1894,0.6838,0.0061
RCOM,0.0,0.0,0.0264,0.2533,0.6298,0.0
SETCO,0.0006,0.0005,0.7167,0.1563,0.8839,0.2477
DALMIASUG,0.0,0.0284,0.1614,0.222,0.0895,0.1151
JUBLINDS,0.0001,0.0953,0.8172,0.1017,0.5224,0.3631
GODREJCP,0.0496,0.975,0.9417,0.0239,0.3864,0.4286
CAMLINFINE,0.0044,0.0452,0.704,0.0636,0.7602,0.1508
GSFC,0.0001,0.0003,0.0007,0.2739,0.8598,0.1646
IL&FSTRANS,0.0,0.0,0.0008,0.2823,0.0337,0.5643
PPAP,0.0,0.0709,0.6137,0.1591,0.0109,0.5862
APOLLOTYRE,0.0,0.1025,0.3821,0.2326,0.9617,0.1659
ADVANIHOTR,0.0,0.1019,0.2357,0.1119,0.8517,0.4689
ANSALAPI,0.0044,0.0,0.0,0.2598,0.8999,0.6512
BODALCHEM,0.0005,0.0001,0.1732,0.1734,0.9395,0.8841
SUNTV,0.0,0.0026,0.3198,0.1931,0.3549,0.2373
HIL,0.0004,0.0015,0.0093,0.2181,0.1631,0.2097
SATIN,0.0,0.0011,0.9002,0.2035,0.8855,0.122
PRAJIND,0.0128,0.0003,0.0482,0.1274,0.9354,0.8958
INDIANHUME,0.0004,0.0056,0.0957,0.1944,0.4203,0.0731
RENUKA,0.0422,0.0001,0.0118,0.123,0.8034,0.338
GLENMARK,0.0,0.0007,0.6325,0.189,0.0755,0.0002
WHEELS,0.3349,0.4466,0.085,-0.0039,0.0134,0.6845
ELAND,0.0024,0.0028,0.307,0.1108,0.6095,0.6219
JKTYRE,0.0,0.007,0.0761,0.2569,0.3996,0.0193
WIPRO,0.1268,0.0992,0.3705,0.0029,0.8916,0.2898
CHAMBLFERT,0.0099,0.0,0.1284,0.2115,0.467,0.1264
BASF,0.0161,0.6792,0.6132,0.0492,0.2928,0.1484
ORIENTHOT,0.2278,0.0103,0.3711,0.0389,0.34,0.7148
KKCL,0.0221,0.0768,0.641,0.0326,0.8268,0.3667
BAFNAPHARM,0.0001,0.0051,0.6188,0.1689,0.4313,0.0887
INDOCO,0.1556,0.2973,0.2624,0.0215,0.817,0.2867
MADHAV,0.0,0.1297,0.3298,0.1682,0.733,0.0958
GNFC,0.0,0.0,0.4956,0.2918,0.6054,0.0236
TARAJEWELS,0.0161,0.0041,0.5376,0.0776,0.0343,0.9391
GKWLIMITED,0.064,0.595,0.8787,0.0109,0.6271,0.9683
BHARATRAS,0.0236,0.2536,0.5651,0.0266,0.1262,0.9937
MANUGRAPH,0.0051,0.0001,0.2838,0.1217,0.8867,0.553
HATSUN,0.8472,0.5082,0.9334,-0.0102,0.0097,0.4159
CAREERP,0.0006,0.0005,0.0781,0.1656,0.5657,0.9765
NCC,0.0,0.0003,0.0,0.3811,0.8049,0.0957
JBMA,0.0002,0.0144,0.4473,0.144,0.381,0.5964
SQSBFSI,0.0012,0.4998,0.1815,0.0361,0.2375,0.7511
HARITASEAT,0.0037,0.0018,0.4676,0.0958,0.5412,0.1685
GATI,0.0,0.0017,0.1377,0.2636,0.3512,0.3812
LINDEINDIA,0.1097,0.001,0.0427,0.0821,0.2722,0.6056
ABBOTINDIA,0.4078,0.5557,0.8933,-0.0087,0.482,0.9042
ZUARI,0.0024,0.0393,0.1729,0.1421,0.4592,0.1024
DATAMATICS,0.0128,0.0001,0.3392,0.1328,0.397,0.2945
TALBROAUTO,0.0012,0.0001,0.3824,0.1745,0.3058,0.2242
NAHARCAP,0.0008,0.0121,0.3533,0.1095,0.1046,0.0042
BANKBEES,0.0,0.0,0.0971,0.6278,0.0052,0.2712
NIBL,0.2048,0.0109,0.3562,0.0492,0.6055,0.3346
GENUSPAPER,0.2576,0.1392,0.5163,0.0305,0.4227,0.2988
ICRA,0.361,0.1176,0.0052,0.0849,0.5709,0.1288
VLSFINANCE,0.0,0.0207,0.832,0.224,0.8632,0.9059
HINDPETRO,0.0003,0.5176,0.6649,0.1009,0.3882,0.1677
FINPIPE,0.0007,0.3746,0.9452,0.0622,0.1461,0.1132
LICNETFN50,0.008,0.6071,0.4584,0.02,0.3112,0.2768
NEULANDLAB,0.1286,0.0999,0.5392,0.0209,0.7496,0.6971
GOKEX,0.0249,0.0,0.0707,0.1691,0.7983,0.4297
BALMLAWRIE,0.0008,0.0113,0.776,0.1089,0.816,0.8695
J&KBANK,0.0016,0.4333,0.0,0.2532,0.6222,0.0282
IFBIND,0.2325,0.5925,0.6673,0.0056,0.004,0.3287
NAGAROIL,0.0736,0.0001,0.0038,0.1264,0.4578,0.2948
ARCHIDPLY,0.0166,0.0045,0.0003,0.1798,0.6353,0.8174
ADORWELD,0.0112,0.947,0.7573,0.039,0.5569,0.4841
MERCATOR,0.0025,0.0,0.0828,0.1746,0.2334,0.627
JINDALPOLY,0.0,0.1556,0.4625,0.2177,0.6803,0.6629
PSUBNKBEES,0.0,0.0,0.0,0.6405,0.7069,0.3834
GIPCL,0.0006,0.0009,0.0573,0.1671,0.8577,0.9032
ZYDUSWELL,0.3167,0.3154,0.1118,0.0222,0.2292,0.4022
PTC,0.0,0.0063,0.1171,0.3558,0.9578,0.7187
UPL,0.0,0.1392,0.5012,0.1922,0.7069,0.859
TI,0.1988,0.0185,0.5042,0.0284,0.4264,0.3764
PGHH,0.0083,0.826,0.7064,0.0317,0.1054,0.9796
JUSTDIAL,0.0,0.0198,0.6041,0.1832,0.8611,0.2072
VASCONEQ,0.0049,0.0004,0.1846,0.1452,0.9109,0.2974
TATACHEM,0.0,0.6995,0.2232,0.3081,0.7561,0.0606
SPICEMOBI,0.0003,0.0288,0.5411,0.1088,0.8274,0.2653
REPRO,0.0409,0.0534,0.5244,0.0588,0.4584,0.3772
GRINDWELL,0.0,0.65,0.3504,0.0855,0.1227,0.8498
KARURVYSYA,0.0035,0.0009,0.1323,0.1364,0.5601,0.7076
AXISCADES,0.0,0.0197,0.4906,0.1746,0.4446,0.9049
DIVISLAB,0.0,0.2145,0.4515,0.1134,0.5609,0.0044
CUB,0.1967,0.3329,0.5658,0.0533,0.7116,0.0166
RUCHIRA,0.0,0.0867,0.3668,0.1407,0.4172,0.7332
DECCANCE,0.1917,0.1557,0.3606,0.0249,0.2677,0.6074
JMCPROJECT,0.0068,0.087,0.1063,0.1083,0.0457,0.4986
GUJAPOLLO,0.0001,0.0611,0.9217,0.1162,0.6351,0.8594
MAXINDIA,0.6909,0.0538,0.03,0.0214,0.5026,0.2576
SUNPHARMA,0.0,0.0881,0.0562,0.2857,0.79,0.0
SCHAEFFLER,0.1513,0.01,0.2005,0.049,0.2315,0.9425
LTTS,0.1372,0.0234,0.0026,0.0257,0.1751,0.7885
EVEREADY,0.4192,0.0069,0.0252,0.0845,0.069,0.043
ABAN,0.0286,0.0,0.0006,0.184,0.2125,0.8602
NILAINFRA,0.0,0.0008,0.6995,0.1686,0.219,0.0209
BHUSANSTL,0.1569,0.0006,0.0132,0.1239,0.9747,0.077
VSTTILLERS,0.0002,0.5051,0.7959,0.0911,0.3901,0.3445
THIRUSUGAR,0.068,0.0,0.0068,0.2018,0.1062,0.03
POWERMECH,0.0007,0.8242,0.4674,0.0454,0.2581,0.1665
KOTAKGOLD,0.0045,0.0979,0.1258,0.0323,0.1856,0.7383
QUICKHEAL,0.0005,0.0007,0.1149,0.152,0.9048,0.3053
IPCALAB,0.0002,0.1651,0.8909,0.0849,0.9301,0.2243
MEGH,0.0001,0.0017,0.0594,0.218,0.4099,0.1569
ICICINF100,0.0,0.029,0.2586,0.0959,0.4185,0.5615
MHRIL,0.868,0.0001,0.0475,0.0923,0.2788,0.0077
3MINDIA,0.0003,0.3061,0.6716,0.0883,0.1018,0.1254
HDFC,0.0,0.0022,0.0,0.1967,0.1779,0.7628
GLOBUSSPR,0.0512,0.007,0.1757,0.0717,0.3686,0.1943
TRIDENT,0.0,0.0166,0.4185,0.2259,0.9026,0.4988
RALLIS,0.0,0.091,0.3657,0.1383,0.9272,0.5726
JKCEMENT,0.0004,0.729,0.3007,0.0665,0.2196,0.6344
KITEX,0.1013,0.0643,0.3095,0.0326,0.5541,0.3171
VGUARD,0.0004,0.3678,0.3066,0.1041,0.5894,0.2733
BANKBARODA,0.2845,0.0003,0.0,0.6584,0.8317,0.563
SAGCEM,0.0184,0.398,0.4067,0.0676,0.6742,0.2925
FRETAIL,0.0365,0.0372,0.6917,0.0543,0.0215,0.7738
KOTAKPSUBK,0.0019,0.0156,0.0,0.5292,0.766,0.5992
MAHSCOOTER,0.0016,0.0041,0.9616,0.1853,0.6847,0.0012
SABTN,0.4815,0.3209,0.7573,-0.0066,0.0,0.5523
MANAPPURAM,0.0,0.006,0.1038,0.2459,0.9502,0.0861
ELGIRUBCO,0.1114,0.0001,0.0737,0.1026,0.7851,0.5071
STINDIA,0.0742,0.8214,0.6167,0.0201,0.2291,0.7481
BERGEPAINT,0.0,0.0638,0.2091,0.1739,0.8184,0.5493
IDFCBANK,0.0,0.0438,0.009,0.2295,0.1103,0.7873
ICICIPRULI,0.0028,0.0836,0.7169,0.1,0.9757,0.2118
CENTENKA,0.0002,0.0004,0.6546,0.1505,0.6507,0.9898
AXISGOLD,0.0471,0.3577,0.572,0.0105,0.2438,0.8938
HINDZINC,0.0,0.934,0.0766,0.2936,0.3736,0.0296
BINANIIND,0.0226,0.0,0.0,0.2463,0.8571,0.08
BFUTILITIE,0.0,0.0,0.0037,0.3823,0.2728,0.7221
ORIENTBELL,0.0004,0.0001,0.1754,0.167,0.4741,0.637
QUESS,0.0015,0.8429,0.9653,0.0545,0.1034,0.492
SUPREMEIND,0.0382,0.3337,0.6976,0.0305,0.2173,0.9689
PIONDIST,0.9369,0.2753,0.3197,-0.0089,0.808,0.9088
GICHSGFIN,0.0,0.0008,0.1167,0.239,0.9264,0.0417
ICICINIFTY,0.0,0.0,0.0,0.8307,0.0001,0.0147
POLARIS,0.831,0.3343,0.2204,-0.0014,0.0108,0.8252
MAYURUNIQ,0.013,0.0091,0.0785,0.1052,0.3345,0.8806
HAVELLS,0.0,0.0188,0.3885,0.1895,0.4141,0.4024
JAYNECOIND,0.0009,0.0011,0.0754,0.1596,0.5686,0.0217
MOSERBAER,0.0145,0.0098,0.1429,0.0831,0.2731,0.0716
POKARNA,0.101,0.2545,0.6145,0.0157,0.4379,0.2155
IDBIGOLD,0.612,0.6444,0.8803,-0.0148,0.5154,0.904
INFIBEAM,0.0338,0.5803,0.1762,0.0063,0.6546,0.0727
IZMO,0.0559,0.0001,0.2376,0.1561,0.9859,0.1141
63MOONS,0.0573,0.0002,0.8077,0.0824,0.6416,0.9394
KOKUYOCMLN,0.3149,0.0015,0.0277,0.0746,0.5271,0.4972
STERTOOLS,0.3103,0.7323,0.8375,-0.0011,0.7757,0.4231
DYNAMATECH,0.0007,0.1455,0.6444,0.086,0.1285,0.5095
HMVL,0.0375,0.1685,0.4691,0.0379,0.6228,0.7247
TTKPRESTIG,0.6722,0.0595,0.2657,0.0299,0.0918,0.5166
INDIAGLYCO,0.0004,0.0,0.1263,0.1937,0.2076,0.6122
VIPCLOTHNG,0.0103,0.0003,0.1871,0.117,0.9178,0.9835
DENORA,0.0056,0.0004,0.1083,0.1381,0.6223,0.6729
AHLEAST,0.0879,0.1667,0.6591,0.0576,0.6037,0.0554
NETWORK18,0.0,0.0005,0.3232,0.2216,0.7606,0.6722
JAGSNPHARM,0.026,0.0001,0.2954,0.1106,0.5881,0.7053
BALRAMCHIN,0.0002,0.0889,0.6893,0.1521,0.2749,0.0881
CAPLIPOINT,0.1605,0.0042,0.0418,0.0933,0.4456,0.1337
JUBILANT,0.0,0.1068,0.1142,0.1343,0.7372,0.009
BBTC,0.005,0.4542,0.6845,0.0826,0.0188,0.0549
SUPPETRO,0.0403,0.0037,0.9604,0.0662,0.1608,0.694
MAHLIFE,0.0061,0.053,0.8116,0.0752,0.8612,0.5748
RELCAPITAL,0.0,0.0045,0.0037,0.287,0.6636,0.4026
GNA,0.0012,0.0002,0.0024,0.2153,0.2208,0.521
AJMERA,0.0,0.0066,0.1205,0.2109,0.4232,0.7117
HDFCBANK,0.0,0.0592,0.0,0.2685,0.0038,0.4863
GREENPOWER,0.0068,0.0001,0.0143,0.1482,0.9951,0.025
GSS,0.074,0.2123,0.3585,0.0296,0.8509,0.2125
TCIEXP,0.0054,0.0632,0.4554,0.1116,0.5758,0.0856
INTELLECT,0.0,0.1767,0.6786,0.1459,0.5606,0.5526
VADILALIND,0.0012,0.2966,0.6193,0.0922,0.2942,0.5927
ENGINERSIN,0.0,0.0667,0.0364,0.2081,0.8745,0.3827
INGERRAND,0.0,0.0134,0.1281,0.174,0.8845,0.6438
SHREYANIND,0.0,0.001,0.7906,0.2138,0.5936,0.6702
ARCHIES,0.0077,0.0143,0.3712,0.1063,0.69,0.2417
TWL,0.0006,0.0001,0.0625,0.1844,0.8241,0.6497
BLKASHYAP,0.0042,0.0,0.01,0.1982,0.3193,0.3904
FMNL,0.005,0.7995,0.6212,0.0529,0.1748,0.3468
TERASOFT,0.0001,0.0027,0.354,0.1459,0.4427,0.0002
DISHTV,0.0334,0.8338,0.0094,0.1137,0.9842,0.0423
BHARATWIRE,0.0002,0.0041,0.9941,0.147,0.5941,0.5979
AARVEEDEN,0.3557,0.0052,0.0016,0.1379,0.1551,0.9219
BIOCON,0.0157,0.3793,0.3305,0.0128,0.7333,0.6657
KTKBANK,0.0,0.0001,0.0029,0.3394,0.4767,0.1863
SHK,0.0169,0.0,0.4763,0.1082,0.7121,0.1039
JMTAUTOLTD,0.3193,0.0788,0.0,0.0989,0.0802,0.8895
SGL,0.8065,0.0586,0.1028,0.0155,0.7407,0.6807
BHEL,0.0323,0.1372,0.0118,0.1036,0.2701,0.9131
LUMAXIND,0.0001,0.0659,0.7854,0.1159,0.1188,0.7812
KESORAMIND,0.0,0.0033,0.5324,0.1778,0.3322,0.5156
RML,0.0005,0.1878,0.9656,0.0861,0.4415,0.9417
KESARENT,0.1036,0.6256,0.5499,0.0201,0.9195,0.1356
MANGLMCEM,0.0,0.0148,0.3513,0.1564,0.9195,0.8211
SANOFI,0.0001,0.1874,0.7565,0.0839,0.6881,0.0171
GRANULES,0.0,0.0011,0.8956,0.3157,0.5025,0.2027
SIGNET,0.0324,0.1253,0.0619,0.0795,0.3503,0.0228
RADICO,0.0001,0.0069,0.504,0.1513,0.2886,0.6057
SHREEPUSHK,0.0699,0.0002,0.0148,0.174,0.9383,0.0054
MCLEODRUSS,0.0076,0.0004,0.0371,0.1356,0.5919,0.7097
CENTRALBK,0.1498,0.471,0.0,0.2778,0.3669,0.5498
GARWALLROP,0.005,0.0871,0.8898,0.055,0.157,0.3711
ASAHISONG,0.007,0.0267,0.0318,0.1565,0.7118,0.0686
BANKINDIA,0.55,0.1163,0.0,0.6587,0.3065,0.1893
SAKHTISUG,0.0007,0.0,0.0108,0.2354,0.0061,0.1874
COALINDIA,0.0002,0.7969,0.7817,0.0984,0.2435,0.8833
VENUSREM,0.0012,0.0006,0.2666,0.1289,0.6259,0.3702
BOMDYEING,0.0,0.0,0.0773,0.3037,0.0814,0.0337
AARTIDRUGS,0.0057,0.0001,0.4325,0.1138,0.8571,0.2226
KOTAKNV20,0.0153,0.8,0.0018,0.1933,0.3275,0.0999
WABCOINDIA,0.0796,0.5917,0.2595,0.0455,0.3587,0.5903
SANDESH,0.0076,0.0059,0.1863,0.0943,0.1351,0.0123
ALEMBICLTD,0.0,0.0,0.1224,0.2251,0.7155,0.0168
DCW,0.0033,0.0001,0.045,0.2177,0.7184,0.1374
MPSLTD,0.5015,0.001,0.0294,0.061,0.5596,0.8061
TOKYOPLAST,0.2365,0.0007,0.0388,0.0715,0.782,0.6874
SURANAT&P,0.3002,0.0329,0.0784,0.0514,0.4177,0.0155
CREST,0.3291,0.004,0.0494,0.0558,0.0695,0.6673
TVSMOTOR,0.0,0.1686,0.2356,0.1719,0.0106,0.4722
TAKE,0.0003,0.1622,0.7147,0.0728,0.9286,0.1906
HFCL,0.0006,0.0,0.0341,0.2162,0.668,0.9738
HNGSNGBEES,0.0522,0.2986,0.6817,0.0134,0.4251,0.1889
TCIFINANCE,0.0013,0.0195,0.3493,0.1035,0.8323,0.568
DIGJAMLTD,0.0209,0.0,0.0579,0.1343,0.7409,0.5447
INDHOTEL,0.0043,0.9412,0.7308,0.0564,0.7957,0.9499
BSELINFRA,0.2556,0.0001,0.0001,0.1458,0.676,0.144
ADVENZYMES,0.7382,0.2977,0.5452,-0.0087,0.2713,0.4469
KMSUGAR,0.0004,0.0013,0.0769,0.1845,0.0434,0.3127
PROZONINTU,0.0002,0.0,0.0351,0.2323,0.9579,0.2206
EVERESTIND,0.0,0.0655,0.645,0.1467,0.2185,0.3983
HONDAPOWER,0.0019,0.0099,0.4054,0.1018,0.6442,0.7009
NSIL,0.0081,0.2394,0.2109,0.105,0.4654,0.1762
EMKAY,0.2964,0.0168,0.0058,0.159,0.2776,0.0005
GTL,0.0031,0.0,0.0046,0.1911,0.3687,0.9836
UFLEX,0.0,0.0001,0.0273,0.3025,0.6368,0.4993
SESHAPAPER,0.0,0.002,0.8887,0.1753,0.9223,0.1101
FLEXITUFF,0.6982,0.1095,0.2838,0.0033,0.3095,0.997
HPL,0.0002,0.0001,0.0732,0.2085,0.8627,0.3602
NECCLTD,0.0052,0.0958,0.9681,0.0579,0.696,0.1085
ARCOTECH,0.9042,0.4227,0.442,0.0045,0.158,0.081
KANORICHEM,0.0,0.0,0.5234,0.2477,0.8265,0.8133
MOIL,0.0009,0.0914,0.7252,0.1332,0.121,0.0546
NESTLEIND,0.0025,0.6197,0.2125,0.057,0.2701,0.3265
AUROPHARMA,0.0,0.7215,0.0708,0.1931,0.6821,0.0019
BLUEDART,0.0005,0.9383,0.2063,0.0462,0.8837,0.5534
EXCELCROP,0.0008,0.6962,0.2707,0.0523,0.8766,0.9971
ATLANTA,0.0089,0.0001,0.006,0.1761,0.7971,0.4402
TATAGLOBAL,0.0,0.0001,0.6622,0.3489,0.1318,0.1743
GUJFLUORO,0.1663,0.5365,0.0043,0.106,0.2732,0.1675
ITDCEM,0.1421,0.0093,0.1932,0.0455,0.4498,0.3555
CIPLA,0.0,0.885,0.1635,0.132,0.8122,0.0009
HEG,0.0818,0.0,0.0236,0.1319,0.0008,0.3314
PCJEWELLER,0.0282,0.9371,0.3638,0.0213,0.9079,0.4702
SANGHVIMOV,0.0004,0.0097,0.6479,0.1065,0.5524,0.2165
DBREALTY,0.0,0.0,0.0003,0.3179,0.8327,0.2033
PRABHAT,0.0007,0.0547,0.1556,0.0706,0.0983,0.4607
SUPREMEINF,0.0687,0.4495,0.0778,0.1004,0.7658,0.3195
HIGHGROUND,0.0303,0.0487,0.4464,0.0494,0.2574,0.6906
GDL,0.0003,0.1251,0.7527,0.0887,0.691,0.0495
FEL,0.1161,0.0003,0.0306,0.1323,0.2822,0.0445
LALPATHLAB,0.8266,0.0088,0.0177,0.0347,0.2474,0.4333
ACE,0.0131,0.0057,0.0,0.2127,0.1453,0.8102
UNITY,0.1227,0.0,0.0267,0.1237,0.5463,0.4177
RELIGARE,0.0136,0.8275,0.4534,0.0159,0.0462,0.6575
NHPC,0.0011,0.6973,0.1343,0.1323,0.9737,0.3965
GAEL,0.0004,0.2004,0.1657,0.1189,0.219,0.1646
SAIL,0.0,0.4577,0.0,0.4676,0.4097,0.8528
HONAUT,0.034,0.3969,0.8025,0.0325,0.0326,0.7228
MUTHOOTCAP,0.0083,0.0431,0.8425,0.0935,0.1731,0.1157
V2RETAIL,0.0842,0.2251,0.2706,0.0785,0.0321,0.0251
HCG,0.7323,0.0043,0.227,0.031,0.7683,0.1517
PHOENIXLTD,0.0087,0.4748,0.0813,0.0408,0.229,0.5143
LOKESHMACH,0.0001,0.05,0.0608,0.1906,0.3733,0.5738
COLPAL,0.0125,0.1347,0.4795,0.0678,0.5987,0.1284
FMGOETZE,0.0176,0.0474,0.4363,0.0563,0.9725,0.5368
