Symbol,Rm-Rf %,SMB %,HML %,WML %,ent,Adj-r_sq,const,high-low
CENTUM,0.0019,0.0041,0.3871,0.6081,,0.1091,0.7229,0.9325
KABRAEXTRU,0.0035,0.0004,0.1679,0.1801,,0.1466,0.6288,0.1031
RNAVAL,0.0,0.0,0.013,0.0381,,0.2342,0.2873,0.5527
NAGREEKEXP,0.639,0.046,0.2939,0.7974,,0.0083,0.5325,0.7248
BANARISUG,0.0167,0.0032,0.0552,0.8631,,0.1177,0.7609,0.7543
STEL,0.0005,0.0007,0.3572,0.1485,,0.2363,0.4321,0.4605
PODDARMENT,0.0095,0.0914,0.6792,0.288,,0.0459,0.381,0.2939
MINDAIND,0.002,0.0752,0.5736,0.2696,,0.0988,0.0003,0.3182
PRSMJOHNSN,0.0,0.0766,0.0283,0.0526,,0.2431,0.8313,0.0779
TEXMOPIPES,0.0436,0.0,0.17,0.6464,,0.1277,0.7817,0.981
AVTNPL,0.0234,0.0,0.0041,0.705,,0.172,0.4534,0.2823
SUNILHITEC,0.4039,0.0,0.1117,0.1594,,0.1099,0.5182,0.585
MRF,0.0074,0.285,0.3093,0.0812,,0.1691,0.6744,0.0112
GUJALKALI,0.0618,0.0049,0.5672,0.5049,,0.0706,0.1759,0.6835
GOLDBEES,0.0022,0.2219,0.1353,0.7938,,0.0361,0.1273,0.935
VSSL,0.0019,0.0856,0.3739,0.4963,,0.0956,0.6618,0.0905
ICSA,0.3764,0.0579,0.1709,0.0007,,0.0527,0.3073,0.7605
HESTERBIO,0.0074,0.0237,0.63,0.1032,,0.0624,0.0419,0.0913
ESABINDIA,0.0917,0.3759,0.371,0.7902,,0.0371,0.7099,0.5009
SELMCL,0.0157,0.0164,0.1331,0.1773,,0.0821,0.8109,0.8679
RESPONIND,0.3183,0.8325,0.8418,0.7187,,-0.0143,0.618,0.5306
MONTECARLO,0.0003,0.019,0.8335,0.7987,,0.1175,0.7634,0.5203
SOBHA,0.1276,0.0006,0.0445,0.5202,,0.1016,0.2226,0.5518
ALBERTDAVD,0.006,0.0013,0.3763,0.8979,,0.129,0.3983,0.2436
BLUEBLENDS,0.0619,0.0615,0.9601,0.1998,,0.0216,0.9035,0.5391
TARMAT,0.2816,0.0308,0.3677,0.2,,0.0374,0.9449,0.7964
VIDEOIND,0.0609,0.0023,0.0333,0.1089,,0.0874,0.002,0.9316
RAMCOCEM,0.0001,0.8293,0.8623,0.4551,,0.1048,0.4576,0.773
TRITURBINE,0.0014,0.2245,0.0471,0.8516,,0.0506,0.88,0.2925
GREAVESCOT,0.0281,0.0083,0.0446,0.1055,,0.1051,0.9694,0.2489
LUPIN,0.0,0.3104,0.9448,0.001,,0.1172,0.0423,0.5869
EROSMEDIA,0.0117,0.0005,0.0219,0.9208,,0.1493,0.6539,0.4644
GAYAPROJ,0.6348,0.353,0.081,0.2384,,0.0203,0.4427,0.706
MARATHON,0.0115,0.0086,0.5289,0.4985,,0.077,0.1269,0.657
JPPOWER,0.0813,0.0018,0.0072,0.0173,,0.1223,0.2757,0.1633
MBLINFRA,0.5002,0.7353,0.2758,0.7387,,-0.0025,0.6539,0.9645
WELENT,0.5064,0.0,0.0002,0.0015,,0.1996,0.218,0.9512
TIDEWATER,0.0003,0.0203,0.4447,0.9161,,0.1173,0.8702,0.3167
AARTIIND,0.0001,0.133,0.4246,0.6303,,0.0916,0.2461,0.8174
AURIONPRO,0.0567,0.0015,0.0747,0.9162,,0.0836,0.5868,0.5997
SANWARIA,0.3423,0.0022,0.2226,0.1805,,0.0437,0.0167,0.4237
QGOLDHALF,0.0001,0.005,0.0106,0.8645,,0.0645,0.1567,0.8034
JPASSOCIAT,0.0358,0.0,0.0,0.0287,,0.2606,0.3535,0.0859
HBLPOWER,0.0001,0.0,0.0828,0.992,,0.2653,0.9353,0.0249
20MICRONS,0.1789,0.0023,0.001,0.1151,,0.1384,0.8102,0.9703
VIVIDHA,0.8417,0.0003,0.0454,0.1717,,0.0535,0.8652,0.4515
UNITECH,0.0832,0.0,0.0,0.0074,,0.2208,0.4324,0.0215
SUTLEJTEX,0.0811,0.6273,0.5601,0.3622,,-0.0048,0.5289,0.3981
AMARAJABAT,0.0005,0.1736,0.3856,0.8043,,0.1112,0.3278,0.6491
WONDERLA,0.0198,0.2415,0.3431,0.6339,,0.0531,0.9592,0.8356
SBIN,0.2704,0.0,0.0,0.486,,0.6699,0.3616,0.5701
PANACEABIO,0.0218,0.035,0.4087,0.8209,,0.0903,0.6227,0.0826
SUBROS,0.0001,0.0284,0.9841,0.6619,,0.1598,0.4571,0.2218
ORTINLABSS,0.089,0.0002,0.1019,0.6932,,0.0945,0.9663,0.9508
INDBANK,0.0002,0.0549,0.3387,0.8907,,0.1278,0.746,0.1344
MADHUCON,0.6507,0.0095,0.0008,0.8534,,0.0743,0.8147,0.2317
ONWARDTEC,0.1956,0.0015,0.5512,0.278,,0.0726,0.6328,0.5758
NAHARPOLY,0.0074,0.0,0.004,0.4037,,0.1805,0.9717,0.7085
IDEA,0.0014,0.7953,0.4845,0.0001,,0.0967,0.204,0.294
TREEHOUSE,0.8398,0.0018,0.0238,0.8728,,0.0437,0.6779,0.356
CCHHL,0.0546,0.0006,0.0456,0.2012,,0.0912,0.5127,0.7162
KAJARIACER,0.0002,0.0944,0.8192,0.608,,0.1297,0.4472,0.7703
BBL,0.0001,0.0018,0.6752,0.4524,,0.1627,0.6268,0.1595
MANAKSTEEL,0.3479,0.0089,0.3758,0.7546,,0.0547,0.0659,0.2175
SWARAJENG,0.6809,0.0879,0.3371,0.2706,,0.0224,0.2552,0.0496
DREDGECORP,0.0,0.2337,0.5955,0.9881,,0.1587,0.6437,0.6407
KRBL,0.0027,0.0361,0.1221,0.9911,,0.1049,0.0825,0.0554
GEECEE,0.0102,0.0043,0.1056,0.5586,,0.11,0.9768,0.5776
MOHOTAIND,0.2699,0.1848,0.694,0.6935,,0.0158,0.0031,0.1881
PREMEXPLN,0.0,0.002,0.9691,0.0911,,0.207,0.4843,0.3599
INDOTECH,0.0424,0.0001,0.0102,0.0261,,0.1752,0.3178,0.9106
SHANTIGEAR,0.0036,0.003,0.6013,0.4033,,0.0874,0.4895,0.423
JKLAKSHMI,0.0002,0.3123,0.9786,0.7042,,0.0915,0.7341,0.7992
OIL,0.0646,0.1184,0.3902,0.9285,,0.0321,0.473,0.2699
FCONSUMER,0.0003,0.0,0.1926,0.4364,,0.2406,0.1154,0.6424
BHARATFORG,0.0569,0.2634,0.9485,0.1125,,0.0434,0.5132,0.9761
PSL,0.1033,0.1515,0.0733,0.423,,0.0651,0.9136,0.2747
GULPOLY,0.0306,0.0982,0.6918,0.7871,,0.0381,0.9883,0.9955
LAURUSLABS,0.0007,0.0028,0.8589,0.2267,,0.1226,0.8237,0.2014
CELESTIAL,0.139,0.0124,0.0083,0.2466,,0.0941,0.601,0.1913
MENONBE,0.0001,0.0009,0.1088,0.7216,,0.177,0.8424,0.0726
PATSPINLTD,0.0034,0.0535,0.6923,0.9087,,0.0912,0.3768,0.5157
IGL,0.2568,0.8561,0.2643,0.9265,,-0.0066,0.6903,0.497
IDFC,0.0011,0.0008,0.0001,0.1462,,0.2647,0.393,0.8351
JMFINANCIL,0.0,0.3391,0.285,0.6244,,0.2511,0.3774,0.7979
TRIVENI,0.0007,0.0023,0.1841,0.0725,,0.2614,0.2204,0.0017
ZODIACLOTH,0.9328,0.0173,0.0651,0.6891,,0.0358,0.7078,0.1503
PETRONET,0.3344,0.9828,0.7145,0.1928,,-0.002,0.5541,0.6495
VISASTEEL,0.0004,0.6982,0.9028,0.8158,,0.1043,0.8857,0.863
CYIENT,0.0384,0.1287,0.0602,0.3459,,0.0652,0.5888,0.4603
PNBGILTS,0.0014,0.016,0.0334,0.8396,,0.1591,0.3548,0.5867
GREENPLY,0.0482,0.1675,0.3596,0.287,,0.0676,0.7594,0.5213
ZEEMEDIA,0.0047,0.0,0.2111,0.2429,,0.1798,0.8135,0.1016
MUTHOOTFIN,0.0,0.1726,0.7172,0.3936,,0.2682,0.9127,0.6907
BAJFINANCE,0.0,0.0579,0.0764,0.0421,,0.3327,0.454,0.0064
BASML,0.2333,0.03,0.0896,0.1271,,0.0443,0.7329,0.4893
KNRCON,0.1469,0.0694,0.0003,0.0341,,0.1265,0.0406,0.829
IBREALEST,0.0195,0.0001,0.0089,0.3027,,0.1701,0.4357,0.9071
VOLTAMP,0.0007,0.0004,0.4081,0.7991,,0.1642,0.9014,0.4129
KOTHARIPET,0.1668,0.0,0.0191,0.4388,,0.1161,0.79,0.5474
RATNAMANI,0.0024,0.0095,0.2306,0.436,,0.1194,0.2823,0.3627
FIEMIND,0.0068,0.0324,0.4244,0.2231,,0.0934,0.2219,0.3457
BALAJITELE,0.0001,0.0007,0.7747,0.8782,,0.1563,0.5677,0.7217
KOHINOOR,0.0015,0.0397,0.122,0.8125,,0.1194,0.5462,0.7558
ELGIEQUIP,0.0056,0.3267,0.611,0.8605,,0.0827,0.2925,0.3047
DABUR,0.0001,0.943,0.8752,0.9294,,0.0949,0.408,0.3084
ASHOKLEY,0.0,0.1123,0.7854,0.91,,0.235,0.8338,0.9742
SRTRANSFIN,0.0,0.4805,0.0218,0.487,,0.1835,0.383,0.9293
SUNDRMFAST,0.0,0.4364,0.1838,0.6174,,0.1609,0.162,0.5429
KOTARISUG,0.0047,0.0627,0.7177,0.8647,,0.0524,0.8802,0.3811
IVC,0.0256,0.0001,0.0708,0.535,,0.1146,0.2255,0.5698
RBL,0.0083,0.2545,0.9332,0.4924,,0.0521,0.9127,0.697
SYMPHONY,0.0,0.3842,0.5247,0.1247,,0.1068,0.3319,0.4885
NFL,0.0002,0.2447,0.0307,0.6848,,0.1572,0.2065,0.1675
UNITEDBNK,0.7984,0.6522,0.0,0.0019,,0.3613,0.8806,0.5084
MAJESCO,0.0019,0.0039,0.4029,0.9325,,0.112,0.9445,0.5788
MINDACORP,0.0015,0.0024,0.4788,0.4088,,0.1309,0.2539,0.6858
MUKTAARTS,0.0023,0.0106,0.228,0.1437,,0.1302,0.588,0.1373
NITCO,0.0,0.0297,0.2688,0.5108,,0.18,0.7505,0.5482
ASAL,0.0767,0.0002,0.2496,0.3334,,0.1021,0.7686,0.9891
CENTURYTEX,0.0,0.0047,0.0007,0.7042,,0.3726,0.5628,0.0103
NCLIND,0.0368,0.0016,0.0314,0.916,,0.1476,0.3693,0.04
ASTRAL,0.0871,0.0256,0.5664,0.1762,,0.0796,0.062,0.229
RKFORGE,0.0439,0.0219,0.2454,0.4733,,0.0689,0.0229,0.8111
IGARASHI,0.5348,0.0054,0.0245,0.0473,,0.0731,0.992,0.7046
JPOLYINVST,0.0098,0.1195,0.7432,0.5741,,0.0508,0.6273,0.9379
KIRIINDUS,0.0007,0.0,0.0277,0.0316,,0.2337,0.9044,0.2142
RPOWER,0.0,0.0,0.0,0.0,,0.4838,0.6367,0.3502
HINDCOPPER,0.0,0.3536,0.0446,0.4076,,0.2291,0.6551,0.1132
PENINLAND,0.0002,0.0003,0.2671,0.2083,,0.1661,0.4881,0.561
JAGRAN,0.0769,0.1047,0.5025,0.852,,0.0523,0.6323,0.13
MTEDUCARE,0.2159,0.0005,0.0756,0.7011,,0.0741,0.2974,0.8663
3IINFOTECH,0.5375,0.0021,0.0088,0.1198,,0.0715,0.5502,0.2508
WOCKPHARMA,0.0,0.0002,0.1584,0.0002,,0.2027,0.5508,0.4594
ESTER,0.277,0.0028,0.0294,0.5332,,0.0881,0.5643,0.0091
KTIL,0.0338,0.094,0.2358,0.0347,,0.0881,0.297,0.2165
APOLLOHOSP,0.0004,0.969,0.0264,0.0723,,0.064,0.9296,0.1244
EUROTEXIND,0.0795,0.8883,0.7626,0.9985,,0.0034,0.7508,0.9204
SPMLINFRA,0.0032,0.0465,0.6762,0.7485,,0.0633,0.1869,0.7446
GLOBALVECT,0.4282,0.0002,0.001,0.0457,,0.1508,0.7572,0.2482
AJANTPHARM,0.0,0.04,0.454,0.0007,,0.1457,0.2945,0.5084
GILLETTE,0.0021,0.2059,0.3405,0.5775,,0.0941,0.0336,0.443
CLNINDIA,0.0003,0.0386,0.2095,0.7816,,0.1267,0.1053,0.2892
3PLAND,0.0226,0.5232,0.1111,0.7279,,0.0811,0.8566,0.1555
PAPERPROD,0.0015,0.1344,0.6285,0.0903,,0.071,0.1661,0.0496
SUPERHOUSE,0.0005,0.6624,0.4685,0.3599,,0.1039,0.7954,0.1262
MCDOWELL-N,0.0,0.829,0.0292,0.0149,,0.0906,0.1154,0.3204
GULFPETRO,0.0017,0.0,0.018,0.0972,,0.2346,0.1497,0.1397
VOLTAS,0.0,0.4091,0.6855,0.2718,,0.2062,0.2391,0.2492
HIMATSEIDE,0.0,0.0003,0.1342,0.1783,,0.2284,0.629,0.2992
INDOTHAI,0.0126,0.0013,0.382,0.6722,,0.0843,0.1453,0.2895
SWELECTES,0.0034,0.043,0.6187,0.8653,,0.118,0.9472,0.0576
KWALITY,0.0035,0.0031,0.8664,0.9668,,0.0977,0.3336,0.8153
THYROCARE,0.0027,0.9745,0.8675,0.7517,,0.079,0.6409,0.2064
BALLARPUR,0.0001,0.0,0.1416,0.0358,,0.2036,0.6592,0.3174
JKIL,0.0054,0.8535,0.0916,0.4336,,0.0898,0.717,0.5745
POLYMED,0.1234,0.9416,0.7318,0.3233,,0.0011,0.823,0.0891
AMRUTANJAN,0.0,0.0169,0.9072,0.2882,,0.124,0.9723,0.9512
RSYSTEMS,0.0186,0.0401,0.9113,0.3318,,0.0592,0.3779,0.0529
UNIVCABLES,0.0008,0.0888,0.1109,0.0045,,0.1889,0.65,0.355
RCOM,0.0,0.0001,0.0314,0.0,,0.2525,0.5996,0.3899
SETCO,0.0007,0.0006,0.7391,0.2314,,0.1534,0.8688,0.6996
DALMIASUG,0.0002,0.0219,0.1224,0.1941,,0.2307,0.0715,0.055
JUBLINDS,0.0,0.1188,0.973,0.5969,,0.1249,0.6109,0.0069
GODREJCP,0.0411,0.9969,0.9083,0.3877,,0.0212,0.404,0.564
CAMLINFINE,0.0064,0.0458,0.7048,0.1553,,0.0597,0.7615,0.9912
GSFC,0.0001,0.0004,0.0008,0.1486,,0.2717,0.8804,0.6142
IL&FSTRANS,0.0,0.0,0.0012,0.4005,,0.2899,0.0417,0.0588
PPAP,0.0,0.0769,0.6525,0.5225,,0.1574,0.01,0.4731
APOLLOTYRE,0.0,0.0798,0.296,0.2869,,0.2456,0.8699,0.0241
ADVANIHOTR,0.0,0.1096,0.2185,0.5344,,0.1099,0.8252,0.5005
ANSALAPI,0.0071,0.0,0.0,0.6714,,0.2568,0.8938,0.8737
BODALCHEM,0.0006,0.0001,0.1829,0.849,,0.1703,0.9264,0.7427
SUNTV,0.0,0.0022,0.285,0.1877,,0.1935,0.3839,0.2949
HIL,0.0018,0.0013,0.0076,0.2715,,0.2182,0.1797,0.3114
SATIN,0.0,0.0011,0.8935,0.1223,,0.2002,0.8809,0.9017
PRAJIND,0.0102,0.0004,0.0549,0.9709,,0.1253,0.9089,0.5096
INDIANHUME,0.0015,0.0049,0.0834,0.1011,,0.1942,0.3932,0.335
RENUKA,0.1129,0.0001,0.0089,0.2536,,0.1261,0.7502,0.1741
GLENMARK,0.0,0.0008,0.6882,0.0004,,0.1892,0.0848,0.3024
WHEELS,0.6171,0.4911,0.1076,0.533,,0.002,0.0106,0.1195
ELAND,0.0037,0.0028,0.3078,0.6219,,0.1071,0.6092,0.9663
JKTYRE,0.0,0.0072,0.0775,0.0207,,0.2538,0.4012,0.9988
WIPRO,0.1494,0.1011,0.3762,0.2901,,-0.0012,0.8885,0.9318
CHAMBLFERT,0.0074,0.0,0.1441,0.1061,,0.2101,0.445,0.4556
BASF,0.0187,0.6855,0.607,0.1472,,0.0453,0.2908,0.8775
ORIENTHOT,0.2161,0.0109,0.3848,0.6877,,0.0353,0.3341,0.7714
KKCL,0.0065,0.0906,0.5452,0.5287,,0.043,0.7538,0.0588
BAFNAPHARM,0.0001,0.0058,0.6261,0.0987,,0.165,0.4571,0.8002
INDOCO,0.2538,0.2806,0.2395,0.2427,,0.0201,0.8497,0.4167
MADHAV,0.0,0.1373,0.3125,0.1162,,0.1658,0.7545,0.5888
GNFC,0.0,0.0,0.527,0.0201,,0.2901,0.5842,0.5293
TARAJEWELS,0.0391,0.0037,0.4952,0.8373,,0.077,0.0308,0.358
GKWLIMITED,0.0778,0.5945,0.8822,0.963,,0.0068,0.6301,0.9598
BHARATRAS,0.028,0.257,0.5622,0.9831,,0.0226,0.1262,0.9242
MANUGRAPH,0.0113,0.0001,0.2672,0.5043,,0.1193,0.8639,0.5645
HATSUN,0.8857,0.5141,0.925,0.4095,,-0.0143,0.0097,0.8815
CAREERP,0.0023,0.0005,0.0687,0.8777,,0.1649,0.5363,0.3767
NCC,0.0,0.0003,0.0,0.066,,0.3831,0.8577,0.1835
JBMA,0.0006,0.0136,0.4239,0.659,,0.1417,0.3987,0.5594
SQSBFSI,0.0015,0.4969,0.1783,0.7797,,0.0322,0.2439,0.8154
HARITASEAT,0.006,0.0018,0.4632,0.1673,,0.0921,0.5474,0.885
GATI,0.0,0.0014,0.1158,0.4885,,0.2653,0.3196,0.2139
LINDEINDIA,0.1125,0.0011,0.0452,0.6289,,0.0784,0.2696,0.8488
ABBOTINDIA,0.2775,0.5901,0.8328,0.7888,,-0.0082,0.4497,0.292
ZUARI,0.0046,0.0385,0.1678,0.1162,,0.1388,0.4702,0.7577
DATAMATICS,0.0056,0.0001,0.3928,0.2177,,0.136,0.4367,0.1709
TALBROAUTO,0.0011,0.0001,0.4064,0.2014,,0.172,0.2943,0.5883
NAHARCAP,0.0007,0.0135,0.3828,0.0062,,0.1077,0.0979,0.477
BANKBEES,0.0,0.0,0.1003,0.2705,,0.6262,0.0053,0.9155
NIBL,0.2651,0.0106,0.3443,0.3675,,0.0458,0.5934,0.7094
GENUSPAPER,0.3855,0.1351,0.484,0.3517,,0.0292,0.4591,0.3954
ICRA,0.4014,0.1172,0.0053,0.1384,,0.0812,0.5675,0.8926
VLSFINANCE,0.0,0.0215,0.84,0.893,,0.2209,0.8587,0.8998
HINDPETRO,0.0011,0.5444,0.7111,0.2122,,0.0998,0.3661,0.4028
FINPIPE,0.0005,0.396,0.8993,0.1453,,0.0607,0.1361,0.4298
LICNETFN50,0.0093,0.6021,0.4518,0.294,,0.016,0.3077,0.8412
NEULANDLAB,0.1936,0.0952,0.5131,0.6408,,0.0182,0.7279,0.562
GOKEX,0.0151,0.0,0.0898,0.3548,,0.1694,0.7323,0.2973
BALMLAWRIE,0.0007,0.0126,0.817,0.7928,,0.1071,0.8446,0.4777
J&KBANK,0.0007,0.4707,0.0,0.0463,,0.2555,0.5754,0.1875
IFBIND,0.1902,0.6131,0.637,0.2939,,0.003,0.0037,0.5508
NAGAROIL,0.1733,0.0001,0.0028,0.2209,,0.1291,0.4181,0.1876
ARCHIDPLY,0.0027,0.006,0.0005,0.5609,,0.197,0.545,0.0135
ADORWELD,0.0368,0.9965,0.8316,0.6105,,0.0418,0.6023,0.1914
MERCATOR,0.0028,0.0,0.0885,0.599,,0.1715,0.2414,0.7467
JINDALPOLY,0.0,0.1602,0.454,0.6913,,0.2146,0.6902,0.8118
PSUBNKBEES,0.0,0.0,0.0,0.3612,,0.6392,0.7217,0.7135
GIPCL,0.0035,0.0007,0.0444,0.7387,,0.1715,0.9182,0.1321
ZYDUSWELL,0.3608,0.313,0.1107,0.3944,,0.0183,0.2341,0.8647
PTC,0.0,0.0062,0.115,0.746,,0.3533,0.9487,0.8207
UPL,0.0,0.1423,0.4964,0.8769,,0.1889,0.7134,0.8838
TI,0.2112,0.019,0.5093,0.3854,,0.0241,0.4262,0.9489
PGHH,0.0043,0.7838,0.6453,0.8512,,0.033,0.0937,0.2505
JUSTDIAL,0.0,0.0183,0.5686,0.1771,,0.1816,0.8907,0.4665
VASCONEQ,0.0019,0.0005,0.2229,0.2144,,0.1494,0.9706,0.1409
TATACHEM,0.0,0.701,0.2259,0.0634,,0.3053,0.7563,0.9859
SPICEMOBI,0.0002,0.0327,0.5935,0.3384,,0.1091,0.7868,0.301
REPRO,0.0484,0.0544,0.5285,0.3797,,0.0549,0.4585,0.9655
GRINDWELL,0.0001,0.649,0.3549,0.8451,,0.0818,0.1247,0.9529
KARURVYSYA,0.0056,0.0009,0.1321,0.7227,,0.1329,0.5652,0.911
AXISCADES,0.0,0.0182,0.4599,0.8268,,0.1729,0.4243,0.4754
DIVISLAB,0.0,0.2273,0.4248,0.0064,,0.1113,0.5396,0.5112
CUB,0.3313,0.3108,0.5192,0.0255,,0.0532,0.7495,0.327
RUCHIRA,0.0,0.0748,0.4253,0.8914,,0.1445,0.4597,0.1537
DECCANCE,0.258,0.1508,0.3458,0.6562,,0.0217,0.2595,0.6572
JMCPROJECT,0.0065,0.0918,0.1151,0.4644,,0.1053,0.044,0.6556
GUJAPOLLO,0.0004,0.0575,0.9604,0.9344,,0.1142,0.66,0.5107
MAXINDIA,0.5817,0.0509,0.0274,0.3015,,0.0188,0.484,0.5393
SUNPHARMA,0.0,0.0907,0.0556,0.0,,0.2828,0.7978,0.8559
SCHAEFFLER,0.3074,0.0083,0.1693,0.9092,,0.0518,0.2584,0.1893
LTTS,0.2611,0.0269,0.0035,0.6724,,0.0267,0.1581,0.2656
EVEREADY,0.4764,0.0069,0.0248,0.0491,,0.0809,0.0717,0.8194
ABAN,0.0387,0.0,0.0006,0.8483,,0.1806,0.2117,0.9022
NILAINFRA,0.0,0.0009,0.7321,0.0275,,0.1663,0.2095,0.5658
BHUSANSTL,0.2033,0.0006,0.0128,0.0885,,0.1206,0.962,0.7537
VSTTILLERS,0.0007,0.4776,0.7438,0.2856,,0.0906,0.4177,0.3477
THIRUSUGAR,0.1415,0.0,0.0055,0.0451,,0.2021,0.0956,0.2977
POWERMECH,0.0007,0.806,0.4469,0.1947,,0.0425,0.2488,0.6129
KOTAKGOLD,0.0192,0.1122,0.1546,0.9005,,0.0369,0.1617,0.1439
QUICKHEAL,0.0022,0.0006,0.0972,0.238,,0.1533,0.8579,0.2424
IPCALAB,0.0008,0.151,0.9518,0.1772,,0.0852,0.8881,0.2978
MEGH,0.0,0.0022,0.0796,0.0943,,0.2262,0.3559,0.06
ICICINF100,0.0,0.0278,0.246,0.6131,,0.093,0.4058,0.628
MHRIL,0.792,0.0001,0.0455,0.0098,,0.089,0.2719,0.7055
3MINDIA,0.0016,0.2763,0.6004,0.0871,,0.0916,0.1169,0.1728
HDFC,0.0,0.0022,0.0,0.7386,,0.1936,0.1752,0.801
GLOBUSSPR,0.0709,0.007,0.1712,0.1861,,0.0678,0.3813,0.7667
TRIDENT,0.0,0.0164,0.4103,0.5265,,0.2229,0.893,0.8048
RALLIS,0.0,0.0906,0.3739,0.5919,,0.1348,0.9336,0.8794
JKCEMENT,0.0006,0.7314,0.3044,0.6428,,0.0626,0.2219,0.9662
KITEX,0.0791,0.0696,0.3353,0.3706,,0.0303,0.578,0.5049
VGUARD,0.0019,0.3401,0.2699,0.2132,,0.1052,0.6301,0.2564
BANKBARODA,0.1768,0.0002,0.0,0.6831,,0.6589,0.8785,0.2429
SAGCEM,0.0818,0.3455,0.3282,0.4418,,0.0788,0.7479,0.048
FRETAIL,0.0698,0.0344,0.6501,0.8748,,0.0531,0.0249,0.4005
KOTAKPSUBK,0.0058,0.0176,0.0,0.5214,,0.5287,0.8,0.3901
MAHSCOOTER,0.0051,0.0037,0.9112,0.0019,,0.1845,0.7179,0.3874
SABTN,0.7572,0.2908,0.6842,0.4368,,-0.0033,0.0,0.1819
MANAPPURAM,0.0005,0.0028,0.0524,0.224,,0.2851,0.8981,0.0002
ELGIRUBCO,0.0968,0.0001,0.0809,0.4691,,0.0998,0.8048,0.628
STINDIA,0.0207,0.9367,0.7702,0.9963,,0.0387,0.2015,0.0268
BERGEPAINT,0.0,0.0658,0.2158,0.57,,0.1706,0.8124,0.8668
IDFCBANK,0.0,0.0466,0.0102,0.7427,,0.2269,0.1164,0.6623
ICICIPRULI,0.0061,0.0804,0.6917,0.2436,,0.0972,0.9954,0.6284
CENTENKA,0.0014,0.0003,0.5841,0.8568,,0.1536,0.6011,0.1716
AXISGOLD,0.0598,0.3613,0.5782,0.9047,,0.0064,0.2436,0.9311
HINDZINC,0.0,0.9123,0.0852,0.0256,,0.2917,0.391,0.5608
BINANIIND,0.0389,0.0,0.0,0.0955,,0.2438,0.8757,0.6502
BFUTILITIE,0.0,0.0,0.004,0.7121,,0.3797,0.2772,0.9008
ORIENTBELL,0.0006,0.0001,0.1813,0.6578,,0.1636,0.4704,0.8691
QUESS,0.0033,0.8283,0.9892,0.4615,,0.0512,0.1089,0.6842
SUPREMEIND,0.0587,0.3265,0.6793,0.9899,,0.027,0.2257,0.7165
PIONDIST,0.8474,0.286,0.3,0.9675,,-0.0116,0.8067,0.4947
GICHSGFIN,0.0001,0.0008,0.1197,0.0431,,0.2359,0.9238,0.9438
ICICINIFTY,0.0,0.0,0.0,0.0258,,0.8313,0.0001,0.1714
POLARIS,0.6514,0.3568,0.2476,0.7303,,-0.0022,0.0096,0.3712
MAYURUNIQ,0.0018,0.0119,0.1126,0.6053,,0.126,0.2682,0.0099
HAVELLS,0.0,0.0159,0.4433,0.5166,,0.1918,0.4525,0.1979
JAYNECOIND,0.0012,0.0011,0.0787,0.0244,,0.1557,0.561,0.8422
MOSERBAER,0.0601,0.0075,0.1104,0.0416,,0.0911,0.2345,0.0784
POKARNA,0.1275,0.2524,0.6068,0.2116,,0.0118,0.4339,0.8557
IDBIGOLD,0.596,0.6413,0.8728,0.9233,,-0.019,0.5208,0.8743
INFIBEAM,0.0145,0.533,0.1445,0.115,,0.0111,0.709,0.1428
IZMO,0.0922,0.0001,0.2287,0.1408,,0.154,0.9371,0.4785
63MOONS,0.0374,0.0003,0.7559,0.9553,,0.0819,0.6086,0.3527
KOKUYOCMLN,0.4413,0.0013,0.0248,0.5676,,0.0727,0.5519,0.4784
STERTOOLS,0.2129,0.768,0.7821,0.3516,,-0.0012,0.8146,0.3258
DYNAMATECH,0.0349,0.0812,0.4057,0.1754,,0.1621,0.0678,0.0
HMVL,0.0424,0.1717,0.4768,0.7409,,0.034,0.6284,0.902
TTKPRESTIG,0.6424,0.059,0.2747,0.5412,,0.0261,0.0908,0.8321
INDIAGLYCO,0.0002,0.0,0.1444,0.5313,,0.193,0.1927,0.3779
VIPCLOTHNG,0.0126,0.0003,0.1922,0.97,,0.1134,0.9132,0.9034
DENORA,0.0025,0.0004,0.132,0.543,,0.141,0.6713,0.1791
AHLEAST,0.0864,0.1721,0.6756,0.0533,,0.054,0.5948,0.7775
NETWORK18,0.0,0.0007,0.4244,0.9681,,0.2418,0.6548,0.0068
JAGSNPHARM,0.0148,0.0001,0.3349,0.5975,,0.1113,0.6272,0.2768
BALRAMCHIN,0.0008,0.0815,0.6408,0.1191,,0.1516,0.2555,0.3546
CAPLIPOINT,0.1728,0.0044,0.0433,0.1361,,0.0896,0.4453,0.951
JUBILANT,0.0,0.1195,0.0966,0.0153,,0.1357,0.6929,0.2423
BBTC,0.0045,0.4711,0.6567,0.0484,,0.0799,0.0178,0.5866
SUPPETRO,0.0778,0.0034,0.995,0.7779,,0.0646,0.1736,0.4477
MAHLIFE,0.007,0.0551,0.8256,0.5573,,0.0716,0.8524,0.8172
RELCAPITAL,0.0,0.0033,0.0023,0.2734,,0.2943,0.595,0.0629
GNA,0.0014,0.0003,0.0027,0.5006,,0.2123,0.217,0.7805
AJMERA,0.0,0.007,0.1255,0.6958,,0.2078,0.4194,0.8544
HDFCBANK,0.0,0.0608,0.0,0.5032,,0.2656,0.004,0.8961
GREENPOWER,0.0175,0.0001,0.0124,0.0196,,0.1472,0.9711,0.4047
